day,total_edges,mean_tsi,median_tsi,max_tsi,edges_above_threshold,mean_run_length,empirical_null_edges,memory_peak_mb
2025-09-04,12,0.020621693688874825,0.0075454136989707415,0.07667585436995084,0,2.1666666666666665,12,188.515625
2025-09-05,12,0.017109942854868037,0.005141192312447002,0.06590666925597478,0,1.0,12,135.90625
2025-09-06,12,0.019677593085719855,0.007620433412813881,0.08341572211249845,0,2.1666666666666665,12,242.34375
2025-09-07,12,0.01173757402541841,0.011033224160284934,0.02676529382218762,0,0.8333333333333334,12,253.265625
