edge,lag,lag_s,coef_placebo,se_placebo,t_placebo,p_placebo,n_obs
BINANCE->BITGET,1,10,0.7778391800170539,0.016441941184269972,47.308232726267974,0.0,8594
BINANCE->BITGET,3,30,0.028765817653157562,0.016768144528614484,1.7155039189976746,0.08628893909851132,8592
BINANCE->BITGET,6,60,-0.012331587553838569,0.015156555033401527,-0.8136141442869184,0.4158885916499817,8589
BINANCE->BYBITSPOT,1,10,0.004883304909984872,0.012725047473866156,0.38375533922477495,0.7011694875667875,8417
BINANCE->BYBITSPOT,3,30,-0.007512346809805116,0.013280256053188772,-0.5656778588995126,0.571627875271111,8415
BINANCE->BYBITSPOT,6,60,-0.00891446935279569,0.013353625604554338,-0.6675692142930347,0.5044269318744159,8412
BINANCE->COINBASE,1,10,-0.019674784698462927,0.013508271685569461,-1.4564990367702622,0.14529125658234854,8594
BINANCE->COINBASE,3,30,0.03263547132155294,0.014427833309420785,2.2619800646188026,0.0237235179871651,8592
BINANCE->COINBASE,6,60,0.01734116533545026,0.015258293422657153,1.1365075277488264,0.2557759320817343,8589
BITGET->BINANCE,1,10,-0.006851485324179,0.01672723840354939,-0.40960050660395725,0.682109203020115,8622
BITGET->BINANCE,3,30,0.0006043085139889363,0.016118280822728825,0.037492119701549344,0.9700934916827095,8620
BITGET->BINANCE,6,60,0.008277420401709125,0.01856615867971528,0.44583376370432176,0.655728534453857,8617
BITGET->BYBITSPOT,1,10,-0.0007999216631467014,0.014296707103124626,-0.05595146192593356,0.9553817991919864,8439
BITGET->BYBITSPOT,3,30,0.0030492054396853248,0.015729467201390866,0.1938530657551898,0.8462956024837625,8437
BITGET->BYBITSPOT,6,60,0.01477782121748565,0.013471476655626344,1.096971148394019,0.27268533097053105,8434
BITGET->COINBASE,1,10,0.017409587491911866,0.014768219357014879,1.1788548823011857,0.2384885004360342,8623
BITGET->COINBASE,3,30,-0.00457884391974844,0.014697274702755106,-0.3115437393906847,0.7553948319816404,8621
BITGET->COINBASE,6,60,-0.00593581857403916,0.013452363077211765,-0.4412472767772977,0.6590450626149664,8618
BYBITSPOT->BINANCE,1,10,-0.007027428051764407,0.014230967668346039,-0.49381238265304506,0.6214513159910973,8590
BYBITSPOT->BINANCE,3,30,0.0021718404264277516,0.014130031485113166,0.1537038632019975,0.8778468508423167,8588
BYBITSPOT->BINANCE,6,60,-0.0053102744183124604,0.013032529264943235,-0.4074630726206614,0.683678072590002,8585
BYBITSPOT->BITGET,1,10,-0.00358496981391741,0.01427048222840644,-0.2512157442571397,0.8016533209281764,8593
BYBITSPOT->BITGET,3,30,-0.02600435355288873,0.013477534800564265,-1.9294592028654975,0.053706779778085245,8591
BYBITSPOT->BITGET,6,60,0.002190654593348458,0.013839294856356335,0.15829235637264413,0.8742301535686088,8588
BYBITSPOT->COINBASE,1,10,0.001344680198966025,0.014665776882082022,0.09168830330487941,0.9269478278447392,8596
BYBITSPOT->COINBASE,3,30,-0.001156401782375908,0.013090191788916319,-0.0883410878177547,0.9296076420812263,8594
BYBITSPOT->COINBASE,6,60,-0.0013722922976372434,0.012460009335181587,-0.11013573591493976,0.9123043005044278,8591
COINBASE->BINANCE,1,10,-0.002498989227999861,0.01736602227465549,-0.14390107236283825,0.885581947263741,8636
COINBASE->BINANCE,3,30,-0.02171714015240084,0.01821402715364987,-1.1923305027053828,0.23316445471849812,8634
COINBASE->BINANCE,6,60,-0.02650555772171688,0.01701916390390136,-1.5573948210018074,0.11941344790965913,8631
COINBASE->BITGET,1,10,0.13410808400208302,0.022351476898518203,5.999965219791528,2.0532200384337784e-09,8620
COINBASE->BITGET,3,30,0.0024630266236199826,0.017186670294609338,0.14331028531992726,0.8860484844801328,8618
COINBASE->BITGET,6,60,-0.004037638757101376,0.01567004266694358,-0.2576660984860555,0.7966707679760479,8615
COINBASE->BYBITSPOT,1,10,-0.014201760549090224,0.014202130350315235,-0.9999739615666178,0.3173517872189018,8439
COINBASE->BYBITSPOT,3,30,-0.0071842753029303695,0.014661336684666645,-0.4900150277869237,0.6241360092022268,8437
COINBASE->BYBITSPOT,6,60,-0.024275469896208685,0.01555430727667573,-1.5606911619015438,0.1186341662061321,8434
