edge,lag,lag_s,coef,se,t,p_raw,n_obs
BINANCE->BITGET,1,30,-0.0009046809456269905,0.01792983910182942,-0.050456724150674835,0.9597619991314996,2829
BINANCE->BITGET,3,90,-0.014126373329411074,0.01825591522764453,-0.7737970489707259,0.439115565192179,2827
BINANCE->BITGET,6,180,-0.01277608857568472,0.018392255874579405,-0.6946449996567854,0.4873349888289247,2824
BINANCE->BYBITSPOT,1,30,-0.013166798609808994,0.021671734650250102,-0.6075562857473914,0.5435305820084126,2830
BINANCE->BYBITSPOT,3,90,-0.005835549985517997,0.019717071979186877,-0.29596432937293826,0.7672790683524546,2828
BINANCE->BYBITSPOT,6,180,0.01898476041019975,0.01892061271609659,1.0033903602946528,0.3157585498356985,2825
BINANCE->COINBASE,1,30,0.07279382843674703,0.03273620729027463,2.2236488115827897,0.026249617293663485,2873
BINANCE->COINBASE,3,90,0.02482749236474007,0.02034416679124313,1.220374007915956,0.22242342137246607,2871
BINANCE->COINBASE,6,180,0.012810390559454139,0.016732198493510635,0.7656131120140895,0.4439695847061267,2868
BITGET->BINANCE,1,30,-0.034404663894330306,0.019521071447806043,-1.7624372712491156,0.07810187426458404,2872
BITGET->BINANCE,3,90,0.016655201325862748,0.018118831748150096,0.9192204860317894,0.3580575600410838,2870
BITGET->BINANCE,6,180,0.015467187109364651,0.02052889966624403,0.7534347851481574,0.45125059578608795,2867
BITGET->BYBITSPOT,1,30,0.008667554846711667,0.023933556668241845,0.3621507228055622,0.7172660734070799,2871
BITGET->BYBITSPOT,3,90,0.035709392229422356,0.022163802732032483,1.6111581871198013,0.10725532488990552,2869
BITGET->BYBITSPOT,6,180,0.013760659211643237,0.020826439554341,0.6607302787275998,0.5088384433237603,2866
BITGET->COINBASE,1,30,0.011609898792387557,0.015179551912103299,0.7648380439432138,0.44443085178664665,2873
BITGET->COINBASE,3,90,-0.0031583817909091655,0.015946606405984803,-0.19805980724048072,0.8430123029978405,2871
BITGET->COINBASE,6,180,0.0027160657577282536,0.015922225339133674,0.17058330100709618,0.864563470236591,2868
BYBITSPOT->BINANCE,1,30,-0.002095430297503354,0.01879660773469826,-0.11147917364021066,0.9112441561075002,2879
BYBITSPOT->BINANCE,3,90,-0.004977134317943406,0.017386671278694407,-0.2862614837632766,0.774698480870746,2877
BYBITSPOT->BINANCE,6,180,-0.009752870799105572,0.017543707173500813,-0.5559184670978183,0.5783098972473142,2874
BYBITSPOT->BITGET,1,30,0.03454731378985233,0.020983301224030113,1.6464193799157154,0.09978677972009509,2876
BYBITSPOT->BITGET,3,90,0.11519578486674681,0.03267949422842029,3.525017372103782,0.0004300732075708247,2874
BYBITSPOT->BITGET,6,180,0.029826530675152767,0.02073437875572546,1.4385061171373008,0.15039957761410472,2871
BYBITSPOT->COINBASE,1,30,0.002098030102442948,0.016383183421177096,0.12805997763114887,0.8981104587315365,2879
BYBITSPOT->COINBASE,3,90,0.007868352444443026,0.01565107578930765,0.5027355659358861,0.6151887075759395,2877
BYBITSPOT->COINBASE,6,180,-0.001521378384702979,0.015223180541921741,-0.09993827377356476,0.9204003055475316,2874
COINBASE->BINANCE,1,30,0.023120929184599768,0.02484568561220667,0.9305812504220238,0.35214829351021626,2879
COINBASE->BINANCE,3,90,0.014649874872731476,0.023473366512492752,0.6241062552716787,0.5326073232116806,2877
COINBASE->BINANCE,6,180,0.012673266300609973,0.02446699387157654,0.5179739843451951,0.6045163178584332,2874
COINBASE->BITGET,1,30,-0.00475394999346652,0.0203902150564836,-0.2331485950637327,0.8156628942891553,2830
COINBASE->BITGET,3,90,0.02497974767403167,0.02135904348239308,1.1695162142735112,0.24229434150561957,2828
COINBASE->BITGET,6,180,-0.013083680749431444,0.026617429298771186,-0.49154561857089113,0.6230788101022973,2825
COINBASE->BYBITSPOT,1,30,-0.0030887316006163812,0.01803433704921098,-0.17126948399533856,0.8640241229585297,2831
COINBASE->BYBITSPOT,3,90,-0.01452509230582955,0.019937723803733105,-0.7285230976622264,0.46635377690748436,2829
COINBASE->BYBITSPOT,6,180,-0.02853135403430813,0.020540859618282628,-1.3890048695388324,0.1649407911897347,2826
