edge,lag,lag_s,coef,se,t,p_raw,n_obs
BINANCE->BITGET,1,30,-0.01729758111944588,0.02359115722078604,-0.7332230868354807,0.4635116087572151,1928
BINANCE->BITGET,3,90,0.002228316165348671,0.010594270598713788,0.21033219272492462,0.8334306823418003,1926
BINANCE->BITGET,6,180,-0.0038695923461624674,0.008077163481242409,-0.4790781262690571,0.6319375782572902,1923
BINANCE->BYBITSPOT,1,30,-0.010161054714547429,0.013933029941957584,-0.7292781797553365,0.46592023757783196,1927
BINANCE->BYBITSPOT,3,90,0.007169394697700646,0.013869491473021378,0.516918353614218,0.6052725993607595,1925
BINANCE->BYBITSPOT,6,180,-0.012828669818258304,0.010178215624114004,-1.2604046025380815,0.20767659758144474,1922
BINANCE->COINBASE,1,30,-0.0017162197341546812,0.007841420168272979,-0.21886593210483035,0.8267774956254272,1943
BINANCE->COINBASE,3,90,-0.0030214526993615574,0.009912979186703821,-0.30479764382176866,0.7605529869803784,1941
BINANCE->COINBASE,6,180,-0.007583353760419712,0.009869030069471546,-0.7683990936330966,0.4423438361664047,1938
BITGET->BINANCE,1,30,-0.03605385746617319,0.02484521634858265,-1.4511388011410884,0.146896640284925,2020
BITGET->BINANCE,3,90,0.019836885546881976,0.018846617927966876,1.0525435185612597,0.2926763935759997,2018
BITGET->BINANCE,6,180,0.014001500755271717,0.032779022129185,0.42714821388174956,0.669317059984154,2015
BITGET->BYBITSPOT,1,30,0.009780163721717227,0.014793955303181647,0.6610918798445921,0.5086065304506229,2868
BITGET->BYBITSPOT,3,90,0.006299286302827181,0.015422340841600369,0.4084520221363171,0.6829723829931531,2866
BITGET->BYBITSPOT,6,180,0.021132686939942524,0.023081000865373742,0.9155879791870685,0.3599602014551646,2863
BITGET->COINBASE,1,30,0.008677587316883267,0.019123319641732937,0.45376992485897244,0.6500287776518323,2869
BITGET->COINBASE,3,90,0.024181223779702332,0.01844227284054421,1.311184580597972,0.18990048590361996,2867
BITGET->COINBASE,6,180,-0.012175665925594556,0.01938168546903647,-0.6282047010331476,0.5299199758500688,2864
BYBITSPOT->BINANCE,1,30,-0.0063619012656235836,0.019113273191688752,-0.332852526190543,0.7392813316546829,1955
BYBITSPOT->BINANCE,3,90,0.017378999197035214,0.018782197902428917,0.9252910275632735,0.35492897764150855,1953
BYBITSPOT->BINANCE,6,180,-0.00885599667486959,0.03737189778355828,-0.23696941285025602,0.8127054360462282,1950
BYBITSPOT->BITGET,1,30,-0.017891076602837636,0.021945583881525742,-0.8152472360463703,0.41500241899488355,2713
BYBITSPOT->BITGET,3,90,0.009061735102334567,0.026679206074080798,0.33965535095657,0.7341424196367117,2711
BYBITSPOT->BITGET,6,180,-0.0028500725041196943,0.03094963384009538,-0.0920874385411117,0.9266353850877769,2708
BYBITSPOT->COINBASE,1,30,-0.01917771045906075,0.022949262998185473,-0.835656921121043,0.40341732984883505,2879
BYBITSPOT->COINBASE,3,90,-0.012009099579028496,0.019292974290178184,-0.622459730594374,0.5336889791599138,2877
BYBITSPOT->COINBASE,6,180,0.008880073131155816,0.02326747554169451,0.38165176601316425,0.7027479153754492,2874
COINBASE->BINANCE,1,30,-0.0039756207470362575,0.031455660399186236,-0.1263880871227586,0.8994380832049917,1905
COINBASE->BINANCE,3,90,-0.0037785036656117913,0.034585140259756876,-0.1092522290565478,0.9130139662294787,1903
COINBASE->BINANCE,6,180,-0.025508900712607793,0.03371119025562103,-0.7566894114144906,0.4493298747663732,1900
COINBASE->BITGET,1,30,0.021540632676797657,0.0181967807852711,1.1837606294753602,0.23661404378565232,2651
COINBASE->BITGET,3,90,0.0009450867123298543,0.02104610097582407,0.0449055487007065,0.9641859812980431,2649
COINBASE->BITGET,6,180,-0.004324435104193536,0.015491026418776253,-0.2791574287777346,0.7801458453493175,2646
COINBASE->BYBITSPOT,1,30,-0.006329177238211898,0.016577573622483594,-0.38179153248505876,0.702644981726523,2801
COINBASE->BYBITSPOT,3,90,-0.012571109994747216,0.014097404667045382,-0.8917322224660196,0.3726131829282284,2799
COINBASE->BYBITSPOT,6,180,-0.0025848443596838185,0.01529666942067024,-0.16898086038199553,0.8658239281171587,2796
