proxy,n_shocks,mean_beta,median_beta,std_beta,iqr_beta,t_statistic,p_value,ci_lower,ci_upper,p_value_holm
A_t,41,0.48410576920597503,0.46101638747872126,0.2536549234666913,0.34554470740861964,12.220497603275977,4.398722416247092e-15,0.40646185171203014,0.5617496866999199,8.797444832494184e-15
A_t_unique,41,1.6540257339819675,1.6829618723452306,0.11145855236617247,0.15315481701325373,95.02126164175742,9.751768918860068e-49,1.6199082072033082,1.6881432607606268,2.9255306756580206e-48
A_t_rate,41,-0.7415457107961413,-0.7850591696593539,0.4314675430941092,0.7289291975176054,-11.004789097027142,1.1371405234680047e-13,-0.8736181730983101,-0.6094732484939724,1.1371405234680047e-13
