date,venue,pair,key,abs_path,rel_path,size_bytes,sha256
20250714,COINBASE,BTC-USD,T-TRADES/D-20250714/E-COINBASE/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/20250714/E-COINBASE/IDDI_248891ed__BTC_USD.csv.gz,data_v7/raw/coinapi_jul_w6/20250714/E-COINBASE/IDDI_248891ed__BTC_USD.csv.gz,52275150,37e8dc265a1c63d7931a53385c2713ddcb402f39109f7590c1612b1923de4808
20250714,BINANCE,BTCUSDT,T-TRADES/D-20250714/E-BINANCE/IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/20250714/E-BINANCE/IDDI_cc043262__BTCUSDT.csv.gz,data_v7/raw/coinapi_jul_w6/20250714/E-BINANCE/IDDI_cc043262__BTCUSDT.csv.gz,155244332,f85192acc5f1f608257e2858fb7a5df4f2b6850748315a511b6f482855e5b2a4
20250714,BYBITSPOT,BTCUSDT,T-TRADES/D-20250714/E-BYBITSPOT/IDDI-39450946+SC-BYBITSPOT_SPOT_PUMPBTC_USDT+S-PUMPBTCUSDT.csv.gz,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/20250714/E-BYBITSPOT/IDDI_ca4f8f42__BTCUSDT.csv.gz,data_v7/raw/coinapi_jul_w6/20250714/E-BYBITSPOT/IDDI_ca4f8f42__BTCUSDT.csv.gz,358844,80825c4826a67095acaf59ccced1bbbf34773c956eb87c23c5ff0903951acec3
20250714,BITGET,BTCUSDT,T-TRADES/D-20250714/E-BITGET/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/20250714/E-BITGET/IDDI_43fb11bf__BTCUSDT.csv.gz,data_v7/raw/coinapi_jul_w6/20250714/E-BITGET/IDDI_43fb11bf__BTCUSDT.csv.gz,7762280,4be794da65a6c7bd1ff53ba6f6a2b401304c0869d94a6b93f631ff1e94716bb4
