path,filename,size,sha256
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250709/E-COINBASE/IDDI_584179f1__BTC-USD.csv.gz,IDDI_584179f1__BTC-USD.csv.gz,32502380,8318932b45142b34b0a138193bce043f38fd8a8736558de68e140cc947a8a208
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250709/E-COINBASE/IDDI_4f750711__BTC-USD.csv.gz,IDDI_4f750711__BTC-USD.csv.gz,1164653,88bae4a58d0e0f87e90fb220b79df874474028a1c3d219f37e647f6b57024c50
