date,venue,filename,key,size_bytes,sha256,attempts,status,is_priority
20250708,BINANCE,IDDI-138177+SC-BINANCE_SPOT_ETH_BTC+S-ETHBTC.csv.gz,T-TRADES/D-20250708/E-BINANCE/IDDI-138177+SC-BINANCE_SPOT_ETH_BTC+S-ETHBTC.csv.gz,1351437,41ade4358e5bc7119657d91e95b82f9f33d445e8b21c7b27a77218fa166aea33,1,success,True
20250708,BINANCE,IDDI-138196+SC-BINANCE_SPOT_LTC_BTC+S-LTCBTC.csv.gz,T-TRADES/D-20250708/E-BINANCE/IDDI-138196+SC-BINANCE_SPOT_LTC_BTC+S-LTCBTC.csv.gz,94276,04664f93d9aea60c04a18c8b1ec3132f49f2045cc92946baeba5d552379484bd,1,success,True
20250708,BINANCE,IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,T-TRADES/D-20250708/E-BINANCE/IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,66224363,670bd70426b567ae89bac7208951eaca7fa5897ad0af0d8a16d5566c2408445b,1,success,True
20250708,BINANCE,IDDI-36885797+SC-BINANCE_SPOT_BTC_JPY+S-BTCJPY.csv.gz,T-TRADES/D-20250708/E-BINANCE/IDDI-36885797+SC-BINANCE_SPOT_BTC_JPY+S-BTCJPY.csv.gz,382186,52b7792f1d6c757fefea25e05c643243641418303573549906a2ad875ac9c8f5,1,success,True
20250708,BINANCE,IDDI-6870353+SC-BINANCE_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,T-TRADES/D-20250708/E-BINANCE/IDDI-6870353+SC-BINANCE_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,344406,6390a35eac8640d3f111f18f346518b15b82ce4f5a72984b34af292c6bfff6d1,1,success,True
20250708,BYBITSPOT,IDDI-39450946+SC-BYBITSPOT_SPOT_PUMPBTC_USDT+S-PUMPBTCUSDT.csv.gz,T-TRADES/D-20250708/E-BYBITSPOT/IDDI-39450946+SC-BYBITSPOT_SPOT_PUMPBTC_USDT+S-PUMPBTCUSDT.csv.gz,76582,6d84bc689f4bb2a27c5e6f6ea0073bfce3c2a0cac897bb46a5984c687edf5082,1,success,True
20250708,BYBITSPOT,IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,T-TRADES/D-20250708/E-BYBITSPOT/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,16158395,6ce2a199808191925aab61d9bb8fe214547249aa4a6a913941860b823a25108a,1,success,True
20250708,BYBITSPOT,IDDI-6072818+SC-BYBITSPOT_SPOT_ETH_BTC+S-ETHBTC.csv.gz,T-TRADES/D-20250708/E-BYBITSPOT/IDDI-6072818+SC-BYBITSPOT_SPOT_ETH_BTC+S-ETHBTC.csv.gz,335994,5c75d765293d04b22b98e1dcb02de97404901c281dcf5171a7afa3fe94bec2c9,1,success,True
20250708,BYBITSPOT,IDDI-6072968+SC-BYBITSPOT_SPOT_LTC_BTC+S-LTCBTC.csv.gz,T-TRADES/D-20250708/E-BYBITSPOT/IDDI-6072968+SC-BYBITSPOT_SPOT_LTC_BTC+S-LTCBTC.csv.gz,14821,63cc26fb3d813d3d2941041db549efc2deaa3673eb265e00425a68274f6f0dcf,1,success,True
20250708,BYBITSPOT,IDDI-6075118+SC-BYBITSPOT_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,T-TRADES/D-20250708/E-BYBITSPOT/IDDI-6075118+SC-BYBITSPOT_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,18212,ac092df5c460ab279e29dbb436f90bd5d13325dd9d8b75e3a23ff53c0302591e,1,success,True
