path,fname,bytes,sha256,venue,date,pair,week_label
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250709/BYBITSPOT/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,22530846,44601e21bb905be69298b6590b370bdf377e789a4e98d2fdafd7b431449a5766,BYBITSPOT,20250709,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250709/BYBITSPOT/IDDI-39450946+SC-BYBITSPOT_SPOT_PUMPBTC_USDT+S-PUMPBTCUSDT.csv.gz,IDDI-39450946+SC-BYBITSPOT_SPOT_PUMPBTC_USDT+S-PUMPBTCUSDT.csv.gz,190189,87ac2dc7febe4c3f5be28b97e9d73759e0a954e5a7fff55aec63638e2a8a98a7,BYBITSPOT,20250709,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250709/BYBITSPOT/IDDI-6075118+SC-BYBITSPOT_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,IDDI-6075118+SC-BYBITSPOT_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,195597,b53f7e57c5b5e2b66cbea874489eb81bb870a1bd09a3609f94ee34491a02f2ef,BYBITSPOT,20250709,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250709/BITGET/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,2339521,9ffc38e508b1311839a61807c88de4f703ba28af40196764c1dd358177bb623c,BITGET,20250709,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250709/BITGET/IDDI-6891663+SC-BITGET_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,IDDI-6891663+SC-BITGET_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,119449,dba845b3ccbf06b6d3206c7e51cc198e59d065e00c71b8afec62372f7158efbd,BITGET,20250709,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250709/BINANCE/IDDI-6870353+SC-BINANCE_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,IDDI-6870353+SC-BINANCE_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,598357,04ec1c7bc16fb420327fa9a231aa1a4b03f26753ce5b67d6fe8efa9b1dab2476,BINANCE,20250709,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250709/BINANCE/IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,89418242,3e7a514038c9d9c21835a9926fe6c068906b3a5972c4348230315b914dcbe297,BINANCE,20250709,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250707/BINANCE/IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,74300556,cd864fdabe805ad5f7d0023cb23b868f644312cbf40ad8cc41116a8d76dc4a2f,BINANCE,20250707,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250708/BYBITSPOT/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,16158395,6ce2a199808191925aab61d9bb8fe214547249aa4a6a913941860b823a25108a,BYBITSPOT,20250708,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250708/BYBITSPOT/IDDI-39450946+SC-BYBITSPOT_SPOT_PUMPBTC_USDT+S-PUMPBTCUSDT.csv.gz,IDDI-39450946+SC-BYBITSPOT_SPOT_PUMPBTC_USDT+S-PUMPBTCUSDT.csv.gz,76582,6d84bc689f4bb2a27c5e6f6ea0073bfce3c2a0cac897bb46a5984c687edf5082,BYBITSPOT,20250708,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250708/BYBITSPOT/IDDI-6075118+SC-BYBITSPOT_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,IDDI-6075118+SC-BYBITSPOT_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,18212,ac092df5c460ab279e29dbb436f90bd5d13325dd9d8b75e3a23ff53c0302591e,BYBITSPOT,20250708,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250708/BITGET/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,5639034,e8e67692067f4bae33867f24e74daef26709cafa85990d1dad8be9f185b62e94,BITGET,20250708,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250708/BITGET/IDDI-6891663+SC-BITGET_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,IDDI-6891663+SC-BITGET_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,141817,ee8a4033ac276805ec806ff03fc07dcd6349e33e4242b65186cf0df086f4dd45,BITGET,20250708,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250708/BINANCE/IDDI-6870353+SC-BINANCE_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,IDDI-6870353+SC-BINANCE_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,344406,6390a35eac8640d3f111f18f346518b15b82ce4f5a72984b34af292c6bfff6d1,BINANCE,20250708,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250708/BINANCE/IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,66224363,670bd70426b567ae89bac7208951eaca7fa5897ad0af0d8a16d5566c2408445b,BINANCE,20250708,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250711/BYBITSPOT/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,33723136,6b9ef335f1a47a69cff659cd7519db0679f1c2e5b7c522eaaf4ed103ebd19d60,BYBITSPOT,20250711,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250711/BYBITSPOT/IDDI-39450946+SC-BYBITSPOT_SPOT_PUMPBTC_USDT+S-PUMPBTCUSDT.csv.gz,IDDI-39450946+SC-BYBITSPOT_SPOT_PUMPBTC_USDT+S-PUMPBTCUSDT.csv.gz,1611173,e4f2361ffa1f16fa67e1ee88454c4c391ac4a06e09eba30d6641daaf4b728ba1,BYBITSPOT,20250711,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250711/BYBITSPOT/IDDI-6075118+SC-BYBITSPOT_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,IDDI-6075118+SC-BYBITSPOT_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,47268,78a298ddbfb1b7bf3e3d1821a44c3cd959003a74f487673a143e51646d61278c,BYBITSPOT,20250711,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250711/BINANCE/IDDI-6870353+SC-BINANCE_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,IDDI-6870353+SC-BINANCE_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,1036036,807fd163d7e7ae3201d1d65ec65517b5d233f939bceebee4483b97940eed90a2,BINANCE,20250711,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250711/BINANCE/IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,140409435,dddc4adf7a8ddc56d8831b4bcf75173dfd07e304cb30eed637343c82a821adaa,BINANCE,20250711,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250710/BYBITSPOT/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,28045165,d95238a0c3a909b2826991a278cd8bbb31f37f34284e21fa7c811defa65608d5,BYBITSPOT,20250710,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250710/BYBITSPOT/IDDI-39450946+SC-BYBITSPOT_SPOT_PUMPBTC_USDT+S-PUMPBTCUSDT.csv.gz,IDDI-39450946+SC-BYBITSPOT_SPOT_PUMPBTC_USDT+S-PUMPBTCUSDT.csv.gz,1299564,024188dea973d1a7e66b9f3b916dda4c539ab00bba492cea1f8d3d595b8cf22a,BYBITSPOT,20250710,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250710/BYBITSPOT/IDDI-6075118+SC-BYBITSPOT_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,IDDI-6075118+SC-BYBITSPOT_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,140839,9db8b41c1e1eb8342cb0244505d8db3e48b3915fc1934380bcba3e6dfefa7277,BYBITSPOT,20250710,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250710/BITGET/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,4192377,c3464490fdf77ba45d93cd36f6404ee6108625a327a0793020a703105af270cf,BITGET,20250710,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250710/BITGET/IDDI-6891663+SC-BITGET_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,IDDI-6891663+SC-BITGET_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,206300,f96a14567f22e43eb1fe19e626f2932a963f69ee2d1105a257f0f5e10d18d3d9,BITGET,20250710,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250710/BINANCE/IDDI-6870353+SC-BINANCE_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,IDDI-6870353+SC-BINANCE_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,751369,bfd3002f8044e414ca4257f806526e04ea052e20e9b2f28d75b7a0f5546e25f0,BINANCE,20250710,BTCUSDT,W-7
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250710/BINANCE/IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,123519354,34a3da1963189291913653ad08b7bfd41463f0f654509fd41357bfd772552117,BINANCE,20250710,BTCUSDT,W-7
