current_path,suggested_path,size,modified_ts
analysis/flatfiles_ticks/raw/COINBASE/20250901/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,artifacts/analysis/flatfiles_ticks/raw/COINBASE/20250901/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,39113048,2025-10-05T01:08:39.505075
analysis/flatfiles_ticks/raw/COINBASE/20250906/IDDI-5950967+SC-COINBASE_SPOT_BTC_USDT+S-BTC__002DUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/COINBASE/20250906/IDDI-5950967+SC-COINBASE_SPOT_BTC_USDT+S-BTC__002DUSDT.csv.gz,271555,2025-10-05T01:09:26.567255
analysis/flatfiles_ticks/raw/COINBASE/20250906/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,artifacts/analysis/flatfiles_ticks/raw/COINBASE/20250906/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,18035169,2025-10-05T01:09:24.289097
analysis/flatfiles_ticks/raw/COINBASE/20250907/IDDI-5950967+SC-COINBASE_SPOT_BTC_USDT+S-BTC__002DUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/COINBASE/20250907/IDDI-5950967+SC-COINBASE_SPOT_BTC_USDT+S-BTC__002DUSDT.csv.gz,310504,2025-10-05T01:09:34.152814
analysis/flatfiles_ticks/raw/COINBASE/20250907/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,artifacts/analysis/flatfiles_ticks/raw/COINBASE/20250907/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,16897219,2025-10-05T01:09:29.248000
analysis/flatfiles_ticks/raw/COINBASE/20250905/IDDI-5950967+SC-COINBASE_SPOT_BTC_USDT+S-BTC__002DUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/COINBASE/20250905/IDDI-5950967+SC-COINBASE_SPOT_BTC_USDT+S-BTC__002DUSDT.csv.gz,1793962,2025-10-05T01:09:13.275539
analysis/flatfiles_ticks/raw/COINBASE/20250905/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,artifacts/analysis/flatfiles_ticks/raw/COINBASE/20250905/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,33756007,2025-10-05T01:09:49.967246
analysis/flatfiles_ticks/raw/COINBASE/20250902/IDDI-5950967+SC-COINBASE_SPOT_BTC_USDT+S-BTC__002DUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/COINBASE/20250902/IDDI-5950967+SC-COINBASE_SPOT_BTC_USDT+S-BTC__002DUSDT.csv.gz,1425498,2025-10-05T01:08:42.565122
analysis/flatfiles_ticks/raw/COINBASE/20250902/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,artifacts/analysis/flatfiles_ticks/raw/COINBASE/20250902/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,34858538,2025-10-05T01:08:40.204841
analysis/flatfiles_ticks/raw/COINBASE/20250903/IDDI-5950967+SC-COINBASE_SPOT_BTC_USDT+S-BTC__002DUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/COINBASE/20250903/IDDI-5950967+SC-COINBASE_SPOT_BTC_USDT+S-BTC__002DUSDT.csv.gz,851664,2025-10-05T01:08:54.857684
analysis/flatfiles_ticks/raw/COINBASE/20250903/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,artifacts/analysis/flatfiles_ticks/raw/COINBASE/20250903/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,29854875,2025-10-05T01:08:52.731483
analysis/flatfiles_ticks/raw/COINBASE/20250904/IDDI-5950967+SC-COINBASE_SPOT_BTC_USDT+S-BTC__002DUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/COINBASE/20250904/IDDI-5950967+SC-COINBASE_SPOT_BTC_USDT+S-BTC__002DUSDT.csv.gz,950111,2025-10-05T01:09:11.662211
analysis/flatfiles_ticks/raw/COINBASE/20250904/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,artifacts/analysis/flatfiles_ticks/raw/COINBASE/20250904/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,30565853,2025-10-05T01:09:30.645826
analysis/flatfiles_ticks/raw/BYBITSPOT/20250901/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250901/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,24252733,2025-10-05T01:10:08.401325
analysis/flatfiles_ticks/raw/BYBITSPOT/20250901/IDDI-38151876+SC-BYBITSPOT_SPOT_BTC_USDQ+S-BTCUSDQ.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250901/IDDI-38151876+SC-BYBITSPOT_SPOT_BTC_USDQ+S-BTCUSDQ.csv.gz,20914,2025-10-05T01:09:28.645614
analysis/flatfiles_ticks/raw/BYBITSPOT/20250901/IDDI-6072920+SC-BYBITSPOT_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250901/IDDI-6072920+SC-BYBITSPOT_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,2763385,2025-10-05T01:09:42.490825
analysis/flatfiles_ticks/raw/BYBITSPOT/20250901/IDDI-37002578+SC-BYBITSPOT_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250901/IDDI-37002578+SC-BYBITSPOT_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,10634,2025-10-05T01:09:27.474795
analysis/flatfiles_ticks/raw/BYBITSPOT/20250906/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250906/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,7146089,2025-10-05T01:10:32.525105
analysis/flatfiles_ticks/raw/BYBITSPOT/20250906/IDDI-38151876+SC-BYBITSPOT_SPOT_BTC_USDQ+S-BTCUSDQ.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250906/IDDI-38151876+SC-BYBITSPOT_SPOT_BTC_USDQ+S-BTCUSDQ.csv.gz,2112,2025-10-05T01:10:24.128373
analysis/flatfiles_ticks/raw/BYBITSPOT/20250906/IDDI-6072920+SC-BYBITSPOT_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250906/IDDI-6072920+SC-BYBITSPOT_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,703607,2025-10-05T01:10:34.874425
analysis/flatfiles_ticks/raw/BYBITSPOT/20250906/IDDI-37002578+SC-BYBITSPOT_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250906/IDDI-37002578+SC-BYBITSPOT_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,2664,2025-10-05T01:10:22.465621
analysis/flatfiles_ticks/raw/BYBITSPOT/20250907/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250907/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,8281826,2025-10-05T01:10:34.295707
analysis/flatfiles_ticks/raw/BYBITSPOT/20250907/IDDI-38151876+SC-BYBITSPOT_SPOT_BTC_USDQ+S-BTCUSDQ.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250907/IDDI-38151876+SC-BYBITSPOT_SPOT_BTC_USDQ+S-BTCUSDQ.csv.gz,4234,2025-10-05T01:10:29.061183
analysis/flatfiles_ticks/raw/BYBITSPOT/20250907/IDDI-6072920+SC-BYBITSPOT_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250907/IDDI-6072920+SC-BYBITSPOT_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,823604,2025-10-05T01:10:37.544931
analysis/flatfiles_ticks/raw/BYBITSPOT/20250907/IDDI-37002578+SC-BYBITSPOT_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250907/IDDI-37002578+SC-BYBITSPOT_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,3054,2025-10-05T01:10:28.085575
analysis/flatfiles_ticks/raw/BYBITSPOT/20250905/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250905/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,26037133,2025-10-05T01:11:00.631639
analysis/flatfiles_ticks/raw/BYBITSPOT/20250905/IDDI-38151876+SC-BYBITSPOT_SPOT_BTC_USDQ+S-BTCUSDQ.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250905/IDDI-38151876+SC-BYBITSPOT_SPOT_BTC_USDQ+S-BTCUSDQ.csv.gz,7150,2025-10-05T01:10:02.698766
analysis/flatfiles_ticks/raw/BYBITSPOT/20250905/IDDI-6072920+SC-BYBITSPOT_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250905/IDDI-6072920+SC-BYBITSPOT_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,2917706,2025-10-05T01:10:25.413254
analysis/flatfiles_ticks/raw/BYBITSPOT/20250905/IDDI-37002578+SC-BYBITSPOT_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250905/IDDI-37002578+SC-BYBITSPOT_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,26567,2025-10-05T01:10:01.176613
analysis/flatfiles_ticks/raw/BYBITSPOT/20250902/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250902/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,25145369,2025-10-05T01:09:49.794618
analysis/flatfiles_ticks/raw/BYBITSPOT/20250902/IDDI-38151876+SC-BYBITSPOT_SPOT_BTC_USDQ+S-BTCUSDQ.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250902/IDDI-38151876+SC-BYBITSPOT_SPOT_BTC_USDQ+S-BTCUSDQ.csv.gz,22772,2025-10-05T01:09:36.802401
analysis/flatfiles_ticks/raw/BYBITSPOT/20250902/IDDI-6072920+SC-BYBITSPOT_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250902/IDDI-6072920+SC-BYBITSPOT_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,2358490,2025-10-05T01:09:53.377273
analysis/flatfiles_ticks/raw/BYBITSPOT/20250902/IDDI-37002578+SC-BYBITSPOT_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250902/IDDI-37002578+SC-BYBITSPOT_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,14262,2025-10-05T01:09:35.329295
analysis/flatfiles_ticks/raw/BYBITSPOT/20250903/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250903/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,18478944,2025-10-05T01:10:15.743963
analysis/flatfiles_ticks/raw/BYBITSPOT/20250903/IDDI-38151876+SC-BYBITSPOT_SPOT_BTC_USDQ+S-BTCUSDQ.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250903/IDDI-38151876+SC-BYBITSPOT_SPOT_BTC_USDQ+S-BTCUSDQ.csv.gz,14205,2025-10-05T01:09:44.551648
analysis/flatfiles_ticks/raw/BYBITSPOT/20250903/IDDI-6072920+SC-BYBITSPOT_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250903/IDDI-6072920+SC-BYBITSPOT_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,2570745,2025-10-05T01:10:00.007664
analysis/flatfiles_ticks/raw/BYBITSPOT/20250903/IDDI-37002578+SC-BYBITSPOT_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250903/IDDI-37002578+SC-BYBITSPOT_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,9635,2025-10-05T01:09:43.401488
analysis/flatfiles_ticks/raw/BYBITSPOT/20250904/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250904/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,17694354,2025-10-05T01:10:20.697875
analysis/flatfiles_ticks/raw/BYBITSPOT/20250904/IDDI-38151876+SC-BYBITSPOT_SPOT_BTC_USDQ+S-BTCUSDQ.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250904/IDDI-38151876+SC-BYBITSPOT_SPOT_BTC_USDQ+S-BTCUSDQ.csv.gz,13605,2025-10-05T01:09:55.508084
analysis/flatfiles_ticks/raw/BYBITSPOT/20250904/IDDI-6072920+SC-BYBITSPOT_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250904/IDDI-6072920+SC-BYBITSPOT_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,1819987,2025-10-05T01:10:26.847742
analysis/flatfiles_ticks/raw/BYBITSPOT/20250904/IDDI-37002578+SC-BYBITSPOT_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BYBITSPOT/20250904/IDDI-37002578+SC-BYBITSPOT_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,10632,2025-10-05T01:09:53.949189
analysis/flatfiles_ticks/raw/BITGET/20250901/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250901/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,13151610,2025-10-05T01:11:06.073551
analysis/flatfiles_ticks/raw/BITGET/20250901/IDDI-39261889+SC-BITGET_SPOT_BTC_USD1+S-BTCUSD1.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250901/IDDI-39261889+SC-BITGET_SPOT_BTC_USD1+S-BTCUSD1.csv.gz,155535,2025-10-05T01:10:37.442273
analysis/flatfiles_ticks/raw/BITGET/20250901/IDDI-6891530+SC-BITGET_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250901/IDDI-6891530+SC-BITGET_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,1555768,2025-10-05T01:10:40.588950
analysis/flatfiles_ticks/raw/BITGET/20250901/IDDI-37544374+SC-BITGET_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250901/IDDI-37544374+SC-BITGET_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,222982,2025-10-05T01:10:35.336669
analysis/flatfiles_ticks/raw/BITGET/20250906/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250906/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,4625901,2025-10-05T01:11:34.393478
analysis/flatfiles_ticks/raw/BITGET/20250906/IDDI-39261889+SC-BITGET_SPOT_BTC_USD1+S-BTCUSD1.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250906/IDDI-39261889+SC-BITGET_SPOT_BTC_USD1+S-BTCUSD1.csv.gz,144242,2025-10-05T01:11:26.237205
analysis/flatfiles_ticks/raw/BITGET/20250906/IDDI-6891530+SC-BITGET_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250906/IDDI-6891530+SC-BITGET_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,140681,2025-10-05T01:11:27.877100
analysis/flatfiles_ticks/raw/BITGET/20250906/IDDI-37544374+SC-BITGET_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250906/IDDI-37544374+SC-BITGET_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,222372,2025-10-05T01:11:23.900072
analysis/flatfiles_ticks/raw/BITGET/20250907/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250907/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,4661605,2025-10-05T01:11:46.737193
analysis/flatfiles_ticks/raw/BITGET/20250907/IDDI-39261889+SC-BITGET_SPOT_BTC_USD1+S-BTCUSD1.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250907/IDDI-39261889+SC-BITGET_SPOT_BTC_USD1+S-BTCUSD1.csv.gz,144062,2025-10-05T01:11:38.595417
analysis/flatfiles_ticks/raw/BITGET/20250907/IDDI-6891530+SC-BITGET_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250907/IDDI-6891530+SC-BITGET_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,231002,2025-10-05T01:11:40.675689
analysis/flatfiles_ticks/raw/BITGET/20250907/IDDI-37544374+SC-BITGET_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250907/IDDI-37544374+SC-BITGET_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,223355,2025-10-05T01:11:36.485585
analysis/flatfiles_ticks/raw/BITGET/20250905/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250905/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,10679384,2025-10-05T01:11:39.628623
analysis/flatfiles_ticks/raw/BITGET/20250905/IDDI-39261889+SC-BITGET_SPOT_BTC_USD1+S-BTCUSD1.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250905/IDDI-39261889+SC-BITGET_SPOT_BTC_USD1+S-BTCUSD1.csv.gz,157628,2025-10-05T01:11:26.516534
analysis/flatfiles_ticks/raw/BITGET/20250905/IDDI-6891530+SC-BITGET_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250905/IDDI-6891530+SC-BITGET_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,975677,2025-10-05T01:11:29.338293
analysis/flatfiles_ticks/raw/BITGET/20250905/IDDI-37544374+SC-BITGET_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250905/IDDI-37544374+SC-BITGET_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,225171,2025-10-05T01:11:24.308699
analysis/flatfiles_ticks/raw/BITGET/20250902/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250902/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,18133935,2025-10-05T01:11:08.992881
analysis/flatfiles_ticks/raw/BITGET/20250902/IDDI-39261889+SC-BITGET_SPOT_BTC_USD1+S-BTCUSD1.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250902/IDDI-39261889+SC-BITGET_SPOT_BTC_USD1+S-BTCUSD1.csv.gz,144892,2025-10-05T01:10:41.652891
analysis/flatfiles_ticks/raw/BITGET/20250902/IDDI-6891530+SC-BITGET_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250902/IDDI-6891530+SC-BITGET_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,1232546,2025-10-05T01:10:46.151077
analysis/flatfiles_ticks/raw/BITGET/20250902/IDDI-37544374+SC-BITGET_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250902/IDDI-37544374+SC-BITGET_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,222388,2025-10-05T01:10:39.863302
analysis/flatfiles_ticks/raw/BITGET/20250903/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250903/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,10329636,2025-10-05T01:11:34.907748
analysis/flatfiles_ticks/raw/BITGET/20250903/IDDI-39261889+SC-BITGET_SPOT_BTC_USD1+S-BTCUSD1.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250903/IDDI-39261889+SC-BITGET_SPOT_BTC_USD1+S-BTCUSD1.csv.gz,144375,2025-10-05T01:11:10.024347
analysis/flatfiles_ticks/raw/BITGET/20250903/IDDI-6891530+SC-BITGET_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250903/IDDI-6891530+SC-BITGET_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,479134,2025-10-05T01:11:12.362812
analysis/flatfiles_ticks/raw/BITGET/20250903/IDDI-37544374+SC-BITGET_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250903/IDDI-37544374+SC-BITGET_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,220645,2025-10-05T01:11:07.755995
analysis/flatfiles_ticks/raw/BITGET/20250904/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250904/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,9066790,2025-10-05T01:11:22.033737
analysis/flatfiles_ticks/raw/BITGET/20250904/IDDI-39261889+SC-BITGET_SPOT_BTC_USD1+S-BTCUSD1.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250904/IDDI-39261889+SC-BITGET_SPOT_BTC_USD1+S-BTCUSD1.csv.gz,144446,2025-10-05T01:11:13.410370
analysis/flatfiles_ticks/raw/BITGET/20250904/IDDI-6891530+SC-BITGET_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250904/IDDI-6891530+SC-BITGET_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,526365,2025-10-05T01:11:15.713155
analysis/flatfiles_ticks/raw/BITGET/20250904/IDDI-37544374+SC-BITGET_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BITGET/20250904/IDDI-37544374+SC-BITGET_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,221144,2025-10-05T01:11:11.722960
analysis/flatfiles_ticks/raw/BINANCE/20250901/IDDI-5171075+SC-BINANCE_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BINANCE/20250901/IDDI-5171075+SC-BINANCE_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,18794075,2025-10-05T01:06:43.502856
analysis/flatfiles_ticks/raw/BINANCE/20250901/IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BINANCE/20250901/IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,103704323,2025-10-05T01:06:32.550916
analysis/flatfiles_ticks/raw/BINANCE/20250906/IDDI-5171075+SC-BINANCE_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BINANCE/20250906/IDDI-5171075+SC-BINANCE_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,6863944,2025-10-05T01:08:20.483053
analysis/flatfiles_ticks/raw/BINANCE/20250906/IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BINANCE/20250906/IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,31019730,2025-10-05T01:08:15.186876
analysis/flatfiles_ticks/raw/BINANCE/20250907/IDDI-5171075+SC-BINANCE_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BINANCE/20250907/IDDI-5171075+SC-BINANCE_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,7926976,2025-10-05T01:08:24.949455
analysis/flatfiles_ticks/raw/BINANCE/20250907/IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BINANCE/20250907/IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,33971168,2025-10-05T01:08:20.072215
analysis/flatfiles_ticks/raw/BINANCE/20250905/IDDI-5171075+SC-BINANCE_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BINANCE/20250905/IDDI-5171075+SC-BINANCE_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,15618277,2025-10-05T01:08:00.048888
analysis/flatfiles_ticks/raw/BINANCE/20250905/IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BINANCE/20250905/IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,64172145,2025-10-05T01:07:53.116420
analysis/flatfiles_ticks/raw/BINANCE/20250902/IDDI-5171075+SC-BINANCE_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BINANCE/20250902/IDDI-5171075+SC-BINANCE_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,20301026,2025-10-05T01:07:18.954726
analysis/flatfiles_ticks/raw/BINANCE/20250902/IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks/raw/BINANCE/20250902/IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,99109875,2025-10-05T01:07:10.522249
