current_path,suggested_path,size,modified_ts
analysis/w1_build_v5/panel/dt=2025-08-06/venue=COINBASE/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-06/venue=COINBASE/part-0.parquet,1295323,2025-10-04T20:25:04.038648
analysis/w1_build_v5/panel/dt=2025-08-06/venue=BYBITSPOT/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-06/venue=BYBITSPOT/part-0.parquet,750452,2025-10-04T20:25:04.689426
analysis/w1_build_v5/panel/dt=2025-08-06/venue=BITGET/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-06/venue=BITGET/part-0.parquet,687800,2025-10-04T20:25:05.142935
analysis/w1_build_v5/panel/dt=2025-08-06/venue=BINANCE/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-06/venue=BINANCE/part-0.parquet,1611482,2025-10-04T20:25:03.282230
analysis/w1_build_v5/panel/dt=2025-08-01/venue=COINBASE/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-01/venue=COINBASE/part-0.parquet,1652546,2025-10-04T20:24:45.730310
analysis/w1_build_v5/panel/dt=2025-08-01/venue=BYBITSPOT/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-01/venue=BYBITSPOT/part-0.parquet,1138653,2025-10-04T20:24:46.507812
analysis/w1_build_v5/panel/dt=2025-08-01/venue=BITGET/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-01/venue=BITGET/part-0.parquet,831625,2025-10-04T20:24:47.012550
analysis/w1_build_v5/panel/dt=2025-08-01/venue=BINANCE/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-01/venue=BINANCE/part-0.parquet,1242375,2025-10-04T20:24:44.479947
analysis/w1_build_v5/panel/dt=2025-08-07/venue=COINBASE/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-07/venue=COINBASE/part-0.parquet,1337951,2025-10-04T20:25:07.803389
analysis/w1_build_v5/panel/dt=2025-08-07/venue=BYBITSPOT/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-07/venue=BYBITSPOT/part-0.parquet,808394,2025-10-04T20:25:08.436997
analysis/w1_build_v5/panel/dt=2025-08-07/venue=BITGET/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-07/venue=BITGET/part-0.parquet,967497,2025-10-04T20:25:08.881436
analysis/w1_build_v5/panel/dt=2025-08-07/venue=BINANCE/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-07/venue=BINANCE/part-0.parquet,1620980,2025-10-04T20:25:06.983850
analysis/w1_build_v5/panel/dt=2025-08-02/venue=COINBASE/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-02/venue=COINBASE/part-0.parquet,1256021,2025-10-04T20:24:49.203715
analysis/w1_build_v5/panel/dt=2025-08-02/venue=BYBITSPOT/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-02/venue=BYBITSPOT/part-0.parquet,755076,2025-10-04T20:24:49.829882
analysis/w1_build_v5/panel/dt=2025-08-02/venue=BITGET/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-02/venue=BITGET/part-0.parquet,513780,2025-10-04T20:24:50.222117
analysis/w1_build_v5/panel/dt=2025-08-02/venue=BINANCE/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-02/venue=BINANCE/part-0.parquet,1580891,2025-10-04T20:24:48.464120
analysis/w1_build_v5/panel/dt=2025-08-05/venue=COINBASE/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-05/venue=COINBASE/part-0.parquet,1333483,2025-10-04T20:24:59.818545
analysis/w1_build_v5/panel/dt=2025-08-05/venue=BYBITSPOT/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-05/venue=BYBITSPOT/part-0.parquet,839999,2025-10-04T20:25:00.516434
analysis/w1_build_v5/panel/dt=2025-08-05/venue=BITGET/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-05/venue=BITGET/part-0.parquet,611420,2025-10-04T20:25:01.100096
analysis/w1_build_v5/panel/dt=2025-08-05/venue=BINANCE/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-05/venue=BINANCE/part-0.parquet,1633231,2025-10-04T20:24:59.002446
analysis/w1_build_v5/panel/dt=2025-08-04/venue=COINBASE/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-04/venue=COINBASE/part-0.parquet,1254928,2025-10-04T20:24:56.078523
analysis/w1_build_v5/panel/dt=2025-08-04/venue=BYBITSPOT/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-04/venue=BYBITSPOT/part-0.parquet,930471,2025-10-04T20:24:56.707986
analysis/w1_build_v5/panel/dt=2025-08-04/venue=BITGET/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-04/venue=BITGET/part-0.parquet,505273,2025-10-04T20:24:57.091368
analysis/w1_build_v5/panel/dt=2025-08-04/venue=BINANCE/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-04/venue=BINANCE/part-0.parquet,1636983,2025-10-04T20:24:55.313920
analysis/w1_build_v5/panel/dt=2025-08-03/venue=COINBASE/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-03/venue=COINBASE/part-0.parquet,1137664,2025-10-04T20:24:52.509122
analysis/w1_build_v5/panel/dt=2025-08-03/venue=BYBITSPOT/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-03/venue=BYBITSPOT/part-0.parquet,798186,2025-10-04T20:24:53.225090
analysis/w1_build_v5/panel/dt=2025-08-03/venue=BITGET/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-03/venue=BITGET/part-0.parquet,389315,2025-10-04T20:24:53.537868
analysis/w1_build_v5/panel/dt=2025-08-03/venue=BINANCE/part-0.parquet,artifacts/analysis/w1_build_v5/panel/dt=2025-08-03/venue=BINANCE/part-0.parquet,1410233,2025-10-04T20:24:51.874100
analysis/flatfiles_ticks_v4/raw/BITGET_20250928_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BITGET_20250928_BTCUSDT.csv.gz,7336598,2025-10-08T09:34:01.313271
analysis/flatfiles_ticks_v4/raw/COINBASE_20250925_BTCUSD.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250925_BTCUSD.csv.gz,57548044,2025-10-08T09:36:55.288072
analysis/flatfiles_ticks_v4/raw/COINBASE_20250821_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250821_BTCUSDT.csv.gz,29439412,2025-10-04T15:35:06.854652
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250803_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250803_BTCUSDT.csv.gz,11540117,2025-10-11T13:24:52.586209
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250816_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250816_BTCUSDT.csv.gz,9615348,2025-10-08T09:04:48.443577
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250915_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250915_BTCUSDT.csv.gz,28287673,2025-10-04T16:54:10.243019
analysis/flatfiles_ticks_v4/raw/BINANCE_20250818_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250818_BTCUSDT.csv.gz,124594044,2025-10-08T08:58:29.070245
analysis/flatfiles_ticks_v4/raw/BINANCE_20250805_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250805_BTCUSDT.csv.gz,96392989,2025-10-08T09:24:49.899611
analysis/flatfiles_ticks_v4/raw/BINANCE_20250810_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250810_BTCUSDT.csv.gz,86931189,2025-10-08T09:19:26.543237
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250908_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250908_BTCUSDT.csv.gz,21196524,2025-10-04T16:32:12.558623
analysis/flatfiles_ticks_v4/raw/BINANCE_20250906_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250906_BTCUSDT.csv.gz,48708542,2025-10-04T16:29:52.001930
analysis/flatfiles_ticks_v4/raw/COINBASE_20250829_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250829_BTCUSDT.csv.gz,46357224,2025-10-04T16:07:33.483092
analysis/flatfiles_ticks_v4/raw/BITGET_20250823_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BITGET_20250823_BTCUSDT.csv.gz,5726662,2025-10-08T08:52:51.613295
analysis/flatfiles_ticks_v4/raw/BITGET_20250920_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BITGET_20250920_BTCUSDT.csv.gz,8874081,2025-10-04T17:20:20.254359
analysis/flatfiles_ticks_v4/raw/COINBASE_20250826_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250826_BTCUSDT.csv.gz,38371384,2025-10-04T15:51:35.183863
analysis/flatfiles_ticks_v4/raw/COINBASE_20250812_BTCUSD.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250812_BTCUSD.csv.gz,29198299,2025-10-08T09:09:14.570144
analysis/flatfiles_ticks_v4/raw/COINBASE_20250805_BTCUSD.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250805_BTCUSD.csv.gz,26256418,2025-10-08T09:25:05.829593
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250907_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250907_BTCUSDT.csv.gz,8281826,2025-10-04T16:31:04.190660
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250912_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250912_BTCUSDT.csv.gz,30146424,2025-10-04T16:50:02.707988
analysis/flatfiles_ticks_v4/raw/BINANCE_20250909_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250909_BTCUSDT.csv.gz,97253672,2025-10-04T16:33:00.298882
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250811_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250811_BTCUSDT.csv.gz,32213475,2025-10-08T09:10:52.580102
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250804_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250804_BTCUSDT.csv.gz,18905149,2025-10-11T13:25:16.819215
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250819_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250819_BTCUSDT.csv.gz,21142201,2025-10-08T08:57:36.483114
analysis/flatfiles_ticks_v4/raw/BINANCE_20250901_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250901_BTCUSDT.csv.gz,103704323,2025-10-04T16:10:09.592856
analysis/flatfiles_ticks_v4/raw/BINANCE_20250914_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250914_BTCUSDT.csv.gz,90278129,2025-10-04T16:51:55.321872
analysis/flatfiles_ticks_v4/raw/COINBASE_20250816_BTCUSD.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250816_BTCUSD.csv.gz,22302018,2025-10-08T09:04:42.182180
analysis/flatfiles_ticks_v4/raw/BINANCE_20250817_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250817_BTCUSDT.csv.gz,44621111,2025-10-08T09:03:48.649581
analysis/flatfiles_ticks_v4/raw/BINANCE_20250802_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250802_BTCUSDT.csv.gz,93543517,2025-10-11T13:23:38.234387
analysis/flatfiles_ticks_v4/raw/BITGET_20250927_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BITGET_20250927_BTCUSDT.csv.gz,4851370,2025-10-08T09:34:39.159504
analysis/flatfiles_ticks_v4/raw/BITGET_20250824_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BITGET_20250824_BTCUSDT.csv.gz,9542668,2025-10-08T08:52:03.390523
analysis/flatfiles_ticks_v4/raw/BITGET_20250831_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BITGET_20250831_BTCUSDT.csv.gz,7932372,2025-10-08T08:36:32.810569
analysis/flatfiles_ticks_v4/raw/BINANCE_20250803_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250803_BTCUSDT.csv.gz,67752317,2025-10-11T13:24:35.323020
analysis/flatfiles_ticks_v4/raw/BINANCE_20250816_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250816_BTCUSDT.csv.gz,44636585,2025-10-08T09:04:31.385153
analysis/flatfiles_ticks_v4/raw/COINBASE_20250806_BTCUSD.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250806_BTCUSD.csv.gz,25148032,2025-10-08T09:23:55.323553
analysis/flatfiles_ticks_v4/raw/BINANCE_20250915_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250915_BTCUSDT.csv.gz,156291265,2025-10-04T16:53:34.419633
analysis/flatfiles_ticks_v4/raw/COINBASE_20250811_BTCUSD.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250811_BTCUSD.csv.gz,31890960,2025-10-08T09:10:38.707383
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250818_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250818_BTCUSDT.csv.gz,20890709,2025-10-08T08:58:54.260106
analysis/flatfiles_ticks_v4/raw/BITGET_20250830_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BITGET_20250830_BTCUSDT.csv.gz,8042934,2025-10-08T08:37:14.190500
analysis/flatfiles_ticks_v4/raw/BITGET_20250825_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BITGET_20250825_BTCUSDT.csv.gz,15410349,2025-10-08T08:43:14.321745
analysis/flatfiles_ticks_v4/raw/COINBASE_20250828_BTCUSD.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250828_BTCUSD.csv.gz,33400800,2025-10-08T08:39:01.137130
analysis/flatfiles_ticks_v4/raw/BITGET_20250926_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BITGET_20250926_BTCUSDT.csv.gz,9374436,2025-10-08T09:35:45.690636
analysis/flatfiles_ticks_v4/raw/COINBASE_20250815_BTCUSD.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250815_BTCUSD.csv.gz,34647249,2025-10-08T09:05:37.560436
analysis/flatfiles_ticks_v4/raw/COINBASE_20250827_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250827_BTCUSDT.csv.gz,33148262,2025-10-04T15:53:02.903544
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250805_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250805_BTCUSDT.csv.gz,21843782,2025-10-11T13:25:41.959048
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250810_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250810_BTCUSDT.csv.gz,19500565,2025-10-08T09:19:43.798949
analysis/flatfiles_ticks_v4/raw/BINANCE_20250908_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250908_BTCUSDT.csv.gz,84983606,2025-10-04T16:31:46.391480
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250913_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250913_BTCUSDT.csv.gz,17120367,2025-10-04T16:51:03.459849
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250906_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250906_BTCUSDT.csv.gz,7146089,2025-10-04T16:30:12.536181
analysis/flatfiles_ticks_v4/raw/BINANCE_20250907_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250907_BTCUSDT.csv.gz,54630281,2025-10-04T16:30:45.044647
analysis/flatfiles_ticks_v4/raw/BINANCE_20250912_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250912_BTCUSDT.csv.gz,123108257,2025-10-04T16:49:28.666802
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250909_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250909_BTCUSDT.csv.gz,19803510,2025-10-04T16:33:26.127764
analysis/flatfiles_ticks_v4/raw/COINBASE_20250926_BTCUSD.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250926_BTCUSD.csv.gz,43057789,2025-10-08T09:35:29.151489
analysis/flatfiles_ticks_v4/raw/BINANCE_20250811_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250811_BTCUSDT.csv.gz,150280280,2025-10-08T09:10:24.330260
analysis/flatfiles_ticks_v4/raw/BINANCE_20250804_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250804_BTCUSDT.csv.gz,73442338,2025-10-08T09:25:57.220066
analysis/flatfiles_ticks_v4/raw/BITGET_20250921_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BITGET_20250921_BTCUSDT.csv.gz,9786969,2025-10-04T17:21:01.414810
analysis/flatfiles_ticks_v4/raw/BITGET_20250822_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BITGET_20250822_BTCUSDT.csv.gz,11673655,2025-10-08T08:54:16.315570
analysis/flatfiles_ticks_v4/raw/COINBASE_20250828_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250828_BTCUSDT.csv.gz,33400800,2025-10-04T15:54:31.129382
analysis/flatfiles_ticks_v4/raw/COINBASE_20250922_BTCUSD.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250922_BTCUSD.csv.gz,44985199,2025-10-08T09:49:00.376623
analysis/flatfiles_ticks_v4/raw/COINBASE_20250820_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250820_BTCUSDT.csv.gz,34206040,2025-10-04T15:33:50.138459
analysis/flatfiles_ticks_v4/raw/BINANCE_20250819_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250819_BTCUSDT.csv.gz,122503729,2025-10-08T08:57:08.916011
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250901_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250901_BTCUSDT.csv.gz,24252733,2025-10-04T16:10:44.381295
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250914_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250914_BTCUSDT.csv.gz,11501378,2025-10-04T16:52:25.464505
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250817_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250817_BTCUSDT.csv.gz,10380681,2025-10-08T09:04:08.855827
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250802_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250802_BTCUSDT.csv.gz,15856759,2025-10-11T13:24:00.055313
analysis/flatfiles_ticks_v4/raw/BITGET_20250820_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BITGET_20250820_BTCUSDT.csv.gz,18466035,2025-10-08T08:56:34.326652
analysis/flatfiles_ticks_v4/raw/COINBASE_20250928_BTCUSD.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250928_BTCUSD.csv.gz,24357302,2025-10-08T09:33:48.060255
analysis/flatfiles_ticks_v4/raw/BITGET_20250923_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BITGET_20250923_BTCUSDT.csv.gz,15873032,2025-10-08T09:39:57.813294
analysis/flatfiles_ticks_v4/raw/BINANCE_20250813_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250813_BTCUSDT.csv.gz,138642933,2025-10-08T09:07:54.258103
analysis/flatfiles_ticks_v4/raw/BINANCE_20250806_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250806_BTCUSDT.csv.gz,107502607,2025-10-11T13:26:26.831084
analysis/flatfiles_ticks_v4/raw/BINANCE_20250905_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250905_BTCUSDT.csv.gz,67604144,2025-10-04T16:28:47.012466
analysis/flatfiles_ticks_v4/raw/BINANCE_20250910_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250910_BTCUSDT.csv.gz,94660003,2025-10-04T16:34:19.341067
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250808_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250808_BTCUSDT.csv.gz,19682599,2025-10-08T09:21:39.307701
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250815_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250815_BTCUSDT.csv.gz,20025390,2025-10-08T09:05:47.180340
analysis/flatfiles_ticks_v4/raw/BINANCE_20250918_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250918_BTCUSDT.csv.gz,160279175,2025-10-04T16:58:43.964522
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250903_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250903_BTCUSDT.csv.gz,18478944,2025-10-04T16:13:41.570634
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250916_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250916_BTCUSDT.csv.gz,24234250,2025-10-04T16:55:52.560645
analysis/flatfiles_ticks_v4/raw/COINBASE_20250921_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250921_BTCUSDT.csv.gz,23328804,2025-10-04T17:20:34.728996
analysis/flatfiles_ticks_v4/raw/COINBASE_20250822_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250822_BTCUSDT.csv.gz,41084500,2025-10-04T15:47:49.890449
analysis/flatfiles_ticks_v4/raw/BITGET_20250828_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BITGET_20250828_BTCUSDT.csv.gz,9429862,2025-10-08T08:39:18.779099
analysis/flatfiles_ticks_v4/raw/BITGET_20250924_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BITGET_20250924_BTCUSDT.csv.gz,14926326,2025-10-08T09:38:37.621022
analysis/flatfiles_ticks_v4/raw/COINBASE_20250808_BTCUSD.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250808_BTCUSD.csv.gz,23684245,2025-10-08T09:21:30.993644
analysis/flatfiles_ticks_v4/raw/BITGET_20250827_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BITGET_20250827_BTCUSDT.csv.gz,13198013,2025-10-08T08:40:27.321590
analysis/flatfiles_ticks_v4/raw/COINBASE_20250831_BTCUSD.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250831_BTCUSD.csv.gz,20106586,2025-10-08T08:36:20.192924
analysis/flatfiles_ticks_v4/raw/BINANCE_20250917_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250917_BTCUSDT.csv.gz,125254989,2025-10-04T16:56:53.992452
analysis/flatfiles_ticks_v4/raw/BINANCE_20250902_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250902_BTCUSDT.csv.gz,99109875,2025-10-04T16:11:43.650585
analysis/flatfiles_ticks_v4/raw/COINBASE_20250826_BTCUSD.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250826_BTCUSD.csv.gz,38371384,2025-10-08T08:41:26.316908
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250919_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250919_BTCUSDT.csv.gz,20181564,2025-10-04T17:19:36.965145
analysis/flatfiles_ticks_v4/raw/BINANCE_20250801_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250801_BTCUSDT.csv.gz,156762980,2025-10-04T14:38:52.376211
analysis/flatfiles_ticks_v4/raw/BINANCE_20250814_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250814_BTCUSDT.csv.gz,163009522,2025-10-08T09:06:40.140374
analysis/flatfiles_ticks_v4/raw/BINANCE_20250809_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BINANCE_20250809_BTCUSDT.csv.gz,53208531,2025-10-08T09:20:12.317365
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250911_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250911_BTCUSDT.csv.gz,21738162,2025-10-04T16:36:08.672355
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250904_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250904_BTCUSDT.csv.gz,17694354,2025-10-04T16:15:11.200847
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250807_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250807_BTCUSDT.csv.gz,21440770,2025-10-11T13:28:02.665882
analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250812_BTCUSDT.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/BYBITSPOT_20250812_BTCUSDT.csv.gz,22802791,2025-10-08T09:09:25.749719
analysis/flatfiles_ticks_v4/raw/COINBASE_20250822_BTCUSD.csv.gz,artifacts/analysis/flatfiles_ticks_v4/raw/COINBASE_20250822_BTCUSD.csv.gz,41084500,2025-10-08T08:53:54.638228
