ts,venue,msgs_last_30s,last_tick_exchange_ts,last_tick_local_ts,lag_ms,gaps_last_30s
2025-09-26T21:38:42.611990,okx,182,,,0,0
2025-09-26T21:38:42.611990,bybit,101,,,0,0
2025-09-26T21:38:42.612665,binance,29,1758915523024,1758915522327,0,0
2025-09-26T21:38:42.612665,coinbase,139,,,0,0
2025-09-26T21:38:42.612665,kraken,9,,,0,0
2025-09-26T21:38:42.612665,okx,182,,,0,0
2025-09-26T21:38:42.612665,bybit,101,,,0,0
2025-09-26T21:38:42.613133,binance,29,1758915523024,1758915522327,0,0
2025-09-26T21:38:42.613133,coinbase,139,,,0,0
2025-09-26T21:38:42.613133,kraken,9,,,0,0
2025-09-26T21:38:42.613133,okx,182,,,0,0
2025-09-26T21:38:42.613133,bybit,101,,,0,0
2025-09-26T21:38:42.613840,binance,29,1758915523024,1758915522327,0,0
2025-09-26T21:38:42.613840,coinbase,139,,,0,0
2025-09-26T21:38:42.613840,kraken,9,,,0,0
2025-09-26T21:38:42.613840,okx,182,,,0,0
2025-09-26T21:38:42.613840,bybit,101,,,0,0
2025-09-26T21:38:47.616516,binance,34,1758915528024,1758915527371,0,0
2025-09-26T21:38:47.616516,coinbase,154,,,0,0
2025-09-26T21:38:47.616516,kraken,9,,,0,0
2025-09-26T21:38:47.616516,okx,213,,,0,0
2025-09-26T21:38:47.616516,bybit,122,,,0,0
2025-09-26T21:38:47.617642,binance,34,1758915528024,1758915527371,0,0
2025-09-26T21:38:47.617642,coinbase,154,,,0,0
2025-09-26T21:38:47.617642,kraken,9,,,0,0
2025-09-26T21:38:47.617642,okx,213,,,0,0
2025-09-26T21:38:47.617642,bybit,122,,,0,0
2025-09-26T21:38:47.618214,binance,34,1758915528024,1758915527371,0,0
2025-09-26T21:38:47.618214,coinbase,154,,,0,0
2025-09-26T21:38:47.618214,kraken,9,,,0,0
2025-09-26T21:38:47.618214,okx,213,,,0,0
2025-09-26T21:38:47.618214,bybit,122,,,0,0
2025-09-26T21:38:47.618931,binance,34,1758915528024,1758915527371,0,0
2025-09-26T21:38:47.618931,coinbase,154,,,0,0
2025-09-26T21:38:47.618931,kraken,9,,,0,0
2025-09-26T21:38:47.618931,okx,213,,,0,0
2025-09-26T21:38:47.618931,bybit,122,,,0,0
2025-09-26T21:38:47.619567,binance,34,1758915528024,1758915527371,0,0
2025-09-26T21:38:47.619567,coinbase,154,,,0,0
2025-09-26T21:38:47.619567,kraken,9,,,0,0
2025-09-26T21:38:47.619567,okx,213,,,0,0
2025-09-26T21:38:47.619567,bybit,122,,,0,0
2025-09-26T21:38:52.621130,binance,39,1758915533024,1758915532327,0,0
2025-09-26T21:38:52.621130,coinbase,191,,,0,0
2025-09-26T21:38:52.621130,kraken,11,,,0,0
2025-09-26T21:38:52.621130,okx,244,,,0,0
2025-09-26T21:38:52.621130,bybit,163,,,0,0
2025-09-26T21:38:52.621769,binance,39,1758915533024,1758915532327,0,0
2025-09-26T21:38:52.621769,coinbase,191,,,0,0
2025-09-26T21:38:52.621769,kraken,11,,,0,0
2025-09-26T21:38:52.621769,okx,244,,,0,0
2025-09-26T21:38:52.621769,bybit,163,,,0,0
2025-09-26T21:38:52.622160,binance,39,1758915533024,1758915532327,0,0
2025-09-26T21:38:52.622160,coinbase,191,,,0,0
2025-09-26T21:38:52.622160,kraken,11,,,0,0
2025-09-26T21:38:52.622160,okx,244,,,0,0
2025-09-26T21:38:52.622160,bybit,163,,,0,0
2025-09-26T21:38:52.622512,binance,39,1758915533024,1758915532327,0,0
2025-09-26T21:38:52.622512,coinbase,191,,,0,0
2025-09-26T21:38:52.622512,kraken,11,,,0,0
2025-09-26T21:38:52.622512,okx,244,,,0,0
2025-09-26T21:38:52.622512,bybit,163,,,0,0
2025-09-26T21:38:52.622839,binance,39,1758915533024,1758915532327,0,0
2025-09-26T21:38:52.622839,coinbase,191,,,0,0
2025-09-26T21:38:52.622839,kraken,11,,,0,0
2025-09-26T21:38:52.622839,okx,244,,,0,0
2025-09-26T21:38:52.622839,bybit,163,,,0,0
2025-09-26T21:38:57.624261,binance,44,1758915538024,1758915537327,0,0
2025-09-26T21:38:57.624261,coinbase,227,,,0,0
2025-09-26T21:38:57.624261,kraken,12,,,0,0
2025-09-26T21:38:57.624261,okx,278,,,0,0
2025-09-26T21:38:57.624261,bybit,193,,,0,0
2025-09-26T21:38:57.624628,binance,44,1758915538024,1758915537327,0,0
2025-09-26T21:38:57.624628,coinbase,227,,,0,0
2025-09-26T21:38:57.624628,kraken,12,,,0,0
2025-09-26T21:38:57.624628,okx,278,,,0,0
2025-09-26T21:38:57.624628,bybit,193,,,0,0
2025-09-26T21:38:57.624841,binance,44,1758915538024,1758915537327,0,0
2025-09-26T21:38:57.624841,coinbase,227,,,0,0
2025-09-26T21:38:57.624841,kraken,12,,,0,0
2025-09-26T21:38:57.624841,okx,278,,,0,0
2025-09-26T21:38:57.624841,bybit,193,,,0,0
2025-09-26T21:38:57.625111,binance,44,1758915538024,1758915537327,0,0
2025-09-26T21:38:57.625111,coinbase,227,,,0,0
2025-09-26T21:38:57.625111,kraken,12,,,0,0
2025-09-26T21:38:57.625111,okx,278,,,0,0
2025-09-26T21:38:57.625111,bybit,193,,,0,0
2025-09-26T21:38:57.625355,binance,44,1758915538024,1758915537327,0,0
2025-09-26T21:38:57.625355,coinbase,227,,,0,0
2025-09-26T21:38:57.625355,kraken,12,,,0,0
2025-09-26T21:38:57.625355,okx,278,,,0,0
2025-09-26T21:38:57.625355,bybit,193,,,0,0
2025-09-26T21:39:02.626839,binance,49,1758915543024,1758915542328,0,0
2025-09-26T21:39:02.626839,coinbase,246,,,0,0
2025-09-26T21:39:02.626839,kraken,14,,,0,0
2025-09-26T21:39:02.626839,okx,309,,,0,0
2025-09-26T21:39:02.626839,bybit,220,,,0,0
2025-09-26T21:39:02.627489,binance,49,1758915543024,1758915542328,0,0
2025-09-26T21:39:02.627489,coinbase,246,,,0,0
2025-09-26T21:39:02.627489,kraken,14,,,0,0
2025-09-26T21:39:02.627489,okx,309,,,0,0
2025-09-26T21:39:02.627489,bybit,220,,,0,0
2025-09-26T21:39:02.627871,binance,49,1758915543024,1758915542328,0,0
2025-09-26T21:39:02.627871,coinbase,246,,,0,0
2025-09-26T21:39:02.627871,kraken,14,,,0,0
2025-09-26T21:39:02.627871,okx,309,,,0,0
2025-09-26T21:39:02.627871,bybit,220,,,0,0
2025-09-26T21:39:02.628351,binance,49,1758915543024,1758915542328,0,0
2025-09-26T21:39:02.628351,coinbase,246,,,0,0
2025-09-26T21:39:02.628351,kraken,14,,,0,0
2025-09-26T21:39:02.628351,okx,309,,,0,0
2025-09-26T21:39:02.628351,bybit,220,,,0,0
2025-09-26T21:39:02.628710,binance,49,1758915543024,1758915542328,0,0
2025-09-26T21:39:02.628710,coinbase,246,,,0,0
2025-09-26T21:39:02.628710,kraken,14,,,0,0
2025-09-26T21:39:02.628710,okx,309,,,0,0
2025-09-26T21:39:02.628710,bybit,220,,,0,0
2025-09-26T21:39:07.630398,binance,54,1758915548024,1758915547327,0,0
2025-09-26T21:39:07.630398,coinbase,263,,,0,0
2025-09-26T21:39:07.630398,kraken,18,,,0,0
2025-09-26T21:39:07.630398,okx,343,,,0,0
2025-09-26T21:39:07.630398,bybit,238,,,0,0
2025-09-26T21:39:07.631043,binance,54,1758915548024,1758915547327,0,0
2025-09-26T21:39:07.631043,coinbase,263,,,0,0
2025-09-26T21:39:07.631043,kraken,18,,,0,0
2025-09-26T21:39:07.631043,okx,343,,,0,0
2025-09-26T21:39:07.631043,bybit,238,,,0,0
2025-09-26T21:39:07.631406,binance,54,1758915548024,1758915547327,0,0
2025-09-26T21:39:07.631406,coinbase,263,,,0,0
2025-09-26T21:39:07.631406,kraken,18,,,0,0
2025-09-26T21:39:07.631406,okx,343,,,0,0
2025-09-26T21:39:07.631406,bybit,238,,,0,0
2025-09-26T21:39:07.631910,binance,54,1758915548024,1758915547327,0,0
2025-09-26T21:39:07.631910,coinbase,263,,,0,0
2025-09-26T21:39:07.631910,kraken,18,,,0,0
2025-09-26T21:39:07.631910,okx,343,,,0,0
2025-09-26T21:39:07.631910,bybit,238,,,0,0
2025-09-26T21:39:07.632932,binance,54,1758915548024,1758915547327,0,0
2025-09-26T21:39:07.632932,coinbase,263,,,0,0
2025-09-26T21:39:07.632932,kraken,18,,,0,0
2025-09-26T21:39:07.632932,okx,343,,,0,0
2025-09-26T21:39:07.632932,bybit,238,,,0,0
2025-09-26T21:39:12.686631,binance,59,1758915553024,1758915552327,0,0
2025-09-26T21:39:12.686631,coinbase,284,,,0,0
2025-09-26T21:39:12.686631,kraken,21,,,0,0
2025-09-26T21:39:12.686631,okx,379,,,0,0
2025-09-26T21:39:12.686631,bybit,257,,,0,0
2025-09-26T21:39:12.686989,binance,59,1758915553024,1758915552327,0,0
2025-09-26T21:39:12.686989,coinbase,284,,,0,0
2025-09-26T21:39:12.686989,kraken,21,,,0,0
2025-09-26T21:39:12.686989,okx,379,,,0,0
2025-09-26T21:39:12.686989,bybit,257,,,0,0
2025-09-26T21:39:12.687165,binance,59,1758915553024,1758915552327,0,0
2025-09-26T21:39:12.687165,coinbase,284,,,0,0
2025-09-26T21:39:12.687165,kraken,21,,,0,0
2025-09-26T21:39:12.687165,okx,379,,,0,0
2025-09-26T21:39:12.687165,bybit,257,,,0,0
2025-09-26T21:39:12.687333,binance,59,1758915553024,1758915552327,0,0
2025-09-26T21:39:12.687333,coinbase,284,,,0,0
2025-09-26T21:39:12.687333,kraken,21,,,0,0
2025-09-26T21:39:12.687333,okx,379,,,0,0
2025-09-26T21:39:12.687333,bybit,257,,,0,0
2025-09-26T21:39:12.687494,binance,59,1758915553024,1758915552327,0,0
2025-09-26T21:39:12.687494,coinbase,284,,,0,0
2025-09-26T21:39:12.687494,kraken,21,,,0,0
2025-09-26T21:39:12.687494,okx,379,,,0,0
2025-09-26T21:39:12.687494,bybit,257,,,0,0
2025-09-26T21:39:17.689367,binance,64,1758915558024,1758915557329,0,0
2025-09-26T21:39:17.689367,coinbase,285,,,0,0
2025-09-26T21:39:17.689367,kraken,23,,,0,0
2025-09-26T21:39:17.689367,okx,404,,,0,0
2025-09-26T21:39:17.689367,bybit,261,,,0,0
2025-09-26T21:39:17.690640,binance,64,1758915558024,1758915557329,0,0
2025-09-26T21:39:17.690640,coinbase,285,,,0,0
2025-09-26T21:39:17.690640,kraken,23,,,0,0
2025-09-26T21:39:17.690640,okx,404,,,0,0
2025-09-26T21:39:17.690640,bybit,261,,,0,0
2025-09-26T21:39:17.691256,binance,64,1758915558024,1758915557329,0,0
2025-09-26T21:39:17.691256,coinbase,285,,,0,0
2025-09-26T21:39:17.691256,kraken,23,,,0,0
2025-09-26T21:39:17.691256,okx,404,,,0,0
2025-09-26T21:39:17.691256,bybit,261,,,0,0
2025-09-26T21:39:17.691848,binance,64,1758915558024,1758915557329,0,0
2025-09-26T21:39:17.691848,coinbase,285,,,0,0
2025-09-26T21:39:17.691848,kraken,23,,,0,0
2025-09-26T21:39:17.691848,okx,404,,,0,0
2025-09-26T21:39:17.691848,bybit,261,,,0,0
2025-09-26T21:39:17.692649,binance,64,1758915558024,1758915557329,0,0
2025-09-26T21:39:17.692649,coinbase,285,,,0,0
2025-09-26T21:39:17.692649,kraken,23,,,0,0
2025-09-26T21:39:17.692649,okx,404,,,0,0
2025-09-26T21:39:17.692649,bybit,261,,,0,0
2025-09-26T21:39:22.694808,binance,69,1758915563024,1758915562327,0,0
2025-09-26T21:39:22.694808,coinbase,294,,,0,0
2025-09-26T21:39:22.694808,kraken,23,,,0,0
2025-09-26T21:39:22.694808,okx,438,,,0,0
2025-09-26T21:39:22.694808,bybit,294,,,0,0
2025-09-26T21:39:22.695627,binance,69,1758915563024,1758915562327,0,0
2025-09-26T21:39:22.695627,coinbase,294,,,0,0
2025-09-26T21:39:22.695627,kraken,23,,,0,0
2025-09-26T21:39:22.695627,okx,438,,,0,0
2025-09-26T21:39:22.695627,bybit,294,,,0,0
2025-09-26T21:39:22.696597,binance,69,1758915563024,1758915562327,0,0
2025-09-26T21:39:22.696597,coinbase,294,,,0,0
2025-09-26T21:39:22.696597,kraken,23,,,0,0
2025-09-26T21:39:22.696597,okx,438,,,0,0
2025-09-26T21:39:22.696597,bybit,294,,,0,0
2025-09-26T21:39:22.697309,binance,69,1758915563024,1758915562327,0,0
2025-09-26T21:39:22.697309,coinbase,294,,,0,0
2025-09-26T21:39:22.697309,kraken,23,,,0,0
2025-09-26T21:39:22.697309,okx,438,,,0,0
2025-09-26T21:39:22.697309,bybit,294,,,0,0
2025-09-26T21:39:22.697799,binance,69,1758915563024,1758915562327,0,0
2025-09-26T21:39:22.697799,coinbase,294,,,0,0
2025-09-26T21:39:22.697799,kraken,23,,,0,0
2025-09-26T21:39:22.697799,okx,438,,,0,0
2025-09-26T21:39:22.697799,bybit,294,,,0,0
2025-09-26T21:39:27.699591,binance,74,1758915568024,1758915567327,0,0
2025-09-26T21:39:27.699591,coinbase,326,,,0,0
2025-09-26T21:39:27.699591,kraken,24,,,0,0
2025-09-26T21:39:27.699591,okx,463,,,0,0
2025-09-26T21:39:27.699591,bybit,306,,,0,0
2025-09-26T21:39:27.701238,binance,74,1758915568024,1758915567327,0,0
2025-09-26T21:39:27.701238,coinbase,326,,,0,0
2025-09-26T21:39:27.701238,kraken,24,,,0,0
2025-09-26T21:39:27.701238,okx,463,,,0,0
2025-09-26T21:39:27.701238,bybit,306,,,0,0
2025-09-26T21:39:27.702082,binance,74,1758915568024,1758915567327,0,0
2025-09-26T21:39:27.702082,coinbase,326,,,0,0
2025-09-26T21:39:27.702082,kraken,24,,,0,0
2025-09-26T21:39:27.702082,okx,463,,,0,0
2025-09-26T21:39:27.702082,bybit,306,,,0,0
2025-09-26T21:39:27.702921,binance,74,1758915568024,1758915567327,0,0
2025-09-26T21:39:27.702921,coinbase,326,,,0,0
2025-09-26T21:39:27.702921,kraken,24,,,0,0
2025-09-26T21:39:27.702921,okx,463,,,0,0
2025-09-26T21:39:27.702921,bybit,306,,,0,0
2025-09-26T21:39:27.703459,binance,74,1758915568024,1758915567327,0,0
2025-09-26T21:39:27.703459,coinbase,326,,,0,0
2025-09-26T21:39:27.703459,kraken,24,,,0,0
2025-09-26T21:39:27.703459,okx,463,,,0,0
2025-09-26T21:39:27.703459,bybit,306,,,0,0
2025-09-26T21:39:32.704798,binance,79,1758915573025,1758915572427,0,0
2025-09-26T21:39:32.704798,coinbase,355,,,0,0
2025-09-26T21:39:32.704798,kraken,24,,,0,0
2025-09-26T21:39:32.704798,okx,490,,,0,0
2025-09-26T21:39:32.704798,bybit,331,,,0,0
2025-09-26T21:39:32.705386,binance,79,1758915573025,1758915572427,0,0
2025-09-26T21:39:32.705386,coinbase,355,,,0,0
2025-09-26T21:39:32.705386,kraken,24,,,0,0
2025-09-26T21:39:32.705386,okx,490,,,0,0
2025-09-26T21:39:32.705386,bybit,331,,,0,0
2025-09-26T21:39:32.705767,binance,79,1758915573025,1758915572427,0,0
2025-09-26T21:39:32.705767,coinbase,355,,,0,0
2025-09-26T21:39:32.705767,kraken,24,,,0,0
2025-09-26T21:39:32.705767,okx,490,,,0,0
2025-09-26T21:39:32.705767,bybit,331,,,0,0
2025-09-26T21:39:32.706164,binance,79,1758915573025,1758915572427,0,0
2025-09-26T21:39:32.706164,coinbase,355,,,0,0
2025-09-26T21:39:32.706164,kraken,24,,,0,0
2025-09-26T21:39:32.706164,okx,490,,,0,0
2025-09-26T21:39:32.706164,bybit,331,,,0,0
2025-09-26T21:39:32.706503,binance,79,1758915573025,1758915572427,0,0
2025-09-26T21:39:32.706503,coinbase,355,,,0,0
2025-09-26T21:39:32.706503,kraken,24,,,0,0
2025-09-26T21:39:32.706503,okx,490,,,0,0
2025-09-26T21:39:32.706503,bybit,331,,,0,0
2025-09-26T21:39:37.713106,binance,84,1758915578024,1758915577327,0,0
2025-09-26T21:39:37.713106,coinbase,386,,,0,0
2025-09-26T21:39:37.713106,kraken,25,,,0,0
2025-09-26T21:39:37.713106,okx,523,,,0,0
2025-09-26T21:39:37.713106,bybit,343,,,0,0
2025-09-26T21:39:37.713833,binance,84,1758915578024,1758915577327,0,0
2025-09-26T21:39:37.713833,coinbase,386,,,0,0
2025-09-26T21:39:37.713833,kraken,25,,,0,0
2025-09-26T21:39:37.713833,okx,523,,,0,0
2025-09-26T21:39:37.713833,bybit,343,,,0,0
2025-09-26T21:39:37.714303,binance,84,1758915578024,1758915577327,0,0
2025-09-26T21:39:37.714303,coinbase,386,,,0,0
2025-09-26T21:39:37.714303,kraken,25,,,0,0
2025-09-26T21:39:37.714303,okx,523,,,0,0
2025-09-26T21:39:37.714303,bybit,343,,,0,0
2025-09-26T21:39:37.714703,binance,84,1758915578024,1758915577327,0,0
2025-09-26T21:39:37.714703,coinbase,386,,,0,0
2025-09-26T21:39:37.714703,kraken,25,,,0,0
2025-09-26T21:39:37.714703,okx,523,,,0,0
2025-09-26T21:39:37.714703,bybit,343,,,0,0
2025-09-26T21:39:37.715030,binance,84,1758915578024,1758915577327,0,0
2025-09-26T21:39:37.715030,coinbase,386,,,0,0
2025-09-26T21:39:37.715030,kraken,25,,,0,0
2025-09-26T21:39:37.715030,okx,523,,,0,0
2025-09-26T21:39:37.715030,bybit,343,,,0,0
2025-09-26T21:39:42.773667,binance,89,1758915583023,1758915582327,0,0
2025-09-26T21:39:42.773667,coinbase,414,,,0,0
2025-09-26T21:39:42.773667,kraken,27,,,0,0
2025-09-26T21:39:42.773667,okx,551,,,0,0
2025-09-26T21:39:42.773667,bybit,350,,,0,0
2025-09-26T21:39:42.773979,binance,89,1758915583023,1758915582327,0,0
2025-09-26T21:39:42.773979,coinbase,414,,,0,0
2025-09-26T21:39:42.773979,kraken,27,,,0,0
2025-09-26T21:39:42.773979,okx,551,,,0,0
2025-09-26T21:39:42.773979,bybit,350,,,0,0
2025-09-26T21:39:42.774139,binance,89,1758915583023,1758915582327,0,0
2025-09-26T21:39:42.774139,coinbase,414,,,0,0
2025-09-26T21:39:42.774139,kraken,27,,,0,0
2025-09-26T21:39:42.774139,okx,551,,,0,0
2025-09-26T21:39:42.774139,bybit,350,,,0,0
2025-09-26T21:39:42.774287,binance,89,1758915583023,1758915582327,0,0
2025-09-26T21:39:42.774287,coinbase,414,,,0,0
2025-09-26T21:39:42.774287,kraken,27,,,0,0
2025-09-26T21:39:42.774287,okx,551,,,0,0
2025-09-26T21:39:42.774287,bybit,350,,,0,0
2025-09-26T21:39:42.774433,binance,89,1758915583023,1758915582327,0,0
2025-09-26T21:39:42.774433,coinbase,414,,,0,0
2025-09-26T21:39:42.774433,kraken,27,,,0,0
2025-09-26T21:39:42.774433,okx,551,,,0,0
2025-09-26T21:39:42.774433,bybit,350,,,0,0
2025-09-26T21:39:47.776052,binance,94,1758915588024,1758915587327,0,0
2025-09-26T21:39:47.776052,coinbase,427,,,0,0
2025-09-26T21:39:47.776052,kraken,31,,,0,0
2025-09-26T21:39:47.776052,okx,577,,,0,0
2025-09-26T21:39:47.776052,bybit,368,,,0,0
2025-09-26T21:39:47.777614,binance,94,1758915588024,1758915587327,0,0
2025-09-26T21:39:47.777614,coinbase,427,,,0,0
2025-09-26T21:39:47.777614,kraken,31,,,0,0
2025-09-26T21:39:47.777614,okx,577,,,0,0
2025-09-26T21:39:47.777614,bybit,368,,,0,0
2025-09-26T21:39:47.778370,binance,94,1758915588024,1758915587327,0,0
2025-09-26T21:39:47.778370,coinbase,427,,,0,0
2025-09-26T21:39:47.778370,kraken,31,,,0,0
2025-09-26T21:39:47.778370,okx,577,,,0,0
2025-09-26T21:39:47.778370,bybit,368,,,0,0
2025-09-26T21:39:47.778698,binance,94,1758915588024,1758915587327,0,0
