edge,lag,lag_s,coef,se,t,p_raw,n_obs_x,coef_placebo,se_placebo,t_placebo,p_placebo,n_obs_y,p_fdr,bh_significant,placebo_robust,final_kept
BINANCE->BITGET,1,15,-0.010577354703373438,0.015888603946884086,-0.6657195772979012,0.5056216618163054,4907,-0.010577354703373438,0.015888603946884086,-0.6657195772979012,0.5056216618163054,4907,0.9572862409466728,False,True,False
BINANCE->BITGET,3,45,-0.023893435303385075,0.014204549995625624,-1.6820973076051828,0.09261365095493668,4905,-0.023893435303385075,0.014204549995625624,-1.6820973076051828,0.09261365095493668,4905,0.7906325571992571,False,True,False
BINANCE->BITGET,6,90,0.025702622057998156,0.01897822109154685,1.3543219848696169,0.17569612382205713,4902,0.025702622057998156,0.01897822109154685,1.3543219848696169,0.17569612382205713,4902,0.7906325571992571,False,True,False
BINANCE->BYBITSPOT,1,15,0.005042393500516246,0.010450834775773238,0.48248715138099274,0.6294797336659035,5333,0.005042393500516246,0.010450834775773238,0.48248715138099274,0.6294797336659035,5333,0.9572862409466728,False,True,False
BINANCE->BYBITSPOT,3,45,0.0014916773704993166,0.010739270193057326,0.13889932404006833,0.8895349536110055,5331,0.0014916773704993166,0.010739270193057326,0.13889932404006833,0.8895349536110055,5331,0.9572862409466728,False,True,False
BINANCE->BYBITSPOT,6,90,0.001678290503236493,0.0121040005701827,0.1386558513034803,0.8897273486287496,5328,0.001678290503236493,0.0121040005701827,0.1386558513034803,0.8897273486287496,5328,0.9572862409466728,False,True,False
BINANCE->COINBASE,1,15,-0.005784488120819411,0.023878542958121717,-0.24224627654058578,0.80859805126825,5704,-0.005784488120819411,0.023878542958121717,-0.24224627654058578,0.80859805126825,5704,0.9572862409466728,False,True,False
BINANCE->COINBASE,3,45,0.010792479068659147,0.02185671407587629,0.49378323892570064,0.6214782974073505,5702,0.010792479068659147,0.02185671407587629,0.49378323892570064,0.6214782974073505,5702,0.9572862409466728,False,True,False
BINANCE->COINBASE,6,90,0.004870835349762832,0.018470701304819877,0.26370603202228177,0.7920159847750758,5699,0.004870835349762832,0.018470701304819877,0.26370603202228177,0.7920159847750758,5699,0.9572862409466728,False,True,False
BITGET->BINANCE,1,15,0.012187568437525125,0.012430653992357717,0.9804446688821007,0.32691060853447507,5400,0.012187568437525125,0.012430653992357717,0.9804446688821007,0.32691060853447507,5400,0.8553451226693527,False,True,False
BITGET->BINANCE,3,45,0.01970771917288069,0.010603586512562024,1.858589935540493,0.06313969588119717,5398,0.01970771917288069,0.010603586512562024,1.858589935540493,0.06313969588119717,5398,0.757676350574366,False,True,False
BITGET->BINANCE,6,90,-0.01279136010209297,0.01259529523972655,-1.015566515800917,0.3098814150719391,5395,-0.01279136010209297,0.01259529523972655,-1.015566515800917,0.3098814150719391,5395,0.8553451226693527,False,True,False
BITGET->BYBITSPOT,1,15,-0.005205737907235334,0.012650161418391632,-0.4115155320996056,0.6807113945162007,5239,-0.005205737907235334,0.012650161418391632,-0.4115155320996056,0.6807113945162007,5239,0.9572862409466728,False,True,False
BITGET->BYBITSPOT,3,45,-0.010908559915861368,0.015526026618215073,-0.7025983005248418,0.4823373617233444,5237,-0.010908559915861368,0.015526026618215073,-0.7025983005248418,0.4823373617233444,5237,0.9572862409466728,False,True,False
BITGET->BYBITSPOT,6,90,-0.0010931155814380838,0.024527497650084547,-0.044566942662995865,0.9644541931682225,5234,-0.0010931155814380838,0.024527497650084547,-0.044566942662995865,0.9644541931682225,5234,0.9644541931682225,False,True,False
BITGET->COINBASE,1,15,-0.01927197764306446,0.008289165545381954,-2.324959917563865,0.020111155905394362,5377,-0.01927197764306446,0.008289165545381954,-2.324959917563865,0.020111155905394362,5377,0.6337189865839199,False,False,False
BITGET->COINBASE,3,45,-0.014584756240104467,0.010142470941134159,-1.4379884669872722,0.1504955648904478,5375,-0.014584756240104467,0.010142470941134159,-1.4379884669872722,0.1504955648904478,5375,0.7906325571992571,False,True,False
BITGET->COINBASE,6,90,-0.0218603812492163,0.010377549699892515,-2.1065070157594827,0.03520661036577333,5372,-0.0218603812492163,0.010377549699892515,-2.1065070157594827,0.03520661036577333,5372,0.6337189865839199,False,False,False
BYBITSPOT->BINANCE,1,15,-0.0017094335808159873,0.014188006812523399,-0.1204844065416654,0.9041036720051909,5710,-0.0017094335808159873,0.014188006812523399,-0.1204844065416654,0.9041036720051909,5710,0.9572862409466728,False,True,False
BYBITSPOT->BINANCE,3,45,0.0022160989525602573,0.011913857389848171,0.18601019636583874,0.8524433773556095,5708,0.0022160989525602573,0.011913857389848171,0.18601019636583874,0.8524433773556095,5708,0.9572862409466728,False,True,False
BYBITSPOT->BINANCE,6,90,0.001080200434862377,0.01520709106797147,0.07103268008550624,0.9433742368918319,5705,0.001080200434862377,0.01520709106797147,0.07103268008550624,0.9433742368918319,5705,0.9644541931682225,False,True,False
BYBITSPOT->BITGET,1,15,0.004580768038516363,0.01275678663610271,0.3590847890763046,0.7195465751675836,5085,0.004580768038516363,0.01275678663610271,0.3590847890763046,0.7195465751675836,5085,0.9572862409466728,False,True,False
BYBITSPOT->BITGET,3,45,-0.005928259962529589,0.013304645519402126,-0.4455781970203133,0.6559209465478151,5083,-0.005928259962529589,0.013304645519402126,-0.4455781970203133,0.6559209465478151,5083,0.9572862409466728,False,True,False
BYBITSPOT->BITGET,6,90,-0.00772179399000267,0.0147792056346133,-0.5224769301482631,0.6013610971373855,5080,-0.00772179399000267,0.0147792056346133,-0.5224769301482631,0.6013610971373855,5080,0.9572862409466728,False,True,False
BYBITSPOT->COINBASE,1,15,-0.007472659823645124,0.013289194727464211,-0.5623109584060573,0.5739262389296216,5714,-0.007472659823645124,0.013289194727464211,-0.5623109584060573,0.5739262389296216,5714,0.9572862409466728,False,True,False
BYBITSPOT->COINBASE,3,45,0.004918175881585667,0.01997371541045698,0.24623239995753715,0.805511186662605,5712,0.004918175881585667,0.01997371541045698,0.24623239995753715,0.805511186662605,5712,0.9572862409466728,False,True,False
BYBITSPOT->COINBASE,6,90,-0.015407870258473325,0.015608338503817723,-0.9871563366404845,0.3236078523585333,5709,-0.015407870258473325,0.015608338503817723,-0.9871563366404845,0.3236078523585333,5709,0.8553451226693527,False,True,False
COINBASE->BINANCE,1,15,0.018106164798667633,0.020286313345481165,0.8925310622149506,0.37214565567625035,5759,0.018106164798667633,0.020286313345481165,0.8925310622149506,0.37214565567625035,5759,0.8931495736230008,False,True,False
COINBASE->BINANCE,3,45,-0.0358502560643924,0.02626449926415686,-1.364970095330057,0.17231580802940671,5757,-0.0358502560643924,0.02626449926415686,-1.364970095330057,0.17231580802940671,5757,0.7906325571992571,False,True,False
COINBASE->BINANCE,6,90,-0.03499760566318349,0.030595415149221535,-1.1438839934837086,0.25271935109875043,5754,-0.03499760566318349,0.030595415149221535,-1.1438839934837086,0.25271935109875043,5754,0.8553451226693527,False,True,False
COINBASE->BITGET,1,15,-0.0076342042256013045,0.01415110288142888,-0.5394776852071375,0.5895815992034588,4943,-0.0076342042256013045,0.01415110288142888,-0.5394776852071375,0.5895815992034588,4943,0.9572862409466728,False,True,False
COINBASE->BITGET,3,45,-0.026436333208833145,0.019161740371956944,-1.3796415511151852,0.16775949324504302,4941,-0.026436333208833145,0.019161740371956944,-1.3796415511151852,0.16775949324504302,4941,0.7906325571992571,False,True,False
COINBASE->BITGET,6,90,-0.015003652765471992,0.014965394894966358,-1.0025564223847179,0.3161240747455345,4938,-0.015003652765471992,0.014965394894966358,-1.0025564223847179,0.3161240747455345,4938,0.8553451226693527,False,True,False
COINBASE->BYBITSPOT,1,15,-0.008732752202465322,0.014648377024969489,-0.5961583448855496,0.5510945588554899,5376,-0.008732752202465322,0.014648377024969489,-0.5961583448855496,0.5510945588554899,5376,0.9572862409466728,False,True,False
COINBASE->BYBITSPOT,3,45,0.004658807332079011,0.014028304829539014,0.33210052024739933,0.7398263138711743,5374,0.004658807332079011,0.014028304829539014,0.33210052024739933,0.7398263138711743,5374,0.9572862409466728,False,True,False
COINBASE->BYBITSPOT,6,90,0.01907571963522158,0.019687833095991033,0.9689090486604087,0.33263421437141494,5371,0.01907571963522158,0.019687833095991033,0.9689090486604087,0.33263421437141494,5371,0.8553451226693527,False,True,False
