day,total_tests,candidates,candidate_rate,mean_abs_beta,median_abs_beta
2025-09-01,36,12,0.3333333333333333,0.022407818643212375,0.010290752855299023
2025-09-02,36,9,0.25,0.01843518056434835,0.009598628480550354
2025-09-03,36,6,0.16666666666666666,0.011786249507667667,0.010735051899264743
2025-09-04,36,4,0.1111111111111111,0.012502771953057766,0.008786311181128537
2025-09-05,36,4,0.1111111111111111,0.010089533221027944,0.006761431600868843
2025-09-06,36,2,0.05555555555555555,0.01126098227990025,0.007146989139456036
2025-09-07,36,6,0.16666666666666666,0.010221122993410723,0.008422406993530487
