venue,window_start,lrs,mean_correlation
BYBITSPOT,2820,0.9973387458485475,0.9973387458485475
BITGET,2820,0.9968575436886434,0.9968575436886434
BINANCE,2880,0.9949377624190269,0.9949377624190269
COINBASE,2880,0.9929718061976364,0.9929718061976364
BYBITSPOT,2880,0.9944485897554065,0.9944485897554065
BITGET,2880,0.9933326353298487,0.9933326353298487
BINANCE,2940,0.9932431049443764,0.9932431049443764
COINBASE,2940,0.991164488629965,0.991164488629965
BYBITSPOT,2940,0.9932440057691845,0.9932440057691845
BITGET,2940,0.9924960128247684,0.9924960128247684
BINANCE,3000,0.9949422284473881,0.9949422284473881
COINBASE,3000,0.9945101203893277,0.9945101203893277
BYBITSPOT,3000,0.9956788568971273,0.9956788568971273
BITGET,3000,0.9953285912704152,0.9953285912704152
BINANCE,3060,0.9949351942351914,0.9949351942351914
COINBASE,3060,0.9944383549214572,0.9944383549214572
BYBITSPOT,3060,0.9959874985770961,0.9959874985770961
BITGET,3060,0.9955738277980729,0.9955738277980729
BINANCE,3120,0.9957229099809277,0.9957229099809277
COINBASE,3120,0.9952571927961028,0.9952571927961028
BYBITSPOT,3120,0.9970303237802606,0.9970303237802606
BITGET,3120,0.9958818614090509,0.9958818614090509
BINANCE,3180,0.9938754619858746,0.9938754619858746
COINBASE,3180,0.993599662456405,0.993599662456405
BYBITSPOT,3180,0.9958495842446529,0.9958495842446529
BITGET,3180,0.9938750785900465,0.9938750785900465
BINANCE,3240,0.9807303281359488,0.9807303281359488
COINBASE,3240,0.9805731604362111,0.9805731604362111
BYBITSPOT,3240,0.9862805129509465,0.9862805129509465
BITGET,3240,0.9783731975544501,0.9783731975544501
BINANCE,3300,0.9908496036750097,0.9908496036750097
COINBASE,3300,0.992171293024783,0.992171293024783
BYBITSPOT,3300,0.9933210294511383,0.9933210294511383
BITGET,3300,0.9914889015101531,0.9914889015101531
BINANCE,3360,0.995076942123374,0.995076942123374
COINBASE,3360,0.9940225448011556,0.9940225448011556
BYBITSPOT,3360,0.9955210889178027,0.9955210889178027
BITGET,3360,0.9947701167244963,0.9947701167244963
BINANCE,3420,0.994139791814848,0.994139791814848
COINBASE,3420,0.9931294742086472,0.9931294742086472
BYBITSPOT,3420,0.9949590331114782,0.9949590331114782
BITGET,3420,0.9944736447998074,0.9944736447998074
BINANCE,3480,0.9955392346696629,0.9955392346696629
COINBASE,3480,0.9953803593053937,0.9953803593053937
BYBITSPOT,3480,0.9963943296856402,0.9963943296856402
BITGET,3480,0.9964403583739577,0.9964403583739577
BINANCE,3540,0.9905747957455387,0.9905747957455387
COINBASE,3540,0.9904066952854801,0.9904066952854801
BYBITSPOT,3540,0.9912719150816959,0.9912719150816959
BITGET,3540,0.992138852051907,0.992138852051907
BINANCE,3600,0.9965058751477388,0.9965058751477388
COINBASE,3600,0.9963813909988538,0.9963813909988538
BYBITSPOT,3600,0.9968176248095638,0.9968176248095638
BITGET,3600,0.9971013696040117,0.9971013696040117
BINANCE,3660,0.9951655685312074,0.9951655685312074
COINBASE,3660,0.9940209457548502,0.9940209457548502
BYBITSPOT,3660,0.9949778139864054,0.9949778139864054
BITGET,3660,0.9956232138972568,0.9956232138972568
BINANCE,3720,0.9830335249954075,0.9830335249954075
COINBASE,3720,0.9796238344111613,0.9796238344111613
BYBITSPOT,3720,0.9848847341906998,0.9848847341906998
BITGET,3720,0.9856730809594075,0.9856730809594075
BINANCE,3780,0.9867763909994193,0.9867763909994193
COINBASE,3780,0.9833358425733905,0.9833358425733905
BYBITSPOT,3780,0.9867514423765772,0.9867514423765772
BITGET,3780,0.9885642737620173,0.9885642737620173
BINANCE,3840,0.9862706522390035,0.9862706522390035
COINBASE,3840,0.9840722892265469,0.9840722892265469
BYBITSPOT,3840,0.9878424711725048,0.9878424711725048
BITGET,3840,0.986314446464387,0.986314446464387
BINANCE,3900,0.9933522272225943,0.9933522272225943
COINBASE,3900,0.9913440671878718,0.9913440671878718
BYBITSPOT,3900,0.9941876598055105,0.9941876598055105
BITGET,3900,0.9934044694853119,0.9934044694853119
BINANCE,3960,0.9968611319180082,0.9968611319180082
COINBASE,3960,0.9961169023210329,0.9961169023210329
BYBITSPOT,3960,0.9972415500978514,0.9972415500978514
BITGET,3960,0.9971484785967837,0.9971484785967837
BINANCE,4020,0.9980241224438373,0.9980241224438373
COINBASE,4020,0.9976380845016779,0.9976380845016779
BYBITSPOT,4020,0.9981288333450763,0.9981288333450763
BITGET,4020,0.9981100320416001,0.9981100320416001
BINANCE,4080,0.9979841297266634,0.9979841297266634
COINBASE,4080,0.9977315227721055,0.9977315227721055
BYBITSPOT,4080,0.9980106466320627,0.9980106466320627
BITGET,4080,0.9977179415678533,0.9977179415678533
BINANCE,4140,0.9901000578627372,0.9901000578627372
COINBASE,4140,0.9889885416661738,0.9889885416661738
BYBITSPOT,4140,0.9905869739970979,0.9905869739970979
BITGET,4140,0.988227466390707,0.988227466390707
BINANCE,4200,0.9930499799728683,0.9930499799728683
COINBASE,4200,0.9923003379459332,0.9923003379459332
BYBITSPOT,4200,0.9931822690309522,0.9931822690309522
BITGET,4200,0.9918069960497996,0.9918069960497996
BINANCE,4260,0.9852774406786282,0.9852774406786282
COINBASE,4260,0.9807438087574297,0.9807438087574297
BYBITSPOT,4260,0.9848150961875449,0.9848150961875449
BITGET,4260,0.9824607361963068,0.9824607361963068
BINANCE,4320,0.9895422082717357,0.9895422082717357
COINBASE,4320,0.9883141275678108,0.9883141275678108
BYBITSPOT,4320,0.990471076042582,0.990471076042582
BITGET,4320,0.9896395331757407,0.9896395331757407
BINANCE,4380,0.9896834691692066,0.9896834691692066
COINBASE,4380,0.9903091167458932,0.9903091167458932
BYBITSPOT,4380,0.9929528104078873,0.9929528104078873
BITGET,4380,0.9910049351172402,0.9910049351172402
BINANCE,4440,0.994550614289266,0.994550614289266
COINBASE,4440,0.9951255797633424,0.9951255797633424
BYBITSPOT,4440,0.995989798685858,0.995989798685858
BITGET,4440,0.9953115076935752,0.9953115076935752
BINANCE,4500,0.995272766481774,0.995272766481774
COINBASE,4500,0.9948349477836828,0.9948349477836828
BYBITSPOT,4500,0.9962473442974619,0.9962473442974619
BITGET,4500,0.9955942139490003,0.9955942139490003
BINANCE,4560,0.9983756974415803,0.9983756974415803
COINBASE,4560,0.9979632579650123,0.9979632579650123
BYBITSPOT,4560,0.9985002189447582,0.9985002189447582
BITGET,4560,0.9981906684437579,0.9981906684437579
BINANCE,4620,0.9929338524136583,0.9929338524136583
COINBASE,4620,0.9901558958571967,0.9901558958571967
BYBITSPOT,4620,0.9921913057540861,0.9921913057540861
BITGET,4620,0.9924437806952331,0.9924437806952331
BINANCE,4680,0.9836671121974,0.9836671121974
COINBASE,4680,0.9802131785111466,0.9802131785111466
BYBITSPOT,4680,0.9824934991154272,0.9824934991154272
BITGET,4680,0.9839537564895616,0.9839537564895616
BINANCE,4740,0.9707241254193049,0.9707241254193049
COINBASE,4740,0.9689037616425615,0.9689037616425615
BYBITSPOT,4740,0.9676841805331117,0.9676841805331117
BITGET,4740,0.9754744024805101,0.9754744024805101
BINANCE,4800,0.9865725792877437,0.9865725792877437
COINBASE,4800,0.9881014295826644,0.9881014295826644
BYBITSPOT,4800,0.9866844491939349,0.9866844491939349
BITGET,4800,0.9876677754153498,0.9876677754153498
BINANCE,4860,0.9910410042210277,0.9910410042210277
COINBASE,4860,0.9921575198146347,0.9921575198146347
BYBITSPOT,4860,0.9919784283752154,0.9919784283752154
BITGET,4860,0.991286425540237,0.991286425540237
BINANCE,4920,0.9937388614468383,0.9937388614468383
COINBASE,4920,0.9935326345860817,0.9935326345860817
BYBITSPOT,4920,0.9953821221229119,0.9953821221229119
BITGET,4920,0.993359236999842,0.993359236999842
BINANCE,4980,0.9926125564861027,0.9926125564861027
COINBASE,4980,0.9913563334904332,0.9913563334904332
BYBITSPOT,4980,0.9937222443595779,0.9937222443595779
BITGET,4980,0.9918192714027713,0.9918192714027713
BINANCE,5040,0.993424344157488,0.993424344157488
COINBASE,5040,0.9914643856087949,0.9914643856087949
BYBITSPOT,5040,0.9938554656062001,0.9938554656062001
BITGET,5040,0.9916800131350247,0.9916800131350247
BINANCE,5100,0.995579371657361,0.995579371657361
COINBASE,5100,0.9939897732130641,0.9939897732130641
BYBITSPOT,5100,0.995415703850426,0.995415703850426
BITGET,5100,0.9945376781232351,0.9945376781232351
BINANCE,5160,0.9881163082875091,0.9881163082875091
COINBASE,5160,0.9865599596338961,0.9865599596338961
BYBITSPOT,5160,0.9889868530058971,0.9889868530058971
