venue,window_start,lrs,mean_correlation
BITGET,38400,0.9966524815817611,0.9966524815817611
BINANCE,38460,0.9941675774098186,0.9941675774098186
COINBASE,38460,0.9935481156561474,0.9935481156561474
BYBITSPOT,38460,0.9952603612590827,0.9952603612590827
BITGET,38460,0.9949609865054393,0.9949609865054393
BINANCE,38520,0.9918390425333454,0.9918390425333454
COINBASE,38520,0.9898916559870887,0.9898916559870887
BYBITSPOT,38520,0.9924858404297646,0.9924858404297646
BITGET,38520,0.9924459439543482,0.9924459439543482
BINANCE,38580,0.9874838940605349,0.9874838940605349
COINBASE,38580,0.984005617133044,0.984005617133044
BYBITSPOT,38580,0.9884871820912853,0.9884871820912853
BITGET,38580,0.9862449290213969,0.9862449290213969
BINANCE,38640,0.988294036428487,0.988294036428487
COINBASE,38640,0.9830046639610736,0.9830046639610736
BYBITSPOT,38640,0.988360564135724,0.988360564135724
BITGET,38640,0.9858389971802954,0.9858389971802954
BINANCE,38700,0.9922469568002867,0.9922469568002867
COINBASE,38700,0.9888872003245027,0.9888872003245027
BYBITSPOT,38700,0.9930300284703355,0.9930300284703355
BITGET,38700,0.9912883822473263,0.9912883822473263
BINANCE,38760,0.993906140450628,0.993906140450628
COINBASE,38760,0.9903990414122971,0.9903990414122971
BYBITSPOT,38760,0.9937175276298212,0.9937175276298212
BITGET,38760,0.992673233333448,0.992673233333448
BINANCE,38820,0.9947231015307784,0.9947231015307784
COINBASE,38820,0.9922791071489178,0.9922791071489178
BYBITSPOT,38820,0.9947892419324412,0.9947892419324412
BITGET,38820,0.994277928043453,0.994277928043453
BINANCE,38880,0.997257744933029,0.997257744933029
COINBASE,38880,0.9956879706371158,0.9956879706371158
BYBITSPOT,38880,0.9968270417641683,0.9968270417641683
BITGET,38880,0.9964816048575548,0.9964816048575548
BINANCE,38940,0.9798572362341834,0.9798572362341834
COINBASE,38940,0.966119155274597,0.966119155274597
BYBITSPOT,38940,0.9799120801451431,0.9799120801451431
BITGET,38940,0.9749474072678851,0.9749474072678851
BINANCE,39000,0.9687938593532452,0.9687938593532452
COINBASE,39000,0.9489482694189538,0.9489482694189538
BYBITSPOT,39000,0.9700112429131297,0.9700112429131297
BITGET,39000,0.9647015165154782,0.9647015165154782
BINANCE,39060,0.9645977652998665,0.9645977652998665
COINBASE,39060,0.9437494902035152,0.9437494902035152
BYBITSPOT,39060,0.9662107218043863,0.9662107218043863
BITGET,39060,0.9654173909705336,0.9654173909705336
BINANCE,39120,0.9807713534437358,0.9807713534437358
COINBASE,39120,0.9716107322509328,0.9716107322509328
BYBITSPOT,39120,0.9838525347458672,0.9838525347458672
BITGET,39120,0.9830618065397682,0.9830618065397682
BINANCE,39180,0.9884436900258903,0.9884436900258903
COINBASE,39180,0.9828859064173027,0.9828859064173027
BYBITSPOT,39180,0.9911845663940748,0.9911845663940748
BITGET,39180,0.990782785463078,0.990782785463078
BINANCE,39240,0.9787751296727972,0.9787751296727972
COINBASE,39240,0.97202805556985,0.97202805556985
BYBITSPOT,39240,0.9844361627396676,0.9844361627396676
BITGET,39240,0.9828481546430643,0.9828481546430643
BINANCE,39300,0.9718639996577227,0.9718639996577227
COINBASE,39300,0.9671285542574407,0.9671285542574407
BYBITSPOT,39300,0.9792629133849727,0.9792629133849727
BITGET,39300,0.9741991614171249,0.9741991614171249
BINANCE,39360,0.9759500067207588,0.9759500067207588
COINBASE,39360,0.9779516963551574,0.9779516963551574
BYBITSPOT,39360,0.9833484191597229,0.9833484191597229
BITGET,39360,0.9826651152856937,0.9826651152856937
BINANCE,39420,0.9723978685357851,0.9723978685357851
COINBASE,39420,0.9764293448426898,0.9764293448426898
BYBITSPOT,39420,0.9811729954577881,0.9811729954577881
BITGET,39420,0.983638305170901,0.983638305170901
BINANCE,39480,0.9810511375284346,0.9810511375284346
COINBASE,39480,0.9821336916604162,0.9821336916604162
BYBITSPOT,39480,0.9874853680723783,0.9874853680723783
BITGET,39480,0.9871975790937385,0.9871975790937385
BINANCE,39540,0.9875005211137179,0.9875005211137179
COINBASE,39540,0.9879049679094328,0.9879049679094328
BYBITSPOT,39540,0.9925048367841242,0.9925048367841242
BITGET,39540,0.9925209953404527,0.9925209953404527
BINANCE,39600,0.9773066534083795,0.9773066534083795
COINBASE,39600,0.9795986055988459,0.9795986055988459
BYBITSPOT,39600,0.9864197855629334,0.9864197855629334
BITGET,39600,0.9849545019343058,0.9849545019343058
BINANCE,39660,0.9913596230079849,0.9913596230079849
COINBASE,39660,0.9913852783370268,0.9913852783370268
BYBITSPOT,39660,0.9943297556931937,0.9943297556931937
BITGET,39660,0.9936828812622788,0.9936828812622788
BINANCE,39720,0.9920365517918639,0.9920365517918639
COINBASE,39720,0.9924865128261914,0.9924865128261914
BYBITSPOT,39720,0.99384369606152,0.99384369606152
BITGET,39720,0.993561431554328,0.993561431554328
BINANCE,39780,0.9777720730179219,0.9777720730179219
COINBASE,39780,0.9832344935567584,0.9832344935567584
BYBITSPOT,39780,0.9854699657398308,0.9854699657398308
BITGET,39780,0.9844304470003743,0.9844304470003743
BINANCE,39840,0.9848856413915962,0.9848856413915962
COINBASE,39840,0.9894605135307182,0.9894605135307182
BYBITSPOT,39840,0.9903962439211796,0.9903962439211796
BITGET,39840,0.9913465563970388,0.9913465563970388
BINANCE,39900,0.9825133839062606,0.9825133839062606
COINBASE,39900,0.9816742970138321,0.9816742970138321
BYBITSPOT,39900,0.9876684516443196,0.9876684516443196
BITGET,39900,0.9847203699688826,0.9847203699688826
BINANCE,39960,0.9698627964292109,0.9698627964292109
COINBASE,39960,0.9705319838474734,0.9705319838474734
BYBITSPOT,39960,0.9776468843796016,0.9776468843796016
BITGET,39960,0.9739572191887703,0.9739572191887703
BINANCE,40020,0.9838241912079665,0.9838241912079665
COINBASE,40020,0.979517556598506,0.979517556598506
BYBITSPOT,40020,0.9869491879021804,0.9869491879021804
BITGET,40020,0.9829977056616497,0.9829977056616497
BINANCE,40080,0.944104094900895,0.944104094900895
COINBASE,40080,0.9391711056285055,0.9391711056285055
BYBITSPOT,40080,0.9628876362008807,0.9628876362008807
BITGET,40080,0.9594229714684795,0.9594229714684795
BINANCE,40140,0.9681826581936527,0.9681826581936527
COINBASE,40140,0.9623914500760177,0.9623914500760177
BYBITSPOT,40140,0.9764537504749681,0.9764537504749681
BITGET,40140,0.9775513669936827,0.9775513669936827
BINANCE,40200,0.9531300952445191,0.9531300952445191
COINBASE,40200,0.9527953450226755,0.9527953450226755
BYBITSPOT,40200,0.9672147466009952,0.9672147466009952
BITGET,40200,0.9685228553941457,0.9685228553941457
BINANCE,40260,0.941752055050611,0.941752055050611
COINBASE,40260,0.9368891201495727,0.9368891201495727
BYBITSPOT,40260,0.9542380064009008,0.9542380064009008
BITGET,40260,0.9613213317526949,0.9613213317526949
BINANCE,40320,0.9300578432721981,0.9300578432721981
COINBASE,40320,0.943140506912521,0.943140506912521
BYBITSPOT,40320,0.9512397426781322,0.9512397426781322
BITGET,40320,0.9549416784837391,0.9549416784837391
BINANCE,40380,0.9881285913485547,0.9881285913485547
COINBASE,40380,0.9882452683996737,0.9882452683996737
BYBITSPOT,40380,0.9897334677221029,0.9897334677221029
BITGET,40380,0.9880384918681636,0.9880384918681636
BINANCE,40440,0.994913511515203,0.994913511515203
COINBASE,40440,0.9945514823220423,0.9945514823220423
BYBITSPOT,40440,0.9954909913686834,0.9954909913686834
BITGET,40440,0.9939132865910875,0.9939132865910875
BINANCE,40500,0.992962323769148,0.992962323769148
COINBASE,40500,0.9902559052556459,0.9902559052556459
BYBITSPOT,40500,0.9933380974609992,0.9933380974609992
BITGET,40500,0.9909954505930835,0.9909954505930835
BINANCE,40560,0.9959149993241404,0.9959149993241404
COINBASE,40560,0.9945295244897073,0.9945295244897073
BYBITSPOT,40560,0.9963028708333388,0.9963028708333388
BITGET,40560,0.9956613050947657,0.9956613050947657
BINANCE,40620,0.9916750391417208,0.9916750391417208
COINBASE,40620,0.9892714417043331,0.9892714417043331
BYBITSPOT,40620,0.9922520434572238,0.9922520434572238
BITGET,40620,0.9922540126193664,0.9922540126193664
BINANCE,40680,0.9849879901840932,0.9849879901840932
COINBASE,40680,0.9818651940774016,0.9818651940774016
BYBITSPOT,40680,0.9876430503548844,0.9876430503548844
BITGET,40680,0.9874546950418353,0.9874546950418353
BINANCE,40740,0.9819338157534503,0.9819338157534503
COINBASE,40740,0.9809676051144685,0.9809676051144685
BYBITSPOT,40740,0.9870917102449025,0.9870917102449025
BITGET,40740,0.9867429997869538,0.9867429997869538
BINANCE,40800,0.97588157750741,0.97588157750741
COINBASE,40800,0.9773942010436337,0.9773942010436337
BYBITSPOT,40800,0.983799639458693,0.983799639458693
BITGET,40800,0.9836590680412511,0.9836590680412511
BINANCE,40860,0.958420590337866,0.958420590337866
COINBASE,40860,0.9589912759822483,0.9589912759822483
BYBITSPOT,40860,0.9733077684517792,0.9733077684517792
BITGET,40860,0.9722297273351762,0.9722297273351762
BINANCE,40920,0.9760920262884794,0.9760920262884794
COINBASE,40920,0.9683456515102136,0.9683456515102136
BYBITSPOT,40920,0.9791311368501604,0.9791311368501604
BITGET,40920,0.9796058512343077,0.9796058512343077
BINANCE,40980,0.9778302739108802,0.9778302739108802
COINBASE,40980,0.9709326407783561,0.9709326407783561
BYBITSPOT,40980,0.9783038564401879,0.9783038564401879
BITGET,40980,0.9772110379355531,0.9772110379355531
BINANCE,41040,0.9620548218652093,0.9620548218652093
COINBASE,41040,0.9561371118566316,0.9561371118566316
BYBITSPOT,41040,0.9625372980698659,0.9625372980698659
BITGET,41040,0.9638653642684024,0.9638653642684024
BINANCE,41100,0.9803251733275672,0.9803251733275672
COINBASE,41100,0.9762256697304134,0.9762256697304134
BYBITSPOT,41100,0.9775678184848967,0.9775678184848967
BITGET,41100,0.9779788216846267,0.9779788216846267
BINANCE,41160,0.9938771791866102,0.9938771791866102
COINBASE,41160,0.9928193958664511,0.9928193958664511
BYBITSPOT,41160,0.9929618618763859,0.9929618618763859
BITGET,41160,0.9937657991806453,0.9937657991806453
BINANCE,41220,0.9913663592533309,0.9913663592533309
COINBASE,41220,0.9861580118482497,0.9861580118482497
BYBITSPOT,41220,0.990346778958067,0.990346778958067
BITGET,41220,0.9900068875487325,0.9900068875487325
BINANCE,41280,0.9936774001532337,0.9936774001532337
COINBASE,41280,0.9933047008432626,0.9933047008432626
BYBITSPOT,41280,0.9945670619758572,0.9945670619758572
BITGET,41280,0.9938815973014871,0.9938815973014871
BINANCE,41340,0.98693524373645,0.98693524373645
COINBASE,41340,0.9886449494448456,0.9886449494448456
BYBITSPOT,41340,0.9908046036380291,0.9908046036380291
BITGET,41340,0.9911672465740722,0.9911672465740722
BINANCE,41400,0.9762127594690989,0.9762127594690989
COINBASE,41400,0.9747605658932542,0.9747605658932542
BYBITSPOT,41400,0.9840924148096789,0.9840924148096789
BITGET,41400,0.9848721516554692,0.9848721516554692
BINANCE,41460,0.9871421181554672,0.9871421181554672
COINBASE,41460,0.9844844474630223,0.9844844474630223
BYBITSPOT,41460,0.9911764081442502,0.9911764081442502
BITGET,41460,0.9909166381205949,0.9909166381205949
BINANCE,41520,0.9927642255107804,0.9927642255107804
COINBASE,41520,0.990147216247113,0.990147216247113
BYBITSPOT,41520,0.9939366017690023,0.9939366017690023
BITGET,41520,0.9937686725012821,0.9937686725012821
BINANCE,41580,0.9908003979233206,0.9908003979233206
COINBASE,41580,0.9861439108132481,0.9861439108132481
BYBITSPOT,41580,0.9911102200514703,0.9911102200514703
BITGET,41580,0.9904074833739078,0.9904074833739078
BINANCE,41640,0.9872134029599317,0.9872134029599317
COINBASE,41640,0.9827990789884317,0.9827990789884317
BYBITSPOT,41640,0.9871694501967786,0.9871694501967786
BITGET,41640,0.9863305110710864,0.9863305110710864
BINANCE,41700,0.9872549104948983,0.9872549104948983
COINBASE,41700,0.983301134020062,0.983301134020062
BYBITSPOT,41700,0.9885111223880042,0.9885111223880042
BITGET,41700,0.9875819169061052,0.9875819169061052
BINANCE,41760,0.9824265130151559,0.9824265130151559
COINBASE,41760,0.9781712464485982,0.9781712464485982
BYBITSPOT,41760,0.9829780222316092,0.9829780222316092
BITGET,41760,0.9831866508221233,0.9831866508221233
BINANCE,41820,0.9806977538893116,0.9806977538893116
COINBASE,41820,0.975689689929324,0.975689689929324
BYBITSPOT,41820,0.9814642661460855,0.9814642661460855
BITGET,41820,0.9814122037750085,0.9814122037750085
BINANCE,41880,0.9737508483876578,0.9737508483876578
COINBASE,41880,0.9639248249620986,0.9639248249620986
BYBITSPOT,41880,0.9746353929903756,0.9746353929903756
BITGET,41880,0.9757684849544437,0.9757684849544437
BINANCE,41940,0.9731739832733011,0.9731739832733011
COINBASE,41940,0.9637819315989636,0.9637819315989636
BYBITSPOT,41940,0.9793612751094064,0.9793612751094064
BITGET,41940,0.9769554689702614,0.9769554689702614
BINANCE,42000,0.9804815783981847,0.9804815783981847
COINBASE,42000,0.9774897237286707,0.9774897237286707
BYBITSPOT,42000,0.9827850958824174,0.9827850958824174
BITGET,42000,0.9862407255035374,0.9862407255035374
BINANCE,42060,0.9938010427320695,0.9938010427320695
COINBASE,42060,0.9932858838597122,0.9932858838597122
BYBITSPOT,42060,0.9950992588250949,0.9950992588250949
BITGET,42060,0.9948285718747707,0.9948285718747707
BINANCE,42120,0.9921347594715729,0.9921347594715729
COINBASE,42120,0.9899496971592069,0.9899496971592069
BYBITSPOT,42120,0.9942538470579013,0.9942538470579013
BITGET,42120,0.9932705989933721,0.9932705989933721
BINANCE,42180,0.9906807943871964,0.9906807943871964
COINBASE,42180,0.9884406562964921,0.9884406562964921
BYBITSPOT,42180,0.9925671033973918,0.9925671033973918
BITGET,42180,0.9913073470016555,0.9913073470016555
BINANCE,42240,0.994769973061785,0.994769973061785
COINBASE,42240,0.9938216026194722,0.9938216026194722
BYBITSPOT,42240,0.9960234466017351,0.9960234466017351
BITGET,42240,0.9959380292079962,0.9959380292079962
BINANCE,42300,0.9953049836226832,0.9953049836226832
COINBASE,42300,0.9945451286659727,0.9945451286659727
BYBITSPOT,42300,0.9960555824088545,0.9960555824088545
BITGET,42300,0.9960428680624883,0.9960428680624883
BINANCE,42360,0.9954532841421645,0.9954532841421645
COINBASE,42360,0.9935025159928327,0.9935025159928327
BYBITSPOT,42360,0.9961899973003879,0.9961899973003879
BITGET,42360,0.9955763595637935,0.9955763595637935
BINANCE,42420,0.9877314855654175,0.9877314855654175
COINBASE,42420,0.981991964216259,0.981991964216259
BYBITSPOT,42420,0.9878670147893113,0.9878670147893113
BITGET,42420,0.988407472440675,0.988407472440675
BINANCE,42480,0.9707328117203818,0.9707328117203818
COINBASE,42480,0.9575414443141189,0.9575414443141189
BYBITSPOT,42480,0.9699894231676445,0.9699894231676445
BITGET,42480,0.974570326497648,0.974570326497648
BINANCE,42540,0.9847349429676439,0.9847349429676439
COINBASE,42540,0.9815335389899249,0.9815335389899249
BYBITSPOT,42540,0.9860490740620804,0.9860490740620804
BITGET,42540,0.9888725068194665,0.9888725068194665
BINANCE,42600,0.9799718521241885,0.9799718521241885
COINBASE,42600,0.9739168530718118,0.9739168530718118
BYBITSPOT,42600,0.9831075696312098,0.9831075696312098
BITGET,42600,0.9853390567000592,0.9853390567000592
BINANCE,42660,0.9865781733078203,0.9865781733078203
COINBASE,42660,0.9849557439538769,0.9849557439538769
BYBITSPOT,42660,0.9897553253482133,0.9897553253482133
BITGET,42660,0.9898143045261328,0.9898143045261328
BINANCE,42720,0.9944154826274471,0.9944154826274471
COINBASE,42720,0.9928345303120377,0.9928345303120377
BYBITSPOT,42720,0.9952135548232586,0.9952135548232586
BITGET,42720,0.9954530110263766,0.9954530110263766
BINANCE,42780,0.9963702541530104,0.9963702541530104
COINBASE,42780,0.995269213523299,0.995269213523299
BYBITSPOT,42780,0.9969447403861146,0.9969447403861146
BITGET,42780,0.9966339155537381,0.9966339155537381
BINANCE,42840,0.9922384433930311,0.9922384433930311
COINBASE,42840,0.9894493142977829,0.9894493142977829
BYBITSPOT,42840,0.9926676544199012,0.9926676544199012
BITGET,42840,0.9927693754834732,0.9927693754834732
BINANCE,42900,0.9913108306082785,0.9913108306082785
COINBASE,42900,0.9905306432328741,0.9905306432328741
BYBITSPOT,42900,0.9923222326751673,0.9923222326751673
BITGET,42900,0.9919957224664877,0.9919957224664877
BINANCE,42960,0.9714475679772366,0.9714475679772366
COINBASE,42960,0.9748082707119442,0.9748082707119442
BYBITSPOT,42960,0.9773800528430628,0.9773800528430628
BITGET,42960,0.9786942058140173,0.9786942058140173
BINANCE,43020,0.9375176088205635,0.9375176088205635
COINBASE,43020,0.9383550320479573,0.9383550320479573
BYBITSPOT,43020,0.9423908717274688,0.9423908717274688
BITGET,43020,0.9362196639928574,0.9362196639928574
BINANCE,43080,0.95088013681446,0.95088013681446
COINBASE,43080,0.9509248852185137,0.9509248852185137
BYBITSPOT,43080,0.9625625432304461,0.9625625432304461
BITGET,43080,0.9570601485333974,0.9570601485333974
BINANCE,43140,0.978871352093733,0.978871352093733
COINBASE,43140,0.9770076016721553,0.9770076016721553
BYBITSPOT,43140,0.9845612092660233,0.9845612092660233
BITGET,43140,0.9787534246341596,0.9787534246341596
BINANCE,43200,0.9941963995394443,0.9941963995394443
COINBASE,43200,0.9942147546170511,0.9942147546170511
BYBITSPOT,43200,0.9948109475213168,0.9948109475213168
BITGET,43200,0.9939859961934993,0.9939859961934993
BINANCE,43260,0.9911817296098538,0.9911817296098538
COINBASE,43260,0.9919229558587511,0.9919229558587511
BYBITSPOT,43260,0.9932825410630969,0.9932825410630969
BITGET,43260,0.993534341599024,0.993534341599024
BINANCE,43320,0.9823296643013926,0.9823296643013926
COINBASE,43320,0.9779714646544689,0.9779714646544689
BYBITSPOT,43320,0.9853821744355407,0.9853821744355407
BITGET,43320,0.9860205892818379,0.9860205892818379
BINANCE,43380,0.9957534688427166,0.9957534688427166
COINBASE,43380,0.9939527630025573,0.9939527630025573
BYBITSPOT,43380,0.996179669426957,0.996179669426957
BITGET,43380,0.9961820922905559,0.9961820922905559
BINANCE,43440,0.9978575561725256,0.9978575561725256
COINBASE,43440,0.9971124004001276,0.9971124004001276
BYBITSPOT,43440,0.9979998513554778,0.9979998513554778
BITGET,43440,0.9982383727609506,0.9982383727609506
BINANCE,43500,0.9968023883828402,0.9968023883828402
COINBASE,43500,0.9962306046848614,0.9962306046848614
BYBITSPOT,43500,0.9973735150200568,0.9973735150200568
BITGET,43500,0.9971333691898607,0.9971333691898607
BINANCE,43560,0.9910074311015471,0.9910074311015471
COINBASE,43560,0.9894698004958881,0.9894698004958881
BYBITSPOT,43560,0.9926475089132891,0.9926475089132891
BITGET,43560,0.9922950608896882,0.9922950608896882
BINANCE,43620,0.969027541882915,0.969027541882915
COINBASE,43620,0.9624800164208441,0.9624800164208441
BYBITSPOT,43620,0.9737034942132334,0.9737034942132334
BITGET,43620,0.9707775558364823,0.9707775558364823
BINANCE,43680,0.9687251811209299,0.9687251811209299
COINBASE,43680,0.9597053009935265,0.9597053009935265
BYBITSPOT,43680,0.965377556497662,0.965377556497662
BITGET,43680,0.9639530933619103,0.9639530933619103
BINANCE,43740,0.9814437946228075,0.9814437946228075
COINBASE,43740,0.9714813727860278,0.9714813727860278
BYBITSPOT,43740,0.9800500219071809,0.9800500219071809
BITGET,43740,0.978416968646541,0.978416968646541
BINANCE,43800,0.994013886803481,0.994013886803481
COINBASE,43800,0.9901942402791358,0.9901942402791358
BYBITSPOT,43800,0.9933098775074191,0.9933098775074191
BITGET,43800,0.9913586618000777,0.9913586618000777
BINANCE,43860,0.9828008615099556,0.9828008615099556
COINBASE,43860,0.9740721420022704,0.9740721420022704
BYBITSPOT,43860,0.985987125847045,0.985987125847045
BITGET,43860,0.980818458547966,0.980818458547966
BINANCE,43920,0.9838927407305813,0.9838927407305813
COINBASE,43920,0.9742065014629987,0.9742065014629987
BYBITSPOT,43920,0.9866121979400456,0.9866121979400456
BITGET,43920,0.9821089711361969,0.9821089711361969
BINANCE,43980,0.9875898556069065,0.9875898556069065
COINBASE,43980,0.9798756160851539,0.9798756160851539
BYBITSPOT,43980,0.9897871134583257,0.9897871134583257
BITGET,43980,0.9846159595812178,0.9846159595812178
BINANCE,44040,0.9879964550334125,0.9879964550334125
COINBASE,44040,0.9774802308150886,0.9774802308150886
BYBITSPOT,44040,0.9869755913676158,0.9869755913676158
BITGET,44040,0.98503680023263,0.98503680023263
BINANCE,44100,0.9932460791803694,0.9932460791803694
COINBASE,44100,0.9879262242808823,0.9879262242808823
BYBITSPOT,44100,0.991789714990357,0.991789714990357
BITGET,44100,0.9917169067966133,0.9917169067966133
BINANCE,44160,0.9927820258029459,0.9927820258029459
COINBASE,44160,0.9887193494413568,0.9887193494413568
BYBITSPOT,44160,0.9930619466151033,0.9930619466151033
BITGET,44160,0.9930745865182528,0.9930745865182528
BINANCE,44220,0.9907555243235343,0.9907555243235343
COINBASE,44220,0.9859274117871858,0.9859274117871858
BYBITSPOT,44220,0.9919019024239004,0.9919019024239004
BITGET,44220,0.9891771938983464,0.9891771938983464
BINANCE,44280,0.9966974192745367,0.9966974192745367
COINBASE,44280,0.9943748081901821,0.9943748081901821
BYBITSPOT,44280,0.9971442036782797,0.9971442036782797
BITGET,44280,0.9964302241470059,0.9964302241470059
BINANCE,44340,0.9925734684749695,0.9925734684749695
COINBASE,44340,0.9881887700484384,0.9881887700484384
BYBITSPOT,44340,0.9933079407696024,0.9933079407696024
BITGET,44340,0.9922258761632422,0.9922258761632422
BINANCE,44400,0.9933673674486503,0.9933673674486503
COINBASE,44400,0.9896150190777466,0.9896150190777466
BYBITSPOT,44400,0.9944266143942805,0.9944266143942805
BITGET,44400,0.9946533936582242,0.9946533936582242
BINANCE,44460,0.9968177959533436,0.9968177959533436
COINBASE,44460,0.9949146084731343,0.9949146084731343
BYBITSPOT,44460,0.9971368637331195,0.9971368637331195
BITGET,44460,0.9973083686203529,0.9973083686203529
BINANCE,44520,0.9944431317818468,0.9944431317818468
COINBASE,44520,0.9897011304871128,0.9897011304871128
BYBITSPOT,44520,0.9950114931377274,0.9950114931377274
BITGET,44520,0.9948179411982986,0.9948179411982986
BINANCE,44580,0.9701777814829082,0.9701777814829082
COINBASE,44580,0.9390847718309087,0.9390847718309087
BYBITSPOT,44580,0.9695089768262188,0.9695089768262188
BITGET,44580,0.9652147076409254,0.9652147076409254
BINANCE,44640,0.9204227722187435,0.9204227722187435
COINBASE,44640,0.8672349699258515,0.8672349699258515
BYBITSPOT,44640,0.9263169248533302,0.9263169248533302
BITGET,44640,0.8965245679893066,0.8965245679893066
BINANCE,44700,0.9024723678832727,0.9024723678832727
COINBASE,44700,0.8890211228137325,0.8890211228137325
BYBITSPOT,44700,0.9015469175373639,0.9015469175373639
BITGET,44700,0.851149672706804,0.851149672706804
BINANCE,44760,0.8395205385066165,0.8395205385066165
COINBASE,44760,0.843330747741806,0.843330747741806
BYBITSPOT,44760,0.8592188922291636,0.8592188922291636
BITGET,44760,0.7878694401014775,0.7878694401014775
BINANCE,44820,0.9746090290861891,0.9746090290861891
COINBASE,44820,0.9711094413037128,0.9711094413037128
BYBITSPOT,44820,0.9741296951531329,0.9741296951531329
BITGET,44820,0.9685358726300054,0.9685358726300054
BINANCE,44880,0.9851190195139292,0.9851190195139292
COINBASE,44880,0.982226641329761,0.982226641329761
BYBITSPOT,44880,0.988143809779556,0.988143809779556
BITGET,44880,0.9865994935803801,0.9865994935803801
BINANCE,44940,0.9809139851539186,0.9809139851539186
COINBASE,44940,0.9755297588842905,0.9755297588842905
BYBITSPOT,44940,0.9835609948887285,0.9835609948887285
BITGET,44940,0.9808634824648128,0.9808634824648128
BINANCE,45000,0.9920153141659193,0.9920153141659193
COINBASE,45000,0.990066456949369,0.990066456949369
BYBITSPOT,45000,0.9937236809055591,0.9937236809055591
BITGET,45000,0.9928925489980154,0.9928925489980154
BINANCE,45060,0.9942541259734471,0.9942541259734471
COINBASE,45060,0.9929847163733924,0.9929847163733924
BYBITSPOT,45060,0.9957725718637858,0.9957725718637858
BITGET,45060,0.9946149405456463,0.9946149405456463
BINANCE,45120,0.9105773603043198,0.9105773603043198
COINBASE,45120,0.9325658351555471,0.9325658351555471
BYBITSPOT,45120,0.940946667744227,0.940946667744227
BITGET,45120,0.9316636939034594,0.9316636939034594
BINANCE,45180,0.820815623332837,0.820815623332837
COINBASE,45180,0.8678517793102477,0.8678517793102477
BYBITSPOT,45180,0.8965328753387339,0.8965328753387339
BITGET,45180,0.8528844033858171,0.8528844033858171
BINANCE,45240,0.97109981307559,0.97109981307559
COINBASE,45240,0.9821744698766305,0.9821744698766305
BYBITSPOT,45240,0.985096801853994,0.985096801853994
BITGET,45240,0.97715049910373,0.97715049910373
BINANCE,45300,0.9956199116538936,0.9956199116538936
COINBASE,45300,0.9957549613069921,0.9957549613069921
BYBITSPOT,45300,0.9967374081484303,0.9967374081484303
BITGET,45300,0.996172342911557,0.996172342911557
BINANCE,45360,0.9929991816746937,0.9929991816746937
COINBASE,45360,0.9954559294117016,0.9954559294117016
BYBITSPOT,45360,0.9953227595655264,0.9953227595655264
BITGET,45360,0.9946458055593498,0.9946458055593498
BINANCE,45420,0.9868360593844324,0.9868360593844324
COINBASE,45420,0.9892718657146707,0.9892718657146707
BYBITSPOT,45420,0.9910699074086002,0.9910699074086002
BITGET,45420,0.9892138921946723,0.9892138921946723
BINANCE,45480,0.9958286976484315,0.9958286976484315
COINBASE,45480,0.9961571474996173,0.9961571474996173
BYBITSPOT,45480,0.9967473134090473,0.9967473134090473
BITGET,45480,0.9963801358769991,0.9963801358769991
BINANCE,45540,0.9965328482137581,0.9965328482137581
COINBASE,45540,0.9961293418637959,0.9961293418637959
BYBITSPOT,45540,0.9971844622271716,0.9971844622271716
BITGET,45540,0.996725272964564,0.996725272964564
BINANCE,45600,0.988208309799421,0.988208309799421
COINBASE,45600,0.9848777920357442,0.9848777920357442
BYBITSPOT,45600,0.9900134811746687,0.9900134811746687
BITGET,45600,0.9883084245466757,0.9883084245466757
BINANCE,45660,0.9827895569005219,0.9827895569005219
COINBASE,45660,0.9780436318231857,0.9780436318231857
BYBITSPOT,45660,0.9849155280827798,0.9849155280827798
BITGET,45660,0.9800322992175826,0.9800322992175826
BINANCE,45720,0.9799938074418341,0.9799938074418341
COINBASE,45720,0.9714632455574058,0.9714632455574058
BYBITSPOT,45720,0.9826872914627094,0.9826872914627094
BITGET,45720,0.9784568756550636,0.9784568756550636
BINANCE,45780,0.9925605844126207,0.9925605844126207
COINBASE,45780,0.9890971053147263,0.9890971053147263
BYBITSPOT,45780,0.9938423367728082,0.9938423367728082
BITGET,45780,0.9920291044855168,0.9920291044855168
BINANCE,45840,0.9941542977448915,0.9941542977448915
COINBASE,45840,0.9910434101760246,0.9910434101760246
BYBITSPOT,45840,0.9931551241564076,0.9931551241564076
BITGET,45840,0.9929591859845246,0.9929591859845246
BINANCE,45900,0.9681942611599431,0.9681942611599431
COINBASE,45900,0.9494410011195766,0.9494410011195766
BYBITSPOT,45900,0.963906211559523,0.963906211559523
BITGET,45900,0.9633459866191028,0.9633459866191028
BINANCE,45960,0.9788177292433851,0.9788177292433851
COINBASE,45960,0.9678799101552028,0.9678799101552028
BYBITSPOT,45960,0.9731839896836755,0.9731839896836755
BITGET,45960,0.9756008963902633,0.9756008963902633
BINANCE,46020,0.963272690975186,0.963272690975186
COINBASE,46020,0.9491965587377459,0.9491965587377459
BYBITSPOT,46020,0.9664339590901445,0.9664339590901445
BITGET,46020,0.9617045602662411,0.9617045602662411
BINANCE,46080,0.9692378050087344,0.9692378050087344
COINBASE,46080,0.9605754068600573,0.9605754068600573
BYBITSPOT,46080,0.9677550369119611,0.9677550369119611
