edge,lag,lag_s,coef,se,t,p_raw,n_obs
BINANCE->BITGET,1,30,0.03780791818441885,0.022915253067077868,1.6499018393446039,0.09907989441178167,2689
BINANCE->BITGET,3,90,0.0021630687551129502,0.01973841928917205,0.10958672644569617,0.9127453273738073,2687
BINANCE->BITGET,6,180,0.010483418606084283,0.022001637212529464,0.4764835682371037,0.6337687262194955,2684
BINANCE->BYBITSPOT,1,30,0.014457522429200544,0.02803921330512839,0.5156179765769767,0.6061621797364556,2787
BINANCE->BYBITSPOT,3,90,-0.045708932602275126,0.020493674627848395,-2.2303922274711185,0.025800850142590814,2785
BINANCE->BYBITSPOT,6,180,0.02182408960694765,0.021485001726684404,1.0157825391208648,0.3098213470903983,2782
BINANCE->COINBASE,1,30,0.02066671436442477,0.020873295218294265,0.9901031029500106,0.3222075126123345,2861
BINANCE->COINBASE,3,90,0.014497854376764496,0.024182461171616886,0.5995193902670554,0.5488741230926846,2859
BINANCE->COINBASE,6,180,0.005495218712193538,0.021086255672544855,0.2606066623458679,0.7944146523714426,2856
BITGET->BINANCE,1,30,-0.034640266772201535,0.02318699595298542,-1.493952336147342,0.1352980832756936,2870
BITGET->BINANCE,3,90,-0.009422484539289762,0.02305853052681298,-0.40863334844052984,0.682839283161297,2868
BITGET->BINANCE,6,180,0.008941293705177137,0.022578690415658985,0.39600585953276046,0.6921302143750179,2865
BITGET->BYBITSPOT,1,30,-0.028834676314025524,0.024121356979328643,-1.195400256243298,0.23202972495780338,2864
BITGET->BYBITSPOT,3,90,-0.0014803619785312655,0.021108378366386443,-0.0701314877361036,0.944093907907001,2862
BITGET->BYBITSPOT,6,180,-0.0025657202507990817,0.022756404645720884,-0.11274717121368906,0.9102389234637673,2859
BITGET->COINBASE,1,30,0.02263309888178631,0.01895611606718281,1.193973427972894,0.23258717516572025,2868
BITGET->COINBASE,3,90,0.017570199215732708,0.024235533092739115,0.7249767994992724,0.4685254891987074,2866
BITGET->COINBASE,6,180,0.037321120907947467,0.021023997804091102,1.7751676563001293,0.07597650207512152,2863
BYBITSPOT->BINANCE,1,30,0.03164255255286843,0.02786088024850664,1.135734128664671,0.2561624534743854,2879
BYBITSPOT->BINANCE,3,90,-0.00663873853409953,0.02651830511333989,-0.25034550683859313,0.802338054842483,2877
BYBITSPOT->BINANCE,6,180,-0.02017662357284683,0.023862928982077702,-0.8455216703699919,0.3978900735131252,2874
BYBITSPOT->BITGET,1,30,-0.006798933335740014,0.02218493615409176,-0.30646621151019304,0.7592727770420737,2767
BYBITSPOT->BITGET,3,90,-0.009036419219375603,0.023170585294287435,-0.38999529380051856,0.6965700875664615,2765
BYBITSPOT->BITGET,6,180,-0.008078065357553416,0.021995281193314235,-0.3672635637869842,0.7134505869378209,2762
BYBITSPOT->COINBASE,1,30,-0.023244768419797217,0.022439972732920793,-1.0358643790014834,0.3003524750244644,2879
BYBITSPOT->COINBASE,3,90,-0.025126941977814753,0.02028696370850362,-1.2385757838804816,0.21560375763141426,2877
BYBITSPOT->COINBASE,6,180,-0.009076623370568842,0.025038485036425463,-0.36250689118628227,0.7169999480543467,2874
COINBASE->BINANCE,1,30,0.01821905555978924,0.03548261799569415,0.5134642421819083,0.6076660452998914,2879
COINBASE->BINANCE,3,90,0.008132083531400214,0.03012858583641253,0.2699125533323909,0.7872469009430567,2877
COINBASE->BINANCE,6,180,-0.008369520222398126,0.02455703353112353,-0.3408196764397709,0.7332642655511257,2874
COINBASE->BITGET,1,30,0.014270179309228954,0.023755272639143184,0.6007162925890821,0.5480794052190907,2701
COINBASE->BITGET,3,90,-0.00010094226398403694,0.022932154833565015,-0.004401778407508883,0.9964882258553682,2699
COINBASE->BITGET,6,180,-0.0006475911448761609,0.024735941026250628,-0.026180170149537264,0.9791155714151216,2696
COINBASE->BYBITSPOT,1,30,-0.005352741387681267,0.023422376652845252,-0.22853109515814393,0.819250085543106,2800
COINBASE->BYBITSPOT,3,90,-0.02064330738726097,0.022420240630809232,-0.9207442385294271,0.35726340696471004,2798
COINBASE->BYBITSPOT,6,180,-0.02674508352744321,0.02175487429276614,-1.2293835012568377,0.21903160912809172,2795
