asia_events,eu_events,us_events,asia_hours,eu_hours,us_hours,asia_rate,eu_rate,us_rate,chi2_stat,p_value
47,20,46,40,30,40,1.175,0.6666666666666666,1.15,7.271216077839658,0.026367896804689733
