feature,coefficient,marginal_effect
beacon_coinbase,3.288481060312045e-05,4.542050558325084e-06
beacon_bybit,0.9118824756377139,0.14214772495833505
beacon_bitget,1.065282162122984,0.16874744360143032
time_of_day,-1.704708361427623,-0.17004012190914777
window_min,0.08591373155117092,0.012023907221914957
