asia_events,eu_events,us_events,asia_hours,eu_hours,us_hours,asia_rate,eu_rate,us_rate,chi2_stat,p_value
52,20,39,40,30,40,1.3,0.6666666666666666,0.975,7.650896905184309,0.021808653190694006
