asia_events,eu_events,us_events,asia_hours,eu_hours,us_hours,asia_rate,eu_rate,us_rate,chi2_stat,p_value
99,40,85,80,60,80,1.2375,0.6666666666666666,1.0625,14.558843474307285,0.0006895842093484
