n_pairs,coverage_pct,lat_p01,lat_p05,lat_p25,lat_p50,lat_p75,lat_p95,lat_p99,share_<5min,share_5_30min,share_30_120min,share_>120min
119,99.16666666666667,15443.05532,19933.680399999997,336275.77,1398514.5520000001,3874767.918,9349586.294899998,18620296.49837999,24.369747899159663,31.932773109243694,32.773109243697476,10.92436974789916
