n_pairs,coverage_pct,lat_p01,lat_p05,lat_p25,lat_p50,lat_p75,lat_p95,lat_p99,share_<5min,share_5_30min,share_30_120min,share_>120min
120,100.0,47954.34264,169486.83645,965871.252,1969068.094,3854301.022,8632150.94395,12772333.48828001,9.166666666666666,38.333333333333336,45.0,7.5
