n_pairs,coverage_pct,lat_p01,lat_p05,lat_p25,lat_p50,lat_p75,lat_p95,lat_p99,share_<5min,share_5_30min,share_30_120min,share_>120min
239,99.58333333333333,16509.1181,38028.2579,610269.7734999999,1643550.875,3858894.9179999996,9022172.273699997,16514817.22680001,16.736401673640167,35.146443514644346,38.912133891213394,9.205020920502092
