timestamps_total_ticks,timestamps_time_span_hours,timestamps_mean_inter_arrival_ms,timestamps_median_inter_arrival_ms,timestamps_std_inter_arrival_ms,timestamps_min_inter_arrival_ms,timestamps_max_inter_arrival_ms,timestamps_duplicate_timestamps,timestamps_non_monotonic,duplicates_before_count,duplicates_before_duplicates,duplicates_before_duplicate_rate,duplicates_after_count,duplicates_after_duplicates,duplicates_after_duplicate_rate,duplicates_dedup_removed,duplicates_dedup_rate,staleness_total_seconds,staleness_zero_update_seconds,staleness_staleness_rate,staleness_longest_stale_seconds,staleness_mean_updates_per_second,staleness_max_updates_per_second,staleness_mean_price_change,staleness_median_price_change,staleness_std_price_change,staleness_max_price_change,staleness_outlier_threshold,staleness_outlier_count,spread_total_observations,spread_negative_spreads,spread_negative_spread_rate,spread_zero_spreads,spread_zero_spread_rate,spread_mean_spread,spread_median_spread,spread_std_spread,spread_mean_spread_bps,spread_median_spread_bps,spread_implausibly_small,spread_implausibly_large,schema_canonical_columns_present,schema_canonical_columns_missing,schema_total_columns,schema_ts_exchange,schema_best_bid,schema_best_ask,schema_bid_sz,schema_ask_sz,schema_last_px,schema_last_sz,schema_mid_px,schema_spread_bps,schema_depth_5bps_bid,schema_depth_5bps_ask,schema_depth_10bps_bid,schema_depth_10bps_ask,schema_imbalance,schema_imbalance_5bps,schema_imbalance_10bps,schema_rv_5s,schema_rv_30s,schema_ret_1s,schema_ret_5s,schema_ret_30s,schema_trade_sign,schema_notional_traded,schema_maker_fee_bps,schema_taker_fee_bps,schema_fee_tier,schema_venue_id,schema_coverage_flag,schema_clock_skew_ms,schema_seed,schema_code_version,schema_commit,schema_timestamp,schema_spread,schema_total_rows,schema_non_null_ts,schema_non_null_mid,schema_non_null_spread
10806,2.0,666.3581675150393,1000.0,471.5352989162125,0.0,1000.0,3605,0,10806,0,0.0,10806,0,0.0,0,0.0,7201,0,0.0,0,1.500624913206499,3,744.9393717626928,102.03774002951104,1027.5408954960415,5239.663044498775,5157.463206939578,11,10806,0,0.0,0,0.0,1.2512039153332735,1.2485667658984312,0.43604030800454585,0.2543284375369903,0.2541881530467856,9,0,"['ts_exchange', 'best_bid', 'best_ask', 'last_px', 'last_sz', 'mid_px', 'spread', 'spread_bps']",[],34,"datetime64[ns, UTC]",float64,float64,float64,float64,float64,float64,float64,float64,float64,float64,float64,float64,float64,float64,float64,float64,float64,float64,float64,float64,int64,float64,float64,float64,object,object,bool,float64,int64,object,object,"datetime64[ns, UTC]",float64,10806,10806,10806,10806
