edge,lag,lag_s,coef,se,t,p_raw,n_obs_x,coef_placebo,se_placebo,t_placebo,p_placebo,n_obs_y,p_fdr,bh_significant,placebo_robust,final_kept
BINANCE->BITGET,1,10,-0.025673769371025335,0.020678316257784983,-1.2415792974130406,0.21443230820213977,7195,-0.025673769371025335,0.020678316257784983,-1.2415792974130406,0.21443230820213977,7195,0.8577292328085591,False,True,False
BINANCE->BITGET,3,30,-0.02857054341724024,0.011553269982971426,-2.472939995287125,0.013423609441121087,7193,-0.02857054341724024,0.011553269982971426,-2.472939995287125,0.013423609441121087,7193,0.42106894723074695,False,False,False
BINANCE->BITGET,6,60,0.008445050349581715,0.010765802820221802,0.7844329392434225,0.43281196684421697,7190,0.008445050349581715,0.010765802820221802,0.7844329392434225,0.43281196684421697,7190,0.9228537759457646,False,True,False
BINANCE->BYBITSPOT,1,10,-0.00022238760347577586,0.01079672019713177,-0.020597699988081083,0.983567092524291,7946,-0.00022238760347577586,0.01079672019713177,-0.020597699988081083,0.983567092524291,7946,0.9974536191853085,False,True,False
BINANCE->BYBITSPOT,3,30,0.016805214744449848,0.008451000083514053,1.9885474592803443,0.046785438581194105,7944,0.016805214744449848,0.008451000083514053,1.9885474592803443,0.046785438581194105,7944,0.42106894723074695,False,False,False
BINANCE->BYBITSPOT,6,60,0.01839261558489551,0.009750158463024058,1.8863914524719378,0.05927868767190936,7941,0.01839261558489551,0.009750158463024058,1.8863914524719378,0.05927868767190936,7941,0.42680655123774736,False,True,False
BINANCE->COINBASE,1,10,0.004374983595293319,0.014909112941571382,0.2934435879880193,0.7691902388857548,8547,0.004374983595293319,0.014909112941571382,0.2934435879880193,0.7691902388857548,8547,0.9974536191853085,False,True,False
BINANCE->COINBASE,3,30,-0.024031047273329696,0.023616199918795572,-1.0175662196272295,0.3089129637406578,8545,-0.024031047273329696,0.023616199918795572,-1.0175662196272295,0.3089129637406578,8545,0.9228537759457646,False,True,False
BINANCE->COINBASE,6,60,0.007038709641431312,0.012826791540074411,0.5487506068404133,0.5831909569010745,8542,0.007038709641431312,0.012826791540074411,0.5487506068404133,0.5831909569010745,8542,0.9974536191853085,False,True,False
BITGET->BINANCE,1,10,0.0012855027446051098,0.009710861670119732,0.13237782477744428,0.8946889237255129,7677,0.0012855027446051098,0.009710861670119732,0.13237782477744428,0.8946889237255129,7677,0.9974536191853085,False,True,False
BITGET->BINANCE,3,30,-0.00628875622269807,0.008691083292903034,-0.7235871537249382,0.469341288386683,7675,-0.00628875622269807,0.008691083292903034,-0.7235871537249382,0.469341288386683,7675,0.9267228891935779,False,True,False
BITGET->BINANCE,6,60,-0.005048437667373528,0.01051942897927044,-0.47991556170225275,0.6313011203948666,7672,-0.005048437667373528,0.01051942897927044,-0.47991556170225275,0.6313011203948666,7672,0.9974536191853085,False,True,False
BITGET->BYBITSPOT,1,10,0.00016440767466922596,0.01144109246573303,0.014369927973367915,0.9885352414101463,7343,0.00016440767466922596,0.01144109246573303,0.014369927973367915,0.9885352414101463,7343,0.9974536191853085,False,True,False
BITGET->BYBITSPOT,3,30,0.003304984403146776,0.009862134845337888,0.33511855749053526,0.7375452325079443,7341,0.003304984403146776,0.009862134845337888,0.33511855749053526,0.7375452325079443,7341,0.9974536191853085,False,True,False
BITGET->BYBITSPOT,6,60,-0.02145052524212495,0.010293262718090014,-2.0839383808232617,0.037200294016634716,7338,-0.02145052524212495,0.010293262718090014,-2.0839383808232617,0.037200294016634716,7338,0.42106894723074695,False,False,False
BITGET->COINBASE,1,10,-0.009380418717098035,0.009138816241333838,-1.0264369552230908,0.30471824357531596,7623,-0.009380418717098035,0.009138816241333838,-1.0264369552230908,0.30471824357531596,7623,0.9228537759457646,False,True,False
BITGET->COINBASE,3,30,0.001804958516808187,0.007170251076259337,0.25172877457309617,0.8012575035363712,7621,0.001804958516808187,0.007170251076259337,0.25172877457309617,0.8012575035363712,7621,0.9974536191853085,False,True,False
BITGET->COINBASE,6,60,0.0006494927446100955,0.008146768512685131,0.07972397197720624,0.9364588878793869,7618,0.0006494927446100955,0.008146768512685131,0.07972397197720624,0.9364588878793869,7618,0.9974536191853085,False,True,False
BYBITSPOT->BINANCE,1,10,-0.006193315124379991,0.00950860136122969,-0.6513381820414277,0.5148460495519878,8390,-0.006193315124379991,0.00950860136122969,-0.6513381820414277,0.5148460495519878,8390,0.9267228891935779,False,True,False
BYBITSPOT->BINANCE,3,30,-0.0008383356282911942,0.010370132311860823,-0.08084136277917583,0.9355700420923712,8388,-0.0008383356282911942,0.010370132311860823,-0.08084136277917583,0.9355700420923712,8388,0.9974536191853085,False,True,False
BYBITSPOT->BINANCE,6,60,0.023206316322622426,0.01132642543286677,2.0488649715807825,0.0405063872658602,8385,0.023206316322622426,0.01132642543286677,2.0488649715807825,0.0405063872658602,8385,0.42106894723074695,False,False,False
BYBITSPOT->BITGET,1,10,-0.015097163573002266,0.011031448868858379,-1.3685567283569924,0.17118030592614653,7248,-0.015097163573002266,0.011031448868858379,-1.3685567283569924,0.17118030592614653,7248,0.8577292328085591,False,True,False
BYBITSPOT->BITGET,3,30,0.0033608498538328156,0.010624743879136074,0.31632290548034325,0.7517665410922256,7246,0.0033608498538328156,0.010624743879136074,0.31632290548034325,0.7517665410922256,7246,0.9974536191853085,False,True,False
BYBITSPOT->BITGET,6,60,-0.010361137666446087,0.01210350561066902,-0.8560443560511042,0.3920015713445333,7243,-0.010361137666446087,0.01210350561066902,-0.8560443560511042,0.3920015713445333,7243,0.9228537759457646,False,True,False
BYBITSPOT->COINBASE,1,10,-0.01751083874355633,0.010762999281124933,-1.6269478689146695,0.10378578072569944,8379,-0.01751083874355633,0.010762999281124933,-1.6269478689146695,0.10378578072569944,8379,0.6227146843541966,False,True,False
BYBITSPOT->COINBASE,3,30,0.009437388216513302,0.012109213631560204,0.779355993184947,0.4357920608632777,8377,0.009437388216513302,0.012109213631560204,0.779355993184947,0.4357920608632777,8377,0.9228537759457646,False,True,False
BYBITSPOT->COINBASE,6,60,0.002901255948903771,0.01099632906577911,0.2638385893645691,0.791910791482765,8374,0.002901255948903771,0.01099632906577911,0.2638385893645691,0.791910791482765,8374,0.9974536191853085,False,True,False
COINBASE->BINANCE,1,10,0.021781736462592863,0.017001554291514807,1.2811614802455893,0.2001714174730751,8622,0.021781736462592863,0.017001554291514807,1.2811614802455893,0.2001714174730751,8622,0.8577292328085591,False,True,False
COINBASE->BINANCE,3,30,-0.012355667183250572,0.01801691923920518,-0.6857813491423324,0.49286944640190566,8620,-0.012355667183250572,0.01801691923920518,-0.6857813491423324,0.49286944640190566,8620,0.9267228891935779,False,True,False
COINBASE->BINANCE,6,60,0.024661008955348243,0.022694619665536778,1.086645615515538,0.2772238597718668,8617,0.024661008955348243,0.022694619665536778,1.086645615515538,0.2772238597718668,8617,0.9228537759457646,False,True,False
COINBASE->BITGET,1,10,-0.0001679641259708176,0.014995062460195881,-0.01120129552088731,0.9910631555256668,7224,-0.0001679641259708176,0.014995062460195881,-0.01120129552088731,0.9910631555256668,7224,0.9974536191853085,False,True,False
COINBASE->BITGET,3,30,-0.0005005646476114965,0.010948647147100308,-0.0457193149880685,0.9635352331817564,7222,-0.0005005646476114965,0.010948647147100308,-0.0457193149880685,0.9635352331817564,7222,0.9974536191853085,False,True,False
COINBASE->BITGET,6,60,0.009255640054156914,0.011463541133867683,0.8073979886382764,0.4194638340646071,7219,0.009255640054156914,0.011463541133867683,0.8073979886382764,0.4194638340646071,7219,0.9228537759457646,False,True,False
COINBASE->BYBITSPOT,1,10,-0.005662861058642209,0.015287001519494673,-0.37043635087107657,0.7110672174585879,7988,-0.005662861058642209,0.015287001519494673,-0.37043635087107657,0.7110672174585879,7988,0.9974536191853085,False,True,False
COINBASE->BYBITSPOT,3,30,-3.5026116587588094e-05,0.010974743042035003,-0.0031915204258935745,0.9974536191853085,7986,-3.5026116587588094e-05,0.010974743042035003,-0.0031915204258935745,0.9974536191853085,7986,0.9974536191853085,False,True,False
COINBASE->BYBITSPOT,6,60,0.008498914231687325,0.010861347331549255,0.7824917086483639,0.43394887169538165,7983,0.008498914231687325,0.010861347331549255,0.7824917086483639,0.43394887169538165,7983,0.9228537759457646,False,True,False
