edge,lag,lag_s,coef,se,t,p_raw,p_fdr,bh_significant,beta_magnitude,run_length,is_candidate,rules_passed,n_obs
BINANCE->COINBASE,3,15,0.025597358507655252,0.011898346910690286,2.151337383234039,0.03146359666662368,0.03146359666662368,True,True,3,True,raw_p<0.05|BH_0.10||beta|>=0.01|run_length>=3,17036
BINANCE->COINBASE,6,30,0.034105196684652755,0.010396680615246328,3.2803928433310543,0.0010387086906105125,0.0010387086906105125,True,True,3,True,raw_p<0.05|BH_0.10||beta|>=0.01|run_length>=3,17033
BITGET->BYBITSPOT,1,5,0.02240144107846475,0.011669419981562594,1.9196704818113064,0.054923271721964984,0.054923271721964984,True,True,3,True,BH_0.10||beta|>=0.01|run_length>=3,11975
BYBITSPOT->BITGET,1,5,-0.020370547114870165,0.0107421611892601,-1.8963173942350096,0.05794213747295185,0.05794213747295185,True,True,3,True,BH_0.10||beta|>=0.01|run_length>=3,11975
BYBITSPOT->BITGET,6,30,-0.021512573228615234,0.011967127520133729,-1.7976388395980625,0.07225945612069284,0.07225945612069284,True,True,3,True,BH_0.10||beta|>=0.01|run_length>=3,11970
COINBASE->BYBITSPOT,1,5,-0.023549271780281898,0.009457055811965886,-2.490127186358076,0.012781328418911997,0.012781328418911997,True,True,3,True,raw_p<0.05|BH_0.10||beta|>=0.01|run_length>=3,13902
