metric,spearman_rho,rho_BCa_CI_low,rho_BCa_CI_high,n
volume_proxy,0.47490699118321383,-0.5209474835108783,1.4707614658773058,5
realized_vol,0.043248466133873883,-1.0872992708491367,1.1737962031168845,5
liquidity_proxy,0.4018048938150205,-0.6344358345520069,1.438045622182048,5
