edge,tsi,significant_windows,total_windows,n_obs,environment,day,frequency
COINBASE->BYBITSPOT,0.2992831541218638,167,558,10590,Wash_Low,2025-09-03,2S
COINBASE->BITGET,0.38404452690166974,207,539,9753,Wash_Low,2025-09-03,2S
BYBITSPOT->BINANCE,0.3606271777003484,207,574,10035,Wash_Low,2025-09-03,2S
BYBITSPOT->COINBASE,0.2700348432055749,155,574,10590,Wash_Low,2025-09-03,2S
BYBITSPOT->BITGET,0.31103074141048825,172,553,9356,Wash_Low,2025-09-03,2S
BITGET->BINANCE,0.30313588850174217,174,574,9197,Wash_Low,2025-09-03,2S
BITGET->COINBASE,0.259581881533101,149,574,9753,Wash_Low,2025-09-03,2S
BITGET->BYBITSPOT,0.2931937172774869,168,573,9356,Wash_Low,2025-09-03,2S
BINANCE->COINBASE,0.6690017513134852,382,571,6618,Wash_High,2025-09-03,2S
BINANCE->BYBITSPOT,0.5884476534296029,326,554,6176,Wash_High,2025-09-03,2S
BINANCE->BITGET,0.6604127579737336,352,533,6033,Wash_High,2025-09-03,2S
COINBASE->BINANCE,0.8248686514886164,471,571,6634,Wash_High,2025-09-03,2S
COINBASE->BYBITSPOT,0.8144144144144144,452,555,5535,Wash_High,2025-09-03,2S
COINBASE->BITGET,0.8424015009380863,449,533,5389,Wash_High,2025-09-03,2S
BYBITSPOT->BINANCE,0.7530647985989493,430,571,6176,Wash_High,2025-09-03,2S
BYBITSPOT->COINBASE,0.702276707530648,401,571,5535,Wash_High,2025-09-03,2S
BYBITSPOT->BITGET,0.7652495378927912,414,541,5384,Wash_High,2025-09-03,2S
BITGET->BINANCE,0.6841155234657039,379,554,6033,Wash_High,2025-09-03,2S
BITGET->COINBASE,0.644808743169399,354,549,5389,Wash_High,2025-09-03,2S
BITGET->BYBITSPOT,0.6838235294117647,372,544,5384,Wash_High,2025-09-03,2S
BINANCE->COINBASE,0.2574430823117338,147,571,17083,Full,2025-09-03,5S
BINANCE->BYBITSPOT,0.20863309352517986,116,556,16211,Full,2025-09-03,5S
BINANCE->BITGET,0.24022346368715083,129,537,15230,Full,2025-09-03,5S
COINBASE->BINANCE,0.289198606271777,166,574,17112,Full,2025-09-03,5S
COINBASE->BYBITSPOT,0.26654740608228983,149,559,16125,Full,2025-09-03,5S
COINBASE->BITGET,0.30241187384044527,163,539,15142,Full,2025-09-03,5S
BYBITSPOT->BINANCE,0.24041811846689895,138,574,16211,Full,2025-09-03,5S
BYBITSPOT->COINBASE,0.18641114982578397,107,574,16125,Full,2025-09-03,5S
BYBITSPOT->BITGET,0.2857142857142857,158,553,14740,Full,2025-09-03,5S
BITGET->BINANCE,0.22473867595818817,129,574,15230,Full,2025-09-03,5S
BITGET->COINBASE,0.22125435540069685,127,574,15142,Full,2025-09-03,5S
BITGET->BYBITSPOT,0.22822299651567945,131,574,14740,Full,2025-09-03,5S
BINANCE->COINBASE,0.21132075471698114,56,265,6242,Vol_Low,2025-09-03,5S
BINANCE->BYBITSPOT,0.16783216783216784,48,286,6407,Vol_Low,2025-09-03,5S
BINANCE->BITGET,0.30952380952380953,78,252,5336,Vol_Low,2025-09-03,5S
COINBASE->BINANCE,0.37358490566037733,99,265,6268,Vol_Low,2025-09-03,5S
COINBASE->BYBITSPOT,0.3125,70,224,4792,Vol_Low,2025-09-03,5S
COINBASE->BITGET,0.37745098039215685,77,204,4099,Vol_Low,2025-09-03,5S
BYBITSPOT->BINANCE,0.32653061224489793,96,294,6394,Vol_Low,2025-09-03,5S
BYBITSPOT->COINBASE,0.21367521367521367,50,234,4790,Vol_Low,2025-09-03,5S
BYBITSPOT->BITGET,0.34801762114537443,79,227,4645,Vol_Low,2025-09-03,5S
BITGET->BINANCE,0.2873134328358209,77,268,5327,Vol_Low,2025-09-03,5S
BITGET->COINBASE,0.271889400921659,59,217,4099,Vol_Low,2025-09-03,5S
BITGET->BYBITSPOT,0.24152542372881355,57,236,4632,Vol_Low,2025-09-03,5S
BINANCE->COINBASE,0.33797909407665505,97,287,5480,Vol_Med,2025-09-03,5S
BINANCE->BYBITSPOT,0.3087719298245614,88,285,5091,Vol_Med,2025-09-03,5S
BINANCE->BITGET,0.27835051546391754,81,291,5299,Vol_Med,2025-09-03,5S
COINBASE->BINANCE,0.37943262411347517,107,282,5489,Vol_Med,2025-09-03,5S
COINBASE->BYBITSPOT,0.3894736842105263,111,285,5354,Vol_Med,2025-09-03,5S
COINBASE->BITGET,0.34915254237288135,103,295,5369,Vol_Med,2025-09-03,5S
BYBITSPOT->BINANCE,0.3620689655172414,105,290,5104,Vol_Med,2025-09-03,5S
BYBITSPOT->COINBASE,0.25,71,284,5356,Vol_Med,2025-09-03,5S
BYBITSPOT->BITGET,0.3210332103321033,87,271,4899,Vol_Med,2025-09-03,5S
BITGET->BINANCE,0.28013029315960913,86,307,5308,Vol_Med,2025-09-03,5S
BITGET->COINBASE,0.24482758620689654,71,290,5369,Vol_Med,2025-09-03,5S
BITGET->BYBITSPOT,0.28363636363636363,78,275,4912,Vol_Med,2025-09-03,5S
BINANCE->COINBASE,0.29515418502202645,67,227,5361,Vol_High,2025-09-03,5S
BINANCE->BYBITSPOT,0.3194444444444444,69,216,4713,Vol_High,2025-09-03,5S
BINANCE->BITGET,0.29850746268656714,60,201,4595,Vol_High,2025-09-03,5S
COINBASE->BINANCE,0.2807017543859649,64,228,5355,Vol_High,2025-09-03,5S
COINBASE->BYBITSPOT,0.27165354330708663,69,254,5979,Vol_High,2025-09-03,5S
COINBASE->BITGET,0.3020408163265306,74,245,5674,Vol_High,2025-09-03,5S
BYBITSPOT->BINANCE,0.29107981220657275,62,213,4713,Vol_High,2025-09-03,5S
BYBITSPOT->COINBASE,0.22745098039215686,58,255,5979,Vol_High,2025-09-03,5S
BYBITSPOT->BITGET,0.24444444444444444,55,225,5196,Vol_High,2025-09-03,5S
BITGET->BINANCE,0.2727272727272727,57,209,4595,Vol_High,2025-09-03,5S
BITGET->COINBASE,0.24609375,63,256,5674,Vol_High,2025-09-03,5S
BITGET->BYBITSPOT,0.24336283185840707,55,226,5196,Vol_High,2025-09-03,5S
BINANCE->COINBASE,0.37653239929947463,215,571,10465,Wash_Low,2025-09-03,5S
BINANCE->BYBITSPOT,0.29676258992805754,165,556,10035,Wash_Low,2025-09-03,5S
BINANCE->BITGET,0.3240223463687151,174,537,9197,Wash_Low,2025-09-03,5S
COINBASE->BINANCE,0.42857142857142855,246,574,10478,Wash_Low,2025-09-03,5S
COINBASE->BYBITSPOT,0.2992831541218638,167,558,10590,Wash_Low,2025-09-03,5S
COINBASE->BITGET,0.38404452690166974,207,539,9753,Wash_Low,2025-09-03,5S
BYBITSPOT->BINANCE,0.3606271777003484,207,574,10035,Wash_Low,2025-09-03,5S
BYBITSPOT->COINBASE,0.2700348432055749,155,574,10590,Wash_Low,2025-09-03,5S
BYBITSPOT->BITGET,0.31103074141048825,172,553,9356,Wash_Low,2025-09-03,5S
BITGET->BINANCE,0.30313588850174217,174,574,9197,Wash_Low,2025-09-03,5S
BITGET->COINBASE,0.259581881533101,149,574,9753,Wash_Low,2025-09-03,5S
BITGET->BYBITSPOT,0.2931937172774869,168,573,9356,Wash_Low,2025-09-03,5S
BINANCE->COINBASE,0.6690017513134852,382,571,6618,Wash_High,2025-09-03,5S
BINANCE->BYBITSPOT,0.5884476534296029,326,554,6176,Wash_High,2025-09-03,5S
BINANCE->BITGET,0.6604127579737336,352,533,6033,Wash_High,2025-09-03,5S
COINBASE->BINANCE,0.8248686514886164,471,571,6634,Wash_High,2025-09-03,5S
COINBASE->BYBITSPOT,0.8144144144144144,452,555,5535,Wash_High,2025-09-03,5S
COINBASE->BITGET,0.8424015009380863,449,533,5389,Wash_High,2025-09-03,5S
BYBITSPOT->BINANCE,0.7530647985989493,430,571,6176,Wash_High,2025-09-03,5S
BYBITSPOT->COINBASE,0.702276707530648,401,571,5535,Wash_High,2025-09-03,5S
BYBITSPOT->BITGET,0.7652495378927912,414,541,5384,Wash_High,2025-09-03,5S
BITGET->BINANCE,0.6841155234657039,379,554,6033,Wash_High,2025-09-03,5S
BITGET->COINBASE,0.644808743169399,354,549,5389,Wash_High,2025-09-03,5S
BITGET->BYBITSPOT,0.6838235294117647,372,544,5384,Wash_High,2025-09-03,5S
BINANCE->COINBASE,0.2609457092819615,149,571,8585,Full,2025-09-03,10S
BINANCE->BYBITSPOT,0.25539568345323743,142,556,8340,Full,2025-09-03,10S
BINANCE->BITGET,0.24767225325884543,133,537,7944,Full,2025-09-03,10S
COINBASE->BINANCE,0.32926829268292684,189,574,8633,Full,2025-09-03,10S
COINBASE->BYBITSPOT,0.32379248658318427,181,559,8373,Full,2025-09-03,10S
COINBASE->BITGET,0.3692022263450835,199,539,7964,Full,2025-09-03,10S
BYBITSPOT->BINANCE,0.31881533101045295,183,574,8564,Full,2025-09-03,10S
BYBITSPOT->COINBASE,0.24912891986062718,143,574,8573,Full,2025-09-03,10S
BYBITSPOT->BITGET,0.3399638336347197,188,553,8040,Full,2025-09-03,10S
BITGET->BINANCE,0.25435540069686413,146,574,8272,Full,2025-09-03,10S
BITGET->COINBASE,0.2578397212543554,148,574,8260,Full,2025-09-03,10S
BITGET->BYBITSPOT,0.26480836236933797,152,574,8169,Full,2025-09-03,10S
BINANCE->COINBASE,0.20175438596491227,46,228,3109,Vol_Low,2025-09-03,10S
BINANCE->BYBITSPOT,0.23412698412698413,59,252,3294,Vol_Low,2025-09-03,10S
BINANCE->BITGET,0.3256880733944954,71,218,2756,Vol_Low,2025-09-03,10S
COINBASE->BINANCE,0.45064377682403434,105,233,3140,Vol_Low,2025-09-03,10S
COINBASE->BYBITSPOT,0.36787564766839376,71,193,2506,Vol_Low,2025-09-03,10S
COINBASE->BITGET,0.49700598802395207,83,167,2129,Vol_Low,2025-09-03,10S
BYBITSPOT->BINANCE,0.43018867924528303,114,265,3414,Vol_Low,2025-09-03,10S
BYBITSPOT->COINBASE,0.22613065326633167,45,199,2596,Vol_Low,2025-09-03,10S
BYBITSPOT->BITGET,0.35175879396984927,70,199,2551,Vol_Low,2025-09-03,10S
BITGET->BINANCE,0.41201716738197425,96,233,2917,Vol_Low,2025-09-03,10S
BITGET->COINBASE,0.2648648648648649,49,185,2234,Vol_Low,2025-09-03,10S
BITGET->BYBITSPOT,0.26732673267326734,54,202,2593,Vol_Low,2025-09-03,10S
BINANCE->COINBASE,0.2813852813852814,65,231,2733,Vol_Med,2025-09-03,10S
BINANCE->BYBITSPOT,0.3940677966101695,93,236,2615,Vol_Med,2025-09-03,10S
BINANCE->BITGET,0.3253012048192771,81,249,2776,Vol_Med,2025-09-03,10S
COINBASE->BINANCE,0.45041322314049587,109,242,2752,Vol_Med,2025-09-03,10S
COINBASE->BYBITSPOT,0.36752136752136755,86,234,2757,Vol_Med,2025-09-03,10S
COINBASE->BITGET,0.44166666666666665,106,240,2823,Vol_Med,2025-09-03,10S
BYBITSPOT->BINANCE,0.41596638655462187,99,238,2680,Vol_Med,2025-09-03,10S
BYBITSPOT->COINBASE,0.31092436974789917,74,238,2813,Vol_Med,2025-09-03,10S
BYBITSPOT->BITGET,0.3930131004366812,90,229,2722,Vol_Med,2025-09-03,10S
BITGET->BINANCE,0.37401574803149606,95,254,2883,Vol_Med,2025-09-03,10S
BITGET->COINBASE,0.25691699604743085,65,253,2910,Vol_Med,2025-09-03,10S
BITGET->BYBITSPOT,0.2542372881355932,60,236,2775,Vol_Med,2025-09-03,10S
BINANCE->COINBASE,0.28846153846153844,60,208,2743,Vol_High,2025-09-03,10S
BINANCE->BYBITSPOT,0.3439153439153439,65,189,2431,Vol_High,2025-09-03,10S
BINANCE->BITGET,0.30158730158730157,57,189,2412,Vol_High,2025-09-03,10S
COINBASE->BINANCE,0.30660377358490565,65,212,2741,Vol_High,2025-09-03,10S
COINBASE->BYBITSPOT,0.3620689655172414,84,232,3110,Vol_High,2025-09-03,10S
COINBASE->BITGET,0.35526315789473684,81,228,3012,Vol_High,2025-09-03,10S
BYBITSPOT->BINANCE,0.3096446700507614,61,197,2470,Vol_High,2025-09-03,10S
BYBITSPOT->COINBASE,0.3628691983122363,86,237,3164,Vol_High,2025-09-03,10S
BYBITSPOT->BITGET,0.3142857142857143,66,210,2767,Vol_High,2025-09-03,10S
BITGET->BINANCE,0.29441624365482233,58,197,2472,Vol_High,2025-09-03,10S
BITGET->COINBASE,0.2542372881355932,60,236,3116,Vol_High,2025-09-03,10S
BITGET->BYBITSPOT,0.29906542056074764,64,214,2801,Vol_High,2025-09-03,10S
BINANCE->COINBASE,0.3382084095063985,185,547,4381,Wash_Low,2025-09-03,10S
BINANCE->BYBITSPOT,0.4060721062618596,214,527,4186,Wash_Low,2025-09-03,10S
BINANCE->BITGET,0.4362549800796813,219,502,3927,Wash_Low,2025-09-03,10S
COINBASE->BINANCE,0.5255474452554745,288,548,4421,Wash_Low,2025-09-03,10S
COINBASE->BYBITSPOT,0.40619307832422585,223,549,4594,Wash_Low,2025-09-03,10S
COINBASE->BITGET,0.4961832061068702,260,524,4346,Wash_Low,2025-09-03,10S
BYBITSPOT->BINANCE,0.45054945054945056,246,546,4354,Wash_Low,2025-09-03,10S
BYBITSPOT->COINBASE,0.35650623885918004,200,561,4758,Wash_Low,2025-09-03,10S
BYBITSPOT->BITGET,0.45161290322580644,238,527,4276,Wash_Low,2025-09-03,10S
BITGET->BINANCE,0.46551724137931033,243,522,4113,Wash_Low,2025-09-03,10S
BITGET->COINBASE,0.331511839708561,182,549,4540,Wash_Low,2025-09-03,10S
BITGET->BYBITSPOT,0.3756906077348066,204,543,4407,Wash_Low,2025-09-03,10S
BINANCE->COINBASE,0.391713747645951,208,531,4204,Wash_High,2025-09-03,10S
BINANCE->BYBITSPOT,0.3806706114398422,193,507,4154,Wash_High,2025-09-03,10S
BINANCE->BITGET,0.45621181262729127,224,491,4017,Wash_High,2025-09-03,10S
COINBASE->BINANCE,0.5584905660377358,296,530,4212,Wash_High,2025-09-03,10S
COINBASE->BYBITSPOT,0.5150905432595574,256,497,3779,Wash_High,2025-09-03,10S
COINBASE->BITGET,0.5601659751037344,270,482,3618,Wash_High,2025-09-03,10S
BYBITSPOT->BINANCE,0.579047619047619,304,525,4210,Wash_High,2025-09-03,10S
BYBITSPOT->COINBASE,0.4530938123752495,227,501,3815,Wash_High,2025-09-03,10S
BYBITSPOT->BITGET,0.5355648535564853,256,478,3764,Wash_High,2025-09-03,10S
BITGET->BINANCE,0.4461839530332681,228,511,4159,Wash_High,2025-09-03,10S
BITGET->COINBASE,0.42735042735042733,200,468,3720,Wash_High,2025-09-03,10S
BITGET->BYBITSPOT,0.4360086767895879,201,461,3762,Wash_High,2025-09-03,10S
BINANCE->COINBASE,0.28546409807355516,163,571,5724,Full,2025-09-03,15S
BINANCE->BYBITSPOT,0.2751798561151079,153,556,5574,Full,2025-09-03,15S
BINANCE->BITGET,0.3165735567970205,170,537,5348,Full,2025-09-03,15S
COINBASE->BINANCE,0.38501742160278746,221,574,5760,Full,2025-09-03,15S
COINBASE->BYBITSPOT,0.34525939177101966,193,559,5600,Full,2025-09-03,15S
COINBASE->BITGET,0.39888682745825604,215,539,5369,Full,2025-09-03,15S
BYBITSPOT->BINANCE,0.39372822299651566,226,574,5754,Full,2025-09-03,15S
BYBITSPOT->COINBASE,0.29442508710801396,169,574,5754,Full,2025-09-03,15S
BYBITSPOT->BITGET,0.3743218806509946,207,553,5476,Full,2025-09-03,15S
BITGET->BINANCE,0.32926829268292684,189,574,5655,Full,2025-09-03,15S
BITGET->COINBASE,0.2804878048780488,161,574,5648,Full,2025-09-03,15S
BITGET->BYBITSPOT,0.32752613240418116,188,574,5611,Full,2025-09-03,15S
BINANCE->COINBASE,0.34146341463414637,70,205,2071,Vol_Low,2025-09-03,15S
BINANCE->BYBITSPOT,0.3211009174311927,70,218,2199,Vol_Low,2025-09-03,15S
BINANCE->BITGET,0.3567567567567568,66,185,1845,Vol_Low,2025-09-03,15S
COINBASE->BINANCE,0.47317073170731705,97,205,2085,Vol_Low,2025-09-03,15S
COINBASE->BYBITSPOT,0.3765432098765432,61,162,1669,Vol_Low,2025-09-03,15S
COINBASE->BITGET,0.5454545454545454,78,143,1426,Vol_Low,2025-09-03,15S
BYBITSPOT->BINANCE,0.48695652173913045,112,230,2302,Vol_Low,2025-09-03,15S
BYBITSPOT->COINBASE,0.3076923076923077,52,169,1747,Vol_Low,2025-09-03,15S
BYBITSPOT->BITGET,0.4463276836158192,79,177,1757,Vol_Low,2025-09-03,15S
BITGET->BINANCE,0.38613861386138615,78,202,1998,Vol_Low,2025-09-03,15S
BITGET->COINBASE,0.3503184713375796,55,157,1540,Vol_Low,2025-09-03,15S
BITGET->BYBITSPOT,0.3463687150837989,62,179,1786,Vol_Low,2025-09-03,15S
BINANCE->COINBASE,0.3442622950819672,63,183,1818,Vol_Med,2025-09-03,15S
BINANCE->BYBITSPOT,0.31868131868131866,58,182,1746,Vol_Med,2025-09-03,15S
BINANCE->BITGET,0.3089005235602094,59,191,1873,Vol_Med,2025-09-03,15S
COINBASE->BINANCE,0.489247311827957,91,186,1837,Vol_Med,2025-09-03,15S
COINBASE->BYBITSPOT,0.39378238341968913,76,193,1854,Vol_Med,2025-09-03,15S
COINBASE->BITGET,0.4876847290640394,99,203,1911,Vol_Med,2025-09-03,15S
BYBITSPOT->BINANCE,0.46524064171123,87,187,1793,Vol_Med,2025-09-03,15S
BYBITSPOT->COINBASE,0.37244897959183676,73,196,1887,Vol_Med,2025-09-03,15S
BYBITSPOT->BITGET,0.42857142857142855,81,189,1849,Vol_Med,2025-09-03,15S
BITGET->BINANCE,0.395,79,200,1971,Vol_Med,2025-09-03,15S
BITGET->COINBASE,0.33175355450236965,70,211,1978,Vol_Med,2025-09-03,15S
BITGET->BYBITSPOT,0.35294117647058826,72,204,1907,Vol_Med,2025-09-03,15S
BINANCE->COINBASE,0.2962962962962963,56,189,1835,Vol_High,2025-09-03,15S
BINANCE->BYBITSPOT,0.30303030303030304,50,165,1629,Vol_High,2025-09-03,15S
BINANCE->BITGET,0.3742690058479532,64,171,1630,Vol_High,2025-09-03,15S
COINBASE->BINANCE,0.4385026737967914,82,187,1838,Vol_High,2025-09-03,15S
COINBASE->BYBITSPOT,0.37089201877934275,79,213,2077,Vol_High,2025-09-03,15S
COINBASE->BITGET,0.35609756097560974,73,205,2032,Vol_High,2025-09-03,15S
BYBITSPOT->BINANCE,0.45962732919254656,74,161,1659,Vol_High,2025-09-03,15S
BYBITSPOT->COINBASE,0.3113207547169811,66,212,2120,Vol_High,2025-09-03,15S
BYBITSPOT->BITGET,0.40106951871657753,75,187,1870,Vol_High,2025-09-03,15S
BITGET->BINANCE,0.3793103448275862,66,174,1686,Vol_High,2025-09-03,15S
BITGET->COINBASE,0.3348623853211009,73,218,2130,Vol_High,2025-09-03,15S
BITGET->BYBITSPOT,0.336734693877551,66,196,1918,Vol_High,2025-09-03,15S
BINANCE->COINBASE,0.3363309352517986,187,556,4140,Wash_Low,2025-09-03,15S
BINANCE->BYBITSPOT,0.38345864661654133,204,532,3848,Wash_Low,2025-09-03,15S
BINANCE->BITGET,0.44421906693711966,219,493,3586,Wash_Low,2025-09-03,15S
COINBASE->BINANCE,0.49376114081996436,277,561,4154,Wash_Low,2025-09-03,15S
COINBASE->BYBITSPOT,0.44341372912801486,239,539,4112,Wash_Low,2025-09-03,15S
COINBASE->BITGET,0.5124760076775432,267,521,3872,Wash_Low,2025-09-03,15S
BYBITSPOT->BINANCE,0.5074626865671642,272,536,3909,Wash_Low,2025-09-03,15S
BYBITSPOT->COINBASE,0.35766423357664234,196,548,4167,Wash_Low,2025-09-03,15S
BYBITSPOT->BITGET,0.44841269841269843,226,504,3732,Wash_Low,2025-09-03,15S
BITGET->BINANCE,0.45691382765531063,228,499,3665,Wash_Low,2025-09-03,15S
BITGET->COINBASE,0.4095940959409594,222,542,3968,Wash_Low,2025-09-03,15S
BITGET->BYBITSPOT,0.377431906614786,194,514,3796,Wash_Low,2025-09-03,15S
BINANCE->COINBASE,0.375,12,32,1584,Wash_High,2025-09-03,15S
BINANCE->BYBITSPOT,0.4406779661016949,26,59,1726,Wash_High,2025-09-03,15S
BINANCE->BITGET,0.375,30,80,1762,Wash_High,2025-09-03,15S
COINBASE->BINANCE,0.6857142857142857,24,35,1606,Wash_High,2025-09-03,15S
COINBASE->BYBITSPOT,0.6571428571428571,23,35,1488,Wash_High,2025-09-03,15S
COINBASE->BITGET,0.6571428571428571,23,35,1497,Wash_High,2025-09-03,15S
BYBITSPOT->BINANCE,0.42424242424242425,28,66,1845,Wash_High,2025-09-03,15S
BYBITSPOT->COINBASE,0.5625,27,48,1587,Wash_High,2025-09-03,15S
BYBITSPOT->BITGET,0.5522388059701493,37,67,1744,Wash_High,2025-09-03,15S
BITGET->BINANCE,0.46846846846846846,52,111,1990,Wash_High,2025-09-03,15S
BITGET->COINBASE,0.40476190476190477,17,42,1680,Wash_High,2025-09-03,15S
BITGET->BYBITSPOT,0.3220338983050847,19,59,1815,Wash_High,2025-09-03,15S
BINANCE->COINBASE,0.30122591943957966,172,571,2862,Full,2025-09-03,30S
BINANCE->BYBITSPOT,0.36330935251798563,202,556,2788,Full,2025-09-03,30S
BINANCE->BITGET,0.35887850467289717,192,535,2690,Full,2025-09-03,30S
COINBASE->BINANCE,0.5087108013937283,292,574,2880,Full,2025-09-03,30S
COINBASE->BYBITSPOT,0.40429338103756707,226,559,2801,Full,2025-09-03,30S
COINBASE->BITGET,0.45251396648044695,243,537,2702,Full,2025-09-03,30S
BYBITSPOT->BINANCE,0.47038327526132406,270,574,2880,Full,2025-09-03,30S
BYBITSPOT->COINBASE,0.3083623693379791,177,574,2880,Full,2025-09-03,30S
BYBITSPOT->BITGET,0.40515653775322286,220,543,2768,Full,2025-09-03,30S
BITGET->BINANCE,0.38035714285714284,213,560,2871,Full,2025-09-03,30S
BITGET->COINBASE,0.2823741007194245,157,556,2869,Full,2025-09-03,30S
BITGET->BYBITSPOT,0.35208711433756806,194,551,2865,Full,2025-09-03,30S
BINANCE->COINBASE,0.28776978417266186,40,139,1027,Vol_Low,2025-09-03,30S
BINANCE->BYBITSPOT,0.40875912408759124,56,137,1093,Vol_Low,2025-09-03,30S
BINANCE->BITGET,0.44036697247706424,48,109,935,Vol_Low,2025-09-03,30S
COINBASE->BINANCE,0.5579710144927537,77,138,1043,Vol_Low,2025-09-03,30S
COINBASE->BYBITSPOT,0.41,41,100,830,Vol_Low,2025-09-03,30S
COINBASE->BITGET,0.6133333333333333,46,75,718,Vol_Low,2025-09-03,30S
BYBITSPOT->BINANCE,0.5333333333333333,80,150,1151,Vol_Low,2025-09-03,30S
BYBITSPOT->COINBASE,0.2980769230769231,31,104,871,Vol_Low,2025-09-03,30S
BYBITSPOT->BITGET,0.38181818181818183,42,110,893,Vol_Low,2025-09-03,30S
BITGET->BINANCE,0.43089430894308944,53,123,1026,Vol_Low,2025-09-03,30S
BITGET->COINBASE,0.24096385542168675,20,83,783,Vol_Low,2025-09-03,30S
BITGET->BYBITSPOT,0.3893805309734513,44,113,916,Vol_Low,2025-09-03,30S
BINANCE->COINBASE,0.2777777777777778,15,54,912,Vol_Med,2025-09-03,30S
BINANCE->BYBITSPOT,0.35135135135135137,13,37,878,Vol_Med,2025-09-03,30S
BINANCE->BITGET,0.2631578947368421,15,57,940,Vol_Med,2025-09-03,30S
COINBASE->BINANCE,0.6428571428571429,36,56,915,Vol_Med,2025-09-03,30S
COINBASE->BYBITSPOT,0.4339622641509434,23,53,926,Vol_Med,2025-09-03,30S
COINBASE->BITGET,0.4576271186440678,27,59,961,Vol_Med,2025-09-03,30S
BYBITSPOT->BINANCE,0.5111111111111111,23,45,899,Vol_Med,2025-09-03,30S
BYBITSPOT->COINBASE,0.3018867924528302,16,53,947,Vol_Med,2025-09-03,30S
BYBITSPOT->BITGET,0.38095238095238093,24,63,934,Vol_Med,2025-09-03,30S
BITGET->BINANCE,0.3584905660377358,19,53,995,Vol_Med,2025-09-03,30S
BITGET->COINBASE,0.22535211267605634,16,71,1006,Vol_Med,2025-09-03,30S
BITGET->BYBITSPOT,0.36764705882352944,25,68,972,Vol_Med,2025-09-03,30S
BINANCE->COINBASE,0.2975206611570248,36,121,923,Vol_High,2025-09-03,30S
BINANCE->BYBITSPOT,0.28865979381443296,28,97,817,Vol_High,2025-09-03,30S
BINANCE->BITGET,0.35294117647058826,36,102,815,Vol_High,2025-09-03,30S
COINBASE->BINANCE,0.34959349593495936,43,123,922,Vol_High,2025-09-03,30S
COINBASE->BYBITSPOT,0.28368794326241137,40,141,1045,Vol_High,2025-09-03,30S
COINBASE->BITGET,0.35251798561151076,49,139,1023,Vol_High,2025-09-03,30S
BYBITSPOT->BINANCE,0.3229166666666667,31,96,830,Vol_High,2025-09-03,30S
BYBITSPOT->COINBASE,0.2727272727272727,39,143,1062,Vol_High,2025-09-03,30S
BYBITSPOT->BITGET,0.35658914728682173,46,129,941,Vol_High,2025-09-03,30S
BITGET->BINANCE,0.4095238095238095,43,105,850,Vol_High,2025-09-03,30S
BITGET->COINBASE,0.31333333333333335,47,150,1080,Vol_High,2025-09-03,30S
BITGET->BYBITSPOT,0.36496350364963503,50,137,977,Vol_High,2025-09-03,30S
BINANCE->COINBASE,0.6666666666666666,2,3,1512,Wash_Low,2025-09-03,30S
BINANCE->BYBITSPOT,0.25,1,4,1353,Wash_Low,2025-09-03,30S
BINANCE->BITGET,0.25,1,4,1194,Wash_Low,2025-09-03,30S
COINBASE->BINANCE,0.2,1,5,1517,Wash_Low,2025-09-03,30S
COINBASE->BYBITSPOT,0.375,3,8,1562,Wash_Low,2025-09-03,30S
COINBASE->BITGET,0.3333333333333333,2,6,1458,Wash_Low,2025-09-03,30S
BYBITSPOT->BINANCE,0.3333333333333333,1,3,1343,Wash_Low,2025-09-03,30S
BYBITSPOT->COINBASE,0.5714285714285714,4,7,1585,Wash_Low,2025-09-03,30S
BYBITSPOT->BITGET,0.6666666666666666,2,3,1341,Wash_Low,2025-09-03,30S
BITGET->BINANCE,0.6666666666666666,2,3,1242,Wash_Low,2025-09-03,30S
BITGET->COINBASE,0.3333333333333333,1,3,1506,Wash_Low,2025-09-03,30S
BITGET->BYBITSPOT,0.0,0,2,1414,Wash_Low,2025-09-03,30S
BINANCE->COINBASE,0.0,0,1,1350,Wash_High,2025-09-03,30S
BINANCE->BYBITSPOT,0.0,0,0,1435,Wash_High,2025-09-03,30S
BINANCE->BITGET,0.25,2,8,1496,Wash_High,2025-09-03,30S
COINBASE->BINANCE,0.5,1,2,1363,Wash_High,2025-09-03,30S
COINBASE->BYBITSPOT,0.5,1,2,1239,Wash_High,2025-09-03,30S
COINBASE->BITGET,1.0,1,1,1244,Wash_High,2025-09-03,30S
BYBITSPOT->BINANCE,0.0,0,0,1537,Wash_High,2025-09-03,30S
BYBITSPOT->COINBASE,0.0,0,0,1295,Wash_High,2025-09-03,30S
BYBITSPOT->BITGET,0.0,0,4,1427,Wash_High,2025-09-03,30S
BITGET->BINANCE,0.25,2,8,1629,Wash_High,2025-09-03,30S
BITGET->COINBASE,1.0,2,2,1363,Wash_High,2025-09-03,30S
BITGET->BYBITSPOT,0.5,1,2,1451,Wash_High,2025-09-03,30S
BINANCE->COINBASE,0.2031523642732049,116,571,17097,Full,2025-09-04,1S
BINANCE->BYBITSPOT,0.1891891891891892,105,555,16136,Full,2025-09-04,1S
BINANCE->BITGET,0.23483365949119372,120,511,13899,Full,2025-09-04,1S
COINBASE->BINANCE,0.40069686411149824,230,574,17126,Full,2025-09-04,1S
COINBASE->BYBITSPOT,0.2118491921005386,118,557,16064,Full,2025-09-04,1S
COINBASE->BITGET,0.2553606237816764,131,513,13836,Full,2025-09-04,1S
