event_id,date,venue_i,venue_j,n_pre,n_post,pre_minutes,post_minutes,shrunk,reason
54,20250903,BYBITSPOT,BINANCE,168,176,15.0,15.0,False,SUFFICIENT
54,20250903,BINANCE,BITGET,177,180,15.0,15.0,False,SUFFICIENT
54,20250903,BITGET,BINANCE,174,180,15.0,15.0,False,SUFFICIENT
55,20250903,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
55,20250903,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
55,20250903,BINANCE,BYBITSPOT,180,180,15.0,15.0,False,SUFFICIENT
55,20250903,BYBITSPOT,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
55,20250903,BINANCE,BITGET,180,180,15.0,15.0,False,SUFFICIENT
55,20250903,BITGET,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
56,20250903,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
56,20250903,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
56,20250903,BINANCE,BYBITSPOT,180,180,15.0,15.0,False,SUFFICIENT
56,20250903,BYBITSPOT,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
56,20250903,BINANCE,BITGET,180,180,15.0,15.0,False,SUFFICIENT
56,20250903,BITGET,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
57,20250903,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
57,20250903,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
57,20250903,COINBASE,BYBITSPOT,172,175,15.0,15.0,False,SUFFICIENT
57,20250903,BYBITSPOT,COINBASE,166,172,15.0,15.0,False,SUFFICIENT
57,20250903,COINBASE,BITGET,180,180,15.0,15.0,False,SUFFICIENT
57,20250903,BITGET,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
58,20250903,COINBASE,BINANCE,132,180,15.0,15.0,False,SUFFICIENT
58,20250903,BINANCE,COINBASE,132,180,15.0,15.0,False,SUFFICIENT
58,20250903,COINBASE,BYBITSPOT,131,174,15.0,15.0,False,SUFFICIENT
58,20250903,BYBITSPOT,COINBASE,130,169,15.0,15.0,False,SUFFICIENT
58,20250903,COINBASE,BITGET,132,177,15.0,15.0,False,SUFFICIENT
58,20250903,BITGET,COINBASE,132,174,15.0,15.0,False,SUFFICIENT
59,20250903,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
59,20250903,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
59,20250903,COINBASE,BYBITSPOT,177,180,15.0,15.0,False,SUFFICIENT
59,20250903,BYBITSPOT,COINBASE,171,178,15.0,15.0,False,SUFFICIENT
59,20250903,COINBASE,BITGET,180,179,15.0,15.0,False,SUFFICIENT
59,20250903,BITGET,COINBASE,180,172,15.0,15.0,False,SUFFICIENT
60,20250903,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
60,20250903,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
60,20250903,COINBASE,BYBITSPOT,180,180,15.0,15.0,False,SUFFICIENT
60,20250903,BYBITSPOT,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
60,20250903,COINBASE,BITGET,180,180,15.0,15.0,False,SUFFICIENT
60,20250903,BITGET,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
61,20250903,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
61,20250903,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
61,20250903,COINBASE,BYBITSPOT,180,180,15.0,15.0,False,SUFFICIENT
61,20250903,BYBITSPOT,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
61,20250903,COINBASE,BITGET,180,180,15.0,15.0,False,SUFFICIENT
61,20250903,BITGET,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
62,20250903,BYBITSPOT,BINANCE,166,172,15.0,15.0,False,SUFFICIENT
62,20250903,BINANCE,BYBITSPOT,172,175,15.0,15.0,False,SUFFICIENT
62,20250903,BYBITSPOT,COINBASE,166,172,15.0,15.0,False,SUFFICIENT
62,20250903,COINBASE,BYBITSPOT,172,175,15.0,15.0,False,SUFFICIENT
62,20250903,BYBITSPOT,BITGET,166,172,15.0,15.0,False,SUFFICIENT
62,20250903,BITGET,BYBITSPOT,172,175,15.0,15.0,False,SUFFICIENT
63,20250903,BYBITSPOT,BINANCE,133,168,15.0,15.0,False,SUFFICIENT
63,20250903,BINANCE,BYBITSPOT,134,174,15.0,15.0,False,SUFFICIENT
63,20250903,BYBITSPOT,COINBASE,133,168,15.0,15.0,False,SUFFICIENT
63,20250903,COINBASE,BYBITSPOT,134,174,15.0,15.0,False,SUFFICIENT
63,20250903,BYBITSPOT,BITGET,133,169,15.0,15.0,False,SUFFICIENT
63,20250903,BITGET,BYBITSPOT,134,172,15.0,15.0,False,SUFFICIENT
64,20250903,BYBITSPOT,BINANCE,168,176,15.0,15.0,False,SUFFICIENT
64,20250903,BINANCE,BYBITSPOT,174,178,15.0,15.0,False,SUFFICIENT
64,20250903,BYBITSPOT,COINBASE,168,176,15.0,15.0,False,SUFFICIENT
64,20250903,COINBASE,BYBITSPOT,174,178,15.0,15.0,False,SUFFICIENT
64,20250903,BYBITSPOT,BITGET,169,176,15.0,15.0,False,SUFFICIENT
64,20250903,BITGET,BYBITSPOT,172,178,15.0,15.0,False,SUFFICIENT
65,20250903,BYBITSPOT,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
65,20250903,BINANCE,BYBITSPOT,180,180,15.0,15.0,False,SUFFICIENT
65,20250903,BYBITSPOT,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
65,20250903,COINBASE,BYBITSPOT,180,180,15.0,15.0,False,SUFFICIENT
65,20250903,BYBITSPOT,BITGET,180,180,15.0,15.0,False,SUFFICIENT
65,20250903,BITGET,BYBITSPOT,180,180,15.0,15.0,False,SUFFICIENT
66,20250903,BYBITSPOT,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
66,20250903,BINANCE,BYBITSPOT,180,180,15.0,15.0,False,SUFFICIENT
66,20250903,BYBITSPOT,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
66,20250903,COINBASE,BYBITSPOT,180,180,15.0,15.0,False,SUFFICIENT
66,20250903,BYBITSPOT,BITGET,180,180,15.0,15.0,False,SUFFICIENT
66,20250903,BITGET,BYBITSPOT,180,180,15.0,15.0,False,SUFFICIENT
67,20250903,BITGET,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
67,20250903,BINANCE,BITGET,180,180,15.0,15.0,False,SUFFICIENT
67,20250903,BITGET,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
67,20250903,COINBASE,BITGET,180,180,15.0,15.0,False,SUFFICIENT
67,20250903,BITGET,BYBITSPOT,172,175,15.0,15.0,False,SUFFICIENT
67,20250903,BYBITSPOT,BITGET,166,172,15.0,15.0,False,SUFFICIENT
68,20250903,BITGET,BINANCE,132,174,15.0,15.0,False,SUFFICIENT
68,20250903,BINANCE,BITGET,132,177,15.0,15.0,False,SUFFICIENT
68,20250903,BITGET,COINBASE,132,174,15.0,15.0,False,SUFFICIENT
68,20250903,COINBASE,BITGET,132,177,15.0,15.0,False,SUFFICIENT
68,20250903,BITGET,BYBITSPOT,131,172,15.0,15.0,False,SUFFICIENT
68,20250903,BYBITSPOT,BITGET,130,169,15.0,15.0,False,SUFFICIENT
69,20250903,BITGET,BINANCE,174,180,15.0,15.0,False,SUFFICIENT
69,20250903,BINANCE,BITGET,177,180,15.0,15.0,False,SUFFICIENT
69,20250903,BITGET,COINBASE,174,180,15.0,15.0,False,SUFFICIENT
69,20250903,COINBASE,BITGET,177,180,15.0,15.0,False,SUFFICIENT
69,20250903,BITGET,BYBITSPOT,172,178,15.0,15.0,False,SUFFICIENT
69,20250903,BYBITSPOT,BITGET,169,176,15.0,15.0,False,SUFFICIENT
70,20250903,BITGET,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
70,20250903,BINANCE,BITGET,180,180,15.0,15.0,False,SUFFICIENT
70,20250903,BITGET,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
70,20250903,COINBASE,BITGET,180,180,15.0,15.0,False,SUFFICIENT
70,20250903,BITGET,BYBITSPOT,180,180,15.0,15.0,False,SUFFICIENT
70,20250903,BYBITSPOT,BITGET,180,180,15.0,15.0,False,SUFFICIENT
71,20250903,BITGET,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
71,20250903,BINANCE,BITGET,180,180,15.0,15.0,False,SUFFICIENT
71,20250903,BITGET,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
71,20250903,COINBASE,BITGET,180,180,15.0,15.0,False,SUFFICIENT
71,20250903,BITGET,BYBITSPOT,180,180,15.0,15.0,False,SUFFICIENT
71,20250903,BYBITSPOT,BITGET,180,180,15.0,15.0,False,SUFFICIENT
72,20250904,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
72,20250904,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
72,20250904,BINANCE,BYBITSPOT,179,180,15.0,15.0,False,SUFFICIENT
72,20250904,BYBITSPOT,BINANCE,179,179,15.0,15.0,False,SUFFICIENT
72,20250904,BINANCE,BITGET,180,180,15.0,15.0,False,SUFFICIENT
72,20250904,BITGET,BINANCE,178,178,15.0,15.0,False,SUFFICIENT
73,20250904,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
73,20250904,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
73,20250904,BINANCE,BYBITSPOT,180,180,15.0,15.0,False,SUFFICIENT
73,20250904,BYBITSPOT,BINANCE,178,180,15.0,15.0,False,SUFFICIENT
73,20250904,BINANCE,BITGET,176,179,15.0,15.0,False,SUFFICIENT
73,20250904,BITGET,BINANCE,174,167,15.0,15.0,False,SUFFICIENT
74,20250904,BINANCE,COINBASE,178,179,15.0,15.0,False,SUFFICIENT
74,20250904,COINBASE,BINANCE,177,178,15.0,15.0,False,SUFFICIENT
74,20250904,BINANCE,BYBITSPOT,179,176,15.0,15.0,False,SUFFICIENT
74,20250904,BYBITSPOT,BINANCE,172,173,15.0,15.0,False,SUFFICIENT
74,20250904,BINANCE,BITGET,179,175,15.0,15.0,False,SUFFICIENT
74,20250904,BITGET,BINANCE,178,174,15.0,15.0,False,SUFFICIENT
75,20250904,BINANCE,COINBASE,178,179,15.0,15.0,False,SUFFICIENT
75,20250904,COINBASE,BINANCE,177,178,15.0,15.0,False,SUFFICIENT
75,20250904,BINANCE,BYBITSPOT,179,176,15.0,15.0,False,SUFFICIENT
75,20250904,BYBITSPOT,BINANCE,171,173,15.0,15.0,False,SUFFICIENT
75,20250904,BINANCE,BITGET,179,178,15.0,15.0,False,SUFFICIENT
75,20250904,BITGET,BINANCE,178,177,15.0,15.0,False,SUFFICIENT
76,20250904,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
76,20250904,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
76,20250904,BINANCE,BYBITSPOT,174,180,15.0,15.0,False,SUFFICIENT
76,20250904,BYBITSPOT,BINANCE,163,172,15.0,15.0,False,SUFFICIENT
76,20250904,BINANCE,BITGET,170,178,15.0,15.0,False,SUFFICIENT
76,20250904,BITGET,BINANCE,164,174,15.0,15.0,False,SUFFICIENT
77,20250904,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
77,20250904,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
77,20250904,BINANCE,BYBITSPOT,175,177,15.0,15.0,False,SUFFICIENT
77,20250904,BYBITSPOT,BINANCE,154,174,15.0,15.0,False,SUFFICIENT
77,20250904,BINANCE,BITGET,166,150,15.0,15.0,False,SUFFICIENT
77,20250904,BITGET,BINANCE,118,114,15.0,15.0,False,SUFFICIENT
78,20250904,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
78,20250904,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
78,20250904,BINANCE,BYBITSPOT,169,170,15.0,15.0,False,SUFFICIENT
78,20250904,BYBITSPOT,BINANCE,157,163,15.0,15.0,False,SUFFICIENT
78,20250904,BINANCE,BITGET,167,170,15.0,15.0,False,SUFFICIENT
78,20250904,BITGET,BINANCE,154,163,15.0,15.0,False,SUFFICIENT
79,20250904,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
79,20250904,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
79,20250904,COINBASE,BYBITSPOT,179,180,15.0,15.0,False,SUFFICIENT
79,20250904,BYBITSPOT,COINBASE,179,178,15.0,15.0,False,SUFFICIENT
79,20250904,COINBASE,BITGET,180,180,15.0,15.0,False,SUFFICIENT
79,20250904,BITGET,COINBASE,176,180,15.0,15.0,False,SUFFICIENT
80,20250904,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
80,20250904,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
80,20250904,COINBASE,BYBITSPOT,180,180,15.0,15.0,False,SUFFICIENT
80,20250904,BYBITSPOT,COINBASE,179,180,15.0,15.0,False,SUFFICIENT
80,20250904,COINBASE,BITGET,176,179,15.0,15.0,False,SUFFICIENT
80,20250904,BITGET,COINBASE,170,165,15.0,15.0,False,SUFFICIENT
81,20250904,COINBASE,BINANCE,177,178,15.0,15.0,False,SUFFICIENT
81,20250904,BINANCE,COINBASE,178,179,15.0,15.0,False,SUFFICIENT
81,20250904,COINBASE,BYBITSPOT,176,174,15.0,15.0,False,SUFFICIENT
81,20250904,BYBITSPOT,COINBASE,170,172,15.0,15.0,False,SUFFICIENT
81,20250904,COINBASE,BITGET,176,175,15.0,15.0,False,SUFFICIENT
81,20250904,BITGET,COINBASE,176,173,15.0,15.0,False,SUFFICIENT
82,20250904,COINBASE,BINANCE,177,178,15.0,15.0,False,SUFFICIENT
82,20250904,BINANCE,COINBASE,178,179,15.0,15.0,False,SUFFICIENT
82,20250904,COINBASE,BYBITSPOT,176,174,15.0,15.0,False,SUFFICIENT
82,20250904,BYBITSPOT,COINBASE,170,172,15.0,15.0,False,SUFFICIENT
82,20250904,COINBASE,BITGET,176,175,15.0,15.0,False,SUFFICIENT
82,20250904,BITGET,COINBASE,176,173,15.0,15.0,False,SUFFICIENT
83,20250904,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
83,20250904,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
83,20250904,COINBASE,BYBITSPOT,174,175,15.0,15.0,False,SUFFICIENT
83,20250904,BYBITSPOT,COINBASE,164,171,15.0,15.0,False,SUFFICIENT
83,20250904,COINBASE,BITGET,165,175,15.0,15.0,False,SUFFICIENT
83,20250904,BITGET,COINBASE,164,174,15.0,15.0,False,SUFFICIENT
84,20250904,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
84,20250904,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
84,20250904,COINBASE,BYBITSPOT,173,177,15.0,15.0,False,SUFFICIENT
84,20250904,BYBITSPOT,COINBASE,158,174,15.0,15.0,False,SUFFICIENT
84,20250904,COINBASE,BITGET,171,144,15.0,15.0,False,SUFFICIENT
84,20250904,BITGET,COINBASE,117,113,15.0,15.0,False,SUFFICIENT
85,20250904,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
85,20250904,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
85,20250904,COINBASE,BYBITSPOT,166,173,15.0,15.0,False,SUFFICIENT
85,20250904,BYBITSPOT,COINBASE,153,166,15.0,15.0,False,SUFFICIENT
85,20250904,COINBASE,BITGET,166,172,15.0,15.0,False,SUFFICIENT
85,20250904,BITGET,COINBASE,152,168,15.0,15.0,False,SUFFICIENT
86,20250904,BYBITSPOT,BINANCE,179,179,15.0,15.0,False,SUFFICIENT
86,20250904,BINANCE,BYBITSPOT,179,180,15.0,15.0,False,SUFFICIENT
86,20250904,BYBITSPOT,COINBASE,179,178,15.0,15.0,False,SUFFICIENT
86,20250904,COINBASE,BYBITSPOT,179,180,15.0,15.0,False,SUFFICIENT
86,20250904,BYBITSPOT,BITGET,178,177,15.0,15.0,False,SUFFICIENT
86,20250904,BITGET,BYBITSPOT,177,180,15.0,15.0,False,SUFFICIENT
87,20250904,BYBITSPOT,BINANCE,178,180,15.0,15.0,False,SUFFICIENT
87,20250904,BINANCE,BYBITSPOT,180,180,15.0,15.0,False,SUFFICIENT
87,20250904,BYBITSPOT,COINBASE,179,180,15.0,15.0,False,SUFFICIENT
87,20250904,COINBASE,BYBITSPOT,180,180,15.0,15.0,False,SUFFICIENT
87,20250904,BYBITSPOT,BITGET,176,177,15.0,15.0,False,SUFFICIENT
87,20250904,BITGET,BYBITSPOT,151,159,15.0,15.0,False,SUFFICIENT
88,20250904,BYBITSPOT,BINANCE,171,173,15.0,15.0,False,SUFFICIENT
88,20250904,BINANCE,BYBITSPOT,179,176,15.0,15.0,False,SUFFICIENT
88,20250904,BYBITSPOT,COINBASE,170,172,15.0,15.0,False,SUFFICIENT
88,20250904,COINBASE,BYBITSPOT,176,174,15.0,15.0,False,SUFFICIENT
88,20250904,BYBITSPOT,BITGET,174,172,15.0,15.0,False,SUFFICIENT
88,20250904,BITGET,BYBITSPOT,174,170,15.0,15.0,False,SUFFICIENT
89,20250904,BYBITSPOT,BINANCE,170,173,15.0,15.0,False,SUFFICIENT
89,20250904,BINANCE,BYBITSPOT,178,176,15.0,15.0,False,SUFFICIENT
89,20250904,BYBITSPOT,COINBASE,169,173,15.0,15.0,False,SUFFICIENT
89,20250904,COINBASE,BYBITSPOT,175,175,15.0,15.0,False,SUFFICIENT
89,20250904,BYBITSPOT,BITGET,173,174,15.0,15.0,False,SUFFICIENT
89,20250904,BITGET,BYBITSPOT,173,172,15.0,15.0,False,SUFFICIENT
90,20250904,BYBITSPOT,BINANCE,163,172,15.0,15.0,False,SUFFICIENT
90,20250904,BINANCE,BYBITSPOT,174,180,15.0,15.0,False,SUFFICIENT
90,20250904,BYBITSPOT,COINBASE,164,171,15.0,15.0,False,SUFFICIENT
90,20250904,COINBASE,BYBITSPOT,174,175,15.0,15.0,False,SUFFICIENT
90,20250904,BYBITSPOT,BITGET,163,171,15.0,15.0,False,SUFFICIENT
90,20250904,BITGET,BYBITSPOT,160,170,15.0,15.0,False,SUFFICIENT
91,20250904,BYBITSPOT,BINANCE,154,174,15.0,15.0,False,SUFFICIENT
91,20250904,BINANCE,BYBITSPOT,175,177,15.0,15.0,False,SUFFICIENT
91,20250904,BYBITSPOT,COINBASE,154,174,15.0,15.0,False,SUFFICIENT
91,20250904,COINBASE,BYBITSPOT,175,177,15.0,15.0,False,SUFFICIENT
91,20250904,BYBITSPOT,BITGET,159,140,15.0,15.0,False,SUFFICIENT
91,20250904,BITGET,BYBITSPOT,123,140,15.0,15.0,False,SUFFICIENT
92,20250904,BYBITSPOT,BINANCE,157,163,15.0,15.0,False,SUFFICIENT
92,20250904,BINANCE,BYBITSPOT,169,170,15.0,15.0,False,SUFFICIENT
92,20250904,BYBITSPOT,COINBASE,157,163,15.0,15.0,False,SUFFICIENT
92,20250904,COINBASE,BYBITSPOT,169,170,15.0,15.0,False,SUFFICIENT
92,20250904,BYBITSPOT,BITGET,145,156,15.0,15.0,False,SUFFICIENT
92,20250904,BITGET,BYBITSPOT,144,155,15.0,15.0,False,SUFFICIENT
93,20250904,BITGET,BINANCE,178,178,15.0,15.0,False,SUFFICIENT
93,20250904,BINANCE,BITGET,180,180,15.0,15.0,False,SUFFICIENT
93,20250904,BITGET,COINBASE,176,180,15.0,15.0,False,SUFFICIENT
93,20250904,COINBASE,BITGET,180,180,15.0,15.0,False,SUFFICIENT
93,20250904,BITGET,BYBITSPOT,177,180,15.0,15.0,False,SUFFICIENT
93,20250904,BYBITSPOT,BITGET,178,177,15.0,15.0,False,SUFFICIENT
94,20250904,BITGET,BINANCE,174,167,15.0,15.0,False,SUFFICIENT
94,20250904,BINANCE,BITGET,176,179,15.0,15.0,False,SUFFICIENT
94,20250904,BITGET,COINBASE,170,165,15.0,15.0,False,SUFFICIENT
94,20250904,COINBASE,BITGET,176,179,15.0,15.0,False,SUFFICIENT
94,20250904,BITGET,BYBITSPOT,151,159,15.0,15.0,False,SUFFICIENT
94,20250904,BYBITSPOT,BITGET,176,177,15.0,15.0,False,SUFFICIENT
95,20250904,BITGET,BINANCE,178,174,15.0,15.0,False,SUFFICIENT
95,20250904,BINANCE,BITGET,179,175,15.0,15.0,False,SUFFICIENT
95,20250904,BITGET,COINBASE,176,173,15.0,15.0,False,SUFFICIENT
95,20250904,COINBASE,BITGET,176,175,15.0,15.0,False,SUFFICIENT
95,20250904,BITGET,BYBITSPOT,174,168,15.0,15.0,False,SUFFICIENT
95,20250904,BYBITSPOT,BITGET,174,170,15.0,15.0,False,SUFFICIENT
96,20250904,BITGET,BINANCE,178,177,15.0,15.0,False,SUFFICIENT
96,20250904,BINANCE,BITGET,179,178,15.0,15.0,False,SUFFICIENT
96,20250904,BITGET,COINBASE,176,176,15.0,15.0,False,SUFFICIENT
96,20250904,COINBASE,BITGET,176,178,15.0,15.0,False,SUFFICIENT
96,20250904,BITGET,BYBITSPOT,174,171,15.0,15.0,False,SUFFICIENT
96,20250904,BYBITSPOT,BITGET,174,173,15.0,15.0,False,SUFFICIENT
97,20250904,BITGET,BINANCE,164,174,15.0,15.0,False,SUFFICIENT
97,20250904,BINANCE,BITGET,170,178,15.0,15.0,False,SUFFICIENT
97,20250904,BITGET,COINBASE,164,174,15.0,15.0,False,SUFFICIENT
97,20250904,COINBASE,BITGET,165,175,15.0,15.0,False,SUFFICIENT
97,20250904,BITGET,BYBITSPOT,160,170,15.0,15.0,False,SUFFICIENT
97,20250904,BYBITSPOT,BITGET,163,171,15.0,15.0,False,SUFFICIENT
98,20250904,BITGET,BINANCE,118,114,15.0,15.0,False,SUFFICIENT
98,20250904,BINANCE,BITGET,166,150,15.0,15.0,False,SUFFICIENT
98,20250904,BITGET,COINBASE,118,114,15.0,15.0,False,SUFFICIENT
98,20250904,COINBASE,BITGET,166,150,15.0,15.0,False,SUFFICIENT
98,20250904,BITGET,BYBITSPOT,123,140,15.0,15.0,False,SUFFICIENT
98,20250904,BYBITSPOT,BITGET,159,140,15.0,15.0,False,SUFFICIENT
99,20250904,BITGET,BINANCE,154,163,15.0,15.0,False,SUFFICIENT
99,20250904,BINANCE,BITGET,167,170,15.0,15.0,False,SUFFICIENT
99,20250904,BITGET,COINBASE,154,163,15.0,15.0,False,SUFFICIENT
99,20250904,COINBASE,BITGET,167,170,15.0,15.0,False,SUFFICIENT
99,20250904,BITGET,BYBITSPOT,144,155,15.0,15.0,False,SUFFICIENT
99,20250904,BYBITSPOT,BITGET,145,156,15.0,15.0,False,SUFFICIENT
100,20250905,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
100,20250905,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
100,20250905,BINANCE,BYBITSPOT,170,173,15.0,15.0,False,SUFFICIENT
100,20250905,BYBITSPOT,BINANCE,161,167,15.0,15.0,False,SUFFICIENT
100,20250905,BINANCE,BITGET,144,150,15.0,15.0,False,SUFFICIENT
100,20250905,BITGET,BINANCE,109,129,15.0,15.0,False,SUFFICIENT
101,20250905,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
101,20250905,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
101,20250905,BINANCE,BYBITSPOT,168,169,15.0,15.0,False,SUFFICIENT
101,20250905,BYBITSPOT,BINANCE,156,162,15.0,15.0,False,SUFFICIENT
101,20250905,BINANCE,BITGET,169,156,15.0,15.0,False,SUFFICIENT
101,20250905,BITGET,BINANCE,163,140,15.0,15.0,False,SUFFICIENT
102,20250905,BINANCE,COINBASE,178,180,15.0,15.0,False,SUFFICIENT
102,20250905,COINBASE,BINANCE,176,180,15.0,15.0,False,SUFFICIENT
102,20250905,BINANCE,BYBITSPOT,162,153,15.0,15.0,False,SUFFICIENT
102,20250905,BYBITSPOT,BINANCE,147,137,15.0,15.0,False,SUFFICIENT
102,20250905,BINANCE,BITGET,171,172,15.0,15.0,False,SUFFICIENT
102,20250905,BITGET,BINANCE,170,162,15.0,15.0,False,SUFFICIENT
103,20250905,BINANCE,COINBASE,179,180,15.0,15.0,False,SUFFICIENT
103,20250905,COINBASE,BINANCE,178,180,15.0,15.0,False,SUFFICIENT
103,20250905,BINANCE,BYBITSPOT,179,180,15.0,15.0,False,SUFFICIENT
103,20250905,BYBITSPOT,BINANCE,176,176,15.0,15.0,False,SUFFICIENT
103,20250905,BINANCE,BITGET,169,177,15.0,15.0,False,SUFFICIENT
103,20250905,BITGET,BINANCE,130,170,15.0,15.0,False,SUFFICIENT
104,20250905,BINANCE,COINBASE,179,180,15.0,15.0,False,SUFFICIENT
104,20250905,COINBASE,BINANCE,178,180,15.0,15.0,False,SUFFICIENT
104,20250905,BINANCE,BYBITSPOT,179,180,15.0,15.0,False,SUFFICIENT
104,20250905,BYBITSPOT,BINANCE,176,176,15.0,15.0,False,SUFFICIENT
104,20250905,BINANCE,BITGET,169,177,15.0,15.0,False,SUFFICIENT
104,20250905,BITGET,BINANCE,131,170,15.0,15.0,False,SUFFICIENT
105,20250905,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
105,20250905,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
105,20250905,BINANCE,BYBITSPOT,179,180,15.0,15.0,False,SUFFICIENT
105,20250905,BYBITSPOT,BINANCE,175,179,15.0,15.0,False,SUFFICIENT
105,20250905,BINANCE,BITGET,173,178,15.0,15.0,False,SUFFICIENT
105,20250905,BITGET,BINANCE,166,166,15.0,15.0,False,SUFFICIENT
106,20250905,BINANCE,COINBASE,10,24,15.0,15.0,False,LOW_N_TSI
106,20250905,COINBASE,BINANCE,28,73,15.0,15.0,False,LOW_N_TSI
106,20250905,BINANCE,BYBITSPOT,12,22,15.0,15.0,False,LOW_N_TSI
106,20250905,BYBITSPOT,BINANCE,28,72,15.0,15.0,False,LOW_N_TSI
106,20250905,BINANCE,BITGET,8,11,15.0,15.0,False,LOW_N_TSI
106,20250905,BITGET,BINANCE,27,70,15.0,15.0,False,LOW_N_TSI
107,20250905,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
107,20250905,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
107,20250905,COINBASE,BYBITSPOT,170,173,15.0,15.0,False,SUFFICIENT
107,20250905,BYBITSPOT,COINBASE,161,167,15.0,15.0,False,SUFFICIENT
107,20250905,COINBASE,BITGET,144,150,15.0,15.0,False,SUFFICIENT
107,20250905,BITGET,COINBASE,109,129,15.0,15.0,False,SUFFICIENT
108,20250905,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
108,20250905,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
108,20250905,COINBASE,BYBITSPOT,167,171,15.0,15.0,False,SUFFICIENT
108,20250905,BYBITSPOT,COINBASE,157,162,15.0,15.0,False,SUFFICIENT
108,20250905,COINBASE,BITGET,169,156,15.0,15.0,False,SUFFICIENT
108,20250905,BITGET,COINBASE,163,145,15.0,15.0,False,SUFFICIENT
109,20250905,COINBASE,BINANCE,176,180,15.0,15.0,False,SUFFICIENT
109,20250905,BINANCE,COINBASE,178,180,15.0,15.0,False,SUFFICIENT
109,20250905,COINBASE,BYBITSPOT,161,153,15.0,15.0,False,SUFFICIENT
109,20250905,BYBITSPOT,COINBASE,148,137,15.0,15.0,False,SUFFICIENT
109,20250905,COINBASE,BITGET,169,172,15.0,15.0,False,SUFFICIENT
