event_id,date,venue_i,venue_j,n_pre,n_post,pre_minutes,post_minutes,shrunk,reason
109,20250905,BITGET,COINBASE,168,162,15.0,15.0,False,SUFFICIENT
110,20250905,COINBASE,BINANCE,178,180,15.0,15.0,False,SUFFICIENT
110,20250905,BINANCE,COINBASE,179,180,15.0,15.0,False,SUFFICIENT
110,20250905,COINBASE,BYBITSPOT,178,180,15.0,15.0,False,SUFFICIENT
110,20250905,BYBITSPOT,COINBASE,173,178,15.0,15.0,False,SUFFICIENT
110,20250905,COINBASE,BITGET,168,177,15.0,15.0,False,SUFFICIENT
110,20250905,BITGET,COINBASE,134,171,15.0,15.0,False,SUFFICIENT
111,20250905,COINBASE,BINANCE,179,180,15.0,15.0,False,SUFFICIENT
111,20250905,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
111,20250905,COINBASE,BYBITSPOT,179,180,15.0,15.0,False,SUFFICIENT
111,20250905,BYBITSPOT,COINBASE,177,178,15.0,15.0,False,SUFFICIENT
111,20250905,COINBASE,BITGET,170,177,15.0,15.0,False,SUFFICIENT
111,20250905,BITGET,COINBASE,143,166,15.0,15.0,False,SUFFICIENT
112,20250905,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
112,20250905,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
112,20250905,COINBASE,BYBITSPOT,179,180,15.0,15.0,False,SUFFICIENT
112,20250905,BYBITSPOT,COINBASE,175,179,15.0,15.0,False,SUFFICIENT
112,20250905,COINBASE,BITGET,173,179,15.0,15.0,False,SUFFICIENT
112,20250905,BITGET,COINBASE,167,168,15.0,15.0,False,SUFFICIENT
113,20250905,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
113,20250905,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
113,20250905,COINBASE,BYBITSPOT,179,175,15.0,15.0,False,SUFFICIENT
113,20250905,BYBITSPOT,COINBASE,180,179,15.0,15.0,False,SUFFICIENT
113,20250905,COINBASE,BITGET,175,175,15.0,15.0,False,SUFFICIENT
113,20250905,BITGET,COINBASE,175,178,15.0,15.0,False,SUFFICIENT
114,20250905,BYBITSPOT,BINANCE,162,167,15.0,15.0,False,SUFFICIENT
114,20250905,BINANCE,BYBITSPOT,170,173,15.0,15.0,False,SUFFICIENT
114,20250905,BYBITSPOT,COINBASE,162,167,15.0,15.0,False,SUFFICIENT
114,20250905,COINBASE,BYBITSPOT,170,173,15.0,15.0,False,SUFFICIENT
114,20250905,BYBITSPOT,BITGET,136,135,15.0,15.0,False,SUFFICIENT
114,20250905,BITGET,BYBITSPOT,104,123,15.0,15.0,False,SUFFICIENT
115,20250905,BYBITSPOT,BINANCE,156,162,15.0,15.0,False,SUFFICIENT
115,20250905,BINANCE,BYBITSPOT,168,169,15.0,15.0,False,SUFFICIENT
115,20250905,BYBITSPOT,COINBASE,156,162,15.0,15.0,False,SUFFICIENT
115,20250905,COINBASE,BYBITSPOT,168,169,15.0,15.0,False,SUFFICIENT
115,20250905,BYBITSPOT,BITGET,147,135,15.0,15.0,False,SUFFICIENT
115,20250905,BITGET,BYBITSPOT,145,129,15.0,15.0,False,SUFFICIENT
116,20250905,BYBITSPOT,BINANCE,147,137,15.0,15.0,False,SUFFICIENT
116,20250905,BINANCE,BYBITSPOT,162,153,15.0,15.0,False,SUFFICIENT
116,20250905,BYBITSPOT,COINBASE,148,137,15.0,15.0,False,SUFFICIENT
116,20250905,COINBASE,BYBITSPOT,161,153,15.0,15.0,False,SUFFICIENT
116,20250905,BYBITSPOT,BITGET,138,126,15.0,15.0,False,SUFFICIENT
116,20250905,BITGET,BYBITSPOT,145,135,15.0,15.0,False,SUFFICIENT
117,20250905,BYBITSPOT,BINANCE,176,176,15.0,15.0,False,SUFFICIENT
117,20250905,BINANCE,BYBITSPOT,179,180,15.0,15.0,False,SUFFICIENT
117,20250905,BYBITSPOT,COINBASE,173,178,15.0,15.0,False,SUFFICIENT
117,20250905,COINBASE,BYBITSPOT,178,180,15.0,15.0,False,SUFFICIENT
117,20250905,BYBITSPOT,BITGET,167,177,15.0,15.0,False,SUFFICIENT
117,20250905,BITGET,BYBITSPOT,157,174,15.0,15.0,False,SUFFICIENT
118,20250905,BYBITSPOT,BINANCE,176,176,15.0,15.0,False,SUFFICIENT
118,20250905,BINANCE,BYBITSPOT,179,180,15.0,15.0,False,SUFFICIENT
118,20250905,BYBITSPOT,COINBASE,173,178,15.0,15.0,False,SUFFICIENT
118,20250905,COINBASE,BYBITSPOT,178,180,15.0,15.0,False,SUFFICIENT
118,20250905,BYBITSPOT,BITGET,167,177,15.0,15.0,False,SUFFICIENT
118,20250905,BITGET,BYBITSPOT,157,174,15.0,15.0,False,SUFFICIENT
119,20250905,BYBITSPOT,BINANCE,175,179,15.0,15.0,False,SUFFICIENT
119,20250905,BINANCE,BYBITSPOT,179,180,15.0,15.0,False,SUFFICIENT
119,20250905,BYBITSPOT,COINBASE,175,179,15.0,15.0,False,SUFFICIENT
119,20250905,COINBASE,BYBITSPOT,179,180,15.0,15.0,False,SUFFICIENT
119,20250905,BYBITSPOT,BITGET,171,179,15.0,15.0,False,SUFFICIENT
119,20250905,BITGET,BYBITSPOT,166,176,15.0,15.0,False,SUFFICIENT
120,20250905,BYBITSPOT,BINANCE,19,79,15.0,15.0,False,LOW_N_TSI
120,20250905,BINANCE,BYBITSPOT,10,22,15.0,15.0,False,LOW_N_TSI
120,20250905,BYBITSPOT,COINBASE,178,180,15.0,15.0,False,SUFFICIENT
120,20250905,COINBASE,BYBITSPOT,179,175,15.0,15.0,False,SUFFICIENT
120,20250905,BYBITSPOT,BITGET,175,180,15.0,15.0,False,SUFFICIENT
120,20250905,BITGET,BYBITSPOT,168,175,15.0,15.0,False,SUFFICIENT
121,20250905,BITGET,BINANCE,109,129,15.0,15.0,False,SUFFICIENT
121,20250905,BINANCE,BITGET,144,150,15.0,15.0,False,SUFFICIENT
121,20250905,BITGET,COINBASE,109,129,15.0,15.0,False,SUFFICIENT
121,20250905,COINBASE,BITGET,144,150,15.0,15.0,False,SUFFICIENT
121,20250905,BITGET,BYBITSPOT,104,123,15.0,15.0,False,SUFFICIENT
121,20250905,BYBITSPOT,BITGET,136,135,15.0,15.0,False,SUFFICIENT
122,20250905,BITGET,BINANCE,163,140,15.0,15.0,False,SUFFICIENT
122,20250905,BINANCE,BITGET,169,156,15.0,15.0,False,SUFFICIENT
122,20250905,BITGET,COINBASE,163,140,15.0,15.0,False,SUFFICIENT
122,20250905,COINBASE,BITGET,169,156,15.0,15.0,False,SUFFICIENT
122,20250905,BITGET,BYBITSPOT,145,129,15.0,15.0,False,SUFFICIENT
122,20250905,BYBITSPOT,BITGET,147,135,15.0,15.0,False,SUFFICIENT
123,20250905,BITGET,BINANCE,170,162,15.0,15.0,False,SUFFICIENT
123,20250905,BINANCE,BITGET,171,172,15.0,15.0,False,SUFFICIENT
123,20250905,BITGET,COINBASE,168,162,15.0,15.0,False,SUFFICIENT
123,20250905,COINBASE,BITGET,169,172,15.0,15.0,False,SUFFICIENT
123,20250905,BITGET,BYBITSPOT,145,135,15.0,15.0,False,SUFFICIENT
123,20250905,BYBITSPOT,BITGET,138,126,15.0,15.0,False,SUFFICIENT
124,20250905,BITGET,BINANCE,130,170,15.0,15.0,False,SUFFICIENT
124,20250905,BINANCE,BITGET,169,177,15.0,15.0,False,SUFFICIENT
124,20250905,BITGET,COINBASE,134,171,15.0,15.0,False,SUFFICIENT
124,20250905,COINBASE,BITGET,168,177,15.0,15.0,False,SUFFICIENT
124,20250905,BITGET,BYBITSPOT,157,174,15.0,15.0,False,SUFFICIENT
124,20250905,BYBITSPOT,BITGET,167,177,15.0,15.0,False,SUFFICIENT
125,20250905,BITGET,BINANCE,131,170,15.0,15.0,False,SUFFICIENT
125,20250905,BINANCE,BITGET,169,177,15.0,15.0,False,SUFFICIENT
125,20250905,BITGET,COINBASE,134,169,15.0,15.0,False,SUFFICIENT
125,20250905,COINBASE,BITGET,168,177,15.0,15.0,False,SUFFICIENT
125,20250905,BITGET,BYBITSPOT,157,174,15.0,15.0,False,SUFFICIENT
125,20250905,BYBITSPOT,BITGET,167,177,15.0,15.0,False,SUFFICIENT
126,20250905,BITGET,BINANCE,166,166,15.0,15.0,False,SUFFICIENT
126,20250905,BINANCE,BITGET,173,178,15.0,15.0,False,SUFFICIENT
126,20250905,BITGET,COINBASE,167,167,15.0,15.0,False,SUFFICIENT
126,20250905,COINBASE,BITGET,173,178,15.0,15.0,False,SUFFICIENT
126,20250905,BITGET,BYBITSPOT,167,175,15.0,15.0,False,SUFFICIENT
126,20250905,BYBITSPOT,BITGET,171,178,15.0,15.0,False,SUFFICIENT
127,20250905,BITGET,BINANCE,18,77,15.0,15.0,False,LOW_N_TSI
127,20250905,BINANCE,BITGET,8,11,15.0,15.0,False,LOW_N_TSI
127,20250905,BITGET,COINBASE,176,172,15.0,15.0,False,SUFFICIENT
127,20250905,COINBASE,BITGET,171,180,15.0,15.0,False,SUFFICIENT
127,20250905,BITGET,BYBITSPOT,168,175,15.0,15.0,False,SUFFICIENT
127,20250905,BYBITSPOT,BITGET,175,180,15.0,15.0,False,SUFFICIENT
128,20250906,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
128,20250906,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
128,20250906,BINANCE,BYBITSPOT,177,179,15.0,15.0,False,SUFFICIENT
128,20250906,BYBITSPOT,BINANCE,165,175,15.0,15.0,False,SUFFICIENT
128,20250906,BINANCE,BITGET,180,180,15.0,15.0,False,SUFFICIENT
128,20250906,BITGET,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
129,20250906,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
129,20250906,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
129,20250906,BINANCE,BYBITSPOT,170,177,15.0,15.0,False,SUFFICIENT
129,20250906,BYBITSPOT,BINANCE,159,166,15.0,15.0,False,SUFFICIENT
129,20250906,BINANCE,BITGET,167,180,15.0,15.0,False,SUFFICIENT
129,20250906,BITGET,BINANCE,161,180,15.0,15.0,False,SUFFICIENT
130,20250906,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
130,20250906,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
130,20250906,BINANCE,BYBITSPOT,170,171,15.0,15.0,False,SUFFICIENT
130,20250906,BYBITSPOT,BINANCE,161,159,15.0,15.0,False,SUFFICIENT
130,20250906,BINANCE,BITGET,179,169,15.0,15.0,False,SUFFICIENT
130,20250906,BITGET,BINANCE,168,156,15.0,15.0,False,SUFFICIENT
131,20250906,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
131,20250906,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
131,20250906,BINANCE,BYBITSPOT,166,176,15.0,15.0,False,SUFFICIENT
131,20250906,BYBITSPOT,BINANCE,137,156,15.0,15.0,False,SUFFICIENT
131,20250906,BINANCE,BITGET,137,132,15.0,15.0,False,SUFFICIENT
131,20250906,BITGET,BINANCE,137,123,15.0,15.0,False,SUFFICIENT
132,20250906,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
132,20250906,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
132,20250906,COINBASE,BYBITSPOT,177,179,15.0,15.0,False,SUFFICIENT
132,20250906,BYBITSPOT,COINBASE,173,171,15.0,15.0,False,SUFFICIENT
132,20250906,COINBASE,BITGET,180,180,15.0,15.0,False,SUFFICIENT
132,20250906,BITGET,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
133,20250906,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
133,20250906,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
133,20250906,COINBASE,BYBITSPOT,170,177,15.0,15.0,False,SUFFICIENT
133,20250906,BYBITSPOT,COINBASE,163,170,15.0,15.0,False,SUFFICIENT
133,20250906,COINBASE,BITGET,167,180,15.0,15.0,False,SUFFICIENT
133,20250906,BITGET,COINBASE,165,180,15.0,15.0,False,SUFFICIENT
134,20250906,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
134,20250906,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
134,20250906,COINBASE,BYBITSPOT,170,171,15.0,15.0,False,SUFFICIENT
134,20250906,BYBITSPOT,COINBASE,160,161,15.0,15.0,False,SUFFICIENT
134,20250906,COINBASE,BITGET,179,169,15.0,15.0,False,SUFFICIENT
134,20250906,BITGET,COINBASE,158,167,15.0,15.0,False,SUFFICIENT
135,20250906,COINBASE,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
135,20250906,BINANCE,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
135,20250906,COINBASE,BYBITSPOT,165,176,15.0,15.0,False,SUFFICIENT
135,20250906,BYBITSPOT,COINBASE,137,155,15.0,15.0,False,SUFFICIENT
135,20250906,COINBASE,BITGET,140,132,15.0,15.0,False,SUFFICIENT
135,20250906,BITGET,COINBASE,140,123,15.0,15.0,False,SUFFICIENT
136,20250906,BYBITSPOT,BINANCE,165,175,15.0,15.0,False,SUFFICIENT
136,20250906,BINANCE,BYBITSPOT,177,179,15.0,15.0,False,SUFFICIENT
136,20250906,BYBITSPOT,COINBASE,173,171,15.0,15.0,False,SUFFICIENT
136,20250906,COINBASE,BYBITSPOT,177,179,15.0,15.0,False,SUFFICIENT
136,20250906,BYBITSPOT,BITGET,171,175,15.0,15.0,False,SUFFICIENT
136,20250906,BITGET,BYBITSPOT,177,175,15.0,15.0,False,SUFFICIENT
137,20250906,BYBITSPOT,BINANCE,159,166,15.0,15.0,False,SUFFICIENT
137,20250906,BINANCE,BYBITSPOT,170,177,15.0,15.0,False,SUFFICIENT
137,20250906,BYBITSPOT,COINBASE,163,170,15.0,15.0,False,SUFFICIENT
137,20250906,COINBASE,BYBITSPOT,170,177,15.0,15.0,False,SUFFICIENT
137,20250906,BYBITSPOT,BITGET,157,172,15.0,15.0,False,SUFFICIENT
137,20250906,BITGET,BYBITSPOT,161,177,15.0,15.0,False,SUFFICIENT
138,20250906,BYBITSPOT,BINANCE,161,159,15.0,15.0,False,SUFFICIENT
138,20250906,BINANCE,BYBITSPOT,170,171,15.0,15.0,False,SUFFICIENT
138,20250906,BYBITSPOT,COINBASE,161,160,15.0,15.0,False,SUFFICIENT
138,20250906,COINBASE,BYBITSPOT,170,171,15.0,15.0,False,SUFFICIENT
138,20250906,BYBITSPOT,BITGET,168,158,15.0,15.0,False,SUFFICIENT
138,20250906,BITGET,BYBITSPOT,169,161,15.0,15.0,False,SUFFICIENT
139,20250906,BYBITSPOT,BINANCE,137,155,15.0,15.0,False,SUFFICIENT
139,20250906,BINANCE,BYBITSPOT,165,176,15.0,15.0,False,SUFFICIENT
139,20250906,BYBITSPOT,COINBASE,137,155,15.0,15.0,False,SUFFICIENT
139,20250906,COINBASE,BYBITSPOT,165,176,15.0,15.0,False,SUFFICIENT
139,20250906,BYBITSPOT,BITGET,131,120,15.0,15.0,False,SUFFICIENT
139,20250906,BITGET,BYBITSPOT,104,119,15.0,15.0,False,SUFFICIENT
140,20250906,BITGET,BINANCE,180,180,15.0,15.0,False,SUFFICIENT
140,20250906,BINANCE,BITGET,180,180,15.0,15.0,False,SUFFICIENT
140,20250906,BITGET,COINBASE,180,180,15.0,15.0,False,SUFFICIENT
140,20250906,COINBASE,BITGET,180,180,15.0,15.0,False,SUFFICIENT
140,20250906,BITGET,BYBITSPOT,177,175,15.0,15.0,False,SUFFICIENT
140,20250906,BYBITSPOT,BITGET,171,175,15.0,15.0,False,SUFFICIENT
141,20250906,BITGET,BINANCE,161,180,15.0,15.0,False,SUFFICIENT
141,20250906,BINANCE,BITGET,167,180,15.0,15.0,False,SUFFICIENT
141,20250906,BITGET,COINBASE,165,180,15.0,15.0,False,SUFFICIENT
141,20250906,COINBASE,BITGET,167,180,15.0,15.0,False,SUFFICIENT
141,20250906,BITGET,BYBITSPOT,161,177,15.0,15.0,False,SUFFICIENT
141,20250906,BYBITSPOT,BITGET,157,172,15.0,15.0,False,SUFFICIENT
142,20250906,BITGET,BINANCE,168,156,15.0,15.0,False,SUFFICIENT
142,20250906,BINANCE,BITGET,179,169,15.0,15.0,False,SUFFICIENT
142,20250906,BITGET,COINBASE,158,167,15.0,15.0,False,SUFFICIENT
142,20250906,COINBASE,BITGET,179,169,15.0,15.0,False,SUFFICIENT
142,20250906,BITGET,BYBITSPOT,169,161,15.0,15.0,False,SUFFICIENT
142,20250906,BYBITSPOT,BITGET,168,158,15.0,15.0,False,SUFFICIENT
143,20250906,BITGET,BINANCE,140,123,15.0,15.0,False,SUFFICIENT
143,20250906,BINANCE,BITGET,140,132,15.0,15.0,False,SUFFICIENT
143,20250906,BITGET,COINBASE,140,123,15.0,15.0,False,SUFFICIENT
143,20250906,COINBASE,BITGET,140,132,15.0,15.0,False,SUFFICIENT
143,20250906,BITGET,BYBITSPOT,104,119,15.0,15.0,False,SUFFICIENT
143,20250906,BYBITSPOT,BITGET,131,120,15.0,15.0,False,SUFFICIENT
144,20250907,BINANCE,COINBASE,179,180,15.0,15.0,False,SUFFICIENT
144,20250907,COINBASE,BINANCE,178,180,15.0,15.0,False,SUFFICIENT
144,20250907,BINANCE,BYBITSPOT,150,148,15.0,15.0,False,SUFFICIENT
144,20250907,BYBITSPOT,BINANCE,134,122,15.0,15.0,False,SUFFICIENT
144,20250907,BINANCE,BITGET,173,180,15.0,15.0,False,SUFFICIENT
144,20250907,BITGET,BINANCE,171,173,15.0,15.0,False,SUFFICIENT
145,20250907,BINANCE,COINBASE,179,173,15.0,15.0,False,SUFFICIENT
145,20250907,COINBASE,BINANCE,178,167,15.0,15.0,False,SUFFICIENT
145,20250907,BINANCE,BYBITSPOT,174,178,15.0,15.0,False,SUFFICIENT
145,20250907,BYBITSPOT,BINANCE,160,152,15.0,15.0,False,SUFFICIENT
145,20250907,BINANCE,BITGET,159,170,15.0,15.0,False,SUFFICIENT
145,20250907,BITGET,BINANCE,117,170,15.0,15.0,False,SUFFICIENT
146,20250907,BINANCE,COINBASE,175,173,15.0,15.0,False,SUFFICIENT
146,20250907,COINBASE,BINANCE,174,163,15.0,15.0,False,SUFFICIENT
146,20250907,BINANCE,BYBITSPOT,176,172,15.0,15.0,False,SUFFICIENT
146,20250907,BYBITSPOT,BINANCE,155,149,15.0,15.0,False,SUFFICIENT
146,20250907,BINANCE,BITGET,163,165,15.0,15.0,False,SUFFICIENT
146,20250907,BITGET,BINANCE,146,140,15.0,15.0,False,SUFFICIENT
147,20250907,BINANCE,COINBASE,180,178,15.0,15.0,False,SUFFICIENT
147,20250907,COINBASE,BINANCE,180,179,15.0,15.0,False,SUFFICIENT
147,20250907,BYBITSPOT,BINANCE,146,139,15.0,15.0,False,SUFFICIENT
147,20250907,BITGET,BINANCE,55,88,15.0,15.0,False,LOW_N_TSI
148,20250907,COINBASE,BINANCE,178,180,15.0,15.0,False,SUFFICIENT
148,20250907,BINANCE,COINBASE,179,180,15.0,15.0,False,SUFFICIENT
148,20250907,COINBASE,BYBITSPOT,149,149,15.0,15.0,False,SUFFICIENT
148,20250907,BYBITSPOT,COINBASE,134,122,15.0,15.0,False,SUFFICIENT
148,20250907,COINBASE,BITGET,172,179,15.0,15.0,False,SUFFICIENT
148,20250907,BITGET,COINBASE,170,173,15.0,15.0,False,SUFFICIENT
149,20250907,COINBASE,BINANCE,178,167,15.0,15.0,False,SUFFICIENT
149,20250907,BINANCE,COINBASE,179,173,15.0,15.0,False,SUFFICIENT
149,20250907,COINBASE,BYBITSPOT,167,167,15.0,15.0,False,SUFFICIENT
149,20250907,BYBITSPOT,COINBASE,159,145,15.0,15.0,False,SUFFICIENT
149,20250907,COINBASE,BITGET,155,161,15.0,15.0,False,SUFFICIENT
149,20250907,BITGET,COINBASE,121,160,15.0,15.0,False,SUFFICIENT
150,20250907,COINBASE,BINANCE,174,163,15.0,15.0,False,SUFFICIENT
150,20250907,BINANCE,COINBASE,175,173,15.0,15.0,False,SUFFICIENT
150,20250907,COINBASE,BYBITSPOT,169,156,15.0,15.0,False,SUFFICIENT
150,20250907,BYBITSPOT,COINBASE,149,146,15.0,15.0,False,SUFFICIENT
150,20250907,COINBASE,BITGET,155,159,15.0,15.0,False,SUFFICIENT
150,20250907,BITGET,COINBASE,143,136,15.0,15.0,False,SUFFICIENT
151,20250907,COINBASE,BINANCE,180,179,15.0,15.0,False,SUFFICIENT
151,20250907,BINANCE,COINBASE,180,178,15.0,15.0,False,SUFFICIENT
151,20250907,BYBITSPOT,COINBASE,145,133,15.0,15.0,False,SUFFICIENT
151,20250907,BITGET,COINBASE,68,91,15.0,15.0,False,SUFFICIENT
152,20250907,BYBITSPOT,BINANCE,135,123,15.0,15.0,False,SUFFICIENT
152,20250907,BINANCE,BYBITSPOT,151,149,15.0,15.0,False,SUFFICIENT
152,20250907,BYBITSPOT,COINBASE,134,122,15.0,15.0,False,SUFFICIENT
152,20250907,COINBASE,BYBITSPOT,149,149,15.0,15.0,False,SUFFICIENT
152,20250907,BYBITSPOT,BITGET,118,126,15.0,15.0,False,SUFFICIENT
152,20250907,BITGET,BYBITSPOT,138,149,15.0,15.0,False,SUFFICIENT
153,20250907,BYBITSPOT,BINANCE,160,152,15.0,15.0,False,SUFFICIENT
153,20250907,BINANCE,BYBITSPOT,174,178,15.0,15.0,False,SUFFICIENT
153,20250907,BYBITSPOT,COINBASE,159,145,15.0,15.0,False,SUFFICIENT
153,20250907,COINBASE,BYBITSPOT,167,167,15.0,15.0,False,SUFFICIENT
153,20250907,BYBITSPOT,BITGET,152,163,15.0,15.0,False,SUFFICIENT
153,20250907,BITGET,BYBITSPOT,141,155,15.0,15.0,False,SUFFICIENT
154,20250907,BYBITSPOT,BINANCE,155,149,15.0,15.0,False,SUFFICIENT
154,20250907,BINANCE,BYBITSPOT,176,172,15.0,15.0,False,SUFFICIENT
154,20250907,BYBITSPOT,COINBASE,149,146,15.0,15.0,False,SUFFICIENT
154,20250907,COINBASE,BYBITSPOT,169,156,15.0,15.0,False,SUFFICIENT
154,20250907,BYBITSPOT,BITGET,155,157,15.0,15.0,False,SUFFICIENT
154,20250907,BITGET,BYBITSPOT,150,151,15.0,15.0,False,SUFFICIENT
155,20250907,BYBITSPOT,BINANCE,146,139,15.0,15.0,False,SUFFICIENT
155,20250907,BYBITSPOT,COINBASE,145,133,15.0,15.0,False,SUFFICIENT
155,20250907,BYBITSPOT,BITGET,5,0,15.0,15.0,False,LOW_N_TSI
155,20250907,BITGET,BYBITSPOT,68,105,15.0,15.0,False,SUFFICIENT
156,20250907,BITGET,BINANCE,171,173,15.0,15.0,False,SUFFICIENT
156,20250907,BINANCE,BITGET,173,180,15.0,15.0,False,SUFFICIENT
156,20250907,BITGET,COINBASE,170,173,15.0,15.0,False,SUFFICIENT
156,20250907,COINBASE,BITGET,172,179,15.0,15.0,False,SUFFICIENT
156,20250907,BITGET,BYBITSPOT,138,148,15.0,15.0,False,SUFFICIENT
156,20250907,BYBITSPOT,BITGET,118,125,15.0,15.0,False,SUFFICIENT
157,20250907,BITGET,BINANCE,117,170,15.0,15.0,False,SUFFICIENT
157,20250907,BINANCE,BITGET,159,170,15.0,15.0,False,SUFFICIENT
157,20250907,BITGET,COINBASE,121,160,15.0,15.0,False,SUFFICIENT
157,20250907,COINBASE,BITGET,155,161,15.0,15.0,False,SUFFICIENT
157,20250907,BITGET,BYBITSPOT,141,155,15.0,15.0,False,SUFFICIENT
157,20250907,BYBITSPOT,BITGET,152,163,15.0,15.0,False,SUFFICIENT
158,20250907,BITGET,BINANCE,146,139,15.0,15.0,False,SUFFICIENT
158,20250907,BINANCE,BITGET,163,165,15.0,15.0,False,SUFFICIENT
158,20250907,BITGET,COINBASE,143,136,15.0,15.0,False,SUFFICIENT
158,20250907,COINBASE,BITGET,155,159,15.0,15.0,False,SUFFICIENT
158,20250907,BITGET,BYBITSPOT,150,151,15.0,15.0,False,SUFFICIENT
158,20250907,BYBITSPOT,BITGET,155,157,15.0,15.0,False,SUFFICIENT
159,20250907,BITGET,BINANCE,55,88,15.0,15.0,False,LOW_N_TSI
159,20250907,BITGET,COINBASE,68,91,15.0,15.0,False,SUFFICIENT
159,20250907,BITGET,BYBITSPOT,68,105,15.0,15.0,False,SUFFICIENT
159,20250907,BYBITSPOT,BITGET,5,0,15.0,15.0,False,LOW_N_TSI
