edge,lag,lag_s,coef,se,t,p_raw,p_fdr,bh_significant,beta_magnitude,run_length,is_candidate,rules_passed,n_obs
BINANCE->COINBASE,1,5,0.03369029743808485,0.008854272224224819,3.8049764661526875,0.00014264757212800738,0.00014264757212800738,True,True,3,True,raw_p<0.05|BH_0.10||beta|>=0.01|run_length>=3,10187
BYBITSPOT->BITGET,1,5,0.024766179918497472,0.01083764268117905,2.2851998951309866,0.02231577533229956,0.02231577533229956,True,True,3,True,raw_p<0.05|BH_0.10||beta|>=0.01|run_length>=3,14209
COINBASE->BITGET,3,15,-0.021497864010380306,0.01214081889738607,-1.770709553620705,0.0766298960749432,0.0766298960749432,True,True,3,True,BH_0.10||beta|>=0.01|run_length>=3,14587
COINBASE->BYBITSPOT,3,15,0.028740430871040966,0.010763937670839545,2.6700666382434863,0.007591210088313982,0.007591210088313982,True,True,3,True,raw_p<0.05|BH_0.10||beta|>=0.01|run_length>=3,16152
