edge,lag,lag_s,coef,se,t,p_raw,n_obs_x,coef_placebo,se_placebo,t_placebo,p_placebo,n_obs_y,p_fdr,bh_significant,placebo_robust,final_kept
BINANCE->BITGET,1,1,0.010726098201409254,0.00815882047945896,1.314662852113709,0.1886412782940814,16713,0.010726098201409254,0.00815882047945896,1.314662852113709,0.1886412782940814,16713,0.4850775727562093,False,True,False
BINANCE->BITGET,3,3,-0.010874633567692806,0.00856508495344814,-1.2696469009703033,0.20422811717912204,16711,-0.010874633567692806,0.00856508495344814,-1.2696469009703033,0.20422811717912204,16711,0.4901474812298929,False,True,False
BINANCE->BITGET,6,6,-0.0015338055690609221,0.008422156018759683,-0.1821155492304455,0.8554942558951075,16708,-0.0015338055690609221,0.008422156018759683,-0.1821155492304455,0.8554942558951075,16708,0.873008773182772,False,True,False
BINANCE->BYBITSPOT,1,1,0.02366895025538359,0.009411488403571257,2.514899794850965,0.011915940086737686,16695,0.02366895025538359,0.009411488403571257,2.514899794850965,0.011915940086737686,16695,0.06715304872350762,False,False,False
BINANCE->BYBITSPOT,3,3,0.030256474577919048,0.008932203212601894,3.3873473159715015,0.0007073491632267892,16693,0.030256474577919048,0.008932203212601894,3.3873473159715015,0.0007073491632267892,16693,0.00848818995872147,True,False,False
BINANCE->BYBITSPOT,6,6,-0.00985540750918879,0.00836358177377417,-1.1783716326051314,0.23866528384303165,16690,-0.00985540750918879,0.00836358177377417,-1.1783716326051314,0.23866528384303165,16690,0.5363945529503851,False,True,False
BINANCE->COINBASE,1,1,0.24987493433447994,0.018679940082310813,13.376645387160632,0.0,17235,0.24987493433447994,0.018679940082310813,13.376645387160632,0.0,17235,0.0,True,False,False
BINANCE->COINBASE,3,3,0.027299725891324088,0.010997071816961166,2.4824540882981934,0.01305753725179315,17233,0.027299725891324088,0.010997071816961166,2.4824540882981934,0.01305753725179315,17233,0.06715304872350762,False,False,False
BINANCE->COINBASE,6,6,0.1627944945608171,0.021884387385062966,7.438841750348987,1.0635936575909e-13,17230,0.1627944945608171,0.021884387385062966,7.438841750348987,1.0635936575909e-13,17230,1.91446858366362e-12,True,False,False
BITGET->BINANCE,1,1,0.009567781067530822,0.008913341852614288,1.073422429627176,0.2830971251682588,16713,0.009567781067530822,0.008913341852614288,1.073422429627176,0.2830971251682588,16713,0.5363945529503851,False,True,False
BITGET->BINANCE,3,3,-0.004335160864286679,0.008810793592555058,-0.492028421588471,0.622705715582117,16711,-0.004335160864286679,0.008810793592555058,-0.492028421588471,0.622705715582117,16711,0.873008773182772,False,True,False
BITGET->BINANCE,6,6,-0.0035904377352282777,0.008513930765893895,-0.42171328778139416,0.6732397304971292,16708,-0.0035904377352282777,0.008513930765893895,-0.42171328778139416,0.6732397304971292,16708,0.873008773182772,False,True,False
BITGET->BYBITSPOT,1,1,0.017694431292545436,0.009895475279421523,1.788133545171145,0.07377288692541595,16431,0.017694431292545436,0.009895475279421523,1.788133545171145,0.07377288692541595,16431,0.22131866077624784,False,True,False
BITGET->BYBITSPOT,3,3,0.012175119395004767,0.010767178421217114,1.1307622961846024,0.258171661787546,16429,0.012175119395004767,0.010767178421217114,1.1307622961846024,0.258171661787546,16429,0.5363945529503851,False,True,False
