regime_0_count,regime_1_count,regime_2_count,regime_0_prob,regime_1_prob,regime_2_prob,persistence,regime_changes
2971,3061,2971,0.33000111074086413,0.3399977785182717,0.33000111074086413,0.33733200044429634,5966
