regime_0_count,regime_1_count,regime_2_count,regime_0_prob,regime_1_prob,regime_2_prob,persistence,regime_changes
2458,2532,2458,0.32874147385314967,0.3386384913735455,0.32874147385314967,0.9681690517587268,238
