venue_i,venue_j,date,lag,fake_t0,beta_delta,se_delta,t_stat,p_delta,significant
BINANCE,BITGET,2025-09-06,6,2025-09-06 12:00:00,-0.01951599952042602,0.017748454741222375,-1.099588657433842,0.27153114187512606,False
COINBASE,BINANCE,2025-09-06,1,2025-09-06 12:00:00,-0.2780554802302554,0.016646123769740912,-16.70391762529729,0.0,True
COINBASE,BINANCE,2025-09-06,3,2025-09-06 12:00:00,0.0012873749073519436,0.01695447101983873,0.07593129304037638,0.9394746545484454,False
COINBASE,BINANCE,2025-09-06,6,2025-09-06 12:00:00,-0.02881565022259862,0.01694933203070918,-1.7001053593374522,0.0891294197521253,False
COINBASE,BYBITSPOT,2025-09-06,1,2025-09-06 12:00:00,-0.030014075799659153,0.01777248743357648,-1.688794318287455,0.09127983497469416,False
COINBASE,BYBITSPOT,2025-09-06,3,2025-09-06 12:00:00,0.012290953106875913,0.01777159269913135,0.6916067296251212,0.48919514281046483,False
COINBASE,BYBITSPOT,2025-09-06,6,2025-09-06 12:00:00,0.01029631196405843,0.017768782193044154,0.5794607560719085,0.5622871098113627,False
COINBASE,BITGET,2025-09-06,1,2025-09-06 12:00:00,-8.864230140981193e-05,0.019598759527516864,-0.004522852647146224,0.9963913659969525,False
COINBASE,BITGET,2025-09-06,3,2025-09-06 12:00:00,-0.011699941847023915,0.01959713228844944,-0.5970231600630601,0.5505021076071266,False
COINBASE,BITGET,2025-09-06,6,2025-09-06 12:00:00,-0.004173162759241749,0.019593215789527135,-0.21299019028169772,0.8313378886350611,False
BYBITSPOT,BINANCE,2025-09-06,1,2025-09-06 12:00:00,-0.0340195095564234,0.016480604315084888,-2.0642149344781577,0.03901450655096128,True
BYBITSPOT,BINANCE,2025-09-06,3,2025-09-06 12:00:00,0.004372323838029079,0.01648265609679003,0.2652681589880761,0.7908065399187714,False
BYBITSPOT,BINANCE,2025-09-06,6,2025-09-06 12:00:00,-0.003656379163325561,0.016485237552410874,-0.22179717772952784,0.8244747997780415,False
BYBITSPOT,COINBASE,2025-09-06,1,2025-09-06 12:00:00,-0.016938202440587854,0.015255903708702938,-1.1102719815231414,0.2668998094620041,False
BYBITSPOT,COINBASE,2025-09-06,3,2025-09-06 12:00:00,-0.02153170808106783,0.015255988201304737,-1.4113610863455162,0.15815911432882546,False
BYBITSPOT,COINBASE,2025-09-06,6,2025-09-06 12:00:00,-0.0033033255697662066,0.015249609928765808,-0.21661705349820404,0.8285097702638224,False
BYBITSPOT,BITGET,2025-09-06,1,2025-09-06 12:00:00,-0.006788286835838562,0.018844601060967164,-0.36022449156003333,0.7186854244371204,False
BYBITSPOT,BITGET,2025-09-06,3,2025-09-06 12:00:00,0.025529313151269217,0.018844065938341634,1.3547667066545999,0.17551670096860605,False
BYBITSPOT,BITGET,2025-09-06,6,2025-09-06 12:00:00,0.015481748249621403,0.018835854419896148,0.8219297040896731,0.41113279532229985,False
BITGET,BINANCE,2025-09-06,1,2025-09-06 12:00:00,0.005749943822494236,0.01693740701100707,0.3394819418791516,0.7342520152337961,False
BITGET,BINANCE,2025-09-06,3,2025-09-06 12:00:00,0.019459767499604184,0.01693920112473947,1.1488007820618802,0.2506586347926705,False
BITGET,BINANCE,2025-09-06,6,2025-09-06 12:00:00,-0.004628151808868467,0.016935792706491048,-0.2732763614362507,0.7846449966442515,False
BITGET,COINBASE,2025-09-06,1,2025-09-06 12:00:00,0.0069332244769371495,0.015402545571182025,0.4501349757347336,0.6526204725186124,False
BITGET,COINBASE,2025-09-06,3,2025-09-06 12:00:00,0.0018047499836295888,0.015403965070899587,0.1171613915847572,0.9067339349597545,False
BITGET,COINBASE,2025-09-06,6,2025-09-06 12:00:00,0.021440913547280394,0.015404060650435277,1.3919000991906982,0.1639759988916878,False
BITGET,BYBITSPOT,2025-09-06,1,2025-09-06 12:00:00,-0.006805933135675264,0.017304961643679197,-0.3932937429053011,0.6941093318417835,False
BITGET,BYBITSPOT,2025-09-06,3,2025-09-06 12:00:00,-0.0033126676277716533,0.017307927485264007,-0.1913959733533702,0.8482185237399911,False
BITGET,BYBITSPOT,2025-09-06,6,2025-09-06 12:00:00,0.01026962473011599,0.017304125783530397,0.5934783911412816,0.5528719238766908,False
BINANCE,COINBASE,2025-09-07,1,2025-09-07 12:00:00,-0.06013476735218176,0.013871167288233177,-4.335234814967137,1.4644011638198506e-05,True
BINANCE,COINBASE,2025-09-07,3,2025-09-07 12:00:00,-0.05558599478533673,0.013871915138895748,-4.007088727747333,6.173322616409571e-05,True
BINANCE,COINBASE,2025-09-07,6,2025-09-07 12:00:00,-0.0630912502611582,0.013868444773141976,-4.549266431326352,5.4205015953545654e-06,True
BINANCE,BYBITSPOT,2025-09-07,1,2025-09-07 12:00:00,-0.006767167241751816,0.01534675401363685,-0.4409510464387865,0.6592552428863263,False
BINANCE,BYBITSPOT,2025-09-07,3,2025-09-07 12:00:00,0.0011074158841059955,0.015351346708628227,0.07213802835184305,0.9424930930492397,False
BINANCE,BYBITSPOT,2025-09-07,6,2025-09-07 12:00:00,0.009464998438754403,0.01535568807293047,0.6163838698599007,0.5376512207774304,False
BINANCE,BITGET,2025-09-07,1,2025-09-07 12:00:00,-0.015959450383227453,0.01698761371869852,-0.939475705505397,0.3475035942528364,False
BINANCE,BITGET,2025-09-07,3,2025-09-07 12:00:00,-0.006307097113322319,0.016992148928376666,-0.37117713244553485,0.7105115087235301,False
BINANCE,BITGET,2025-09-07,6,2025-09-07 12:00:00,0.02526391542674355,0.01699476490169008,1.4865704570135672,0.1371519799728791,False
COINBASE,BINANCE,2025-09-07,1,2025-09-07 12:00:00,-0.026959355223139275,0.016920420676017362,-1.593302893547492,0.11111081301042258,False
COINBASE,BINANCE,2025-09-07,3,2025-09-07 12:00:00,0.015629943582948034,0.01692577864259156,0.9234401508487934,0.35579095996024623,False
COINBASE,BINANCE,2025-09-07,6,2025-09-07 12:00:00,-0.004189738045136868,0.01692984656196456,-0.24747643339838316,0.8045425124279901,False
COINBASE,BYBITSPOT,2025-09-07,1,2025-09-07 12:00:00,0.00837277231285551,0.016763266927765568,0.49947139474271585,0.6174552409264864,False
COINBASE,BYBITSPOT,2025-09-07,3,2025-09-07 12:00:00,0.019895188221455567,0.016767778337564754,1.1865130741193362,0.2354400307920601,False
COINBASE,BYBITSPOT,2025-09-07,6,2025-09-07 12:00:00,-0.0034736427969430305,0.016772840516671727,-0.20709925629414577,0.8359353793842494,False
COINBASE,BITGET,2025-09-07,1,2025-09-07 12:00:00,0.007212628854727187,0.018723450326593942,0.3852190023161861,0.7000813746756425,False
COINBASE,BITGET,2025-09-07,3,2025-09-07 12:00:00,-0.01946969393505462,0.018725513862328815,-1.0397415033946233,0.2984790683413383,False
COINBASE,BITGET,2025-09-07,6,2025-09-07 12:00:00,-0.005810732372930196,0.018741199788683906,-0.3100512474360774,0.7565268852783464,False
BYBITSPOT,BINANCE,2025-09-07,1,2025-09-07 12:00:00,0.019964614752935664,0.01864783502008565,1.0706130085037595,0.2843619192966609,False
BYBITSPOT,BINANCE,2025-09-07,3,2025-09-07 12:00:00,-0.03335270314357682,0.018645973309256964,-1.7887348968272183,0.0736791290262091,False
BYBITSPOT,BINANCE,2025-09-07,6,2025-09-07 12:00:00,0.012790747654599179,0.01865343300938354,0.6857047519437758,0.49291066623027846,False
BYBITSPOT,COINBASE,2025-09-07,1,2025-09-07 12:00:00,-0.008361906678762649,0.017203798458961663,-0.48605002544695775,0.626939361684498,False
BYBITSPOT,COINBASE,2025-09-07,3,2025-09-07 12:00:00,-0.02356603497584887,0.01720346700800305,-1.369842193139671,0.1707583057667139,False
BYBITSPOT,COINBASE,2025-09-07,6,2025-09-07 12:00:00,0.0034230231608546008,0.01720986994506282,0.19889883954855803,0.8423447890701343,False
BYBITSPOT,BITGET,2025-09-07,1,2025-09-07 12:00:00,-0.009998282038843568,0.01910036374409019,-0.5234602949348082,0.6006636649429091,False
BYBITSPOT,BITGET,2025-09-07,3,2025-09-07 12:00:00,0.0017591022567015726,0.01911250311757282,0.0920393443956685,0.926668320656181,False
BYBITSPOT,BITGET,2025-09-07,6,2025-09-07 12:00:00,0.015631100409501997,0.019114650022245973,0.8177549885198129,0.4135133952339465,False
BITGET,BINANCE,2025-09-07,1,2025-09-07 12:00:00,-0.017628884061863647,0.01780935507606536,-0.9898665047986911,0.3222573524920638,False
BITGET,BINANCE,2025-09-07,3,2025-09-07 12:00:00,-0.009803833507531064,0.017811410968804973,-0.5504243052221727,0.5820376141255528,False
BITGET,BINANCE,2025-09-07,6,2025-09-07 12:00:00,0.001974634675591734,0.017821251067819982,0.11080224772532116,0.9117748334057236,False
BITGET,COINBASE,2025-09-07,1,2025-09-07 12:00:00,0.002884745325076757,0.01628156588805248,0.1771786169040167,0.8593708104372273,False
BITGET,COINBASE,2025-09-07,3,2025-09-07 12:00:00,-0.00938950903055891,0.01628121964416323,-0.5767079638855571,0.5641465916773885,False
BITGET,COINBASE,2025-09-07,6,2025-09-07 12:00:00,-0.02367342288390394,0.016284915034058867,-1.4537025728652853,0.14605258379166175,False
BITGET,BYBITSPOT,2025-09-07,1,2025-09-07 12:00:00,-0.014037861654426873,0.01750820346923514,-0.8017876693684625,0.4226917088983919,False
BITGET,BYBITSPOT,2025-09-07,3,2025-09-07 12:00:00,-0.03459673520050804,0.017510523951669486,-1.9757681321243115,0.0482039811510222,True
BITGET,BYBITSPOT,2025-09-07,6,2025-09-07 12:00:00,-0.019839128113595936,0.0175237208351782,-1.132129888406442,0.25760252826061203,False
