edge,lag,lag_s,coef,se,t,p_raw,n_obs_x,coef_placebo,se_placebo,t_placebo,p_placebo,n_obs_y,p_fdr,bh_significant,placebo_robust,final_kept
BINANCE->BITGET,1,10,0.009407242499934649,0.012617657264756528,0.7455617395957357,0.4559567107437106,7152,0.009407242499934649,0.012617657264756528,0.7455617395957357,0.4559567107437106,7152,0.908244252122226,False,True,False
BINANCE->BITGET,3,30,0.004996294017367062,0.013284033058647336,0.3761127358919578,0.7068442486007502,7150,0.004996294017367062,0.013284033058647336,0.3761127358919578,0.7068442486007502,7150,0.908244252122226,False,True,False
BINANCE->BITGET,6,60,0.016958889641171433,0.01291165685273132,1.3134557272240368,0.18907160495970876,7147,0.016958889641171433,0.01291165685273132,1.3134557272240368,0.18907160495970876,7147,0.8175810429304926,False,True,False
BINANCE->BYBITSPOT,1,10,-0.0035309468425476576,0.011947014229792205,-0.29555056808608754,0.7675813542971472,7648,-0.0035309468425476576,0.011947014229792205,-0.29555056808608754,0.7675813542971472,7648,0.908244252122226,False,True,False
BINANCE->BYBITSPOT,3,30,-0.0031244290871060175,0.009655961072155718,-0.3235751536028594,0.7462685532114328,7646,-0.0031244290871060175,0.009655961072155718,-0.3235751536028594,0.7462685532114328,7646,0.908244252122226,False,True,False
BINANCE->BYBITSPOT,6,60,-0.004816260150918807,0.009139438110738078,-0.5269755200005242,0.5982258865142831,7643,-0.004816260150918807,0.009139438110738078,-0.5269755200005242,0.5982258865142831,7643,0.908244252122226,False,True,False
BINANCE->COINBASE,1,10,-0.004012464064047584,0.012275831712196353,-0.3268588359728896,0.7437826436978794,8567,-0.004012464064047584,0.012275831712196353,-0.3268588359728896,0.7437826436978794,8567,0.908244252122226,False,True,False
BINANCE->COINBASE,3,30,0.0420154577792255,0.015033080229107985,2.7948668628716926,0.005203662067467585,8565,0.0420154577792255,0.015033080229107985,2.7948668628716926,0.005203662067467585,8565,0.18733183442883306,False,False,False
BINANCE->COINBASE,6,60,-0.0017212747366930614,0.011697229946558712,-0.14715233816528117,0.8830152451188309,8562,-0.0017212747366930614,0.011697229946558712,-0.14715233816528117,0.8830152451188309,8562,0.908244252122226,False,True,False
BITGET->BINANCE,1,10,0.003550653055378146,0.01432421538771288,0.2478776644495201,0.8042357540226335,7607,0.003550653055378146,0.01432421538771288,0.2478776644495201,0.8042357540226335,7607,0.908244252122226,False,True,False
BITGET->BINANCE,3,30,0.01886463715164016,0.013598029376563086,1.3873066919648187,0.16538892619058077,7605,0.01886463715164016,0.013598029376563086,1.3873066919648187,0.16538892619058077,7605,0.8175810429304926,False,True,False
BITGET->BINANCE,6,60,0.00196802717844343,0.011944780300838835,0.16476043333381554,0.8691369297431666,7602,0.00196802717844343,0.011944780300838835,0.16476043333381554,0.8691369297431666,7602,0.908244252122226,False,True,False
BITGET->BYBITSPOT,1,10,0.012521776411821776,0.013552632442879164,0.9239368413920928,0.3555499322174889,7256,0.012521776411821776,0.013552632442879164,0.9239368413920928,0.3555499322174889,7256,0.8533198373219733,False,True,False
BITGET->BYBITSPOT,3,30,0.017579415683757416,0.011648893618466483,1.5091060369793003,0.13131525114699527,7254,0.017579415683757416,0.011648893618466483,1.5091060369793003,0.13131525114699527,7254,0.8175810429304926,False,True,False
BITGET->BYBITSPOT,6,60,-0.008811467184474894,0.015234128205789425,-0.5784031134204498,0.5630099609056112,7251,-0.008811467184474894,0.015234128205789425,-0.5784031134204498,0.5630099609056112,7251,0.908244252122226,False,True,False
BITGET->COINBASE,1,10,-0.011516646917282334,0.010346145912201631,-1.1131340128984923,0.2656862550281298,7565,-0.011516646917282334,0.010346145912201631,-1.1131340128984923,0.2656862550281298,7565,0.8184161729013895,False,True,False
BITGET->COINBASE,3,30,-0.0054994977520921055,0.007988617327928278,-0.6884167217355388,0.4912115171393503,7563,-0.0054994977520921055,0.007988617327928278,-0.6884167217355388,0.4912115171393503,7563,0.908244252122226,False,True,False
BITGET->COINBASE,6,60,-0.017587614278191076,0.009759354419883098,-1.8021288623722047,0.07156496206535645,7560,-0.017587614278191076,0.009759354419883098,-1.8021288623722047,0.07156496206535645,7560,0.8175810429304926,False,True,False
BYBITSPOT->BINANCE,1,10,0.014436682823391046,0.013800294903033345,1.0461140812445842,0.29553917354772397,8209,0.014436682823391046,0.013800294903033345,1.0461140812445842,0.29553917354772397,8209,0.8184161729013895,False,True,False
BYBITSPOT->BINANCE,3,30,-0.012124333903877696,0.012635359230928365,-0.9595559320703917,0.3373070312059192,8207,-0.012124333903877696,0.012635359230928365,-0.9595559320703917,0.3373070312059192,8207,0.8533198373219733,False,True,False
BYBITSPOT->BINANCE,6,60,-0.011619661915625848,0.010311193541966551,-1.1268978579767541,0.25981863633917635,8204,-0.011619661915625848,0.010311193541966551,-1.1268978579767541,0.25981863633917635,8204,0.8184161729013895,False,True,False
BYBITSPOT->BITGET,1,10,-0.002394944156618885,0.010477361395669257,-0.22858275725879018,0.8191995668398662,7375,-0.002394944156618885,0.010477361395669257,-0.22858275725879018,0.8191995668398662,7375,0.908244252122226,False,True,False
BYBITSPOT->BITGET,3,30,8.269860365635925e-05,0.0128452968199879,0.00643804536518582,0.994863392711187,7373,8.269860365635925e-05,0.0128452968199879,0.00643804536518582,0.994863392711187,7373,0.994863392711187,False,True,False
BYBITSPOT->BITGET,6,60,-0.004448309232552834,0.013015727875784889,-0.3417641544910209,0.7325381343220827,7370,-0.004448309232552834,0.013015727875784889,-0.3417641544910209,0.7325381343220827,7370,0.908244252122226,False,True,False
BYBITSPOT->COINBASE,1,10,0.002110059938781509,0.010250638350522631,0.20584668648210844,0.8369158066031974,8162,0.002110059938781509,0.010250638350522631,0.20584668648210844,0.8369158066031974,8162,0.908244252122226,False,True,False
BYBITSPOT->COINBASE,3,30,-0.007813427048117855,0.011299970737224222,-0.6914555116836685,0.4892990052604764,8160,-0.007813427048117855,0.011299970737224222,-0.6914555116836685,0.4892990052604764,8160,0.908244252122226,False,True,False
BYBITSPOT->COINBASE,6,60,-0.004889044466460239,0.0115385885959091,-0.4237125213211609,0.6717866572507047,8157,-0.004889044466460239,0.0115385885959091,-0.4237125213211609,0.6717866572507047,8157,0.908244252122226,False,True,False
COINBASE->BINANCE,1,10,0.008706436322312229,0.014170219981026959,0.6144178660578032,0.5389554300272801,8632,0.008706436322312229,0.014170219981026959,0.6144178660578032,0.5389554300272801,8632,0.908244252122226,False,True,False
