event_id,venue_i,venue_j,date,anchor_type,trigger_price,band_low,band_high,ts_event_found,n_pre,n_post,low_n,note
71,BITGET,BITGET_target,20250903,±50bps,112500.0,111937.5,113062.49999999999,2025-09-03 14:39:44.532000,2160,2160,False,VALIDATED
71,BITGET,BITGET_target,20250903,±75bps,112500.0,111656.25,113343.75,2025-09-03 14:31:14.184000,2160,2160,False,VALIDATED
72,BINANCE,BINANCE_target,20250904,±25bps,109500.0,109226.25,109773.75,2025-09-04 15:01:25.680000,2137,2144,False,VALIDATED
72,BINANCE,BINANCE_target,20250904,±50bps,109500.0,108952.5,110047.49999999999,2025-09-04 14:46:07.266000,2062,2138,False,VALIDATED
72,BINANCE,BINANCE_target,20250904,±75bps,109500.0,108678.75,110321.25,2025-09-04 14:41:35.422000,2105,2080,False,VALIDATED
73,BINANCE,BINANCE_target,20250904,±25bps,110000.0,109725.0,110275.0,2025-09-04 13:48:55.066000,2131,2106,False,VALIDATED
73,BINANCE,BINANCE_target,20250904,±50bps,110000.0,109450.0,110549.99999999999,2025-09-04 13:41:52.040000,2022,2129,False,VALIDATED
73,BINANCE,BINANCE_target,20250904,±75bps,110000.0,109175.0,110825.0,2025-09-04 13:35:32.169000,1962,2134,False,VALIDATED
74,BINANCE,BINANCE_target,20250904,±25bps,110500.0,110223.75,110776.25,2025-09-04 05:51:32.055000,2082,2037,False,VALIDATED
74,BINANCE,BINANCE_target,20250904,±50bps,110500.0,109947.5,111052.49999999999,2025-09-04 05:51:32.055000,2082,2037,False,VALIDATED
74,BINANCE,BINANCE_target,20250904,±75bps,110500.0,109671.25,111328.75,2025-09-04 05:51:32.055000,2082,2037,False,VALIDATED
75,BINANCE,BINANCE_target,20250904,±25bps,110528.71,110252.38822500002,110805.031775,2025-09-04 05:51:15.106000,2080,2038,False,VALIDATED
75,BINANCE,BINANCE_target,20250904,±50bps,110528.71,109976.06645000001,111081.35355,2025-09-04 05:51:15.106000,2080,2038,False,VALIDATED
75,BINANCE,BINANCE_target,20250904,±75bps,110528.71,109699.74467500001,111357.67532500002,2025-09-04 05:51:15.106000,2080,2038,False,VALIDATED
76,BINANCE,BINANCE_target,20250904,±25bps,111000.0,110722.5,111277.5,2025-09-04 04:28:12.861000,1997,1932,False,VALIDATED
76,BINANCE,BINANCE_target,20250904,±50bps,111000.0,110445.0,111554.99999999999,2025-09-04 04:28:12.861000,1997,1932,False,VALIDATED
76,BINANCE,BINANCE_target,20250904,±75bps,111000.0,110167.5,111832.5,2025-09-04 04:28:12.861000,1997,1932,False,VALIDATED
77,BINANCE,BINANCE_target,20250904,±25bps,111500.0,111221.25,111778.75,2025-09-04 02:15:53.530000,1630,1907,False,VALIDATED
77,BINANCE,BINANCE_target,20250904,±50bps,111500.0,110942.5,112057.49999999999,2025-09-04 01:56:54.971000,1675,1592,False,VALIDATED
77,BINANCE,BINANCE_target,20250904,±75bps,111500.0,110663.75,112336.25,2025-09-04 01:56:54.971000,1675,1592,False,VALIDATED
78,BINANCE,BINANCE_target,20250904,±25bps,112000.0,111720.0,112280.0,2025-09-04 00:00:22.058000,48,1336,True,LOW_N
78,BINANCE,BINANCE_target,20250904,±50bps,112000.0,111440.0,112559.99999999999,2025-09-04 00:00:00.353000,0,1336,True,LOW_N
78,BINANCE,BINANCE_target,20250904,±75bps,112000.0,111160.0,112840.0,2025-09-04 00:00:00.353000,0,1336,True,LOW_N
79,COINBASE,COINBASE_target,20250904,±25bps,109500.0,109226.25,109773.75,2025-09-04 15:03:54.208948,2137,2149,False,VALIDATED
79,COINBASE,COINBASE_target,20250904,±50bps,109500.0,108952.5,110047.49999999999,2025-09-04 14:46:15.960537,2062,2137,False,VALIDATED
79,COINBASE,COINBASE_target,20250904,±75bps,109500.0,108678.75,110321.25,2025-09-04 14:41:35.444049,2105,2080,False,VALIDATED
80,COINBASE,COINBASE_target,20250904,±25bps,110000.0,109725.0,110275.0,2025-09-04 13:48:55.168653,2131,2106,False,VALIDATED
80,COINBASE,COINBASE_target,20250904,±50bps,110000.0,109450.0,110549.99999999999,2025-09-04 13:41:51.700142,2022,2129,False,VALIDATED
80,COINBASE,COINBASE_target,20250904,±75bps,110000.0,109175.0,110825.0,2025-09-04 13:35:32.308991,1962,2134,False,VALIDATED
81,COINBASE,COINBASE_target,20250904,±25bps,110500.0,110223.75,110776.25,2025-09-04 05:51:34.445081,2082,2037,False,VALIDATED
81,COINBASE,COINBASE_target,20250904,±50bps,110500.0,109947.5,111052.49999999999,2025-09-04 05:51:34.445081,2082,2037,False,VALIDATED
81,COINBASE,COINBASE_target,20250904,±75bps,110500.0,109671.25,111328.75,2025-09-04 05:51:34.445081,2082,2037,False,VALIDATED
82,COINBASE,COINBASE_target,20250904,±25bps,110533.77,110257.43557500001,110810.104425,2025-09-04 05:51:32.206659,2082,2037,False,VALIDATED
82,COINBASE,COINBASE_target,20250904,±50bps,110533.77,109981.10115,111086.43884999999,2025-09-04 05:51:32.206659,2082,2037,False,VALIDATED
82,COINBASE,COINBASE_target,20250904,±75bps,110533.77,109704.76672500001,111362.77327500001,2025-09-04 05:51:32.206659,2082,2037,False,VALIDATED
83,COINBASE,COINBASE_target,20250904,±25bps,111000.0,110722.5,111277.5,2025-09-04 04:28:12.518989,1997,1932,False,VALIDATED
83,COINBASE,COINBASE_target,20250904,±50bps,111000.0,110445.0,111554.99999999999,2025-09-04 04:28:12.518989,1997,1932,False,VALIDATED
83,COINBASE,COINBASE_target,20250904,±75bps,111000.0,110167.5,111832.5,2025-09-04 04:28:12.518989,1997,1932,False,VALIDATED
84,COINBASE,COINBASE_target,20250904,±25bps,111500.0,111221.25,111778.75,2025-09-04 02:16:46.858831,1617,1942,False,VALIDATED
84,COINBASE,COINBASE_target,20250904,±50bps,111500.0,110942.5,112057.49999999999,2025-09-04 01:59:38.334500,1700,1611,False,VALIDATED
84,COINBASE,COINBASE_target,20250904,±75bps,111500.0,110663.75,112336.25,2025-09-04 01:59:38.334500,1700,1611,False,VALIDATED
85,COINBASE,COINBASE_target,20250904,±25bps,112000.0,111720.0,112280.0,2025-09-04 00:00:00.272048,0,1336,True,LOW_N
85,COINBASE,COINBASE_target,20250904,±50bps,112000.0,111440.0,112559.99999999999,2025-09-04 00:00:00.272048,0,1336,True,LOW_N
85,COINBASE,COINBASE_target,20250904,±75bps,112000.0,111160.0,112840.0,2025-09-04 00:00:00.272048,0,1336,True,LOW_N
86,BYBITSPOT,BYBITSPOT_target,20250904,±25bps,109500.0,109226.25,109773.75,2025-09-04 15:03:54.263000,2137,2149,False,VALIDATED
86,BYBITSPOT,BYBITSPOT_target,20250904,±50bps,109500.0,108952.5,110047.49999999999,2025-09-04 14:46:07.297000,2062,2138,False,VALIDATED
86,BYBITSPOT,BYBITSPOT_target,20250904,±75bps,109500.0,108678.75,110321.25,2025-09-04 14:41:34.277000,2105,2080,False,VALIDATED
87,BYBITSPOT,BYBITSPOT_target,20250904,±25bps,110000.0,109725.0,110275.0,2025-09-04 13:48:54.934000,2131,2106,False,VALIDATED
87,BYBITSPOT,BYBITSPOT_target,20250904,±50bps,110000.0,109450.0,110549.99999999999,2025-09-04 13:41:51.658000,2022,2129,False,VALIDATED
87,BYBITSPOT,BYBITSPOT_target,20250904,±75bps,110000.0,109175.0,110825.0,2025-09-04 13:35:33.367000,1962,2134,False,VALIDATED
88,BYBITSPOT,BYBITSPOT_target,20250904,±25bps,110500.0,110223.75,110776.25,2025-09-04 05:51:24.950000,2081,2038,False,VALIDATED
88,BYBITSPOT,BYBITSPOT_target,20250904,±50bps,110500.0,109947.5,111052.49999999999,2025-09-04 05:51:24.950000,2081,2038,False,VALIDATED
88,BYBITSPOT,BYBITSPOT_target,20250904,±75bps,110500.0,109671.25,111328.75,2025-09-04 05:51:24.950000,2081,2038,False,VALIDATED
89,BYBITSPOT,BYBITSPOT_target,20250904,±25bps,110540.7,110264.34825000001,110817.05174999998,2025-09-04 05:51:14.056000,2080,2044,False,VALIDATED
89,BYBITSPOT,BYBITSPOT_target,20250904,±50bps,110540.7,109987.9965,111093.40349999999,2025-09-04 05:51:14.056000,2080,2044,False,VALIDATED
89,BYBITSPOT,BYBITSPOT_target,20250904,±75bps,110540.7,109711.64475,111369.75525,2025-09-04 05:51:14.056000,2080,2044,False,VALIDATED
90,BYBITSPOT,BYBITSPOT_target,20250904,±25bps,111000.0,110722.5,111277.5,2025-09-04 04:28:12.684000,1997,1932,False,VALIDATED
90,BYBITSPOT,BYBITSPOT_target,20250904,±50bps,111000.0,110445.0,111554.99999999999,2025-09-04 04:28:12.684000,1997,1932,False,VALIDATED
90,BYBITSPOT,BYBITSPOT_target,20250904,±75bps,111000.0,110167.5,111832.5,2025-09-04 04:28:12.684000,1997,1932,False,VALIDATED
91,BYBITSPOT,BYBITSPOT_target,20250904,±25bps,111500.0,111221.25,111778.75,2025-09-04 02:15:30.932000,1625,1900,False,VALIDATED
91,BYBITSPOT,BYBITSPOT_target,20250904,±50bps,111500.0,110942.5,112057.49999999999,2025-09-04 01:56:54.913000,1675,1592,False,VALIDATED
91,BYBITSPOT,BYBITSPOT_target,20250904,±75bps,111500.0,110663.75,112336.25,2025-09-04 01:56:54.913000,1675,1592,False,VALIDATED
92,BYBITSPOT,BYBITSPOT_target,20250904,±25bps,112000.0,111720.0,112280.0,2025-09-04 00:00:22.019000,48,1336,True,LOW_N
92,BYBITSPOT,BYBITSPOT_target,20250904,±50bps,112000.0,111440.0,112559.99999999999,2025-09-04 00:00:01.015000,0,1336,True,LOW_N
92,BYBITSPOT,BYBITSPOT_target,20250904,±75bps,112000.0,111160.0,112840.0,2025-09-04 00:00:01.015000,0,1336,True,LOW_N
93,BITGET,BITGET_target,20250904,±25bps,109500.0,109226.25,109773.75,2025-09-04 15:03:59.605000,2138,2149,False,VALIDATED
93,BITGET,BITGET_target,20250904,±50bps,109500.0,108952.5,110047.49999999999,2025-09-04 14:46:16.035000,2062,2137,False,VALIDATED
93,BITGET,BITGET_target,20250904,±75bps,109500.0,108678.75,110321.25,2025-09-04 14:41:35.872000,2105,2080,False,VALIDATED
94,BITGET,BITGET_target,20250904,±25bps,110000.0,109725.0,110275.0,2025-09-04 13:48:55.008000,2131,2106,False,VALIDATED
94,BITGET,BITGET_target,20250904,±50bps,110000.0,109450.0,110549.99999999999,2025-09-04 13:41:51.652000,2022,2129,False,VALIDATED
94,BITGET,BITGET_target,20250904,±75bps,110000.0,109175.0,110825.0,2025-09-04 13:35:33.387000,1962,2134,False,VALIDATED
95,BITGET,BITGET_target,20250904,±25bps,110500.0,110223.75,110776.25,2025-09-04 05:51:31.720000,2082,2037,False,VALIDATED
95,BITGET,BITGET_target,20250904,±50bps,110500.0,109947.5,111052.49999999999,2025-09-04 05:51:31.720000,2082,2037,False,VALIDATED
95,BITGET,BITGET_target,20250904,±75bps,110500.0,109671.25,111328.75,2025-09-04 05:51:31.720000,2082,2037,False,VALIDATED
96,BITGET,BITGET_target,20250904,±25bps,110519.26,110242.96185,110795.55814999998,2025-09-04 05:51:19.060000,2080,2038,False,VALIDATED
96,BITGET,BITGET_target,20250904,±50bps,110519.26,109966.66369999999,111071.85629999998,2025-09-04 05:51:19.060000,2080,2038,False,VALIDATED
96,BITGET,BITGET_target,20250904,±75bps,110519.26,109690.36555,111348.15445,2025-09-04 05:51:19.060000,2080,2038,False,VALIDATED
97,BITGET,BITGET_target,20250904,±25bps,111000.0,110722.5,111277.5,2025-09-04 04:28:13.937000,1997,1932,False,VALIDATED
97,BITGET,BITGET_target,20250904,±50bps,111000.0,110445.0,111554.99999999999,2025-09-04 04:28:13.937000,1997,1932,False,VALIDATED
97,BITGET,BITGET_target,20250904,±75bps,111000.0,110167.5,111832.5,2025-09-04 04:28:13.937000,1997,1932,False,VALIDATED
98,BITGET,BITGET_target,20250904,±25bps,111500.0,111221.25,111778.75,2025-09-04 02:15:27.194000,1626,1899,False,VALIDATED
98,BITGET,BITGET_target,20250904,±50bps,111500.0,110942.5,112057.49999999999,2025-09-04 01:56:58.053000,1674,1593,False,VALIDATED
98,BITGET,BITGET_target,20250904,±75bps,111500.0,110663.75,112336.25,2025-09-04 01:56:58.053000,1674,1593,False,VALIDATED
99,BITGET,BITGET_target,20250904,±25bps,112000.0,111720.0,112280.0,2025-09-04 00:00:21.967000,48,1336,True,LOW_N
99,BITGET,BITGET_target,20250904,±50bps,112000.0,111440.0,112559.99999999999,2025-09-04 00:00:00.444000,0,1336,True,LOW_N
99,BITGET,BITGET_target,20250904,±75bps,112000.0,111160.0,112840.0,2025-09-04 00:00:00.444000,0,1336,True,LOW_N
100,BINANCE,BINANCE_target,20250905,±25bps,110500.0,110223.75,110776.25,2025-09-05 00:25:24.153000,2083,1812,False,VALIDATED
100,BINANCE,BINANCE_target,20250905,±50bps,110500.0,109947.5,111052.49999999999,2025-09-05 00:25:24.153000,2083,1812,False,VALIDATED
100,BINANCE,BINANCE_target,20250905,±75bps,110500.0,109671.25,111328.75,2025-09-05 00:25:24.153000,2083,1812,False,VALIDATED
101,BINANCE,BINANCE_target,20250905,±25bps,111000.0,110722.5,111277.5,2025-09-05 01:19:11.302000,1921,1998,False,VALIDATED
101,BINANCE,BINANCE_target,20250905,±50bps,111000.0,110445.0,111554.99999999999,2025-09-05 01:13:28.441000,1861,2026,False,VALIDATED
101,BINANCE,BINANCE_target,20250905,±75bps,111000.0,110167.5,111832.5,2025-09-05 01:13:28.441000,1861,2026,False,VALIDATED
102,BINANCE,BINANCE_target,20250905,±25bps,111500.0,111221.25,111778.75,2025-09-05 04:36:47.502000,1868,1977,False,VALIDATED
102,BINANCE,BINANCE_target,20250905,±50bps,111500.0,110942.5,112057.49999999999,2025-09-05 04:36:47.502000,1868,1977,False,VALIDATED
102,BINANCE,BINANCE_target,20250905,±75bps,111500.0,110663.75,112336.25,2025-09-05 04:36:47.502000,1868,1977,False,VALIDATED
103,BINANCE,BINANCE_target,20250905,±25bps,112000.0,111720.0,112280.0,2025-09-05 06:50:32.531000,2003,2045,False,VALIDATED
103,BINANCE,BINANCE_target,20250905,±50bps,112000.0,111440.0,112559.99999999999,2025-09-05 06:31:18.103000,1793,2042,False,VALIDATED
103,BINANCE,BINANCE_target,20250905,±75bps,112000.0,111160.0,112840.0,2025-09-05 06:31:18.103000,1793,2042,False,VALIDATED
104,BINANCE,BINANCE_target,20250905,±25bps,112180.0,111899.55,112460.45,2025-09-05 06:59:43.209000,1993,2108,False,VALIDATED
104,BINANCE,BINANCE_target,20250905,±50bps,112180.0,111619.1,112740.9,2025-09-05 06:34:29.415000,1857,2016,False,VALIDATED
104,BINANCE,BINANCE_target,20250905,±75bps,112180.0,111338.65000000001,113021.35,2025-09-05 06:31:54.013000,1800,2042,False,VALIDATED
105,BINANCE,BINANCE_target,20250905,±25bps,112500.0,112218.75,112781.25,2025-09-05 07:04:06.316000,2013,2114,False,VALIDATED
105,BINANCE,BINANCE_target,20250905,±50bps,112500.0,111937.5,113062.49999999999,2025-09-05 07:01:02.059000,1989,2119,False,VALIDATED
105,BINANCE,BINANCE_target,20250905,±75bps,112500.0,111656.25,113343.75,2025-09-05 06:44:55.162000,2045,1992,False,VALIDATED
106,BINANCE,BINANCE_target,20250905,±25bps,113000.0,112717.5,113282.5,2025-09-05 12:32:14.427000,1165,1343,False,VALIDATED
106,BINANCE,BINANCE_target,20250905,±50bps,113000.0,112435.0,113564.99999999999,2025-09-05 12:04:17.915000,1205,1208,False,VALIDATED
106,BINANCE,BINANCE_target,20250905,±75bps,113000.0,112152.5,113847.5,2025-09-05 12:04:09.119000,1206,1216,False,VALIDATED
107,COINBASE,COINBASE_target,20250905,±25bps,110500.0,110223.75,110776.25,2025-09-05 00:25:29.370308,2082,1811,False,VALIDATED
107,COINBASE,COINBASE_target,20250905,±50bps,110500.0,109947.5,111052.49999999999,2025-09-05 00:25:24.916077,2083,1812,False,VALIDATED
107,COINBASE,COINBASE_target,20250905,±75bps,110500.0,109671.25,111328.75,2025-09-05 00:25:24.916077,2083,1812,False,VALIDATED
108,COINBASE,COINBASE_target,20250905,±25bps,111000.0,110722.5,111277.5,2025-09-05 01:19:11.346050,1921,1998,False,VALIDATED
108,COINBASE,COINBASE_target,20250905,±50bps,111000.0,110445.0,111554.99999999999,2025-09-05 01:12:34.351500,1865,2023,False,VALIDATED
108,COINBASE,COINBASE_target,20250905,±75bps,111000.0,110167.5,111832.5,2025-09-05 01:12:34.351500,1865,2023,False,VALIDATED
109,COINBASE,COINBASE_target,20250905,±25bps,111500.0,111221.25,111778.75,2025-09-05 04:36:45.145126,1868,1977,False,VALIDATED
109,COINBASE,COINBASE_target,20250905,±50bps,111500.0,110942.5,112057.49999999999,2025-09-05 04:36:45.145126,1868,1977,False,VALIDATED
109,COINBASE,COINBASE_target,20250905,±75bps,111500.0,110663.75,112336.25,2025-09-05 04:36:45.145126,1868,1977,False,VALIDATED
110,COINBASE,COINBASE_target,20250905,±25bps,112000.0,111720.0,112280.0,2025-09-05 06:50:31.776911,2003,2045,False,VALIDATED
110,COINBASE,COINBASE_target,20250905,±50bps,112000.0,111440.0,112559.99999999999,2025-09-05 06:31:19.424075,1793,2042,False,VALIDATED
110,COINBASE,COINBASE_target,20250905,±75bps,112000.0,111160.0,112840.0,2025-09-05 06:31:19.424075,1793,2042,False,VALIDATED
111,COINBASE,COINBASE_target,20250905,±25bps,112235.6,111955.01100000001,112516.189,2025-09-05 07:01:02.204100,1989,2119,False,VALIDATED
111,COINBASE,COINBASE_target,20250905,±50bps,112235.6,111674.422,112796.77799999999,2025-09-05 06:39:18.883120,1965,1983,False,VALIDATED
111,COINBASE,COINBASE_target,20250905,±75bps,112235.6,111393.83300000001,113077.36700000001,2025-09-05 06:34:15.782467,1858,2015,False,VALIDATED
112,COINBASE,COINBASE_target,20250905,±25bps,112500.0,112218.75,112781.25,2025-09-05 07:04:04.431221,2011,2114,False,VALIDATED
112,COINBASE,COINBASE_target,20250905,±50bps,112500.0,111937.5,113062.49999999999,2025-09-05 07:00:06.733956,1992,2112,False,VALIDATED
112,COINBASE,COINBASE_target,20250905,±75bps,112500.0,111656.25,113343.75,2025-09-05 06:44:50.933620,2045,1991,False,VALIDATED
113,COINBASE,COINBASE_target,20250905,±25bps,113000.0,112717.5,113282.5,2025-09-05 07:25:06.323490,2112,2134,False,VALIDATED
113,COINBASE,COINBASE_target,20250905,±50bps,113000.0,112435.0,113564.99999999999,2025-09-05 07:25:06.323490,2112,2134,False,VALIDATED
113,COINBASE,COINBASE_target,20250905,±75bps,113000.0,112152.5,113847.5,2025-09-05 07:25:06.323490,2112,2134,False,VALIDATED
114,BYBITSPOT,BYBITSPOT_target,20250905,±25bps,110500.0,110223.75,110776.25,2025-09-05 00:25:29.329000,2082,1811,False,VALIDATED
114,BYBITSPOT,BYBITSPOT_target,20250905,±50bps,110500.0,109947.5,111052.49999999999,2025-09-05 00:25:26.313000,2082,1811,False,VALIDATED
114,BYBITSPOT,BYBITSPOT_target,20250905,±75bps,110500.0,109671.25,111328.75,2025-09-05 00:25:26.313000,2082,1811,False,VALIDATED
115,BYBITSPOT,BYBITSPOT_target,20250905,±25bps,111000.0,110722.5,111277.5,2025-09-05 01:19:11.313000,1921,1998,False,VALIDATED
115,BYBITSPOT,BYBITSPOT_target,20250905,±50bps,111000.0,110445.0,111554.99999999999,2025-09-05 01:13:27.715000,1861,2026,False,VALIDATED
115,BYBITSPOT,BYBITSPOT_target,20250905,±75bps,111000.0,110167.5,111832.5,2025-09-05 01:13:27.715000,1861,2026,False,VALIDATED
116,BYBITSPOT,BYBITSPOT_target,20250905,±25bps,111500.0,111221.25,111778.75,2025-09-05 04:36:49.735000,1868,1977,False,VALIDATED
116,BYBITSPOT,BYBITSPOT_target,20250905,±50bps,111500.0,110942.5,112057.49999999999,2025-09-05 04:36:49.735000,1868,1977,False,VALIDATED
116,BYBITSPOT,BYBITSPOT_target,20250905,±75bps,111500.0,110663.75,112336.25,2025-09-05 04:36:49.735000,1868,1977,False,VALIDATED
117,BYBITSPOT,BYBITSPOT_target,20250905,±25bps,112000.0,111720.0,112280.0,2025-09-05 06:50:31.714000,2003,2045,False,VALIDATED
117,BYBITSPOT,BYBITSPOT_target,20250905,±50bps,112000.0,111440.0,112559.99999999999,2025-09-05 06:31:18.378000,1793,2042,False,VALIDATED
117,BYBITSPOT,BYBITSPOT_target,20250905,±75bps,112000.0,111160.0,112840.0,2025-09-05 06:31:18.378000,1793,2042,False,VALIDATED
118,BYBITSPOT,BYBITSPOT_target,20250905,±25bps,112183.3,111902.84175,112463.75825,2025-09-05 06:59:43.337000,1993,2108,False,VALIDATED
118,BYBITSPOT,BYBITSPOT_target,20250905,±50bps,112183.3,111622.3835,112744.2165,2025-09-05 06:34:29.288000,1857,2016,False,VALIDATED
118,BYBITSPOT,BYBITSPOT_target,20250905,±75bps,112183.3,111341.92525000001,113024.67475,2025-09-05 06:31:53.531000,1800,2042,False,VALIDATED
119,BYBITSPOT,BYBITSPOT_target,20250905,±25bps,112500.0,112218.75,112781.25,2025-09-05 07:04:04.200000,2011,2114,False,VALIDATED
119,BYBITSPOT,BYBITSPOT_target,20250905,±50bps,112500.0,111937.5,113062.49999999999,2025-09-05 07:00:06.770000,1992,2112,False,VALIDATED
119,BYBITSPOT,BYBITSPOT_target,20250905,±75bps,112500.0,111656.25,113343.75,2025-09-05 06:42:21.888000,2012,1985,False,VALIDATED
120,BYBITSPOT,BYBITSPOT_target,20250905,±25bps,113000.0,112717.5,113282.5,2025-09-05 12:30:02.848000,1131,1355,False,VALIDATED
120,BYBITSPOT,BYBITSPOT_target,20250905,±50bps,113000.0,112435.0,113564.99999999999,2025-09-05 12:01:40.552000,1227,1206,False,VALIDATED
120,BYBITSPOT,BYBITSPOT_target,20250905,±75bps,113000.0,112152.5,113847.5,2025-09-05 12:00:08.624000,1245,1217,False,VALIDATED
121,BITGET,BITGET_target,20250905,±25bps,110500.0,110223.75,110776.25,2025-09-05 00:25:29.676000,2082,1811,False,VALIDATED
121,BITGET,BITGET_target,20250905,±50bps,110500.0,109947.5,111052.49999999999,2025-09-05 00:25:25.893000,2082,1811,False,VALIDATED
121,BITGET,BITGET_target,20250905,±75bps,110500.0,109671.25,111328.75,2025-09-05 00:25:25.893000,2082,1811,False,VALIDATED
122,BITGET,BITGET_target,20250905,±25bps,111000.0,110722.5,111277.5,2025-09-05 01:19:11.288000,1921,1998,False,VALIDATED
122,BITGET,BITGET_target,20250905,±50bps,111000.0,110445.0,111554.99999999999,2025-09-05 01:13:23.101000,1861,2026,False,VALIDATED
122,BITGET,BITGET_target,20250905,±75bps,111000.0,110167.5,111832.5,2025-09-05 01:13:23.101000,1861,2026,False,VALIDATED
123,BITGET,BITGET_target,20250905,±25bps,111500.0,111221.25,111778.75,2025-09-05 04:36:49.572000,1868,1977,False,VALIDATED
123,BITGET,BITGET_target,20250905,±50bps,111500.0,110942.5,112057.49999999999,2025-09-05 04:36:49.572000,1868,1977,False,VALIDATED
123,BITGET,BITGET_target,20250905,±75bps,111500.0,110663.75,112336.25,2025-09-05 04:36:49.572000,1868,1977,False,VALIDATED
124,BITGET,BITGET_target,20250905,±25bps,112000.0,111720.0,112280.0,2025-09-05 06:52:32.473000,1992,2071,False,VALIDATED
124,BITGET,BITGET_target,20250905,±50bps,112000.0,111440.0,112559.99999999999,2025-09-05 06:31:18.239000,1793,2042,False,VALIDATED
124,BITGET,BITGET_target,20250905,±75bps,112000.0,111160.0,112840.0,2025-09-05 06:31:18.239000,1793,2042,False,VALIDATED
125,BITGET,BITGET_target,20250905,±25bps,112185.01,111904.547475,112465.47252499999,2025-09-05 07:00:01.111000,1992,2111,False,VALIDATED
125,BITGET,BITGET_target,20250905,±50bps,112185.01,111624.08494999999,112745.93504999999,2025-09-05 06:34:36.636000,1856,2009,False,VALIDATED
125,BITGET,BITGET_target,20250905,±75bps,112185.01,111343.622425,113026.397575,2025-09-05 06:31:55.036000,1806,2041,False,VALIDATED
126,BITGET,BITGET_target,20250905,±25bps,112500.0,112218.75,112781.25,2025-09-05 07:04:06.230000,2013,2114,False,VALIDATED
126,BITGET,BITGET_target,20250905,±50bps,112500.0,111937.5,113062.49999999999,2025-09-05 07:01:02.023000,1989,2119,False,VALIDATED
126,BITGET,BITGET_target,20250905,±75bps,112500.0,111656.25,113343.75,2025-09-05 06:45:40.035000,2041,1988,False,VALIDATED
127,BITGET,BITGET_target,20250905,±25bps,113000.0,112717.5,113282.5,2025-09-05 12:30:02.564000,1131,1355,False,VALIDATED
127,BITGET,BITGET_target,20250905,±50bps,113000.0,112435.0,113564.99999999999,2025-09-05 12:01:38.681000,1229,1206,False,VALIDATED
127,BITGET,BITGET_target,20250905,±75bps,113000.0,112152.5,113847.5,2025-09-05 12:00:09.077000,1245,1217,False,VALIDATED
128,BINANCE,BINANCE_target,20250906,±25bps,110000.0,109725.0,110275.0,2025-09-06 16:04:16.239000,1986,2118,False,VALIDATED
128,BINANCE,BINANCE_target,20250906,±50bps,110000.0,109450.0,110549.99999999999,2025-09-06 15:51:22.015000,2027,2015,False,VALIDATED
128,BINANCE,BINANCE_target,20250906,±75bps,110000.0,109175.0,110825.0,2025-09-06 15:51:22.015000,2027,2015,False,VALIDATED
129,BINANCE,BINANCE_target,20250906,±25bps,110206.96,109931.44260000001,110482.4774,2025-09-06 15:51:46.251000,2029,2014,False,VALIDATED
129,BINANCE,BINANCE_target,20250906,±50bps,110206.96,109655.92520000001,110757.9948,2025-09-06 15:36:30.607000,2095,2028,False,VALIDATED
129,BINANCE,BINANCE_target,20250906,±75bps,110206.96,109380.40780000002,111033.51220000001,2025-09-06 15:34:46.416000,2104,2036,False,VALIDATED
130,BINANCE,BINANCE_target,20250906,±25bps,110500.0,110223.75,110776.25,2025-09-06 15:17:33.110000,2060,2125,False,VALIDATED
130,BINANCE,BINANCE_target,20250906,±50bps,110500.0,109947.5,111052.49999999999,2025-09-06 15:17:33.110000,2060,2125,False,VALIDATED
130,BINANCE,BINANCE_target,20250906,±75bps,110500.0,109671.25,111328.75,2025-09-06 15:17:33.110000,2060,2125,False,VALIDATED
131,BINANCE,BINANCE_target,20250906,±25bps,111000.0,110722.5,111277.5,2025-09-06 02:16:51.138000,1896,1768,False,VALIDATED
131,BINANCE,BINANCE_target,20250906,±50bps,111000.0,110445.0,111554.99999999999,2025-09-06 02:16:51.138000,1896,1768,False,VALIDATED
131,BINANCE,BINANCE_target,20250906,±75bps,111000.0,110167.5,111832.5,2025-09-06 02:16:51.138000,1896,1768,False,VALIDATED
132,COINBASE,COINBASE_target,20250906,±25bps,110000.0,109725.0,110275.0,2025-09-06 16:04:45.168433,2000,2119,False,VALIDATED
132,COINBASE,COINBASE_target,20250906,±50bps,110000.0,109450.0,110549.99999999999,2025-09-06 15:51:25.655149,2028,2015,False,VALIDATED
132,COINBASE,COINBASE_target,20250906,±75bps,110000.0,109175.0,110825.0,2025-09-06 15:51:23.255753,2027,2015,False,VALIDATED
133,COINBASE,COINBASE_target,20250906,±25bps,110202.36,109926.85410000001,110477.86589999999,2025-09-06 15:51:54.248799,2029,2014,False,VALIDATED
133,COINBASE,COINBASE_target,20250906,±50bps,110202.36,109651.3482,110753.3718,2025-09-06 15:37:52.098194,2090,2033,False,VALIDATED
133,COINBASE,COINBASE_target,20250906,±75bps,110202.36,109375.8423,111028.87770000001,2025-09-06 15:34:46.963522,2104,2036,False,VALIDATED
134,COINBASE,COINBASE_target,20250906,±25bps,110500.0,110223.75,110776.25,2025-09-06 15:17:33.776514,2060,2125,False,VALIDATED
134,COINBASE,COINBASE_target,20250906,±50bps,110500.0,109947.5,111052.49999999999,2025-09-06 15:17:33.776514,2060,2125,False,VALIDATED
