event_id,venue_i,venue_j,date,anchor_type,trigger_price,band_low,band_high,ts_event_found,n_pre,n_post,low_n,note
134,COINBASE,COINBASE_target,20250906,±75bps,110500.0,109671.25,111328.75,2025-09-06 15:17:33.776514,2060,2125,False,VALIDATED
135,COINBASE,COINBASE_target,20250906,±25bps,111000.0,110722.5,111277.5,2025-09-06 02:16:22.058612,1898,1760,False,VALIDATED
135,COINBASE,COINBASE_target,20250906,±50bps,111000.0,110445.0,111554.99999999999,2025-09-06 02:16:22.058612,1898,1760,False,VALIDATED
135,COINBASE,COINBASE_target,20250906,±75bps,111000.0,110167.5,111832.5,2025-09-06 02:16:22.058612,1898,1760,False,VALIDATED
136,BYBITSPOT,BYBITSPOT_target,20250906,±25bps,110000.0,109725.0,110275.0,2025-09-06 16:04:16.222000,1986,2118,False,VALIDATED
136,BYBITSPOT,BYBITSPOT_target,20250906,±50bps,110000.0,109450.0,110549.99999999999,2025-09-06 15:51:21.479000,2027,2015,False,VALIDATED
136,BYBITSPOT,BYBITSPOT_target,20250906,±75bps,110000.0,109175.0,110825.0,2025-09-06 15:51:21.479000,2027,2015,False,VALIDATED
137,BYBITSPOT,BYBITSPOT_target,20250906,±25bps,110205.7,109930.18575,110481.21424999999,2025-09-06 15:51:46.279000,2029,2014,False,VALIDATED
137,BYBITSPOT,BYBITSPOT_target,20250906,±50bps,110205.7,109654.6715,110756.72849999998,2025-09-06 15:34:47.270000,2104,2036,False,VALIDATED
137,BYBITSPOT,BYBITSPOT_target,20250906,±75bps,110205.7,109379.15725,111032.24275,2025-09-06 15:34:47.270000,2104,2036,False,VALIDATED
138,BYBITSPOT,BYBITSPOT_target,20250906,±25bps,110500.0,110223.75,110776.25,2025-09-06 15:17:34.493000,2060,2125,False,VALIDATED
138,BYBITSPOT,BYBITSPOT_target,20250906,±50bps,110500.0,109947.5,111052.49999999999,2025-09-06 15:17:34.493000,2060,2125,False,VALIDATED
138,BYBITSPOT,BYBITSPOT_target,20250906,±75bps,110500.0,109671.25,111328.75,2025-09-06 15:17:34.493000,2060,2125,False,VALIDATED
139,BYBITSPOT,BYBITSPOT_target,20250906,±25bps,111000.0,110722.5,111277.5,2025-09-06 02:16:24.095000,1898,1760,False,VALIDATED
139,BYBITSPOT,BYBITSPOT_target,20250906,±50bps,111000.0,110445.0,111554.99999999999,2025-09-06 02:16:24.095000,1898,1760,False,VALIDATED
139,BYBITSPOT,BYBITSPOT_target,20250906,±75bps,111000.0,110167.5,111832.5,2025-09-06 02:16:24.095000,1898,1760,False,VALIDATED
140,BITGET,BITGET_target,20250906,±25bps,110000.0,109725.0,110275.0,2025-09-06 16:04:44.972000,1994,2119,False,VALIDATED
140,BITGET,BITGET_target,20250906,±50bps,110000.0,109450.0,110549.99999999999,2025-09-06 15:51:25.643000,2028,2015,False,VALIDATED
140,BITGET,BITGET_target,20250906,±75bps,110000.0,109175.0,110825.0,2025-09-06 15:51:22.145000,2027,2015,False,VALIDATED
141,BITGET,BITGET_target,20250906,±25bps,110217.47,109941.92632500001,110493.013675,2025-09-06 15:51:46.266000,2029,2014,False,VALIDATED
141,BITGET,BITGET_target,20250906,±50bps,110217.47,109666.38265,110768.55734999999,2025-09-06 15:34:46.344000,2104,2036,False,VALIDATED
141,BITGET,BITGET_target,20250906,±75bps,110217.47,109390.838975,111044.10102500001,2025-09-06 15:34:46.344000,2104,2036,False,VALIDATED
142,BITGET,BITGET_target,20250906,±25bps,110500.0,110223.75,110776.25,2025-09-06 15:17:33.701000,2060,2125,False,VALIDATED
142,BITGET,BITGET_target,20250906,±50bps,110500.0,109947.5,111052.49999999999,2025-09-06 15:17:33.701000,2060,2125,False,VALIDATED
142,BITGET,BITGET_target,20250906,±75bps,110500.0,109671.25,111328.75,2025-09-06 15:17:33.701000,2060,2125,False,VALIDATED
143,BITGET,BITGET_target,20250906,±25bps,111000.0,110722.5,111277.5,2025-09-06 02:16:24.669000,1898,1760,False,VALIDATED
143,BITGET,BITGET_target,20250906,±50bps,111000.0,110445.0,111554.99999999999,2025-09-06 02:16:24.669000,1898,1760,False,VALIDATED
143,BITGET,BITGET_target,20250906,±75bps,111000.0,110167.5,111832.5,2025-09-06 02:16:24.669000,1898,1760,False,VALIDATED
144,BINANCE,BINANCE_target,20250907,±25bps,110500.0,110223.75,110776.25,2025-09-07 00:57:24.481000,1887,1939,False,VALIDATED
144,BINANCE,BINANCE_target,20250907,±50bps,110500.0,109947.5,111052.49999999999,2025-09-07 00:57:24.481000,1887,1939,False,VALIDATED
144,BINANCE,BINANCE_target,20250907,±75bps,110500.0,109671.25,111328.75,2025-09-07 00:57:24.481000,1887,1939,False,VALIDATED
145,BINANCE,BINANCE_target,20250907,±25bps,111000.0,110722.5,111277.5,2025-09-07 07:51:28.984000,1927,1934,False,VALIDATED
145,BINANCE,BINANCE_target,20250907,±50bps,111000.0,110445.0,111554.99999999999,2025-09-07 07:51:28.984000,1927,1934,False,VALIDATED
145,BINANCE,BINANCE_target,20250907,±75bps,111000.0,110167.5,111832.5,2025-09-07 07:51:28.984000,1927,1934,False,VALIDATED
146,BINANCE,BINANCE_target,20250907,±25bps,111307.7,111029.43075,111585.96925,2025-09-07 08:22:13.587000,1864,1962,False,VALIDATED
146,BINANCE,BINANCE_target,20250907,±50bps,111307.7,110751.1615,111864.23849999999,2025-09-07 08:02:20.049000,1947,1906,False,VALIDATED
146,BINANCE,BINANCE_target,20250907,±75bps,111307.7,110472.89225,112142.50775,2025-09-07 08:00:09.019000,1962,1900,False,VALIDATED
147,BINANCE,BINANCE_target,20250907,±25bps,111500.0,111221.25,111778.75,2025-09-07 22:55:24.573000,1057,882,False,VALIDATED
147,BINANCE,BINANCE_target,20250907,±50bps,111500.0,110942.5,112057.49999999999,2025-09-07 22:55:24.573000,1057,882,False,VALIDATED
147,BINANCE,BINANCE_target,20250907,±75bps,111500.0,110663.75,112336.25,2025-09-07 22:55:24.573000,1057,882,False,VALIDATED
148,COINBASE,COINBASE_target,20250907,±25bps,110500.0,110223.75,110776.25,2025-09-07 00:57:08.722889,1890,1933,False,VALIDATED
148,COINBASE,COINBASE_target,20250907,±50bps,110500.0,109947.5,111052.49999999999,2025-09-07 00:57:08.722889,1890,1933,False,VALIDATED
148,COINBASE,COINBASE_target,20250907,±75bps,110500.0,109671.25,111328.75,2025-09-07 00:57:08.722889,1890,1933,False,VALIDATED
149,COINBASE,COINBASE_target,20250907,±25bps,111000.0,110722.5,111277.5,2025-09-07 07:51:28.884851,1927,1934,False,VALIDATED
149,COINBASE,COINBASE_target,20250907,±50bps,111000.0,110445.0,111554.99999999999,2025-09-07 07:51:28.884851,1927,1934,False,VALIDATED
149,COINBASE,COINBASE_target,20250907,±75bps,111000.0,110167.5,111832.5,2025-09-07 07:51:28.884851,1927,1934,False,VALIDATED
150,COINBASE,COINBASE_target,20250907,±25bps,111317.65,111039.355875,111595.944125,2025-09-07 08:22:17.123048,1863,1963,False,VALIDATED
150,COINBASE,COINBASE_target,20250907,±50bps,111317.65,110761.06175,111874.23824999998,2025-09-07 08:00:19.707882,1960,1902,False,VALIDATED
150,COINBASE,COINBASE_target,20250907,±75bps,111317.65,110482.767625,112152.532375,2025-09-07 08:00:19.707882,1960,1902,False,VALIDATED
151,COINBASE,COINBASE_target,20250907,±25bps,111500.0,111221.25,111778.75,2025-09-07 22:55:24.103682,1057,882,False,VALIDATED
151,COINBASE,COINBASE_target,20250907,±50bps,111500.0,110942.5,112057.49999999999,2025-09-07 22:55:24.103682,1057,882,False,VALIDATED
151,COINBASE,COINBASE_target,20250907,±75bps,111500.0,110663.75,112336.25,2025-09-07 22:55:24.103682,1057,882,False,VALIDATED
152,BYBITSPOT,BYBITSPOT_target,20250907,±25bps,110500.0,110223.75,110776.25,2025-09-07 00:57:16.473000,1886,1939,False,VALIDATED
152,BYBITSPOT,BYBITSPOT_target,20250907,±50bps,110500.0,109947.5,111052.49999999999,2025-09-07 00:57:16.473000,1886,1939,False,VALIDATED
152,BYBITSPOT,BYBITSPOT_target,20250907,±75bps,110500.0,109671.25,111328.75,2025-09-07 00:57:16.473000,1886,1939,False,VALIDATED
153,BYBITSPOT,BYBITSPOT_target,20250907,±25bps,111000.0,110722.5,111277.5,2025-09-07 07:51:29.806000,1927,1934,False,VALIDATED
153,BYBITSPOT,BYBITSPOT_target,20250907,±50bps,111000.0,110445.0,111554.99999999999,2025-09-07 07:51:29.806000,1927,1934,False,VALIDATED
153,BYBITSPOT,BYBITSPOT_target,20250907,±75bps,111000.0,110167.5,111832.5,2025-09-07 07:51:29.806000,1927,1934,False,VALIDATED
154,BYBITSPOT,BYBITSPOT_target,20250907,±25bps,111310.7,111032.42325,111588.97674999999,2025-09-07 08:22:17.098000,1863,1963,False,VALIDATED
154,BYBITSPOT,BYBITSPOT_target,20250907,±50bps,111310.7,110754.1465,111867.25349999999,2025-09-07 08:00:19.912000,1960,1902,False,VALIDATED
154,BYBITSPOT,BYBITSPOT_target,20250907,±75bps,111310.7,110475.86975,112145.53025000001,2025-09-07 08:00:19.912000,1960,1902,False,VALIDATED
155,BYBITSPOT,BYBITSPOT_target,20250907,±25bps,111500.0,111221.25,111778.75,2025-09-07 22:55:25.420000,1060,877,False,VALIDATED
155,BYBITSPOT,BYBITSPOT_target,20250907,±50bps,111500.0,110942.5,112057.49999999999,2025-09-07 22:55:25.420000,1060,877,False,VALIDATED
155,BYBITSPOT,BYBITSPOT_target,20250907,±75bps,111500.0,110663.75,112336.25,2025-09-07 22:55:25.420000,1060,877,False,VALIDATED
156,BITGET,BITGET_target,20250907,±25bps,110500.0,110223.75,110776.25,2025-09-07 00:57:12.060000,1886,1939,False,VALIDATED
156,BITGET,BITGET_target,20250907,±50bps,110500.0,109947.5,111052.49999999999,2025-09-07 00:57:12.060000,1886,1939,False,VALIDATED
156,BITGET,BITGET_target,20250907,±75bps,110500.0,109671.25,111328.75,2025-09-07 00:57:12.060000,1886,1939,False,VALIDATED
157,BITGET,BITGET_target,20250907,±25bps,111000.0,110722.5,111277.5,2025-09-07 07:51:29.122000,1927,1934,False,VALIDATED
157,BITGET,BITGET_target,20250907,±50bps,111000.0,110445.0,111554.99999999999,2025-09-07 07:51:29.122000,1927,1934,False,VALIDATED
157,BITGET,BITGET_target,20250907,±75bps,111000.0,110167.5,111832.5,2025-09-07 07:51:29.122000,1927,1934,False,VALIDATED
158,BITGET,BITGET_target,20250907,±25bps,111315.05,111036.762375,111593.337625,2025-09-07 08:22:17.066000,1863,1963,False,VALIDATED
158,BITGET,BITGET_target,20250907,±50bps,111315.05,110758.47475000001,111871.62525,2025-09-07 08:02:23.197000,1947,1906,False,VALIDATED
158,BITGET,BITGET_target,20250907,±75bps,111315.05,110480.18712500001,112149.91287500001,2025-09-07 08:00:17.853000,1960,1902,False,VALIDATED
159,BITGET,BITGET_target,20250907,±25bps,111500.0,111221.25,111778.75,2025-09-07 22:55:26.868000,1060,877,False,VALIDATED
159,BITGET,BITGET_target,20250907,±50bps,111500.0,110942.5,112057.49999999999,2025-09-07 22:55:26.868000,1060,877,False,VALIDATED
159,BITGET,BITGET_target,20250907,±75bps,111500.0,110663.75,112336.25,2025-09-07 22:55:26.868000,1060,877,False,VALIDATED
