edge,lag,lag_s,coef,se,t,p_raw,p_fdr,bh_significant,beta_magnitude,run_length,is_candidate,rules_passed,n_obs
BINANCE->BITGET,3,15,0.04498759559415818,0.011526617587045965,3.9029312158943217,9.544396294458579e-05,9.544396294458579e-05,True,True,3,True,raw_p<0.05|BH_0.10||beta|>=0.01|run_length>=3,15227
BINANCE->BYBITSPOT,1,5,0.018743086888639002,0.009871632849218796,1.8986815225935252,0.05762410532381712,0.05762410532381712,True,True,3,True,BH_0.10||beta|>=0.01|run_length>=3,16210
BINANCE->COINBASE,1,5,0.02108273880667745,0.01026590299117451,2.0536662799952485,0.040023167193093956,0.040023167193093956,True,True,3,True,raw_p<0.05|BH_0.10||beta|>=0.01|run_length>=3,17111
BINANCE->COINBASE,3,15,0.019782056243544337,0.009785194790867582,2.021631318163101,0.04322999241129111,0.04322999241129111,True,True,3,True,raw_p<0.05|BH_0.10||beta|>=0.01|run_length>=3,17109
BITGET->COINBASE,3,15,-0.0158504580788325,0.009217587333368457,-1.7195885979243704,0.08552769243004232,0.08552769243004232,True,True,3,True,BH_0.10||beta|>=0.01|run_length>=3,15139
COINBASE->BITGET,6,30,0.025741726292806903,0.013478978146219492,1.9097683825555276,0.056181927250489316,0.056181927250489316,True,True,3,True,BH_0.10||beta|>=0.01|run_length>=3,15136
