edge,lag,lag_s,coef,se,t,p_raw,p_fdr,bh_significant,beta_magnitude,run_length,is_candidate,rules_passed,n_obs
BINANCE->COINBASE,1,5,0.04131719928671716,0.009372289829413918,4.4084423378636455,1.0475034580847975e-05,1.0475034580847975e-05,True,True,3,True,raw_p<0.05|BH_0.10||beta|>=0.01|run_length>=3,17125
BITGET->BINANCE,6,30,0.028864278813198075,0.010991074688455636,2.6261561886678266,0.008644989649627677,0.008644989649627677,True,True,3,True,raw_p<0.05|BH_0.10||beta|>=0.01|run_length>=3,13893
BITGET->COINBASE,3,15,-0.015620107984186001,0.009203170502614292,-1.6972529173233166,0.08967135275690308,0.08967135275690308,True,True,3,True,BH_0.10||beta|>=0.01|run_length>=3,13833
COINBASE->BINANCE,1,5,0.11520854880691228,0.014038826318323356,8.206423115053648,2.220446049250313e-16,2.220446049250313e-16,True,True,3,True,raw_p<0.05|BH_0.10||beta|>=0.01|run_length>=3,17125
