ts,price,size,round_level_distance,venue
2025-09-01 07:32:39.788,108662.48,8e-05,30.96513761467927,BINANCE
2025-09-01 07:32:40.602,108662.48,0.01,30.96513761467927,BINANCE
2025-09-01 07:32:40.737,108662.48,0.00052,30.96513761467927,BINANCE
2025-09-01 07:32:40.927,108662.48,0.00051,30.96513761467927,BINANCE
2025-09-01 07:32:41.076,108662.48,0.0002,30.96513761467927,BINANCE
2025-09-01 07:32:41.080,108662.49,0.012,30.964220183485757,BINANCE
2025-09-01 07:32:41.087,108662.49,0.012,30.964220183485757,BINANCE
2025-09-01 07:32:41.297,108662.48,0.00731,30.96513761467927,BINANCE
2025-09-01 07:32:41.303,108662.49,0.0006,30.964220183485757,BINANCE
2025-09-01 07:32:41.478,108662.49,0.00031,30.964220183485757,BINANCE
2025-09-01 07:32:41.585,108662.49,0.06424,30.964220183485757,BINANCE
2025-09-01 07:32:41.681,108662.48,0.0005,30.96513761467927,BINANCE
2025-09-01 07:32:41.696,108662.48,0.0005,30.96513761467927,BINANCE
2025-09-01 07:32:41.775,108662.49,0.012,30.964220183485757,BINANCE
2025-09-01 07:32:41.994,108662.48,0.0005,30.96513761467927,BINANCE
2025-09-01 07:32:42.206,108662.48,0.0005,30.96513761467927,BINANCE
2025-09-01 07:32:42.827,108662.49,0.01091,30.964220183485757,BINANCE
2025-09-01 07:32:42.827,108662.49,5e-05,30.964220183485757,BINANCE
2025-09-01 07:32:42.827,108662.49,0.00069,30.964220183485757,BINANCE
2025-09-01 07:32:42.828,108662.49,0.012,30.964220183485757,BINANCE
2025-09-01 07:32:42.829,108662.49,0.012,30.964220183485757,BINANCE
2025-09-01 07:32:42.879,108662.49,0.00025,30.964220183485757,BINANCE
2025-09-01 07:32:43.651,108662.48,0.00048,30.96513761467927,BINANCE
2025-09-01 07:32:43.656,108662.49,0.012,30.964220183485757,BINANCE
2025-09-01 07:32:43.657,108662.49,0.012,30.964220183485757,BINANCE
2025-09-01 07:32:43.658,108662.49,0.00214,30.964220183485757,BINANCE
2025-09-01 07:32:43.658,108662.49,0.012,30.964220183485757,BINANCE
2025-09-01 07:32:43.658,108662.49,0.00986,30.964220183485757,BINANCE
