date,venue,pair,source_tier,abs_path,bytes,sha256,first_ts,last_ts,row_count
20250930,BYBITSPOT,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20250930/E-BYBITSPOT/BTCUSDT.csv.gz,24711408,598c0833e6bdbb4c338104f27cc0c6d9dde762f3f4eb82acf1cbc6c44eb4496d,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-09-30T23:59:57.4290000;2025-09-30T23:59:57.4672218;d2dabace-343c-435d-b439-609795d48eb2;114051.1;0.00013;BUY;;;;,532116
20250930,COINBASE,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20250930/E-COINBASE/BTCUSDT.csv.gz,32399679,5092823992da41da0304daa8fc10f904d712dbd2d32ec9891aa63dbc50eaac7d,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-09-30T23:59:57.6101880;2025-09-30T23:59:57.6876390;c2363987-9630-4c52-ad1a-8e9b91f592ce;114067.71;0.02009288;BUY;;879773976;4bc4461b-b7d3-4b40-90ed-e5eea114bc79;57f3ec42-3f90-4423-bfc0-2b9d22c173ea,311138
20251001,BINANCE,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251001/E-BINANCE/BTCUSDT.csv.gz,169173632,94c9e6689ed18ec451cae85933cd7dd57fb37357dbea0ba9ba403f8b0c987bb3,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-01T23:59:59.7170000;2025-10-01T23:59:59.7203142;a5432bd7-a2e6-4886-bda8-a0209da312cc;118594.99;0.00027;BUY;;5273467943;;,3430344
20251001,BITGET,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251001/E-BITGET/BTCUSDT.csv.gz,11363158,84120d738878ca844ee6284470432b8269aee648f4d047072f1fd76444d84a35,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-01T23:59:58.2010000;2025-10-01T23:59:58.3325143;63a5c43c-c34e-45be-9ce1-f35a569c24ea;118598.52;0.003031;SELL;;;;,215816
20251001,BYBITSPOT,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251001/E-BYBITSPOT/BTCUSDT.csv.gz,31901621,565d417733372739e3dea6715a46e63722ecb481fe63bd5a9fda455b2cec2868,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-01T23:59:55.8630000;2025-10-01T23:59:55.9015829;89342c96-6adb-43b5-8400-49468a500de3;118584;0.1;BUY;;;;,678737
20251001,COINBASE,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251001/E-COINBASE/BTCUSDT.csv.gz,50675730,3ccec5210eb438b134fbf9610a8d282cc668d744332db84dd101915213da0bd3,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-01T23:59:59.8119320;2025-10-01T23:59:59.8943869;dce5791c-5a7f-42cc-94f6-7a285908422d;118659.97;0.00052;BUY;;880260951;dcabd398-e2a7-4b7c-b355-e001785c4738;1537cd78-5bf8-4fa5-8736-c2b5c7b0031c,486976
20251002,BINANCE,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251002/E-BINANCE/BTCUSDT.csv.gz,171216963,0ab9bb1128916970ef59014795eafc54b328b7167fc8a14cb38da360a377dbb8,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-02T23:59:59.7090000;2025-10-02T23:59:59.7132283;6395e2d5-949b-4737-9700-af3310b79162;120529.34;0.00007;SELL;;5276939971;;,3472029
20251002,BITGET,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251002/E-BITGET/BTCUSDT.csv.gz,11465559,5e5c48a9a900008b893fa02231e1ca9b2fee6c602797cde4ec3427fb75af3a3c,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-02T23:59:59.7510000;2025-10-02T23:59:59.8822078;172d3ac2-4464-4bbe-9987-914e3758ce63;120540.27;0.002272;SELL;;;;,217810
20251002,BYBITSPOT,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251002/E-BYBITSPOT/BTCUSDT.csv.gz,32906308,3988848cf344b0bf70fb169c1b7cdb42f9541a7d0afe0d64c4994fe8d136c883,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-02T23:59:58.5820000;2025-10-02T23:59:58.6207821;13b98d59-a1a1-498d-8283-75f63c7e6cdb;120530.8;0.0043;SELL;;;;,708115
20251002,COINBASE,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251002/E-COINBASE/BTCUSDT.csv.gz,51988708,1b4e2da1b6e786f6baa56d820469741585443659eaf13b04c87872b04f1ee161,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-02T23:59:57.6745530;2025-10-02T23:59:57.7602808;57ca19c4-6651-46d6-a388-45956b9841b4;120621.32;0.00041457;SELL;;880766911;5ed11837-dc3e-4490-bee9-734b22003eec;99f93485-c8c3-43a6-9cb3-3d3fc1705296,505865
20251003,BINANCE,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251003/E-BINANCE/BTCUSDT.csv.gz,209249857,cf143f95a093211293dcafedc12c4ca6afd5185d1f7c9cc61fc8342c78a5ed1d,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-03T23:59:59.8160000;2025-10-03T23:59:59.8191365;24f34049-3f66-43a8-aada-d761df8892c4;122232;0.0001;BUY;;5281186836;;,4246812
20251003,BITGET,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251003/E-BITGET/BTCUSDT.csv.gz,12499997,4fd70ea75b81f29edd476889d6f9c7a692022cae60ba3cde2ae22261ee7092ea,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-03T23:59:59.5280000;2025-10-03T23:59:59.6587068;437a290b-da43-4820-b59c-28b36bf4bc2b;122243.01;0.003239;SELL;;;;,239568
20251003,BYBITSPOT,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251003/E-BYBITSPOT/BTCUSDT.csv.gz,38452413,671817bae41c5b90c93c242c4f6e82048d1b09f725ca6f26090fea9e90b3709c,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-03T23:59:57.3870000;2025-10-03T23:59:57.4255317;74bec8d4-8f8b-4ace-9bda-275f2e15ada0;122223.8;0.028;BUY;;;;,827092
20251003,COINBASE,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251003/E-COINBASE/BTCUSDT.csv.gz,57044771,1e77194647d37bb9071ab3c1f72c13f7aa4dc1eed21622570bd90eec0312bc1c,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-03T23:59:58.6214180;2025-10-03T23:59:58.7153469;b2a253a7-5972-4be8-adfe-c28469f39f6a;122318.4;0.00001684;BUY;;881323453;c79c0f8e-946b-443c-b0e8-c64102454ebc;bf4cd711-ca9c-4bfd-818f-ce5da7e61757,556409
20251004,BINANCE,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251004/E-BINANCE/BTCUSDT.csv.gz,105256455,aba54eeeadf385425baa4cec94f07427e73612e83de4f8b5a8520c0992f023ee,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-04T23:59:59.7630000;2025-10-04T23:59:59.7649667;32375e2a-2f3b-42a1-b48c-ae040b936e7d;122688.22;0.00878;BUY;;1869173749;;,1858642
20251004,BITGET,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251004/E-BITGET/BTCUSDT.csv.gz,8000221,d75aee1ca4cae743fd9db97694f00615c7ae385581c7422e1da11913e64bf6c5,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-04T23:59:56.3040000;2025-10-04T23:59:56.4349217;f8cde482-fc17-42c7-baa9-dc56420ac0b8;122408.08;0.001667;BUY;;;;,146022
20251004,BYBITSPOT,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251004/E-BYBITSPOT/BTCUSDT.csv.gz,16861956,fa9e2a09c310d2e9f8f9c1a0ac188cfde80efa084b2e32187483eac0babab744,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-04T23:59:58.5540000;2025-10-04T23:59:58.5930504;e958860c-331a-43f7-943a-b7f3b2e450c9;122397.8;0.000008;BUY;;;;,359296
20251004,COINBASE,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251004/E-COINBASE/BTCUSDT.csv.gz,24775365,3f43facb254ac56d12593e62087f663572fe4b52d8e888820fa1e81c0815270f,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-04T23:59:59.8841530;2025-10-04T23:59:59.9797465;c27cfe58-e582-41fb-9024-abd564edfcea;122458.56;0.00085212;BUY;;881562787;367f305e-06c0-40c8-bf2f-5d5fd2ca7a10;87d8f1de-bb5f-4512-a61d-acbde07a4557,239016
20251005,BINANCE,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251005/E-BINANCE/BTCUSDT.csv.gz,181762530,d34524d66e90c4ba3dd874ed60b635d6ee4ed425b93ea67d43eb5d17869b9aab,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-05T23:59:59.9770000;2025-10-05T23:59:59.9794867;d1cf63f2-26a0-4173-aca4-64b77a57409b;123482.31;0.00705;SELL;;5286581096;;,3690671
20251005,BITGET,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251005/E-BITGET/BTCUSDT.csv.gz,19591185,6e2d7a0462de18af183db401d39b6017116eb45d4fda1380e0205301c502f8c4,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-05T23:59:59.2510000;2025-10-05T23:59:59.3796006;3b7771d9-91e2-4efd-9bc7-e6b749e82c11;123478.96;0.000044;BUY;;;;,363684
20251005,BYBITSPOT,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251005/E-BYBITSPOT/BTCUSDT.csv.gz,35804863,3c756ca9426f01f21265cb31e87acae2264456a404d444f37c89298c0af054a4,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-05T23:59:59.7790000;2025-10-05T23:59:59.8168592;6d71bbb1-5951-4c30-ad7e-53f2d06ce560;123496.8;0.008757;SELL;;;;,767582
20251005,COINBASE,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251005/E-COINBASE/BTCUSDT.csv.gz,35514359,56a46d9fa5ab3ee75c62de31bafb14de7c978085b383b3c48825aa9055088146,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-05T23:59:58.8767930;2025-10-05T23:59:58.9661027;a963ddeb-ab3a-4efb-97a4-0b219c9d7e2f;123520.79;0.00000556;SELL;;881904045;9843c0b7-b901-4d56-9d39-9d835e014cd8;baf8c443-44e6-4a6a-814a-7e2bf51bfedc,341256
20251006,BINANCE,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251006/E-BINANCE/BTCUSDT.csv.gz,205788441,522e193808f83ef125bae721908c3da5ef251a74746262edafa5de05530755e5,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-06T23:59:59.9380000;2025-10-06T23:59:59.9431670;dd159a53-6893-4935-8b90-ffb835128061;124658.54;0.00111;BUY;;5290787263;;,4206168
20251006,BITGET,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251006/E-BITGET/BTCUSDT.csv.gz,12521952,c868628bc65e71907a410bf46a4e656e83c6e612ea993a01afa9167d692adf8f,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-06T23:59:59.9490000;2025-10-07T00:00:00.0792638;485f8946-24db-488d-9377-23f945e15a5e;124670.54;0.000404;BUY;;;;,236417
20251006,BYBITSPOT,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251006/E-BYBITSPOT/BTCUSDT.csv.gz,39413782,d8d9d1f889d1fc9f2d05b1ba5eeda86606a6b61d1d483af9c2287a38871d25d1,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-06T23:59:59.9770000;2025-10-07T00:00:00.0155471;a5cb665d-6dc1-4c79-94c6-043150ec0e03;124662.3;0.001;SELL;;;;,852755
20251006,COINBASE,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251006/E-COINBASE/BTCUSDT.csv.gz,46580849,b2bcaf43a77e420f11e8c6783b06a1fdf1e905b617ec8ede14d6b6d57e8a4288,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-06T23:59:59.9905710;2025-10-07T00:00:00.0861244;573be6f7-0a95-423d-a966-21c47404aa06;124720.09;0.24053863;BUY;;882353113;0dfe66ee-fdbd-4845-98ec-82b4c681d02f;57d44fab-4df2-4609-a7e4-52c32d2c952c,449050
20251007,BINANCE,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251007/E-BINANCE/BTCUSDT.csv.gz,215354920,a698e58ebd16a4d422c170dc4fae00b42b41d6d5592c6ceb017274a14fae4e24,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-07T23:59:58.9930000;2025-10-07T23:59:58.9964538;1ba2685e-a508-4d56-9e17-fa83bfae1b58;121332.95;0.00872;SELL;;5295178048;;,4390786
20251007,BITGET,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251007/E-BITGET/BTCUSDT.csv.gz,18657261,62f4059ef1b07539dcb710d1af1b5f9f8ee757218bdef064bd0e7a5aa19916a7,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-07T23:59:55.5160000;2025-10-07T23:59:55.6439097;2b01ca6b-6ce4-4a59-b93c-10aff4492fde;121338.02;0.000091;BUY;;;;,351464
20251007,BYBITSPOT,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251007/E-BYBITSPOT/BTCUSDT.csv.gz,44140246,5449148194b03b5948a7b937395652f160fab30507733d83b5a0550331e31ee0,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-07T23:59:59.9060000;2025-10-07T23:59:59.9446645;806df8bc-d4a0-4438-88e6-6ad5e4d9d660;121344.8;0.005193;SELL;;;;,942341
20251007,COINBASE,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251007/E-COINBASE/BTCUSDT.csv.gz,49420965,f0663c1e3b22745108295d5ba69a9d83ae8cc9c470105d1df526ff91d7e180e4,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-07T23:59:59.3068110;2025-10-07T23:59:59.3904884;61aefac7-2db2-468e-861d-2fb157bc400f;121393.95;0.00082644;SELL;;882831102;adbb5d3f-1736-47ce-b556-b887f7c690ee;9fcc671d-b7b0-4f0d-a613-94e724f338b3,477964
20251008,BINANCE,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251008/E-BINANCE/BTCUSDT.csv.gz,203834892,0361f64fd4b4892b6b2034028d99e52c6be25d2693b62c73c6f41ea05291d6d2,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-08T23:59:59.5640000;2025-10-08T23:59:59.5669292;cf06ed84-186c-47a4-b33f-c51e966481f8;123306;0.00026;SELL;;5299363045;;,4184998
20251008,BITGET,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251008/E-BITGET/BTCUSDT.csv.gz,11650222,7da892b66d820fcb9dd629a6e7b4b5fc084749684849f46fb4381ecf4f68bc58,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-08T23:59:59.5790000;2025-10-08T23:59:59.7113843;964c653b-4ac1-4314-b1ed-b2c6ead8faf4;123309.42;0.00309;BUY;;;;,224238
20251008,BYBITSPOT,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251008/E-BYBITSPOT/BTCUSDT.csv.gz,39252226,27d367cf905e3a30cde05a0083beb26c5313f1f42e7d55fa3e4bd45a7184ed46,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-08T23:59:59.4280000;2025-10-08T23:59:59.4669159;92ca25bb-dca4-4c59-bae3-f9dc16b035be;123303.2;0.0038;SELL;;;;,843458
20251008,COINBASE,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251008/E-COINBASE/BTCUSDT.csv.gz,39551095,a226cf948fdc6febe287a9d303f7c860d295282229b7391f358e0296e0df54b3,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-08T23:59:59.7576540;2025-10-08T23:59:59.8565574;779790c4-4335-4ed4-a52c-d4b8e55879f1;123343.25;0.00003821;BUY;;883207483;3d24f771-c95f-4083-9531-29106f0293fc;21fabd0e-8016-4844-80be-0fa028f12b73,375822
20251009,BINANCE,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251009/E-BINANCE/BTCUSDT.csv.gz,207982691,b0ab685087f28de1cc9e2f58b3f8ecf66eb13fd21e386126c345cfa8e7aa1bca,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-09T23:59:59.5910000;2025-10-09T23:59:59.5935417;035151c3-6497-4bbd-a857-581a071832de;121662.4;0.0003;SELL;;5303594212;;,4231168
20251009,BITGET,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251009/E-BITGET/BTCUSDT.csv.gz,12539193,450d6373ed80e9168631dbcfebd9f6eb197efcffc9ffb7d3da49acb549bd362d,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-09T23:59:58.1210000;2025-10-09T23:59:58.2510647;cc0f2e7e-ee96-4a02-b625-786b4229a1f9;121643.02;0.000822;BUY;;;;,243505
20251009,BYBITSPOT,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251009/E-BYBITSPOT/BTCUSDT.csv.gz,38835346,b2390ab3ae119583f1874b74d7a36f5bb12601f5d1ee1356d487b60c3fedbc08,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-09T23:59:49.9240000;2025-10-09T23:59:49.9629800;bbb746b5-d61b-458a-92e3-f986270c22b4;121653.6;0.000008;BUY;;;;,835121
20251009,COINBASE,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251009/E-COINBASE/BTCUSDT.csv.gz,40889219,6534920b41d56601dce087ce542e0dae928ec46792688c1724fb784403c5afa8,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-09T23:59:59.9279460;2025-10-10T00:00:00.0277759;71e42c1e-6717-4d40-83c5-3aa7dd5f905e;121714.51;0.00016368;BUY;;883595777;1fb48005-8333-4a25-aa8e-fbf4c63477b2;0f0a9954-08fc-4f17-8f26-1880f5858490,388273
20251010,BINANCE,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251010/E-BINANCE/BTCUSDT.csv.gz,554961477,41e4ea5a71137a0d1bbbe1a8eb06c00369574eb041f5016386feb29352d2e62d,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-10T23:59:59.9100000;2025-10-10T23:59:59.9129297;3f6f4dbb-547f-4bb5-bb82-9a925e192fcd;112774.5;0.00077;BUY;;5314998733;;,11079047
20251010,BITGET,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251010/E-BITGET/BTCUSDT.csv.gz,34480526,8629d5599d1add6a21276a6a886920d044ba2a27bf39979ae51c0e7ac6add0d1,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-10T23:59:59.5140000;2025-10-10T23:59:59.6452167;5eab1828-7e8c-41b0-af8d-1fc551e02323;112819;0.000117;BUY;;;;,691994
20251010,BYBITSPOT,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251010/E-BYBITSPOT/BTCUSDT.csv.gz,107699358,2ea7c66761c1b92d509d9b724ed6ac711238060d05527b34c4e1dac32f8d9e53,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-10T23:59:59.6330000;2025-10-10T23:59:59.6734499;5109659b-398e-49b3-8fa9-bc9c3adaca91;112738.6;0.014514;BUY;;;;,2299007
20251010,COINBASE,BTCUSDT,v6,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20251010/E-COINBASE/BTCUSDT.csv.gz,96364340,eeb32a98c82edefd251dd3cd4506fb091bc2c7dcb39ab1136c35788905a0f1d1,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-10-10T23:59:58.7385800;2025-10-10T23:59:58.8324739;38812ffb-2787-4134-9596-a8b56cd64932;112986.69;0.03915854;BUY;;884514925;4ab513e1-862f-47e4-a5e6-e04ef4bb9baa;2cf57595-8f31-4073-9851-823a6b4bc017,918857
23528582,BITGET,BTCUSDT,v7,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/23528582/E-BITGET/BTCUSDT.csv.gz,4493073,ac00eecbece31c613a9fb151f2016d88f9b7d8a2feccc4e111ac815b8038cf34,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-07-20T23:59:59.2750000;2025-07-20T23:59:59.4095498;f29bade2-9494-447f-bc69-a686381c724c;117273;0.000011;SELL;;;;,117606
39450946,BYBITSPOT,BTCUSDT,v7,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/39450946/E-BYBITSPOT/BTCUSDT.csv.gz,1611173,e4f2361ffa1f16fa67e1ee88454c4c391ac4a06e09eba30d6641daaf4b728ba1,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-07-11T23:59:51.9750000;2025-07-11T23:57:13.1234396;8bf24b56-fe19-410a-8d5a-c49110ab260b;0.03985;481.3;BUY;;;;,40597
20250913,BINANCE,BTCUSDT,v7,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20250913/E-BINANCE/BTCUSDT.csv.gz,105909246,816ad115c357813233cfdf5e8780a88238fe8143bc66b5e6eac53ae6bef01d1e,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-09-13T23:59:59.3240000;2025-09-13T23:59:59.3307854;b39d5f12-0202-4376-83af-b3779b92ee2e;116124.27;0.00005;BUY;;1813420876;;,1849506
20250920,BINANCE,BTCUSDT,v7,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20250920/E-BINANCE/BTCUSDT.csv.gz,93791300,c475d7de0bbd00e2335cf2f522e01f423d29e6246b1ef12edfe32baccce52522,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-09-20T23:59:59.9580000;2025-09-20T23:59:59.9605797;13d9e755-7c49-409c-8715-2fb686d93b69;115977.32;0.00009;SELL;;1830625575;;,1651612
20250921,BINANCE,BTCUSDT,v7,/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/canonical/20250921/E-BINANCE/BTCUSDT.csv.gz,88254072,2d4ffd40b095b83a7c5817b859dd04351cac9acec9fcd23deba7b503e6a04528,time_exchange;time_coinapi;guid;price;base_amount;taker_side;id_exch_guid;id_exch_int_inc;order_id_maker;order_id_taker,2025-09-21T23:59:59.6740000;2025-09-21T23:59:59.6802673;e1c763b9-4863-4221-a185-21531e148ddc;115532.45;0.00005;SELL;;1832705039;;,2079465
