edge,lag,lag_s,coef,se,t,p_raw,n_obs_x,coef_placebo,se_placebo,t_placebo,p_placebo,n_obs_y,p_fdr,bh_significant,placebo_robust,final_kept
BINANCE->BITGET,1,2,0.013729497436391496,0.009027064298018136,1.520926071104397,0.12830114337240528,13898,0.013729497436391496,0.009027064298018136,1.520926071104397,0.12830114337240528,13898,0.6311321511092307,False,True,False
BINANCE->BITGET,3,6,-0.009079214437568359,0.008582719235348583,-1.0578482400047438,0.29014302715145823,13896,-0.009079214437568359,0.008582719235348583,-1.0578482400047438,0.29014302715145823,13896,0.6580755794276915,False,True,False
BINANCE->BITGET,6,12,0.013255332516333915,0.008438599478404595,1.5707976839351039,0.11625242617020404,13893,0.013255332516333915,0.008438599478404595,1.5707976839351039,0.11625242617020404,13893,0.6311321511092307,False,True,False
BINANCE->BYBITSPOT,1,2,0.009327659161095932,0.008787765814487283,1.061436929249821,0.2885072707134113,16135,0.009327659161095932,0.008787765814487283,1.061436929249821,0.2885072707134113,16135,0.6580755794276915,False,True,False
BINANCE->BYBITSPOT,3,6,-0.009038987142217082,0.008281357208136048,-1.0914862038962283,0.2750753012953764,16133,-0.009038987142217082,0.008281357208136048,-1.0914862038962283,0.2750753012953764,16133,0.6580755794276915,False,True,False
BINANCE->BYBITSPOT,6,12,-0.0040170221192752,0.0077336401533417455,-0.5194219073587778,0.6034736854996914,16130,-0.0040170221192752,0.0077336401533417455,-0.5194219073587778,0.6034736854996914,16130,0.7241684225996297,False,True,False
BINANCE->COINBASE,1,2,0.040717106543318865,0.009388291453970063,4.337009214397649,1.4526169340944861e-05,17096,0.040717106543318865,0.009388291453970063,4.337009214397649,1.4526169340944861e-05,17096,0.0002614710481370075,True,False,False
BINANCE->COINBASE,3,6,0.008472612902109704,0.009751410653999485,0.868860229841178,0.3849357846919088,17094,0.008472612902109704,0.009751410653999485,0.868860229841178,0.3849357846919088,17094,0.6628340978334224,False,True,False
BINANCE->COINBASE,6,12,0.0007798485819819256,0.009258556386195698,0.08423004078094319,0.9328745205963827,17091,0.0007798485819819256,0.009258556386195698,0.08423004078094319,0.9328745205963827,17091,0.9569418119428934,False,True,False
BITGET->BINANCE,1,2,0.005175397722135121,0.009603637134301611,0.538899757431483,0.5899646575705404,13898,0.005175397722135121,0.009603637134301611,0.538899757431483,0.5899646575705404,13898,0.7241684225996297,False,True,False
