edge,lag,lag_s,coef_placebo,se_placebo,t_placebo,p_placebo,n_obs
BINANCE->BITGET,1,30,0.0008870587515997243,0.014580737001329827,0.060837717017927194,0.951493334493291,2492
BINANCE->BITGET,3,90,0.017688440865854513,0.01649056341252257,1.0726401774982595,0.2835366184471493,2490
BINANCE->BITGET,6,180,0.02829293344485673,0.01359277509004715,2.0814685196677223,0.037493179459053394,2487
BINANCE->BYBITSPOT,1,30,0.010692494353307139,0.017856391525294977,0.5988048782510388,0.5493553353192311,2594
BINANCE->BYBITSPOT,3,90,0.020980022184713506,0.016055216677389874,1.3067417653888846,0.19141644328398688,2592
BINANCE->BYBITSPOT,6,180,-0.026722239493958938,0.018037449915964846,-1.481486552614471,0.13859875106017583,2589
BINANCE->COINBASE,1,30,0.04852430557525425,0.018546565294402396,2.6163499712747105,0.008934398516597941,2856
BINANCE->COINBASE,3,90,0.020020389536007842,0.023656608478054585,0.8462916209895456,0.39746108199382846,2854
BINANCE->COINBASE,6,180,0.01473704738649628,0.026335160231470846,0.5595958884231631,0.5757990997428173,2851
BITGET->BINANCE,1,30,0.004462641579484101,0.0229360824428038,0.1945686056288246,0.8457447725808827,2807
BITGET->BINANCE,3,90,-0.011579088434699502,0.014405221730446205,-0.8038118851184692,0.4215737858423785,2805
BITGET->BINANCE,6,180,-0.03871942471947089,0.03286834201095158,-1.178015754690935,0.23889043492794104,2802
BITGET->BYBITSPOT,1,30,0.05683695979308237,0.023961497843974753,2.372011973674439,0.01775921702552452,2783
BITGET->BYBITSPOT,3,90,0.014458519508649934,0.02497165891500273,0.5789971566511906,0.5626380167518676,2781
BITGET->BYBITSPOT,6,180,0.01657073109590028,0.019990744220213033,0.8289201699227029,0.4072208466239655,2778
BITGET->COINBASE,1,30,0.009994207407625907,0.01260092319286834,0.7931329518207255,0.4277675189220842,2804
BITGET->COINBASE,3,90,-0.011892744597689218,0.02727848958336211,-0.4359751870185263,0.6628883418972877,2802
BITGET->COINBASE,6,180,-0.03711103477360765,0.020681405089133697,-1.794415544478954,0.07285481954765172,2799
BYBITSPOT->BINANCE,1,30,0.017146037151369795,0.017677665814923187,0.969926535034699,0.3321646448797413,2879
BYBITSPOT->BINANCE,3,90,-0.009259467360168782,0.02481913802659465,-0.3730777172940861,0.7091181061191199,2877
BYBITSPOT->BINANCE,6,180,-0.015482618822598005,0.01679962849124961,-0.921604833741556,0.3568121449741275,2874
BYBITSPOT->BITGET,1,30,0.02625160666333938,0.01584197359437612,1.6570919340920165,0.09761512464154731,2748
BYBITSPOT->BITGET,3,90,-0.0256759887739734,0.02444854229706374,-1.0502053031217766,0.2937162136211142,2746
BYBITSPOT->BITGET,6,180,0.03831837520270328,0.02382447344392294,1.6083618927778398,0.10787110816077838,2743
BYBITSPOT->COINBASE,1,30,-0.018259115527242575,0.015964680167960224,-1.1437194691746528,0.25283514982156374,2879
BYBITSPOT->COINBASE,3,90,-0.006157962283527153,0.022095397575467298,-0.27869886760328716,0.7804959753176413,2877
BYBITSPOT->COINBASE,6,180,0.0033593296447154875,0.01894769348257932,0.17729491179515258,0.8592892495320266,2874
COINBASE->BINANCE,1,30,0.042811783894814805,0.020566598058511052,2.0816171820452363,0.037465657017373255,2879
COINBASE->BINANCE,3,90,0.06449329066624113,0.037210078258051615,1.733221043475927,0.08316360772749953,2877
COINBASE->BINANCE,6,180,0.010759010585003104,0.02553956859327701,0.4212682976890724,0.6735907013180307,2874
COINBASE->BITGET,1,30,-0.02909316009443439,0.024193179930743623,-1.2025355979543677,0.22926955460758958,2511
COINBASE->BITGET,3,90,0.0013868805307055464,0.025675196759849153,0.054016354526028355,0.9569264381255456,2509
COINBASE->BITGET,6,180,-0.0014014363120726306,0.02006422546623002,-0.06984751613917914,0.9443206044578796,2506
COINBASE->BYBITSPOT,1,30,0.0005022869473466848,0.02487132709547495,0.020195422038338684,0.9838890235167537,2612
COINBASE->BYBITSPOT,3,90,-0.012702390125519797,0.022410589466895014,-0.5668030349796824,0.5708967842859973,2610
COINBASE->BYBITSPOT,6,180,0.009017206958072782,0.016211503080507898,0.5562227582040022,0.57810635581039,2607
