week,n_pairs,coverage_pct,lat_p01,lat_p05,lat_p25,lat_p50,lat_p75,lat_p95,lat_p99,share_<5min,share_5_30min,share_30_120min,share_>120min,asia_events,eu_events,us_events,asia_rate,eu_rate,us_rate,chi2_stat,p_value,n_bins_used,R2_single,R2_multi,delta_R2,beta_coinbase,se_coinbase,notes
COMBINED,239,99.58333333333333,16509.1181,38028.2579,610269.7734999999,1643550.875,3858894.9179999996,9022172.273699997,16514817.22680001,16.736401673640167,35.146443514644346,38.912133891213394,9.205020920502092,99,40,85,1.2375,0.6666666666666666,1.0625,14.558843474307285,0.0006895842093484,21600,0.006741782790440354,0.014191700978218202,0.007449918187777849,0.07518797657161595,0.0,"Combined W-2 + W-1 weekday analysis (Mon-Fri only, 10 days total)"
