week,n_pairs,coverage_pct,lat_p01,lat_p05,lat_p25,lat_p50,lat_p75,lat_p95,lat_p99,share_<5min,share_5_30min,share_30_120min,share_>120min,asia_events,eu_events,us_events,asia_rate,eu_rate,us_rate,chi2_stat,p_value,n_bins_used,R2_single,R2_multi,delta_R2,beta_coinbase,se_coinbase,notes
week-minus1,120,100.0,47954.34264,169486.83645,965871.252,1969068.094,3854301.022,8632150.94395,12772333.48828001,9.166666666666666,38.333333333333336,45.0,7.5,47,20,46,1.175,0.6666666666666666,1.15,7.271216077839658,0.026367896804689733,7163,7.035453287096427e-05,0.0004215213581538757,0.00035116682528291143,0.008106598351546965,0.0,week-minus1 weekday analysis (Mon-Fri only)
