week,n_pairs,coverage_pct,lat_p01,lat_p05,lat_p25,lat_p50,lat_p75,lat_p95,lat_p99,share_<5min,share_5_30min,share_30_120min,share_>120min,asia_events,eu_events,us_events,asia_rate,eu_rate,us_rate,chi2_stat,p_value,n_bins_used,R2_single,R2_multi,delta_R2,beta_coinbase,se_coinbase,notes
week-minus2,119,99.16666666666667,15443.05532,19933.680399999997,336275.77,1398514.5520000001,3874767.918,9349586.294899998,18620296.49837999,24.369747899159663,31.932773109243694,32.773109243697476,10.92436974789916,52,20,39,1.3,0.6666666666666666,0.975,7.650896905184309,0.021808653190694006,10046,0.02259503189588563,0.04611363735687812,0.023518605460992492,0.12591477852507024,0.0,week-minus2 weekday analysis (Mon-Fri only)
