edge,lag,lag_s,coef,se,t,p_raw,n_obs_x,coef_placebo,se_placebo,t_placebo,p_placebo,n_obs_y,p_fdr,bh_significant,placebo_robust,final_kept
BINANCE->BITGET,1,30,-0.01999883501085494,0.01812399728154674,-1.1034450458242508,0.26993773744045324,2560,-0.01999883501085494,0.01812399728154674,-1.1034450458242508,0.26993773744045324,2560,0.8821242847139941,False,True,False
BINANCE->BITGET,3,90,-0.006114037810607881,0.019709045349523655,-0.3102148126497487,0.7564228978786647,2558,-0.006114037810607881,0.019709045349523655,-0.3102148126497487,0.7564228978786647,2558,0.9203483634856247,False,True,False
BINANCE->BITGET,6,180,-0.011059591327701635,0.015147106423323207,-0.730145482484516,0.4653682533016412,2555,-0.011059591327701635,0.015147106423323207,-0.730145482484516,0.4653682533016412,2555,0.8821242847139941,False,True,False
BINANCE->BYBITSPOT,1,30,0.00021509507861014075,0.018189897985343016,0.011824974432702109,0.9905661041400089,2781,0.00021509507861014075,0.018189897985343016,0.011824974432702109,0.9905661041400089,2781,0.9905661041400089,False,True,False
BINANCE->BYBITSPOT,3,90,-0.018542401597545624,0.018552314784151102,-0.9994656630872851,0.31765624417853555,2779,-0.018542401597545624,0.018552314784151102,-0.9994656630872851,0.31765624417853555,2779,0.8821242847139941,False,True,False
BINANCE->BYBITSPOT,6,180,-0.03601632049680691,0.017855613622809824,-2.017086685321053,0.04378262391609833,2776,-0.03601632049680691,0.017855613622809824,-2.017086685321053,0.04378262391609833,2776,0.8821242847139941,False,False,False
BINANCE->COINBASE,1,30,-0.031069009596460438,0.01993589976796213,-1.5584453151389588,0.11923836365034379,2862,-0.031069009596460438,0.01993589976796213,-1.5584453151389588,0.11923836365034379,2862,0.8821242847139941,False,True,False
BINANCE->COINBASE,3,90,0.03149785364087539,0.022064669939170452,1.4275243512688405,0.15353806109844892,2860,0.03149785364087539,0.022064669939170452,1.4275243512688405,0.15353806109844892,2860,0.8821242847139941,False,True,False
BINANCE->COINBASE,6,180,-0.03627029470280604,0.019171656516523024,-1.8918706722888872,0.058609321370966194,2857,-0.03627029470280604,0.019171656516523024,-1.8918706722888872,0.058609321370966194,2857,0.8821242847139941,False,True,False
BITGET->BINANCE,1,30,0.008803423107029664,0.019160900256613864,0.4594472592169015,0.6459478881015253,2866,0.008803423107029664,0.019160900256613864,0.4594472592169015,0.6459478881015253,2866,0.8943893835251888,False,True,False
