edge,lag,lag_s,coef,se,t,p_raw,n_obs
BINANCE->BITGET,1,15,-0.007823915910953586,0.013441602622462061,-0.5820671932288161,0.5605446296045136,5656
BINANCE->BITGET,3,45,0.005452430755321682,0.01468548797020147,0.37128018942137203,0.7104427678782064,5654
BINANCE->BITGET,6,90,0.0003673059614891852,0.013279316125632466,0.02766000583269428,0.977934299261711,5651
BINANCE->BYBITSPOT,1,15,0.020886597726491353,0.014346975349389151,1.455818889894492,0.14549817490690797,5660
BINANCE->BYBITSPOT,3,45,0.009883905052072043,0.01583767477002716,0.6240755158564917,0.532603161868404,5658
BINANCE->BYBITSPOT,6,90,-0.01384880107536966,0.015224687518891219,-0.9096279354295895,0.3630575414578745,5655
BINANCE->COINBASE,1,15,0.029594511515982812,0.014802072993815451,1.999349113353777,0.0456176084545743,5747
BINANCE->COINBASE,3,45,-0.013577884881855455,0.0148075292183905,-0.9169581691584398,0.35920306421147563,5745
BINANCE->COINBASE,6,90,-0.00932155450447755,0.017933435436972144,-0.5197863252268963,0.60323255515492,5742
BITGET->BINANCE,1,15,-0.006856007538043338,0.015210990887805404,-0.45072721354003137,0.652203193832976,5741
BITGET->BINANCE,3,45,0.020753203429887672,0.014190086931335385,1.4625141854528902,0.14365513673656194,5739
BITGET->BINANCE,6,90,0.009755253965772703,0.014442945412567855,0.6754338320273612,0.4994274133603074,5736
BITGET->BYBITSPOT,1,15,0.0028774862457306323,0.01574415632551312,0.18276535028223254,0.8549885984395813,5736
BITGET->BYBITSPOT,3,45,-0.019973663914142518,0.015810587309415692,-1.2633094219243572,0.20652938261239662,5734
BITGET->BYBITSPOT,6,90,0.005742076254748334,0.014909046953717251,0.3851403964702566,0.7001476978181604,5731
BITGET->COINBASE,1,15,-0.00574471511754741,0.013951103060382598,-0.41177497526062046,0.680519745672276,5740
BITGET->COINBASE,3,45,0.020555074911334806,0.012945379240509024,1.5878310344909263,0.11237966837716473,5738
BITGET->COINBASE,6,90,0.0042587305430148,0.013006228435451012,0.32743777830372406,0.7433487523796423,5735
BYBITSPOT->BINANCE,1,15,0.014272437460995461,0.01578089886167932,0.9044122002234709,0.3658147155423128,5759
BYBITSPOT->BINANCE,3,45,-0.003290683154445039,0.013248262636540078,-0.24838601443248828,0.8038446159329715,5757
BYBITSPOT->BINANCE,6,90,-0.02140760132977767,0.015699412008789392,-1.3635925547907475,0.17274919951312384,5754
BYBITSPOT->BITGET,1,15,0.010440804080338139,0.01640308533303849,0.6365146476016104,0.5244663870426027,5749
BYBITSPOT->BITGET,3,45,0.020922323414319648,0.017451038438555423,1.198915668427785,0.23061018762919794,5747
BYBITSPOT->BITGET,6,90,0.0559116237598227,0.024835335730486453,2.2512932527499014,0.02440462639644414,5744
BYBITSPOT->COINBASE,1,15,0.038311156232874566,0.012688578810564665,3.0193417879846587,0.0025443508632427836,5759
BYBITSPOT->COINBASE,3,45,-0.007059702348810367,0.013265554095066516,-0.5321829980276424,0.5946198012930519,5757
BYBITSPOT->COINBASE,6,90,0.0023007993785043833,0.012292860672876115,0.18716549709060307,0.8515374773124729,5754
COINBASE->BINANCE,1,15,-0.025400976825970922,0.017670006790101757,-1.4375193585211206,0.1506248252402469,5759
COINBASE->BINANCE,3,45,0.018210228985999118,0.016698087653637717,1.0905577550990981,0.27551318460855034,5757
COINBASE->BINANCE,6,90,0.010709126919903156,0.017716531029838587,0.604470869712959,0.5455544723531811,5754
COINBASE->BITGET,1,15,-0.014181125141972402,0.016718774307840564,-0.8482155976782288,0.3963538000145297,5659
COINBASE->BITGET,3,45,0.002253090895968631,0.015488554862223822,0.14546811603862803,0.8843464721403167,5657
COINBASE->BITGET,6,90,0.02458726245136412,0.014601094043155247,1.6839328874051205,0.09224985831407206,5654
COINBASE->BYBITSPOT,1,15,0.015049376731922763,0.01607149620601391,0.9364017225907896,0.34910633568142835,5663
COINBASE->BYBITSPOT,3,45,-0.00212663732039586,0.015377799015002106,-0.13829269834526892,0.8900140163862669,5661
COINBASE->BYBITSPOT,6,90,-0.012509736610892233,0.0147533806648016,-0.8479233943131272,0.39651651527522036,5658
