date,venue,filename,url,http_status,content_length,sha256,status
20250915,BINANCE,BINANCE_20250915_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250915/E-BINANCE/IDDI-20233713+SC-BINANCE_SPOT_BTC_FDUSD+S-BTCFDUSD.csv.gz,200,156291265,57c6a4e294bf073982e245f548812bdbba2335d73ced6fcbdb3cf4f2106716fb,SUCCESS
20250915,COINBASE,COINBASE_20250915_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250915/E-COINBASE/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,200,41499146,8a4873419ff2ba25c3e9916a3bbda63e81ab637ca1c1aa67d721db2434a828e7,SUCCESS
20250915,BYBITSPOT,BYBITSPOT_20250915_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250915/E-BYBITSPOT/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,200,28287673,bbb3d3627dcf3a1d4ef9299a3c0ef426de2c4a4b3cf323daa47678307433dafb,SUCCESS
20250915,BITGET,BITGET_20250915_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250915/E-BITGET/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,200,19905331,c22cbb6b9413343e2350d949750dac799c7e24a71d6cb9c11457a7a3300e4723,SUCCESS
20250916,BINANCE,BINANCE_20250916_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250916/E-BINANCE/IDDI-20233713+SC-BINANCE_SPOT_BTC_FDUSD+S-BTCFDUSD.csv.gz,200,108896489,f0fec60fd33d9b779a2475fd3ea0eae320fcc797ad44c065e0cadf33b0040ad6,SUCCESS
20250916,COINBASE,COINBASE_20250916_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250916/E-COINBASE/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,200,43138940,48aaa0f8a23e539300a6e144097cdf790791f178f4990dfb6734d624d2d0bb9a,SUCCESS
20250916,BYBITSPOT,BYBITSPOT_20250916_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250916/E-BYBITSPOT/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,200,24234250,84763037983a8a19acb285d33597eac04048325ada110d1649687a9384c2992c,SUCCESS
20250916,BITGET,BITGET_20250916_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250916/E-BITGET/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,200,12781941,c70e1f4b00df59f5e8ca769afa4ceb45798e38b0f98c3808fc85ff96458c84bb,SUCCESS
20250917,BINANCE,BINANCE_20250917_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250917/E-BINANCE/IDDI-20233713+SC-BINANCE_SPOT_BTC_FDUSD+S-BTCFDUSD.csv.gz,200,125254989,91a1a281d00d4b448a5fe2e07e383759b7f37d905551127f9605840398eb8a2f,SUCCESS
20250917,COINBASE,COINBASE_20250917_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250917/E-COINBASE/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,200,43951027,e1138c28eea6648d5f306dddf807ac5301068b8d6ad5fdd249551cd2333d9970,SUCCESS
20250917,BYBITSPOT,BYBITSPOT_20250917_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250917/E-BYBITSPOT/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,200,23949831,a4cc2ca7379cfa94ed04bd8864ddfe8d5b40cd7521a3c86ff28998528b682ec5,SUCCESS
20250917,BITGET,BITGET_20250917_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250917/E-BITGET/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,200,12857998,fafb318ab54075f630136db4cddac14517a0765fa05fe51fb394c0770e005629,SUCCESS
20250918,BINANCE,BINANCE_20250918_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250918/E-BINANCE/IDDI-20233713+SC-BINANCE_SPOT_BTC_FDUSD+S-BTCFDUSD.csv.gz,200,160279175,6ebfa2d99c4a3da48ce39ff3f8b8487b5e1d5699444e6c35f6c074059d4996ed,SUCCESS
20250918,COINBASE,COINBASE_20250918_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250918/E-COINBASE/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,200,42073890,945c5ebda44a9c623300192b32057788e1104f99577017dc14c869e71b22be95,SUCCESS
20250918,BYBITSPOT,BYBITSPOT_20250918_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250918/E-BYBITSPOT/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,200,19782961,2714c8c0e571f96c1caf5f99f7f0a270a2551caf659b4c3cd18f5ee47a5e824d,SUCCESS
20250918,BITGET,BITGET_20250918_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250918/E-BITGET/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,200,15301646,af1641b2b877f2225889098aad375f5df5f86d25f6858ce9ad8b3d50055a21cd,SUCCESS
20250919,BINANCE,BINANCE_20250919_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250919/E-BINANCE/IDDI-20233713+SC-BINANCE_SPOT_BTC_FDUSD+S-BTCFDUSD.csv.gz,200,138210118,0c937fbf588b72881d1113233bb9576274dee36892559ccf387409550106e33e,SUCCESS
20250919,COINBASE,COINBASE_20250919_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250919/E-COINBASE/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,200,44221823,2e2631f6a32ec4239a816643040a76b7259b15a06f1a661fc72a9a2fa5026cf1,SUCCESS
20250919,BYBITSPOT,BYBITSPOT_20250919_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250919/E-BYBITSPOT/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,200,20181564,cc071a30092cfcd79a8ec48f116fd92ba3f5aacfb2d61504d6aee04401747d62,SUCCESS
20250919,BITGET,BITGET_20250919_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250919/E-BITGET/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,200,10320784,b150fcc18db6d054af4a2a3bdad295bd1eb1026a80502812d578913d9571b10b,SUCCESS
20250920,BINANCE,BINANCE_20250920_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250920/E-BINANCE/IDDI-20233713+SC-BINANCE_SPOT_BTC_FDUSD+S-BTCFDUSD.csv.gz,200,93791300,c475d7de0bbd00e2335cf2f522e01f423d29e6246b1ef12edfe32baccce52522,SUCCESS
20250920,COINBASE,COINBASE_20250920_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250920/E-COINBASE/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,200,25110855,e6821d426f304020cf2049171623b194bf439056f684542bd8164d22f075a976,SUCCESS
20250920,BYBITSPOT,BYBITSPOT_20250920_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250920/E-BYBITSPOT/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,200,7829376,35de9196be8c42c1e16f4f072d60c3dddc7196e7e4cca0cb6acaa43157d2c2c8,SUCCESS
20250920,BITGET,BITGET_20250920_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250920/E-BITGET/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,200,8874081,aa150b4f8e0005846a52286b5260630849391fec6a5167141eea44946f96f5f3,SUCCESS
20250921,BINANCE,BINANCE_20250921_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250921/E-BINANCE/IDDI-20233713+SC-BINANCE_SPOT_BTC_FDUSD+S-BTCFDUSD.csv.gz,200,88254072,2d4ffd40b095b83a7c5817b859dd04351cac9acec9fcd23deba7b503e6a04528,SUCCESS
20250921,COINBASE,COINBASE_20250921_BTCUSDT.csv.gz,https://s3.flatfiles.coinapi.io/coinapi/T-TRADES/D-20250921/E-COINBASE/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,200,23328804,ce5b5b7c238edfef32d222062c987d9130b3ab29c07079b30f99d8527a5c20ca,SUCCESS
