date,venue,filename,total_observations,total_hours,valid_hours,coverage_pct,missing_hours_count,min_timestamp,max_timestamp,venues_found,validation_status
20250915,BINANCE,BINANCE_20250915_BTCUSDT.csv.gz,2736417,24,0,0.0,24,2025-09-15 00:00:00.025000+00:00,2025-09-15 23:59:59.942000+00:00,['BINANCE'],FAIL
20250915,COINBASE,COINBASE_20250915_BTCUSDT.csv.gz,404899,24,0,0.0,24,2025-09-15 00:00:00.200083+00:00,2025-09-15 23:59:59.764988+00:00,['COINBASE'],FAIL
20250915,BYBITSPOT,BYBITSPOT_20250915_BTCUSDT.csv.gz,617501,24,0,0.0,24,2025-09-15 00:00:01.734000+00:00,2025-09-15 23:59:54.135000+00:00,['BYBITSPOT'],FAIL
20250915,BITGET,BITGET_20250915_BTCUSDT.csv.gz,371718,24,0,0.0,24,2025-09-15 00:00:00.046000+00:00,2025-09-15 23:59:57.037000+00:00,['BITGET'],FAIL
20250916,BINANCE,BINANCE_20250916_BTCUSDT.csv.gz,2528718,24,0,0.0,24,2025-09-16 00:00:00.052000+00:00,2025-09-16 23:59:59.514000+00:00,['BINANCE'],FAIL
20250916,COINBASE,COINBASE_20250916_BTCUSDT.csv.gz,426163,24,0,0.0,24,2025-09-16 00:00:00.986439+00:00,2025-09-16 23:59:59.093583+00:00,['COINBASE'],FAIL
20250916,BYBITSPOT,BYBITSPOT_20250916_BTCUSDT.csv.gz,529114,24,0,0.0,24,2025-09-16 00:00:01.920000+00:00,2025-09-16 23:59:34.918000+00:00,['BYBITSPOT'],FAIL
20250916,BITGET,BITGET_20250916_BTCUSDT.csv.gz,242133,24,0,0.0,24,2025-09-16 00:00:00.045000+00:00,2025-09-16 23:59:58.667000+00:00,['BITGET'],FAIL
20250917,BINANCE,BINANCE_20250917_BTCUSDT.csv.gz,2920722,24,0,0.0,24,2025-09-17 00:00:00.030000+00:00,2025-09-17 23:59:59.990000+00:00,['BINANCE'],FAIL
20250917,COINBASE,COINBASE_20250917_BTCUSDT.csv.gz,427385,24,0,0.0,24,2025-09-17 00:00:00.651684+00:00,2025-09-17 23:59:58.960331+00:00,['COINBASE'],FAIL
20250917,BYBITSPOT,BYBITSPOT_20250917_BTCUSDT.csv.gz,688562,24,0,0.0,24,2025-09-17 00:00:01.721000+00:00,2025-09-17 23:59:59.997000+00:00,['BYBITSPOT'],FAIL
20250917,BITGET,BITGET_20250917_BTCUSDT.csv.gz,254073,24,0,0.0,24,2025-09-17 00:00:00.045000+00:00,2025-09-17 23:59:58.721000+00:00,['BITGET'],FAIL
20250918,BINANCE,BINANCE_20250918_BTCUSDT.csv.gz,2826688,24,0,0.0,24,2025-09-18 00:00:00.007000+00:00,2025-09-18 23:59:59.211000+00:00,['BINANCE'],FAIL
20250918,COINBASE,COINBASE_20250918_BTCUSDT.csv.gz,415774,24,0,0.0,24,2025-09-18 00:00:00.495712+00:00,2025-09-18 23:59:59.298078+00:00,['COINBASE'],FAIL
20250918,BYBITSPOT,BYBITSPOT_20250918_BTCUSDT.csv.gz,574144,24,0,0.0,24,2025-09-18 00:00:00.161000+00:00,2025-09-18 23:59:59.539000+00:00,['BYBITSPOT'],FAIL
20250918,BITGET,BITGET_20250918_BTCUSDT.csv.gz,286452,24,0,0.0,24,2025-09-18 00:00:00.046000+00:00,2025-09-18 23:59:53.442000+00:00,['BITGET'],FAIL
20250919,BINANCE,BINANCE_20250919_BTCUSDT.csv.gz,2444854,24,0,0.0,24,2025-09-19 00:00:00.013000+00:00,2025-09-19 23:59:59.770000+00:00,['BINANCE'],FAIL
20250919,COINBASE,COINBASE_20250919_BTCUSDT.csv.gz,438494,24,0,0.0,24,2025-09-19 00:00:00.037432+00:00,2025-09-19 23:59:59.286992+00:00,['COINBASE'],FAIL
20250919,BYBITSPOT,BYBITSPOT_20250919_BTCUSDT.csv.gz,439092,24,0,0.0,24,2025-09-19 00:00:00.345000+00:00,2025-09-19 23:59:54.244000+00:00,['BYBITSPOT'],FAIL
20250919,BITGET,BITGET_20250919_BTCUSDT.csv.gz,193568,24,0,0.0,24,2025-09-19 00:00:00.047000+00:00,2025-09-19 23:59:58.996000+00:00,['BITGET'],FAIL
20250920,BINANCE,BINANCE_20250920_BTCUSDT.csv.gz,1651611,24,0,0.0,24,2025-09-20 00:00:00.098000+00:00,2025-09-20 23:59:59.958000+00:00,['BINANCE'],FAIL
20250920,COINBASE,COINBASE_20250920_BTCUSDT.csv.gz,253406,24,0,0.0,24,2025-09-20 00:00:00.022725+00:00,2025-09-20 23:59:59.633270+00:00,['COINBASE'],FAIL
20250920,BYBITSPOT,BYBITSPOT_20250920_BTCUSDT.csv.gz,164901,24,0,0.0,24,2025-09-20 00:00:00.594000+00:00,2025-09-20 23:59:57.802000+00:00,['BYBITSPOT'],FAIL
20250920,BITGET,BITGET_20250920_BTCUSDT.csv.gz,160114,24,0,0.0,24,2025-09-20 00:00:00.049000+00:00,2025-09-20 23:59:58.391000+00:00,['BITGET'],FAIL
20250921,BINANCE,BINANCE_20250921_BTCUSDT.csv.gz,2079464,24,0,0.0,24,2025-09-21 00:00:00.045000+00:00,2025-09-21 23:59:59.674000+00:00,['BINANCE'],FAIL
20250921,COINBASE,COINBASE_20250921_BTCUSDT.csv.gz,233731,24,0,0.0,24,2025-09-21 00:00:00.704246+00:00,2025-09-21 23:59:59.740677+00:00,['COINBASE'],FAIL
20250921,BYBITSPOT,BYBITSPOT_20250921_BTCUSDT.csv.gz,320258,24,0,0.0,24,2025-09-21 00:00:33.318000+00:00,2025-09-21 23:59:59.042000+00:00,['BYBITSPOT'],FAIL
20250921,BITGET,BITGET_20250921_BTCUSDT.csv.gz,178644,24,0,0.0,24,2025-09-21 00:00:00.048000+00:00,2025-09-21 23:59:59.660000+00:00,['BITGET'],FAIL
