edge,lag,lag_s,coef,se,t,p_raw,n_obs_x,coef_placebo,se_placebo,t_placebo,p_placebo,n_obs_y,p_fdr,bh_significant,placebo_robust,final_kept
BINANCE->BITGET,1,30,0.02138817877346227,0.025982934481988504,0.8231625564960209,0.41048411713438027,2865,0.02138817877346227,0.025982934481988504,0.8231625564960209,0.41048411713438027,2865,0.8306592627654983,False,True,False
BINANCE->BITGET,3,90,-0.013220086626503124,0.02052990547647345,-0.6439428881761233,0.5196640862102844,2863,-0.013220086626503124,0.02052990547647345,-0.6439428881761233,0.5196640862102844,2863,0.8306592627654983,False,True,False
BINANCE->BITGET,6,180,-0.012502579160991026,0.020736656490020697,-0.6029216507013927,0.5466086504953651,2860,-0.012502579160991026,0.020736656490020697,-0.6029216507013927,0.5466086504953651,2860,0.8306592627654983,False,True,False
BINANCE->BYBITSPOT,1,30,-0.028954973670506992,0.020584095613541124,-1.4066672742940007,0.15963673500045594,2810,-0.028954973670506992,0.020584095613541124,-1.4066672742940007,0.15963673500045594,2810,0.7183653075020517,False,True,False
BINANCE->BYBITSPOT,3,90,-0.004518666361473888,0.01972632675362753,-0.22906780455935305,0.8188329101281517,2808,-0.004518666361473888,0.01972632675362753,-0.22906780455935305,0.8188329101281517,2808,0.8967394233990633,False,True,False
BINANCE->BYBITSPOT,6,180,-0.015198528804700979,0.02018224944729472,-0.7530641638530648,0.4514746004499415,2805,-0.015198528804700979,0.02018224944729472,-0.7530641638530648,0.4514746004499415,2805,0.8306592627654983,False,True,False
BINANCE->COINBASE,1,30,0.031274751704434785,0.021474995293291717,1.4563333438403259,0.14541014453922307,2865,0.031274751704434785,0.021474995293291717,1.4563333438403259,0.14541014453922307,2865,0.7183653075020517,False,True,False
BINANCE->COINBASE,3,90,-0.035015554292437356,0.020103283384180378,-1.7417828532423565,0.08165391892401397,2863,-0.035015554292437356,0.020103283384180378,-1.7417828532423565,0.08165391892401397,2863,0.6880674090931023,False,True,False
BINANCE->COINBASE,6,180,0.012217006792220398,0.02167807764469194,0.5635650444868591,0.5730943952762639,2860,0.012217006792220398,0.02167807764469194,0.5635650444868591,0.5730943952762639,2860,0.8306592627654983,False,True,False
BITGET->BINANCE,1,30,-0.05340892038784146,0.022682009899827275,-2.3546819979233047,0.018605448006229652,2877,-0.05340892038784146,0.022682009899827275,-2.3546819979233047,0.018605448006229652,2877,0.33489806411213374,False,False,False
BITGET->BINANCE,3,90,-0.06109062617270558,0.025107448236340067,-2.43316746479573,0.015027991208763858,2875,-0.06109062617270558,0.025107448236340067,-2.43316746479573,0.015027991208763858,2875,0.33489806411213374,False,False,False
BITGET->BINANCE,6,180,0.02366825510693733,0.019058589973790743,1.2418681098384388,0.2143867023541881,2872,0.02366825510693733,0.019058589973790743,1.2418681098384388,0.2143867023541881,2872,0.8306592627654983,False,True,False
BITGET->BYBITSPOT,1,30,0.002610703343824858,0.02017443113479495,0.12940654070399854,0.8970452045105084,2821,0.002610703343824858,0.02017443113479495,0.12940654070399854,0.8970452045105084,2821,0.8970452045105084,False,True,False
BITGET->BYBITSPOT,3,90,0.017395380399717695,0.02108515885297594,0.8250058973239619,0.40943809677638043,2819,0.017395380399717695,0.02108515885297594,0.8250058973239619,0.40943809677638043,2819,0.8306592627654983,False,True,False
