event_id,date,venue_event,venue_i,venue_j,delta_disp,delta_entropy,session,wash_tercile,n_pre,n_post
83,20250904,BITGET,BITGET,COINBASE,1.0917955687667799e-08,0.002264245141583743,Tokyo,low,164,174
83,20250904,BITGET,COINBASE,BITGET,4.5965997125771236e-09,0.0,Tokyo,low,165,175
83,20250904,BITGET,BITGET,BYBITSPOT,1.253563408690288e-08,0.0,Tokyo,low,160,170
83,20250904,BITGET,BYBITSPOT,BITGET,1.0618089413730498e-08,4.514731567573094e-05,Tokyo,low,163,171
84,20250904,BITGET,BITGET,BINANCE,9.591559987160014e-09,6.081253895273697e-05,Tokyo,low,118,114
84,20250904,BITGET,BINANCE,BITGET,8.200906724952833e-09,7.214787590004157e-05,Tokyo,low,166,150
84,20250904,BITGET,BITGET,COINBASE,9.33631407781768e-09,6.081253895273697e-05,Tokyo,low,118,114
84,20250904,BITGET,COINBASE,BITGET,6.289312840046396e-09,7.214787590004157e-05,Tokyo,low,166,150
84,20250904,BITGET,BITGET,BYBITSPOT,9.012190799939738e-09,0.00019884748295506682,Tokyo,low,123,140
84,20250904,BITGET,BYBITSPOT,BITGET,-2.143690872495409e-09,7.961522899169182e-05,Tokyo,low,159,140
85,20250904,BITGET,BITGET,BINANCE,1.4462380366488772e-09,-2.8262762565400834e-05,Tokyo,low,154,163
85,20250904,BITGET,BINANCE,BITGET,-2.143822757612399e-09,0.00083362512789531,Tokyo,low,167,170
85,20250904,BITGET,BITGET,COINBASE,1.9169619577725267e-09,-2.8262762565400834e-05,Tokyo,low,154,163
85,20250904,BITGET,COINBASE,BITGET,-2.4134126823203055e-09,0.0001073590537559177,Tokyo,low,167,170
85,20250904,BITGET,BITGET,BYBITSPOT,-1.985512141906828e-09,0.0005847103636886786,Tokyo,low,144,155
85,20250904,BITGET,BYBITSPOT,BITGET,2.9091582505726983e-09,0.00015619610955264207,Tokyo,low,145,156
86,20250904,BYBITSPOT,BYBITSPOT,BINANCE,5.827582463209718e-09,0.0,NewYork,low,179,179
86,20250904,BYBITSPOT,BINANCE,BYBITSPOT,1.2211687178447012e-08,6.277301686119507e-05,NewYork,low,179,180
86,20250904,BYBITSPOT,BYBITSPOT,COINBASE,-2.1222752355171097e-09,-3.209281908023165e-05,NewYork,low,179,178
86,20250904,BYBITSPOT,COINBASE,BYBITSPOT,1.6496422805604943e-08,6.277301686119507e-05,NewYork,low,179,180
86,20250904,BYBITSPOT,BYBITSPOT,BITGET,1.1805182641098655e-08,-7.152968064527698e-07,NewYork,low,178,177
86,20250904,BYBITSPOT,BITGET,BYBITSPOT,-2.841456899225731e-08,9.55811327478795e-05,NewYork,low,177,180
87,20250904,BYBITSPOT,BYBITSPOT,BINANCE,1.6517097349705383e-09,9.486583594142672e-05,NewYork,low,178,180
87,20250904,BYBITSPOT,BINANCE,BYBITSPOT,2.1272365594472783e-08,0.0,NewYork,low,180,180
87,20250904,BYBITSPOT,BYBITSPOT,COINBASE,1.686340421873025e-08,6.277301686119507e-05,NewYork,low,179,180
87,20250904,BYBITSPOT,COINBASE,BYBITSPOT,-2.621070995621793e-09,0.0,NewYork,low,180,180
87,20250904,BYBITSPOT,BYBITSPOT,BITGET,2.9546932446580464e-08,-3.137741328829158e-05,NewYork,low,176,177
87,20250904,BYBITSPOT,BITGET,BYBITSPOT,4.624865910767614e-08,7.527532556617089e-06,NewYork,low,151,159
88,20250904,BYBITSPOT,BYBITSPOT,BINANCE,7.825576991018925e-09,-3.243216651771519e-05,London,low,171,173
88,20250904,BYBITSPOT,BINANCE,BYBITSPOT,-2.1953945164400914e-11,0.0003134110193925288,London,low,179,176
88,20250904,BYBITSPOT,BYBITSPOT,COINBASE,5.087408292324051e-09,-0.0001012136154581178,London,low,170,172
88,20250904,BYBITSPOT,COINBASE,BYBITSPOT,4.4431384084864164e-10,-2.2396464762763912e-06,London,low,176,174
88,20250904,BYBITSPOT,BYBITSPOT,BITGET,8.702021818555952e-09,-3.4770249522253494e-05,London,low,174,172
88,20250904,BYBITSPOT,BITGET,BYBITSPOT,8.811112194517718e-09,0.00039972683567657263,London,low,174,170
89,20250904,BYBITSPOT,BYBITSPOT,BINANCE,7.519297965482369e-09,-0.00010043429636441559,London,low,170,173
89,20250904,BYBITSPOT,BINANCE,BYBITSPOT,-4.232502934673265e-10,0.00034727261219180683,London,low,178,176
89,20250904,BYBITSPOT,BYBITSPOT,COINBASE,5.0140883297697235e-09,-2.9988997220176117e-05,London,low,169,173
89,20250904,BYBITSPOT,COINBASE,BYBITSPOT,4.179497064674701e-10,0.0,London,low,175,175
89,20250904,BYBITSPOT,BYBITSPOT,BITGET,8.806099933178236e-09,3.399093042855128e-05,London,low,173,174
89,20250904,BYBITSPOT,BITGET,BYBITSPOT,8.651150794789092e-09,0.00033443064469151906,London,low,173,172
90,20250904,BYBITSPOT,BYBITSPOT,BINANCE,1.1236044161680355e-08,0.00021859816766300888,Tokyo,low,163,172
90,20250904,BYBITSPOT,BINANCE,BYBITSPOT,1.8507677343173998e-08,6.644336593586431e-05,Tokyo,low,174,180
90,20250904,BYBITSPOT,BYBITSPOT,COINBASE,1.0264873454750311e-08,0.0022626863776729067,Tokyo,low,164,171
90,20250904,BYBITSPOT,COINBASE,BYBITSPOT,1.8515023321853155e-08,6.644336593586431e-05,Tokyo,low,174,175
90,20250904,BYBITSPOT,BYBITSPOT,BITGET,1.0618089413730498e-08,4.514731567573094e-05,Tokyo,low,163,171
90,20250904,BYBITSPOT,BITGET,BYBITSPOT,1.253563408690288e-08,0.0,Tokyo,low,160,170
91,20250904,BYBITSPOT,BYBITSPOT,BINANCE,9.478363412565857e-09,1.8443317021166195e-05,Tokyo,low,154,174
91,20250904,BYBITSPOT,BINANCE,BYBITSPOT,1.1434786644177881e-09,-9.55811327478795e-05,Tokyo,low,175,177
91,20250904,BYBITSPOT,BYBITSPOT,COINBASE,9.549834709522215e-09,1.8443317021166195e-05,Tokyo,low,154,174
91,20250904,BYBITSPOT,COINBASE,BYBITSPOT,5.925932637326712e-09,-9.55811327478795e-05,Tokyo,low,175,177
91,20250904,BYBITSPOT,BYBITSPOT,BITGET,-2.143690872495409e-09,7.961522899169182e-05,Tokyo,low,159,140
91,20250904,BYBITSPOT,BITGET,BYBITSPOT,9.012190799939738e-09,0.00019884748295506682,Tokyo,low,123,140
92,20250904,BYBITSPOT,BYBITSPOT,BINANCE,3.52757670463502e-09,0.000213807689174228,Tokyo,low,157,163
92,20250904,BYBITSPOT,BINANCE,BYBITSPOT,-3.4483465602336313e-09,7.044529914423947e-05,Tokyo,low,169,170
92,20250904,BYBITSPOT,BYBITSPOT,COINBASE,4.717943331248375e-09,8.306661296364481e-06,Tokyo,low,157,163
92,20250904,BYBITSPOT,COINBASE,BYBITSPOT,-4.447593746448027e-09,7.044529914423947e-05,Tokyo,low,169,170
92,20250904,BYBITSPOT,BYBITSPOT,BITGET,2.9091582505726983e-09,0.00015619610955264207,Tokyo,low,145,156
92,20250904,BYBITSPOT,BITGET,BYBITSPOT,-1.985512141906828e-09,0.0005847103636886786,Tokyo,low,144,155
93,20250904,COINBASE,COINBASE,BINANCE,3.238548310511986e-08,0.0,NewYork,low,180,180
93,20250904,COINBASE,BINANCE,COINBASE,7.4319654660072614e-09,0.0,NewYork,low,180,180
93,20250904,COINBASE,COINBASE,BYBITSPOT,1.6496422805604943e-08,6.277301686119507e-05,NewYork,low,179,180
93,20250904,COINBASE,BYBITSPOT,COINBASE,-2.1222752355171097e-09,-3.209281908023165e-05,NewYork,low,179,178
93,20250904,COINBASE,COINBASE,BITGET,1.549314393388735e-08,0.0,NewYork,low,180,180
93,20250904,COINBASE,BITGET,COINBASE,3.817959189281626e-08,6.420371945958792e-05,NewYork,low,176,180
94,20250904,COINBASE,COINBASE,BINANCE,1.6412649219773366e-08,0.0,NewYork,low,180,180
94,20250904,COINBASE,BINANCE,COINBASE,-6.908097656907038e-10,0.0,NewYork,low,180,180
94,20250904,COINBASE,COINBASE,BYBITSPOT,-2.621070995621793e-09,0.0,NewYork,low,180,180
94,20250904,COINBASE,BYBITSPOT,COINBASE,1.686340421873025e-08,6.277301686119507e-05,NewYork,low,179,180
94,20250904,COINBASE,COINBASE,BITGET,9.360935292986211e-09,1.4307025983928412e-06,NewYork,low,176,179
94,20250904,COINBASE,BITGET,COINBASE,2.410366292594147e-08,0.0,NewYork,low,170,165
95,20250904,COINBASE,COINBASE,BINANCE,8.210286365055468e-09,7.152968064527698e-07,London,low,177,178
95,20250904,COINBASE,BINANCE,COINBASE,6.482484143276985e-09,3.209281908023165e-05,London,low,178,179
95,20250904,COINBASE,COINBASE,BYBITSPOT,1.753407728516835e-10,-2.2396464762763912e-06,London,low,176,174
95,20250904,COINBASE,BYBITSPOT,COINBASE,3.947373639542786e-09,-0.0001012136154581178,London,low,170,172
95,20250904,COINBASE,COINBASE,BITGET,7.006108406462208e-09,6.420371945958792e-05,London,low,176,175
95,20250904,COINBASE,BITGET,COINBASE,-9.0257066382257e-09,-3.623057690482767e-05,London,low,176,173
96,20250904,COINBASE,COINBASE,BINANCE,8.210286365055468e-09,7.152968064527698e-07,London,low,177,178
96,20250904,COINBASE,BINANCE,COINBASE,6.482484143276985e-09,3.209281908023165e-05,London,low,178,179
96,20250904,COINBASE,COINBASE,BYBITSPOT,1.753407728516835e-10,-2.2396464762763912e-06,London,low,176,174
96,20250904,COINBASE,BYBITSPOT,COINBASE,3.947373639542786e-09,-0.0001012136154581178,London,low,170,172
96,20250904,COINBASE,COINBASE,BITGET,7.006108406462208e-09,6.420371945958792e-05,London,low,176,175
96,20250904,COINBASE,BITGET,COINBASE,-9.0257066382257e-09,-3.623057690482767e-05,London,low,176,173
97,20250904,COINBASE,COINBASE,BINANCE,2.160045827066433e-08,0.0,Tokyo,low,180,180
97,20250904,COINBASE,BINANCE,COINBASE,2.2714319621080036e-08,0.0,Tokyo,low,180,180
97,20250904,COINBASE,COINBASE,BYBITSPOT,1.8515023321853155e-08,6.644336593586431e-05,Tokyo,low,174,175
97,20250904,COINBASE,BYBITSPOT,COINBASE,1.0264873454750311e-08,0.0022626863776729067,Tokyo,low,164,171
97,20250904,COINBASE,COINBASE,BITGET,4.5965997125771236e-09,0.0,Tokyo,low,165,175
97,20250904,COINBASE,BITGET,COINBASE,1.0917955687667799e-08,0.002264245141583743,Tokyo,low,164,174
98,20250904,COINBASE,COINBASE,BINANCE,9.005201908889586e-09,0.0,Tokyo,low,180,180
98,20250904,COINBASE,BINANCE,COINBASE,9.128191807271299e-09,0.0,Tokyo,low,180,180
98,20250904,COINBASE,COINBASE,BYBITSPOT,8.790455886710919e-10,4.853163616536094e-06,Tokyo,low,173,177
98,20250904,COINBASE,BYBITSPOT,COINBASE,8.155264681765183e-09,5.398886938023928e-05,Tokyo,low,158,174
98,20250904,COINBASE,COINBASE,BITGET,8.141186342216077e-09,-2.9128529202449016e-05,Tokyo,low,171,144
98,20250904,COINBASE,BITGET,COINBASE,3.6753122166624236e-09,-1.711053952613284e-05,Tokyo,low,117,113
99,20250904,COINBASE,COINBASE,BINANCE,7.394681368072798e-10,0.0,Tokyo,low,180,180
99,20250904,COINBASE,BINANCE,COINBASE,7.394681368072798e-10,0.0,Tokyo,low,180,180
99,20250904,COINBASE,COINBASE,BYBITSPOT,7.63066327334274e-09,-2.8286420464374018e-05,Tokyo,low,166,173
99,20250904,COINBASE,BYBITSPOT,COINBASE,1.1170286712077502e-08,5.6293602679557964e-05,Tokyo,low,153,166
99,20250904,COINBASE,COINBASE,BITGET,7.987647516455296e-09,-2.906573955807623e-05,Tokyo,low,166,172
99,20250904,COINBASE,BITGET,COINBASE,1.0631933131951258e-08,2.3061563263260254e-05,Tokyo,low,152,168
100,20250905,BINANCE,BINANCE,COINBASE,1.072533870375065e-09,0.0,Tokyo,low,180,180
100,20250905,BINANCE,COINBASE,BINANCE,1.072533870375065e-09,0.0,Tokyo,low,180,180
100,20250905,BINANCE,BINANCE,BYBITSPOT,4.709339669727622e-09,-0.00010043429636441559,Tokyo,low,170,173
100,20250905,BINANCE,BYBITSPOT,BINANCE,8.881148588757821e-09,-3.0674419281062626e-05,Tokyo,low,161,167
100,20250905,BINANCE,BINANCE,BITGET,6.656306654641039e-09,0.003028652581151814,Tokyo,low,144,150
100,20250905,BINANCE,BITGET,BINANCE,1.6495416980320308e-10,4.877905159439422e-05,Tokyo,low,109,129
101,20250905,BINANCE,BINANCE,COINBASE,3.702332446852079e-10,0.0,Tokyo,low,180,180
101,20250905,BINANCE,COINBASE,BINANCE,3.702332446852079e-10,0.0,Tokyo,low,180,180
101,20250905,BINANCE,BINANCE,BYBITSPOT,1.1894971215360204e-08,3.6062539055192744e-05,Tokyo,low,168,169
101,20250905,BINANCE,BYBITSPOT,BINANCE,2.6699693560477865e-09,-3.241851035462595e-05,Tokyo,low,156,162
101,20250905,BINANCE,BINANCE,BITGET,8.033910436661113e-09,-1.1217870992119572e-05,Tokyo,low,169,156
101,20250905,BINANCE,BITGET,BINANCE,-4.54699353787646e-09,-0.0001420068538577901,Tokyo,high,163,140
102,20250905,BINANCE,BINANCE,COINBASE,-1.296991013068067e-09,-5.947500364666958e-05,Tokyo,low,178,180
102,20250905,BINANCE,COINBASE,BINANCE,-1.2073180087510705e-09,6.420371945958792e-05,Tokyo,low,176,180
102,20250905,BINANCE,BINANCE,BYBITSPOT,2.0245879414120497e-09,-0.019626285078122363,Tokyo,high,162,153
102,20250905,BINANCE,BYBITSPOT,BINANCE,-1.4415759120464763e-09,-0.000291340490857106,Tokyo,low,147,137
102,20250905,BINANCE,BINANCE,BITGET,2.373190126127203e-09,-0.00020423477993869454,Tokyo,high,171,172
102,20250905,BINANCE,BITGET,BINANCE,-1.8281410566028437e-09,-0.0003070143240146983,Tokyo,low,170,162
103,20250905,BINANCE,BINANCE,COINBASE,4.543809403342017e-08,6.277301686119507e-05,London,low,179,180
103,20250905,BINANCE,COINBASE,BINANCE,6.883372946746711e-08,9.486583594142672e-05,London,low,178,180
103,20250905,BINANCE,BINANCE,BYBITSPOT,1.534692078773536e-09,6.277301686119507e-05,London,low,179,180
103,20250905,BINANCE,BYBITSPOT,BINANCE,2.7376603927826116e-08,0.043142520277522856,London,low,176,176
103,20250905,BINANCE,BINANCE,BITGET,-7.104271723855152e-09,-2.5135833603640023e-05,London,low,169,177
103,20250905,BINANCE,BITGET,BINANCE,1.907859872766893e-08,0.030362164331841468,London,low,130,170
104,20250905,BINANCE,BINANCE,COINBASE,3.861855015718372e-08,6.277301686119507e-05,London,low,179,180
104,20250905,BINANCE,COINBASE,BINANCE,6.385912316825323e-08,9.486583594142672e-05,London,low,178,180
104,20250905,BINANCE,BINANCE,BYBITSPOT,-9.002811379069592e-09,6.277301686119507e-05,London,low,179,180
104,20250905,BINANCE,BYBITSPOT,BINANCE,2.2301810997063995e-08,0.032726144859963835,London,low,176,176
104,20250905,BINANCE,BINANCE,BITGET,-1.0461931634994818e-08,-2.5135833603640023e-05,London,low,169,177
104,20250905,BINANCE,BITGET,BINANCE,1.569834929484989e-08,0.01468108917027866,London,low,131,170
105,20250905,BINANCE,BINANCE,COINBASE,2.8295192026577364e-08,0.0,London,low,180,180
105,20250905,BINANCE,COINBASE,BINANCE,4.9780156384194766e-08,0.0,London,low,180,180
105,20250905,BINANCE,BINANCE,BYBITSPOT,-1.3132915267368119e-09,6.277301686119507e-05,London,low,179,180
105,20250905,BINANCE,BYBITSPOT,BINANCE,2.092335702829207e-08,-6.277301686119507e-05,London,low,175,179
105,20250905,BINANCE,BINANCE,BITGET,-1.7487311320341474e-11,5.5684604229888635e-06,London,low,173,178
105,20250905,BINANCE,BITGET,BINANCE,1.8994707248287772e-08,0.0,London,low,166,166
107,20250905,BITGET,BITGET,BINANCE,1.6495416980320308e-10,4.877905159439422e-05,Tokyo,low,109,129
107,20250905,BITGET,BINANCE,BITGET,6.656306654641039e-09,0.003028652581151814,Tokyo,low,144,150
107,20250905,BITGET,BITGET,COINBASE,-1.1309665442216773e-09,4.877905159439422e-05,Tokyo,low,109,129
107,20250905,BITGET,COINBASE,BITGET,8.90157704755907e-09,9.713065904914941e-05,Tokyo,low,144,150
107,20250905,BITGET,BITGET,BYBITSPOT,1.9450074873300636e-08,-0.006687217830352976,Tokyo,low,104,123
107,20250905,BITGET,BYBITSPOT,BITGET,6.352691576544617e-09,0.00010734885520502502,Tokyo,low,136,135
108,20250905,BITGET,BITGET,BINANCE,-4.6173043768306565e-09,-0.0001420068538577901,Tokyo,high,163,140
108,20250905,BITGET,BINANCE,BITGET,8.008672516093294e-09,-1.1217870992119572e-05,Tokyo,low,169,156
108,20250905,BITGET,BITGET,COINBASE,-4.070390810152307e-09,0.00011314944552243134,Tokyo,low,163,140
108,20250905,BITGET,COINBASE,BITGET,7.268015609376618e-09,-1.1217870992119572e-05,Tokyo,low,169,156
108,20250905,BITGET,BITGET,BYBITSPOT,-4.3027362935978396e-10,-0.00012113269211178057,Tokyo,low,145,129
108,20250905,BITGET,BYBITSPOT,BITGET,1.5707599973654452e-08,0.0001385236727282635,Tokyo,low,147,135
109,20250905,BITGET,BITGET,BINANCE,-1.8281410566028437e-09,-0.0003070143240146983,Tokyo,low,170,162
109,20250905,BITGET,BINANCE,BITGET,2.373190126127203e-09,-0.00020423477993869454,Tokyo,high,171,172
109,20250905,BITGET,BITGET,COINBASE,-2.6333123109957208e-09,-7.573842291552779e-06,Tokyo,low,168,162
109,20250905,BITGET,COINBASE,BITGET,1.3073821564226455e-09,-3.076831631387833e-05,Tokyo,low,169,172
109,20250905,BITGET,BITGET,BYBITSPOT,1.1366275872073798e-10,0.0,Tokyo,low,145,135
109,20250905,BITGET,BYBITSPOT,BITGET,-1.630668077841882e-09,3.292678539179583e-05,Tokyo,high,138,126
110,20250905,BITGET,BITGET,BINANCE,1.907859872766893e-08,0.030362164331841468,London,low,130,170
110,20250905,BITGET,BINANCE,BITGET,-7.104271723855152e-09,-2.5135833603640023e-05,London,low,169,177
110,20250905,BITGET,BITGET,COINBASE,2.350232781066357e-08,4.422615204457969e-05,London,low,134,171
110,20250905,BITGET,COINBASE,BITGET,-4.239304027990277e-09,1.092670545155272e-05,London,low,168,177
110,20250905,BITGET,BITGET,BYBITSPOT,5.758567736226103e-08,0.0008774453518543002,London,low,157,174
110,20250905,BITGET,BYBITSPOT,BITGET,4.411978462907206e-08,1.1777921008038206e-05,London,low,167,177
111,20250905,BITGET,BITGET,BINANCE,1.569834929484989e-08,0.01468108917027866,London,low,131,170
111,20250905,BITGET,BINANCE,BITGET,-1.0461931634994818e-08,-2.5135833603640023e-05,London,low,169,177
111,20250905,BITGET,BITGET,COINBASE,1.8613175727239217e-08,4.178298274704062e-05,London,low,134,169
111,20250905,BITGET,COINBASE,BITGET,-9.707151056912958e-09,1.092670545155272e-05,London,low,168,177
111,20250905,BITGET,BITGET,BYBITSPOT,5.36758310130101e-08,5.501274088293151e-05,London,low,157,174
111,20250905,BITGET,BYBITSPOT,BITGET,3.7787295611831907e-08,1.1777921008038206e-05,London,low,167,177
112,20250905,BITGET,BITGET,BINANCE,1.8994707248287772e-08,0.0,London,low,166,166
112,20250905,BITGET,BINANCE,BITGET,-1.7487311320341474e-11,5.5684604229888635e-06,London,low,173,178
112,20250905,BITGET,BITGET,COINBASE,2.1262480140402106e-08,0.0,London,low,167,167
112,20250905,BITGET,COINBASE,BITGET,6.769075266799649e-09,5.5684604229888635e-06,London,low,173,178
112,20250905,BITGET,BITGET,BYBITSPOT,5.189341316086881e-08,0.0001073590537559177,London,low,167,175
112,20250905,BITGET,BYBITSPOT,BITGET,3.384576621650581e-08,-2.6863706094726325e-05,London,low,171,178
113,20250905,BITGET,BITGET,COINBASE,4.7297188554960155e-07,-3.7009895998529885e-05,NewYork,low,176,172
113,20250905,BITGET,COINBASE,BITGET,3.835048434507168e-07,6.80021298467004e-05,NewYork,low,171,180
113,20250905,BITGET,BITGET,BYBITSPOT,4.997895700975172e-07,0.00010650783819943221,NewYork,low,168,175
113,20250905,BITGET,BYBITSPOT,BITGET,3.6513932393622666e-07,0.0,NewYork,low,175,180
114,20250905,BYBITSPOT,BYBITSPOT,BINANCE,9.05342337653745e-09,6.722626735067294e-06,Tokyo,low,162,167
114,20250905,BYBITSPOT,BINANCE,BYBITSPOT,5.7288192233307415e-09,-0.00010043429636441559,Tokyo,low,170,173
114,20250905,BYBITSPOT,BYBITSPOT,COINBASE,1.04392648906888e-08,6.722626735067294e-06,Tokyo,low,162,167
114,20250905,BYBITSPOT,COINBASE,BYBITSPOT,4.784376199647561e-09,-0.00010043429636441559,Tokyo,low,170,173
114,20250905,BYBITSPOT,BYBITSPOT,BITGET,6.496508626670795e-09,0.00010734885520502502,Tokyo,low,136,135
114,20250905,BYBITSPOT,BITGET,BYBITSPOT,1.914856715075661e-08,-0.006687217830352976,Tokyo,low,104,123
115,20250905,BYBITSPOT,BYBITSPOT,BINANCE,2.8837467038508813e-09,-3.241851035462595e-05,Tokyo,low,156,162
115,20250905,BYBITSPOT,BINANCE,BYBITSPOT,1.1872706822357202e-08,3.6062539055192744e-05,Tokyo,low,168,169
115,20250905,BYBITSPOT,BYBITSPOT,COINBASE,1.9825158169012667e-09,-3.241851035462595e-05,Tokyo,low,156,162
115,20250905,BYBITSPOT,COINBASE,BYBITSPOT,1.1337264713175277e-08,3.6062539055192744e-05,Tokyo,low,168,169
115,20250905,BYBITSPOT,BYBITSPOT,BITGET,1.5707599973654452e-08,0.0001385236727282635,Tokyo,low,147,135
115,20250905,BYBITSPOT,BITGET,BYBITSPOT,-4.3027362935978396e-10,-0.00012113269211178057,Tokyo,low,145,129
116,20250905,BYBITSPOT,BYBITSPOT,BINANCE,-1.4415759120464763e-09,-0.000291340490857106,Tokyo,low,147,137
116,20250905,BYBITSPOT,BINANCE,BYBITSPOT,2.0245879414120497e-09,-0.019626285078122363,Tokyo,high,162,153
116,20250905,BYBITSPOT,BYBITSPOT,COINBASE,-8.868373976780339e-10,-2.2181878833071877e-05,Tokyo,low,148,137
116,20250905,BYBITSPOT,COINBASE,BYBITSPOT,2.4720072186955114e-09,-5.175684410474446e-05,Tokyo,low,161,153
116,20250905,BYBITSPOT,BYBITSPOT,BITGET,-1.630668077841882e-09,3.292678539179583e-05,Tokyo,high,138,126
116,20250905,BYBITSPOT,BITGET,BYBITSPOT,1.1366275872073798e-10,0.0,Tokyo,low,145,135
117,20250905,BYBITSPOT,BYBITSPOT,BINANCE,2.7376603927826116e-08,0.043142520277522856,London,low,176,176
117,20250905,BYBITSPOT,BINANCE,BYBITSPOT,1.534692078773536e-09,6.277301686119507e-05,London,low,179,180
117,20250905,BYBITSPOT,BYBITSPOT,COINBASE,2.6785250934677754e-08,5.5684604229888635e-06,London,low,173,178
117,20250905,BYBITSPOT,COINBASE,BYBITSPOT,-7.395142480876499e-09,9.486583594142672e-05,London,low,178,180
117,20250905,BYBITSPOT,BYBITSPOT,BITGET,4.411978462907206e-08,1.1777921008038206e-05,London,low,167,177
117,20250905,BYBITSPOT,BITGET,BYBITSPOT,5.758567736226103e-08,0.0008774453518543002,London,low,157,174
118,20250905,BYBITSPOT,BYBITSPOT,BINANCE,2.2301810997063995e-08,0.032726144859963835,London,low,176,176
118,20250905,BYBITSPOT,BINANCE,BYBITSPOT,-9.002811379069592e-09,6.277301686119507e-05,London,low,179,180
118,20250905,BYBITSPOT,BYBITSPOT,COINBASE,2.0124884984815452e-08,5.5684604229888635e-06,London,low,173,178
118,20250905,BYBITSPOT,COINBASE,BYBITSPOT,-9.371148130859661e-09,9.486583594142672e-05,London,low,178,180
118,20250905,BYBITSPOT,BYBITSPOT,BITGET,3.7787295611831907e-08,1.1777921008038206e-05,London,low,167,177
118,20250905,BYBITSPOT,BITGET,BYBITSPOT,5.36758310130101e-08,5.501274088293151e-05,London,low,157,174
119,20250905,BYBITSPOT,BYBITSPOT,BINANCE,2.145189429054091e-08,-6.277301686119507e-05,London,low,175,179
119,20250905,BYBITSPOT,BINANCE,BYBITSPOT,-1.5464479154503524e-09,6.277301686119507e-05,London,low,179,180
119,20250905,BYBITSPOT,BYBITSPOT,COINBASE,2.4433587715181565e-08,-6.277301686119507e-05,London,low,175,179
119,20250905,BYBITSPOT,COINBASE,BYBITSPOT,2.8617658558862653e-09,6.277301686119507e-05,London,low,179,180
119,20250905,BYBITSPOT,BYBITSPOT,BITGET,3.501032923281575e-08,5.229112985505324e-06,London,low,171,179
119,20250905,BYBITSPOT,BITGET,BYBITSPOT,5.396938328142832e-08,7.944156440453654e-06,London,low,166,176
120,20250905,BYBITSPOT,BYBITSPOT,COINBASE,5.177719886431746e-07,9.486583594142672e-05,NewYork,low,178,180
120,20250905,BYBITSPOT,COINBASE,BYBITSPOT,4.292066328334611e-07,6.277301686119507e-05,NewYork,low,179,175
120,20250905,BYBITSPOT,BYBITSPOT,BITGET,3.6513932393622666e-07,0.0,NewYork,low,175,180
120,20250905,BYBITSPOT,BITGET,BYBITSPOT,4.997895700975172e-07,0.00010650783819943221,NewYork,low,168,175
121,20250905,COINBASE,COINBASE,BINANCE,1.072533870375065e-09,0.0,Tokyo,low,180,180
121,20250905,COINBASE,BINANCE,COINBASE,1.072533870375065e-09,0.0,Tokyo,low,180,180
121,20250905,COINBASE,COINBASE,BYBITSPOT,4.178047839513195e-09,-0.00010043429636441559,Tokyo,low,170,173
121,20250905,COINBASE,BYBITSPOT,COINBASE,1.0026054744027418e-08,-3.0674419281062626e-05,Tokyo,low,161,167
121,20250905,COINBASE,COINBASE,BITGET,8.90157704755907e-09,9.713065904914941e-05,Tokyo,low,144,150
121,20250905,COINBASE,BITGET,COINBASE,-1.1309665442216773e-09,4.877905159439422e-05,Tokyo,low,109,129
122,20250905,COINBASE,COINBASE,BINANCE,2.656726381319327e-10,0.0,Tokyo,low,180,180
122,20250905,COINBASE,BINANCE,COINBASE,2.656726381319327e-10,0.0,Tokyo,low,180,180
122,20250905,COINBASE,COINBASE,BYBITSPOT,9.114792054061852e-09,3.93569239092173e-05,Tokyo,low,167,171
122,20250905,COINBASE,BYBITSPOT,COINBASE,6.61719182228239e-10,7.3744263278108235e-06,Tokyo,low,157,162
122,20250905,COINBASE,COINBASE,BITGET,6.289656134893752e-09,-1.1217870992119572e-05,Tokyo,low,169,156
122,20250905,COINBASE,BITGET,COINBASE,-5.034605293498332e-09,0.00011314944552243134,Tokyo,low,163,145
123,20250905,COINBASE,COINBASE,BINANCE,-1.2073180087510705e-09,6.420371945958792e-05,Tokyo,low,176,180
123,20250905,COINBASE,BINANCE,COINBASE,-1.296991013068067e-09,-5.947500364666958e-05,Tokyo,low,178,180
123,20250905,COINBASE,COINBASE,BYBITSPOT,2.4720072186955114e-09,-5.175684410474446e-05,Tokyo,low,161,153
123,20250905,COINBASE,BYBITSPOT,COINBASE,-8.868373976780339e-10,-2.2181878833071877e-05,Tokyo,low,148,137
123,20250905,COINBASE,COINBASE,BITGET,1.3073821564226455e-09,-3.076831631387833e-05,Tokyo,low,169,172
123,20250905,COINBASE,BITGET,COINBASE,-2.6333123109957208e-09,-7.573842291552779e-06,Tokyo,low,168,162
124,20250905,COINBASE,COINBASE,BINANCE,6.883372946746711e-08,9.486583594142672e-05,London,low,178,180
124,20250905,COINBASE,BINANCE,COINBASE,4.543809403342017e-08,6.277301686119507e-05,London,low,179,180
124,20250905,COINBASE,COINBASE,BYBITSPOT,-7.395142480876499e-09,9.486583594142672e-05,London,low,178,180
124,20250905,COINBASE,BYBITSPOT,COINBASE,2.6785250934677754e-08,5.5684604229888635e-06,London,low,173,178
124,20250905,COINBASE,COINBASE,BITGET,-4.239304027990277e-09,1.092670545155272e-05,London,low,168,177
