event_id,date,venue_event,venue_i,venue_j,delta_disp,delta_entropy,session,wash_tercile,n_pre,n_post
41,20250902,BYBITSPOT,BYBITSPOT,BITGET,-2.959568245364609e-08,9.55811327478795e-05,Tokyo,low,177,180
41,20250902,BYBITSPOT,BITGET,BYBITSPOT,-2.3374562088833985e-08,-0.0001543408395880963,Tokyo,low,180,180
42,20250902,BYBITSPOT,BYBITSPOT,BINANCE,5.298924246268394e-08,0.0,NewYork,low,180,180
42,20250902,BYBITSPOT,BINANCE,BYBITSPOT,-1.201209851297004e-07,0.0,NewYork,low,180,180
42,20250902,BYBITSPOT,BYBITSPOT,COINBASE,2.285223463649166e-08,0.0,NewYork,low,180,180
42,20250902,BYBITSPOT,COINBASE,BYBITSPOT,-9.004737594552689e-08,0.0,NewYork,low,180,180
42,20250902,BYBITSPOT,BYBITSPOT,BITGET,5.2413693503184376e-08,0.0,NewYork,low,180,180
42,20250902,BYBITSPOT,BITGET,BYBITSPOT,-1.415503407744369e-07,0.0,NewYork,low,180,180
43,20250902,BYBITSPOT,BYBITSPOT,BINANCE,-8.152746782871262e-08,0.0,NewYork,low,180,180
43,20250902,BYBITSPOT,BINANCE,BYBITSPOT,-4.7551989215323333e-08,0.0,NewYork,low,180,180
43,20250902,BYBITSPOT,BYBITSPOT,COINBASE,-6.373212038713531e-08,0.0,NewYork,low,180,180
43,20250902,BYBITSPOT,COINBASE,BYBITSPOT,-3.5641248358594384e-08,0.0,NewYork,low,180,180
43,20250902,BYBITSPOT,BYBITSPOT,BITGET,-4.9526959165860355e-08,0.0,NewYork,low,180,180
43,20250902,BYBITSPOT,BITGET,BYBITSPOT,-5.1865823498542565e-08,0.0,NewYork,low,180,180
44,20250902,COINBASE,COINBASE,BINANCE,1.7504131753199445e-07,0.0,NewYork,low,180,180
44,20250902,COINBASE,BINANCE,COINBASE,5.6456786018120555e-08,0.0,NewYork,low,180,180
44,20250902,COINBASE,COINBASE,BYBITSPOT,-3.1448746119561544e-08,6.277301686119507e-05,NewYork,low,179,180
44,20250902,COINBASE,BYBITSPOT,COINBASE,5.406066548273293e-08,3.209281908023165e-05,NewYork,low,178,179
44,20250902,COINBASE,COINBASE,BITGET,1.6357372890328573e-07,0.0,NewYork,low,180,180
44,20250902,COINBASE,BITGET,COINBASE,2.6093778538992565e-08,0.0,NewYork,low,180,180
45,20250902,COINBASE,COINBASE,BINANCE,2.1206566650698131e-10,0.0,Tokyo,low,180,180
45,20250902,COINBASE,BINANCE,COINBASE,2.1206566650698131e-10,0.0,Tokyo,low,180,180
45,20250902,COINBASE,COINBASE,BYBITSPOT,-2.0917354638550493e-09,3.8505708352731816e-05,Tokyo,low,168,171
45,20250902,COINBASE,BYBITSPOT,COINBASE,-3.0203519156832265e-09,0.00012043223531610359,Tokyo,low,158,160
45,20250902,COINBASE,COINBASE,BITGET,6.772673025123411e-10,0.0,Tokyo,low,180,180
45,20250902,COINBASE,BITGET,COINBASE,6.772673025123411e-10,0.0,Tokyo,low,180,180
46,20250902,COINBASE,COINBASE,BINANCE,-2.6913444152831194e-10,0.0,Tokyo,low,180,180
46,20250902,COINBASE,BINANCE,COINBASE,-2.6913444152831194e-10,0.0,Tokyo,low,180,180
46,20250902,COINBASE,COINBASE,BYBITSPOT,-1.08490180468141e-09,6.145438297799899e-06,Tokyo,low,167,172
46,20250902,COINBASE,BYBITSPOT,COINBASE,1.4011792940079722e-08,5.474940639804693e-05,Tokyo,low,152,164
46,20250902,COINBASE,COINBASE,BITGET,2.0058586840618448e-08,0.0,Tokyo,low,180,180
46,20250902,COINBASE,BITGET,COINBASE,2.0479088953278076e-08,0.0,Tokyo,low,180,180
47,20250902,COINBASE,COINBASE,BINANCE,1.981991229605894e-09,0.0,Tokyo,low,180,180
47,20250902,COINBASE,BINANCE,COINBASE,1.981991229605894e-09,0.0,Tokyo,low,180,180
47,20250902,COINBASE,COINBASE,BYBITSPOT,1.902103085420322e-08,-2.9137766812015187e-05,Tokyo,low,174,177
47,20250902,COINBASE,BYBITSPOT,COINBASE,4.251635542231058e-08,-2.8286420464374018e-05,Tokyo,low,166,173
47,20250902,COINBASE,COINBASE,BITGET,7.246163619716424e-08,0.0,Tokyo,low,180,180
47,20250902,COINBASE,BITGET,COINBASE,7.808797113368147e-08,0.0,Tokyo,low,180,180
48,20250902,COINBASE,COINBASE,BINANCE,1.6906331034164447e-09,0.0,Tokyo,high,180,180
48,20250902,COINBASE,BINANCE,COINBASE,1.6906331034164447e-09,0.0,Tokyo,high,180,180
48,20250902,COINBASE,COINBASE,BYBITSPOT,7.909730759344096e-09,0.0,Tokyo,low,175,180
48,20250902,COINBASE,BYBITSPOT,COINBASE,4.893626035023322e-08,1.1777921008038206e-05,Tokyo,low,167,177
48,20250902,COINBASE,COINBASE,BITGET,5.5758061784361573e-08,0.0,Tokyo,low,180,180
48,20250902,COINBASE,BITGET,COINBASE,5.732145370778405e-08,0.0,Tokyo,low,180,180
49,20250902,COINBASE,COINBASE,BINANCE,-1.48201200830224e-09,0.0,Tokyo,low,180,180
49,20250902,COINBASE,BINANCE,COINBASE,-1.48201200830224e-09,0.0,Tokyo,low,180,180
49,20250902,COINBASE,COINBASE,BYBITSPOT,-2.0417146832595268e-08,0.0,Tokyo,low,180,180
49,20250902,COINBASE,BYBITSPOT,COINBASE,-2.5889184823569116e-08,9.55811327478795e-05,Tokyo,low,177,180
49,20250902,COINBASE,COINBASE,BITGET,-1.9280316559564887e-08,0.0,Tokyo,low,180,180
49,20250902,COINBASE,BITGET,COINBASE,-1.858676002891854e-08,0.0,Tokyo,low,180,180
50,20250902,COINBASE,COINBASE,BINANCE,-1.6626531418216986e-07,0.0,NewYork,low,180,180
50,20250902,COINBASE,BINANCE,COINBASE,-1.9173646678121448e-07,0.0,NewYork,low,180,180
50,20250902,COINBASE,COINBASE,BYBITSPOT,-9.004737594552689e-08,0.0,NewYork,low,180,180
50,20250902,COINBASE,BYBITSPOT,COINBASE,2.285223463649166e-08,0.0,NewYork,low,180,180
50,20250902,COINBASE,COINBASE,BITGET,-2.4220513877988567e-07,0.0,NewYork,low,180,180
50,20250902,COINBASE,BITGET,COINBASE,-2.0808391361277903e-07,0.0,NewYork,low,180,180
51,20250902,COINBASE,COINBASE,BINANCE,-5.72585525071778e-08,0.0,NewYork,low,180,180
51,20250902,COINBASE,BINANCE,COINBASE,-4.046750678122224e-08,0.0,NewYork,low,180,180
51,20250902,COINBASE,COINBASE,BYBITSPOT,-3.5641248358594384e-08,0.0,NewYork,low,180,180
51,20250902,COINBASE,BYBITSPOT,COINBASE,-6.373212038713531e-08,0.0,NewYork,low,180,180
51,20250902,COINBASE,COINBASE,BITGET,1.6772194535616098e-08,0.0,NewYork,low,180,180
51,20250902,COINBASE,BITGET,COINBASE,-2.8036207111783928e-08,0.0,NewYork,low,180,180
52,20250903,BINANCE,BINANCE,COINBASE,4.1657717768271604e-10,-0.08836492926998618,Tokyo,low,180,180
52,20250903,BINANCE,COINBASE,BINANCE,4.1657717768271604e-10,-0.003870525028201177,Tokyo,low,180,180
52,20250903,BINANCE,BINANCE,BYBITSPOT,8.244936133948845e-10,0.0001012136154581178,Tokyo,low,172,175
52,20250903,BINANCE,BYBITSPOT,BINANCE,9.654491860164472e-10,-2.906573955807623e-05,Tokyo,low,166,172
52,20250903,BINANCE,BINANCE,BITGET,1.4459923619057928e-09,0.0,Tokyo,low,180,180
52,20250903,BINANCE,BITGET,BINANCE,1.7135591678015296e-09,0.0,Tokyo,low,180,180
53,20250903,BINANCE,BINANCE,COINBASE,-4.83496535524788e-10,0.0,Tokyo,high,135,180
53,20250903,BINANCE,COINBASE,BINANCE,-4.83496535524788e-10,0.0,Tokyo,high,135,180
53,20250903,BINANCE,BINANCE,BYBITSPOT,1.7296578148074786e-08,4.5784915955415784e-05,Tokyo,low,134,174
53,20250903,BINANCE,BYBITSPOT,BINANCE,1.4034040492518327e-08,6.352542277654472e-05,Tokyo,low,133,168
53,20250903,BINANCE,BINANCE,BITGET,1.4322118078084939e-08,-9.55811327478795e-05,Tokyo,high,135,177
53,20250903,BINANCE,BITGET,BINANCE,1.3610065168831899e-08,-6.644336593586431e-05,Tokyo,high,135,174
54,20250903,BINANCE,BINANCE,COINBASE,7.733298984982522e-10,0.0,Tokyo,low,180,180
54,20250903,BINANCE,COINBASE,BINANCE,7.733298984982522e-10,0.0,Tokyo,low,180,180
54,20250903,BINANCE,BINANCE,BYBITSPOT,6.327769694583747e-09,-2.8422470005562417e-05,Tokyo,low,174,178
54,20250903,BINANCE,BYBITSPOT,BINANCE,1.6705810646988018e-08,4.23041187398443e-05,Tokyo,low,168,176
54,20250903,BINANCE,BINANCE,BITGET,8.8823677039999e-09,9.55811327478795e-05,Tokyo,low,177,180
54,20250903,BINANCE,BITGET,BINANCE,1.238920836040057e-08,6.644336593586431e-05,Tokyo,low,174,180
55,20250903,BINANCE,BINANCE,COINBASE,-1.281110238801774e-08,0.0,NewYork,low,180,180
55,20250903,BINANCE,COINBASE,BINANCE,-7.308709402300369e-09,0.0,NewYork,low,180,180
55,20250903,BINANCE,BINANCE,BYBITSPOT,-1.948587160713792e-09,0.0,NewYork,low,180,180
55,20250903,BINANCE,BYBITSPOT,BINANCE,-6.702562724613317e-09,0.0,NewYork,low,180,180
55,20250903,BINANCE,BINANCE,BITGET,-1.5693274596627266e-08,0.0,NewYork,low,180,180
55,20250903,BINANCE,BITGET,BINANCE,1.073084586694673e-08,0.0,NewYork,low,180,180
56,20250903,BINANCE,BINANCE,COINBASE,-4.178464881620034e-08,0.0,NewYork,low,180,180
56,20250903,BINANCE,COINBASE,BINANCE,-1.19711924036886e-08,0.0,NewYork,low,180,180
56,20250903,BINANCE,BINANCE,BYBITSPOT,-6.6886765433645456e-09,0.0,NewYork,low,180,180
56,20250903,BINANCE,BYBITSPOT,BINANCE,-4.902613867982706e-09,0.0,NewYork,low,180,180
56,20250903,BINANCE,BINANCE,BITGET,-3.093972296314204e-08,0.0,NewYork,low,180,180
56,20250903,BINANCE,BITGET,BINANCE,-1.3997554309291382e-08,0.0,NewYork,low,180,180
57,20250903,BITGET,BITGET,BINANCE,1.6828178233766658e-09,0.0,Tokyo,low,180,180
57,20250903,BITGET,BINANCE,BITGET,8.543909771691694e-10,0.0,Tokyo,low,180,180
57,20250903,BITGET,BITGET,COINBASE,-5.044107271903393e-10,0.0,Tokyo,low,180,180
57,20250903,BITGET,COINBASE,BITGET,-2.6457072022762144e-10,0.0,Tokyo,low,180,180
57,20250903,BITGET,BITGET,BYBITSPOT,-2.2469350619396426e-09,0.0001012136154581178,Tokyo,low,172,175
57,20250903,BITGET,BYBITSPOT,BITGET,-5.003516484215805e-10,-2.906573955807623e-05,Tokyo,low,166,172
58,20250903,BITGET,BITGET,BINANCE,1.2687863319677716e-08,0.00010530958716792327,Tokyo,high,132,174
58,20250903,BITGET,BINANCE,BITGET,1.3296867207129791e-08,7.617182035590808e-05,Tokyo,high,132,177
58,20250903,BITGET,BITGET,COINBASE,1.0670307989786936e-08,0.00010530958716792327,Tokyo,low,132,174
58,20250903,BITGET,COINBASE,BITGET,1.129654590692129e-08,7.617182035590808e-05,Tokyo,low,132,177
58,20250903,BITGET,BITGET,BYBITSPOT,1.8756842256481667e-09,-0.00015656877339331743,Tokyo,high,131,172
58,20250903,BITGET,BYBITSPOT,BITGET,1.1660764019207116e-09,-7.044529914423947e-05,Tokyo,high,130,169
59,20250903,BITGET,BITGET,BINANCE,1.246060306313744e-08,6.644336593586431e-05,Tokyo,low,174,180
59,20250903,BITGET,BINANCE,BITGET,8.077034650481286e-09,9.55811327478795e-05,Tokyo,low,177,180
59,20250903,BITGET,BITGET,COINBASE,1.9791930010571273e-08,6.644336593586431e-05,Tokyo,low,174,180
59,20250903,BITGET,COINBASE,BITGET,1.4157544079808437e-08,9.55811327478795e-05,Tokyo,low,177,180
59,20250903,BITGET,BITGET,BYBITSPOT,2.1406214097180694e-08,0.00017737107384396822,Tokyo,low,172,178
59,20250903,BITGET,BYBITSPOT,BITGET,1.9283774357678363e-08,0.03835524609091401,Tokyo,low,169,176
60,20250903,BITGET,BITGET,BINANCE,1.073084586694673e-08,0.0,NewYork,low,180,180
60,20250903,BITGET,BINANCE,BITGET,-1.5693274596627266e-08,0.0,NewYork,low,180,180
60,20250903,BITGET,BITGET,COINBASE,3.944954718408048e-09,0.0,NewYork,low,180,180
60,20250903,BITGET,COINBASE,BITGET,-2.4965484146820384e-08,0.0,NewYork,low,180,180
60,20250903,BITGET,BITGET,BYBITSPOT,-7.469998210335095e-09,0.0,NewYork,low,180,180
60,20250903,BITGET,BYBITSPOT,BITGET,-1.6629108351128592e-08,0.0,NewYork,low,180,180
61,20250903,BITGET,BITGET,BINANCE,-1.3720014145824574e-08,0.0,NewYork,low,180,180
61,20250903,BITGET,BINANCE,BITGET,-3.099586902988736e-08,0.0,NewYork,low,180,180
61,20250903,BITGET,BITGET,COINBASE,-2.788768373141821e-08,0.0,NewYork,low,180,180
61,20250903,BITGET,COINBASE,BITGET,-3.2027148112032e-08,0.0,NewYork,low,180,180
61,20250903,BITGET,BITGET,BYBITSPOT,-1.3418151278451348e-08,0.0,NewYork,low,180,180
61,20250903,BITGET,BYBITSPOT,BITGET,-1.6484691008777163e-08,0.0,NewYork,low,180,180
62,20250903,BYBITSPOT,BYBITSPOT,BINANCE,1.448706902740879e-09,-2.906573955807623e-05,Tokyo,low,166,172
62,20250903,BYBITSPOT,BINANCE,BYBITSPOT,4.438522401665056e-10,0.0001012136154581178,Tokyo,low,172,175
62,20250903,BYBITSPOT,BYBITSPOT,COINBASE,6.47019198658439e-10,-2.906573955807623e-05,Tokyo,low,166,172
62,20250903,BYBITSPOT,COINBASE,BYBITSPOT,7.164334610559021e-10,0.0001012136154581178,Tokyo,low,172,175
62,20250903,BYBITSPOT,BYBITSPOT,BITGET,-5.003516484215805e-10,-2.906573955807623e-05,Tokyo,low,166,172
62,20250903,BYBITSPOT,BITGET,BYBITSPOT,-2.2469350619396426e-09,0.0001012136154581178,Tokyo,low,172,175
63,20250903,BYBITSPOT,BYBITSPOT,BINANCE,1.4034040492518327e-08,6.352542277654472e-05,Tokyo,low,133,168
63,20250903,BYBITSPOT,BINANCE,BYBITSPOT,1.7296578148074786e-08,4.5784915955415784e-05,Tokyo,low,134,174
63,20250903,BYBITSPOT,BYBITSPOT,COINBASE,1.2214117221729358e-08,6.352542277654472e-05,Tokyo,low,133,168
63,20250903,BYBITSPOT,COINBASE,BYBITSPOT,1.5536846699538848e-08,4.5784915955415784e-05,Tokyo,low,134,174
63,20250903,BYBITSPOT,BYBITSPOT,BITGET,2.057104189649976e-09,-0.035047029320769196,Tokyo,high,133,169
63,20250903,BYBITSPOT,BITGET,BYBITSPOT,3.261494927807588e-09,-0.0006733748691032382,Tokyo,high,134,172
64,20250903,BYBITSPOT,BYBITSPOT,BINANCE,1.6705810646988018e-08,4.23041187398443e-05,Tokyo,low,168,176
64,20250903,BYBITSPOT,BINANCE,BYBITSPOT,6.327769694583747e-09,-2.8422470005562417e-05,Tokyo,low,174,178
64,20250903,BYBITSPOT,BYBITSPOT,COINBASE,1.98503521843767e-08,4.23041187398443e-05,Tokyo,low,168,176
64,20250903,BYBITSPOT,COINBASE,BYBITSPOT,1.045616712439939e-08,-2.8422470005562417e-05,Tokyo,low,174,178
64,20250903,BYBITSPOT,BYBITSPOT,BITGET,1.9097061919946038e-08,0.03835524609091401,Tokyo,low,169,176
64,20250903,BYBITSPOT,BITGET,BYBITSPOT,2.1329856828048557e-08,0.00017737107384396822,Tokyo,low,172,178
65,20250903,BYBITSPOT,BYBITSPOT,BINANCE,-6.702562724613317e-09,0.0,NewYork,low,180,180
65,20250903,BYBITSPOT,BINANCE,BYBITSPOT,-1.948587160713792e-09,0.0,NewYork,low,180,180
65,20250903,BYBITSPOT,BYBITSPOT,COINBASE,-6.895643525623675e-09,0.0,NewYork,low,180,180
65,20250903,BYBITSPOT,COINBASE,BYBITSPOT,-2.495798058010024e-08,0.0,NewYork,low,180,180
65,20250903,BYBITSPOT,BYBITSPOT,BITGET,-1.6629108351128592e-08,0.0,NewYork,low,180,180
65,20250903,BYBITSPOT,BITGET,BYBITSPOT,-7.469998210335095e-09,0.0,NewYork,low,180,180
66,20250903,BYBITSPOT,BYBITSPOT,BINANCE,-4.902613867982706e-09,0.0,NewYork,low,180,180
66,20250903,BYBITSPOT,BINANCE,BYBITSPOT,-6.6886765433645456e-09,0.0,NewYork,low,180,180
66,20250903,BYBITSPOT,BYBITSPOT,COINBASE,-2.780078224938818e-08,0.0,NewYork,low,180,180
66,20250903,BYBITSPOT,COINBASE,BYBITSPOT,-1.2461687579432792e-08,0.0,NewYork,low,180,180
66,20250903,BYBITSPOT,BYBITSPOT,BITGET,-1.6326504172979816e-08,0.0,NewYork,low,180,180
66,20250903,BYBITSPOT,BITGET,BYBITSPOT,-1.3548757479722115e-08,0.0,NewYork,low,180,180
67,20250903,COINBASE,COINBASE,BINANCE,4.1657717768271604e-10,-0.003870525028201177,Tokyo,low,180,180
67,20250903,COINBASE,BINANCE,COINBASE,4.1657717768271604e-10,-0.08836492926998618,Tokyo,low,180,180
67,20250903,COINBASE,COINBASE,BYBITSPOT,6.038654390493952e-10,-6.207391088741687e-05,Tokyo,low,172,175
67,20250903,COINBASE,BYBITSPOT,COINBASE,-4.164565991030866e-11,-2.906573955807623e-05,Tokyo,low,166,172
67,20250903,COINBASE,COINBASE,BITGET,-2.848922923783042e-10,0.0,Tokyo,low,180,180
67,20250903,COINBASE,BITGET,COINBASE,-4.4992535989434497e-10,0.0,Tokyo,low,180,180
68,20250903,COINBASE,COINBASE,BINANCE,-5.494890651406805e-10,0.00017175295310378758,Tokyo,high,132,180
68,20250903,COINBASE,BINANCE,COINBASE,-5.494890651406805e-10,0.00017175295310378758,Tokyo,high,132,180
68,20250903,COINBASE,COINBASE,BYBITSPOT,1.4224782855824363e-08,4.922477045621321e-05,Tokyo,low,131,174
68,20250903,COINBASE,BYBITSPOT,COINBASE,1.1917937201618817e-08,-7.044529914423947e-05,Tokyo,low,130,169
68,20250903,COINBASE,COINBASE,BITGET,1.129654590692129e-08,7.617182035590808e-05,Tokyo,low,132,177
68,20250903,COINBASE,BITGET,COINBASE,1.0670307989786936e-08,0.00010530958716792327,Tokyo,low,132,174
69,20250903,COINBASE,COINBASE,BINANCE,3.261326704617886e-08,0.0,NewYork,low,180,180
69,20250903,COINBASE,BINANCE,COINBASE,9.601867660739372e-09,0.0,NewYork,low,180,180
69,20250903,COINBASE,COINBASE,BYBITSPOT,1.0051397958926786e-08,9.55811327478795e-05,NewYork,low,177,180
69,20250903,COINBASE,BYBITSPOT,COINBASE,2.0023794773599044e-08,-2.6863706094726325e-05,NewYork,low,171,178
69,20250903,COINBASE,COINBASE,BITGET,1.9718473629453632e-08,-6.277301686119507e-05,NewYork,low,180,179
69,20250903,COINBASE,BITGET,COINBASE,1.5977298894395477e-08,-0.0001012136154581178,NewYork,low,180,172
70,20250903,COINBASE,COINBASE,BINANCE,-7.308709402300369e-09,0.0,NewYork,low,180,180
70,20250903,COINBASE,BINANCE,COINBASE,-1.281110238801774e-08,0.0,NewYork,low,180,180
70,20250903,COINBASE,COINBASE,BYBITSPOT,-2.495798058010024e-08,0.0,NewYork,low,180,180
70,20250903,COINBASE,BYBITSPOT,COINBASE,-6.895643525623675e-09,0.0,NewYork,low,180,180
70,20250903,COINBASE,COINBASE,BITGET,-2.4965484146820384e-08,0.0,NewYork,low,180,180
70,20250903,COINBASE,BITGET,COINBASE,3.944954718408048e-09,0.0,NewYork,low,180,180
71,20250903,COINBASE,COINBASE,BINANCE,-1.2160628140194077e-08,0.0,NewYork,low,180,180
71,20250903,COINBASE,BINANCE,COINBASE,-4.080249482318856e-08,0.0,NewYork,low,180,180
71,20250903,COINBASE,COINBASE,BYBITSPOT,-1.2482443911701489e-08,0.0,NewYork,low,180,180
71,20250903,COINBASE,BYBITSPOT,COINBASE,-2.7873874702688152e-08,0.0,NewYork,low,180,180
71,20250903,COINBASE,COINBASE,BITGET,-3.2027148112032e-08,0.0,NewYork,low,180,180
71,20250903,COINBASE,BITGET,COINBASE,-2.788768373141821e-08,0.0,NewYork,low,180,180
72,20250904,BINANCE,BINANCE,COINBASE,7.4319654660072614e-09,0.0,NewYork,low,180,180
72,20250904,BINANCE,COINBASE,BINANCE,3.238548310511986e-08,0.0,NewYork,low,180,180
72,20250904,BINANCE,BINANCE,BYBITSPOT,1.2211687178447012e-08,6.277301686119507e-05,NewYork,low,179,180
72,20250904,BINANCE,BYBITSPOT,BINANCE,5.827582463209718e-09,0.0,NewYork,low,179,179
72,20250904,BINANCE,BINANCE,BITGET,1.4522246957638981e-08,0.0,NewYork,low,180,180
72,20250904,BINANCE,BITGET,BINANCE,2.9775408084283244e-08,0.0,NewYork,low,178,178
73,20250904,BINANCE,BINANCE,COINBASE,-6.908097656907038e-10,0.0,NewYork,low,180,180
73,20250904,BINANCE,COINBASE,BINANCE,1.6412649219773366e-08,0.0,NewYork,low,180,180
73,20250904,BINANCE,BINANCE,BYBITSPOT,2.1272365594472783e-08,0.0,NewYork,low,180,180
73,20250904,BINANCE,BYBITSPOT,BINANCE,1.6517097349705383e-09,9.486583594142672e-05,NewYork,low,178,180
73,20250904,BINANCE,BINANCE,BITGET,4.086169731521561e-09,1.4307025983928412e-06,NewYork,low,176,179
73,20250904,BINANCE,BITGET,BINANCE,1.7311614168447006e-08,-4.091568782005339e-05,NewYork,low,174,167
74,20250904,BINANCE,BINANCE,COINBASE,6.482484143276985e-09,3.209281908023165e-05,London,low,178,179
74,20250904,BINANCE,COINBASE,BINANCE,8.210286365055468e-09,7.152968064527698e-07,London,low,177,178
74,20250904,BINANCE,BINANCE,BYBITSPOT,-1.0665431250961044e-09,-1.4307025983928412e-06,London,low,179,176
74,20250904,BINANCE,BYBITSPOT,BINANCE,7.03397476723487e-09,7.793190937022132e-07,London,low,172,173
74,20250904,BINANCE,BINANCE,BITGET,5.4673985781216435e-09,6.277301686119507e-05,London,low,179,175
74,20250904,BINANCE,BITGET,BINANCE,-4.529168846690198e-09,2.8422470005562417e-05,London,low,178,174
75,20250904,BINANCE,BINANCE,COINBASE,6.470620015880958e-09,3.209281908023165e-05,London,low,178,179
75,20250904,BINANCE,COINBASE,BINANCE,9.400172942863055e-09,7.152968064527698e-07,London,low,177,178
75,20250904,BINANCE,BINANCE,BYBITSPOT,-4.927326317682029e-10,0.0003134110193925288,London,low,179,176
75,20250904,BINANCE,BYBITSPOT,BINANCE,7.511723155995422e-09,-3.243216651771519e-05,London,low,171,173
75,20250904,BINANCE,BINANCE,BITGET,6.300564369872007e-09,-3.209281908023165e-05,London,low,179,178
75,20250904,BINANCE,BITGET,BINANCE,-4.552537607350955e-09,-7.152968064527698e-07,London,low,178,177
76,20250904,BINANCE,BINANCE,COINBASE,2.2714319621080036e-08,0.0,Tokyo,low,180,180
76,20250904,BINANCE,COINBASE,BINANCE,2.160045827066433e-08,0.0,Tokyo,low,180,180
76,20250904,BINANCE,BINANCE,BYBITSPOT,1.8507677343173998e-08,6.644336593586431e-05,Tokyo,low,174,180
76,20250904,BINANCE,BYBITSPOT,BINANCE,1.1236044161680355e-08,0.00021859816766300888,Tokyo,low,163,172
76,20250904,BINANCE,BINANCE,BITGET,3.953157747417607e-09,0.0014642543580400957,Tokyo,low,170,178
76,20250904,BINANCE,BITGET,BINANCE,1.1306780813480994e-08,8.376629128781232e-06,Tokyo,low,164,174
77,20250904,BINANCE,BINANCE,COINBASE,1.4511546163277898e-08,0.0,Tokyo,low,180,180
77,20250904,BINANCE,COINBASE,BINANCE,1.4145442422433208e-08,0.0,Tokyo,low,180,180
77,20250904,BINANCE,BINANCE,BYBITSPOT,1.1434786644177881e-09,-9.55811327478795e-05,Tokyo,low,175,177
77,20250904,BINANCE,BYBITSPOT,BINANCE,9.478363412565857e-09,1.8443317021166195e-05,Tokyo,low,154,174
77,20250904,BINANCE,BINANCE,BITGET,8.200906724952833e-09,7.214787590004157e-05,Tokyo,low,166,150
77,20250904,BINANCE,BITGET,BINANCE,9.591559987160014e-09,6.081253895273697e-05,Tokyo,low,118,114
78,20250904,BINANCE,BINANCE,COINBASE,4.401417152859733e-10,0.0,Tokyo,low,180,180
78,20250904,BINANCE,COINBASE,BINANCE,4.401417152859733e-10,0.0,Tokyo,low,180,180
78,20250904,BINANCE,BINANCE,BYBITSPOT,-3.4483465602336313e-09,7.044529914423947e-05,Tokyo,low,169,170
78,20250904,BINANCE,BYBITSPOT,BINANCE,3.52757670463502e-09,0.000213807689174228,Tokyo,low,157,163
78,20250904,BINANCE,BINANCE,BITGET,-2.143822757612399e-09,0.00083362512789531,Tokyo,low,167,170
78,20250904,BINANCE,BITGET,BINANCE,1.4462380366488772e-09,-2.8262762565400834e-05,Tokyo,low,154,163
79,20250904,BITGET,BITGET,BINANCE,2.9775408084283244e-08,0.0,NewYork,low,178,178
79,20250904,BITGET,BINANCE,BITGET,1.4522246957638981e-08,0.0,NewYork,low,180,180
79,20250904,BITGET,BITGET,COINBASE,3.817959189281626e-08,6.420371945958792e-05,NewYork,low,176,180
79,20250904,BITGET,COINBASE,BITGET,1.549314393388735e-08,0.0,NewYork,low,180,180
79,20250904,BITGET,BITGET,BYBITSPOT,-2.841456899225731e-08,9.55811327478795e-05,NewYork,low,177,180
79,20250904,BITGET,BYBITSPOT,BITGET,1.1805182641098655e-08,-7.152968064527698e-07,NewYork,low,178,177
80,20250904,BITGET,BITGET,BINANCE,1.7311614168447006e-08,-4.091568782005339e-05,NewYork,low,174,167
80,20250904,BITGET,BINANCE,BITGET,4.086169731521561e-09,1.4307025983928412e-06,NewYork,low,176,179
80,20250904,BITGET,BITGET,COINBASE,2.410366292594147e-08,0.0,NewYork,low,170,165
80,20250904,BITGET,COINBASE,BITGET,9.360935292986211e-09,1.4307025983928412e-06,NewYork,low,176,179
80,20250904,BITGET,BITGET,BYBITSPOT,4.624865910767614e-08,7.527532556617089e-06,NewYork,low,151,159
80,20250904,BITGET,BYBITSPOT,BITGET,2.9546932446580464e-08,-3.137741328829158e-05,NewYork,low,176,177
81,20250904,BITGET,BITGET,BINANCE,-4.529168846690198e-09,2.8422470005562417e-05,London,low,178,174
81,20250904,BITGET,BINANCE,BITGET,5.4673985781216435e-09,6.277301686119507e-05,London,low,179,175
81,20250904,BITGET,BITGET,COINBASE,-9.0257066382257e-09,-3.623057690482767e-05,London,low,176,173
81,20250904,BITGET,COINBASE,BITGET,7.006108406462208e-09,6.420371945958792e-05,London,low,176,175
81,20250904,BITGET,BITGET,BYBITSPOT,8.019500148897231e-09,0.0009603474147976687,London,low,174,168
81,20250904,BITGET,BYBITSPOT,BITGET,8.3565837068226e-09,6.644336593586431e-05,London,low,174,170
82,20250904,BITGET,BITGET,BINANCE,-4.552537607350955e-09,-7.152968064527698e-07,London,low,178,177
82,20250904,BITGET,BINANCE,BITGET,6.300564369872007e-09,-3.209281908023165e-05,London,low,179,178
82,20250904,BITGET,BITGET,COINBASE,-8.215036476678815e-09,0.0,London,low,176,176
82,20250904,BITGET,COINBASE,BITGET,7.758233626438807e-09,-3.066211648183881e-05,London,low,176,178
82,20250904,BITGET,BITGET,BYBITSPOT,8.700187750276953e-09,0.00033172470582987224,London,low,174,171
82,20250904,BITGET,BYBITSPOT,BITGET,8.608057800396643e-09,-3.399093042855128e-05,London,low,174,173
83,20250904,BITGET,BITGET,BINANCE,1.1306780813480994e-08,8.376629128781232e-06,Tokyo,low,164,174
83,20250904,BITGET,BINANCE,BITGET,3.953157747417607e-09,0.0014642543580400957,Tokyo,low,170,178
