edge,lag,lag_s,coef,se,t,p_raw,n_obs_x,coef_placebo,se_placebo,t_placebo,p_placebo,n_obs_y,p_fdr,bh_significant,placebo_robust,final_kept
BINANCE->BITGET,1,15,0.032820355975781874,0.017174658558735595,1.9109757474094509,0.056061135593098665,5347,0.032820355975781874,0.017174658558735595,1.9109757474094509,0.056061135593098665,5347,0.8268028563744192,False,True,False
BINANCE->BITGET,3,45,-0.004350349659882031,0.014379674864765674,-0.30253463313983786,0.7622563127335082,5345,-0.004350349659882031,0.014379674864765674,-0.30253463313983786,0.7622563127335082,5345,0.9452956677379724,False,True,False
BINANCE->BITGET,6,90,0.0071711473379600585,0.013932725637473872,0.514698094583326,0.6067853068345896,5342,0.0071711473379600585,0.013932725637473872,0.514698094583326,0.6067853068345896,5342,0.9452956677379724,False,True,False
BINANCE->BYBITSPOT,1,15,0.020454556212416906,0.014653960337148714,1.3958381039535992,0.16281887710501697,5573,0.020454556212416906,0.014653960337148714,1.3958381039535992,0.16281887710501697,5573,0.8783952220857498,False,True,False
BINANCE->BYBITSPOT,3,45,0.006179203669051788,0.014264650564421102,0.43318296800511613,0.6648986279418088,5571,0.006179203669051788,0.014264650564421102,0.43318296800511613,0.6648986279418088,5571,0.9452956677379724,False,True,False
BINANCE->BYBITSPOT,6,90,-0.02820655162020059,0.015502998950808915,-1.819425500169361,0.0689002380312016,5568,-0.02820655162020059,0.015502998950808915,-1.819425500169361,0.0689002380312016,5568,0.8268028563744192,False,True,False
BINANCE->COINBASE,1,15,0.007961996110149814,0.015341031090315519,0.5190000635078603,0.6037807720648669,5723,0.007961996110149814,0.015341031090315519,0.5190000635078603,0.6037807720648669,5723,0.9452956677379724,False,True,False
BINANCE->COINBASE,3,45,0.013906352632210177,0.018914034005373167,0.7352399085387924,0.4622235468482647,5721,0.013906352632210177,0.018914034005373167,0.7352399085387924,0.4622235468482647,5721,0.9452956677379724,False,True,False
BINANCE->COINBASE,6,90,-0.003184822331604768,0.014826251791756055,-0.21480967518544686,0.8299233723510135,5718,-0.003184822331604768,0.014826251791756055,-0.21480967518544686,0.8299233723510135,5718,0.9637819807947253,False,True,False
BITGET->BINANCE,1,15,0.005290742892244196,0.01822251647923497,0.2903409580270176,0.7715660593908606,5654,0.005290742892244196,0.01822251647923497,0.2903409580270176,0.7715660593908606,5654,0.9452956677379724,False,True,False
BITGET->BINANCE,3,45,0.02515977836649712,0.01640744226402013,1.5334369587677894,0.12522421789688654,5652,0.02515977836649712,0.01640744226402013,1.5334369587677894,0.12522421789688654,5652,0.8783952220857498,False,True,False
