day,frequency,edge,lag,lag_s,n_obs,observed_beta,hac_se,mde_05,mde_10,power_05,power_10,exceeds_mde_05,exceeds_mde_10
2025-09-01,1S,COINBASE->BITGET,6,6,1000,0.0077449056583469,0.0086783201930239,0.024313053570827043,0.021578424991535068,0.14286830976812626,0.22590206332804935,False,False
2025-09-01,1S,COINBASE->BYBITSPOT,1,1,1000,0.003342776700685,0.0099024249949018,0.02774248748918927,0.02462213080805165,0.052359671271487246,0.09555846015841374,False,False
2025-09-01,1S,COINBASE->BYBITSPOT,3,3,1000,0.0237962973552617,0.0095439084387134,0.026738072804923078,0.02373068840400741,0.7031165572380287,0.8019190073741951,False,True
2025-09-01,1S,COINBASE->BYBITSPOT,6,6,1000,-0.002343398086228,0.0086452513124545,0.024220408283844263,0.02149620005133357,0.0128397078517834,0.027687925576847246,False,False
2025-09-01,2S,BINANCE->BITGET,1,2,1000,0.0107260982014092,0.0081588204794589,0.022857630852489416,0.020286702013706075,0.25936602949989496,0.37062790846572674,False,False
2025-09-01,2S,BINANCE->BITGET,3,6,1000,-0.0108746335676928,0.0085650849534481,0.023995815397462,0.021296868415004385,0.0006197940076642706,0.001781291031139689,False,False
2025-09-01,2S,BINANCE->BITGET,6,12,1000,-0.0015338055690609,0.0084221560187596,0.02359538780679806,0.020941479212059896,0.016093541255255042,0.03385220202087723,False,False
2025-09-01,2S,BINANCE->BYBITSPOT,1,2,1000,0.0236689502553835,0.0094114884035712,0.026367086791886693,0.023401429315596578,0.7105307166554156,0.8078624127643759,False,True
2025-09-01,2S,BINANCE->BYBITSPOT,3,6,1000,0.030256474577919,0.0089322032126018,0.025024328485606373,0.022209698737229538,0.9232652836321407,0.9592889525946203,True,True
2025-09-01,2S,BINANCE->BYBITSPOT,6,12,1000,-0.0098554075091887,0.0083635817737741,0.02343128706788456,0.020795835824429256,0.0008495510392125991,0.0023771577307352865,False,False
2025-09-01,2S,BINANCE->COINBASE,1,2,1000,0.2498749343344799,0.0186799400823108,0.05233344400983788,0.046447201410767636,1.0,1.0,True,True
2025-09-01,2S,BINANCE->COINBASE,3,6,1000,0.027299725891324,0.0109970718169611,0.03080923384492494,0.02734394261225501,0.699335432489419,0.798872433172997,False,False
2025-09-01,2S,BINANCE->COINBASE,6,12,1000,0.1627944945608171,0.0218843873850629,0.06131097620545014,0.05441497907093591,0.9999999785984041,0.999999996563284,True,True
2025-09-01,2S,BITGET->BINANCE,1,2,1000,0.0095677810675308,0.0089133418526142,0.0249714867782716,0.022162800439785066,0.1876628859915343,0.2838536933200007,False,False
2025-09-01,2S,BITGET->BINANCE,3,6,1000,-0.0043351608642866,0.008810793592555,0.024684189088746547,0.021907816769157352,0.0071033830043802,0.016303793220002586,False,False
2025-09-01,2S,BITGET->BINANCE,6,12,1000,-0.0035904377352282,0.0085139307658938,0.02385250258176529,0.021169674813640064,0.008616996801996825,0.019387490534813392,False,False
2025-09-01,2S,BITGET->BYBITSPOT,1,2,1000,0.0176944312925454,0.0098954752794215,0.027723017269029572,0.024604850515222088,0.4317854171363018,0.5569654424375996,False,False
2025-09-01,2S,BITGET->BYBITSPOT,3,6,1000,0.0121751193950047,0.0107671784212171,0.030165167905666757,0.02677231846313697,0.2034951448845434,0.30359406911035886,False,False
2025-09-01,2S,BITGET->BYBITSPOT,6,12,1000,0.0097462671765916,0.0098183980728932,0.02750707890656644,0.02441319997887002,0.16669442110341404,0.2571360378924338,False,False
2025-09-01,2S,BITGET->COINBASE,1,2,1000,-0.0043622753009042,0.0084410531485435,0.0236483297262654,0.020988466450203632,0.006629111154063925,0.015322720855927523,False,False
2025-09-01,2S,BITGET->COINBASE,3,6,1000,0.0012935926689524,0.0080930296560466,0.022673312254130037,0.02012311478523819,0.03592055900005244,0.06877015315017831,False,False
2025-09-01,2S,BITGET->COINBASE,6,12,1000,0.0128664151216487,0.00819501600488,0.022959035701471002,0.02037670127772911,0.3482924172920605,0.47017723715655296,False,False
2025-09-01,2S,BYBITSPOT->BINANCE,1,2,1000,-0.0016704699978179,0.0091528354829083,0.025642448592735765,0.022758295330767068,0.016077741481632667,0.03382267216869716,False,False
2025-09-01,2S,BYBITSPOT->BINANCE,3,6,1000,0.0170723310495142,0.0087585784662228,0.02453790396265235,0.021777985170193227,0.49571088004483105,0.6195727698356769,False,False
2025-09-01,2S,BYBITSPOT->BINANCE,6,12,1000,-0.0034181464446733,0.0090027709752748,0.025222030086386352,0.0223851637050794,0.009651138459856093,0.021457784187575685,False,False
2025-09-01,2S,BYBITSPOT->BITGET,1,2,1000,0.002988264517524,0.0096885493533363,0.02714329665326494,0.024090334402020512,0.04931505938872977,0.0907058495170292,False,False
2025-09-01,2S,BYBITSPOT->BITGET,3,6,1000,-0.0039022345367622,0.0125228074516094,0.03508371224570383,0.031137645911614227,0.011556120788065609,0.025205269815051057,False,False
2025-09-01,2S,BYBITSPOT->BITGET,6,12,1000,0.024975743962681,0.0117632518615632,0.03295575253229532,0.029249030031793584,0.5648339495502591,0.6837983823847916,False,False
2025-09-01,2S,BYBITSPOT->COINBASE,1,2,1000,0.0013457965915185,0.0080509293568944,0.022555364678347095,0.020018433449775688,0.036502168270373,0.06974495437784702,False,False
2025-09-01,2S,BYBITSPOT->COINBASE,3,6,1000,0.025862667473997,0.0078559158540074,0.022009017731326446,0.019533537277384362,0.90859657743882,0.9502489975931979,True,True
2025-09-01,2S,BYBITSPOT->COINBASE,6,12,1000,-0.0083983101666215,0.0076081038589563,0.0213147513091202,0.01891735898155341,0.0010926234584907727,0.0029914473064150413,False,False
2025-09-01,2S,COINBASE->BINANCE,1,2,1000,0.0120563148427007,0.0121019252728885,0.03390457495523217,0.03009113295498198,0.16758994218335244,0.2582912093937276,False,False
2025-09-01,2S,COINBASE->BINANCE,3,6,1000,0.0118266200366214,0.0144993610211968,0.04062119550906831,0.03605229667287304,0.12624981397636598,0.20349881494538707,False,False
2025-09-01,2S,COINBASE->BINANCE,6,12,1000,0.0322375021262034,0.013306801509296,0.037280138408807006,0.03308702742685246,0.6781993371781883,0.7816505804642947,False,False
2025-09-01,2S,COINBASE->BITGET,1,2,1000,-0.0166329416307261,0.0091632077934717,0.025671507504687864,0.022784085820228513,7.99551794912095e-05,0.00027004629420400314,False,False
2025-09-01,2S,COINBASE->BITGET,3,6,1000,-0.0044846847727308,0.0094908482955412,0.026589420292140887,0.023598755691913914,0.0074976765171991255,0.017113766455102083,False,False
2025-09-01,2S,COINBASE->BITGET,6,12,1000,0.0077449056583469,0.0086783201930239,0.024313053570827043,0.021578424991535068,0.14286830976812626,0.22590206332804935,False,False
2025-09-01,2S,COINBASE->BYBITSPOT,1,2,1000,0.003342776700685,0.0099024249949018,0.02774248748918927,0.02462213080805165,0.052359671271487246,0.09555846015841374,False,False
2025-09-01,2S,COINBASE->BYBITSPOT,3,6,1000,0.0237962973552617,0.0095439084387134,0.026738072804923078,0.02373068840400741,0.7031165572380287,0.8019190073741951,False,True
2025-09-01,2S,COINBASE->BYBITSPOT,6,12,1000,-0.002343398086228,0.0086452513124545,0.024220408283844263,0.02149620005133357,0.0128397078517834,0.027687925576847246,False,False
2025-09-01,5S,BINANCE->BITGET,1,5,1000,0.0107260982014092,0.0081588204794589,0.022857630852489416,0.020286702013706075,0.25936602949989496,0.37062790846572674,False,False
2025-09-01,5S,BINANCE->BITGET,3,15,1000,-0.0108746335676928,0.0085650849534481,0.023995815397462,0.021296868415004385,0.0006197940076642706,0.001781291031139689,False,False
2025-09-01,5S,BINANCE->BITGET,6,30,1000,-0.0015338055690609,0.0084221560187596,0.02359538780679806,0.020941479212059896,0.016093541255255042,0.03385220202087723,False,False
2025-09-01,5S,BINANCE->BYBITSPOT,1,5,1000,0.0236689502553835,0.0094114884035712,0.026367086791886693,0.023401429315596578,0.7105307166554156,0.8078624127643759,False,True
2025-09-01,5S,BINANCE->BYBITSPOT,3,15,1000,0.030256474577919,0.0089322032126018,0.025024328485606373,0.022209698737229538,0.9232652836321407,0.9592889525946203,True,True
2025-09-01,5S,BINANCE->BYBITSPOT,6,30,1000,-0.0098554075091887,0.0083635817737741,0.02343128706788456,0.020795835824429256,0.0008495510392125991,0.0023771577307352865,False,False
2025-09-01,5S,BINANCE->COINBASE,1,5,1000,0.2498749343344799,0.0186799400823108,0.05233344400983788,0.046447201410767636,1.0,1.0,True,True
2025-09-01,5S,BINANCE->COINBASE,3,15,1000,0.027299725891324,0.0109970718169611,0.03080923384492494,0.02734394261225501,0.699335432489419,0.798872433172997,False,False
2025-09-01,5S,BINANCE->COINBASE,6,30,1000,0.1627944945608171,0.0218843873850629,0.06131097620545014,0.05441497907093591,0.9999999785984041,0.999999996563284,True,True
2025-09-01,5S,BITGET->BINANCE,1,5,1000,0.0095677810675308,0.0089133418526142,0.0249714867782716,0.022162800439785066,0.1876628859915343,0.2838536933200007,False,False
2025-09-01,5S,BITGET->BINANCE,3,15,1000,-0.0043351608642866,0.008810793592555,0.024684189088746547,0.021907816769157352,0.0071033830043802,0.016303793220002586,False,False
2025-09-01,5S,BITGET->BINANCE,6,30,1000,-0.0035904377352282,0.0085139307658938,0.02385250258176529,0.021169674813640064,0.008616996801996825,0.019387490534813392,False,False
2025-09-01,5S,BITGET->BYBITSPOT,1,5,1000,0.0176944312925454,0.0098954752794215,0.027723017269029572,0.024604850515222088,0.4317854171363018,0.5569654424375996,False,False
2025-09-01,5S,BITGET->BYBITSPOT,3,15,1000,0.0121751193950047,0.0107671784212171,0.030165167905666757,0.02677231846313697,0.2034951448845434,0.30359406911035886,False,False
2025-09-01,5S,BITGET->BYBITSPOT,6,30,1000,0.0097462671765916,0.0098183980728932,0.02750707890656644,0.02441319997887002,0.16669442110341404,0.2571360378924338,False,False
2025-09-01,5S,BITGET->COINBASE,1,5,1000,-0.0043622753009042,0.0084410531485435,0.0236483297262654,0.020988466450203632,0.006629111154063925,0.015322720855927523,False,False
2025-09-01,5S,BITGET->COINBASE,3,15,1000,0.0012935926689524,0.0080930296560466,0.022673312254130037,0.02012311478523819,0.03592055900005244,0.06877015315017831,False,False
2025-09-01,5S,BITGET->COINBASE,6,30,1000,0.0128664151216487,0.00819501600488,0.022959035701471002,0.02037670127772911,0.3482924172920605,0.47017723715655296,False,False
2025-09-01,5S,BYBITSPOT->BINANCE,1,5,1000,-0.0016704699978179,0.0091528354829083,0.025642448592735765,0.022758295330767068,0.016077741481632667,0.03382267216869716,False,False
2025-09-01,5S,BYBITSPOT->BINANCE,3,15,1000,0.0170723310495142,0.0087585784662228,0.02453790396265235,0.021777985170193227,0.49571088004483105,0.6195727698356769,False,False
2025-09-01,5S,BYBITSPOT->BINANCE,6,30,1000,-0.0034181464446733,0.0090027709752748,0.025222030086386352,0.0223851637050794,0.009651138459856093,0.021457784187575685,False,False
2025-09-01,5S,BYBITSPOT->BITGET,1,5,1000,0.002988264517524,0.0096885493533363,0.02714329665326494,0.024090334402020512,0.04931505938872977,0.0907058495170292,False,False
2025-09-01,5S,BYBITSPOT->BITGET,3,15,1000,-0.0039022345367622,0.0125228074516094,0.03508371224570383,0.031137645911614227,0.011556120788065609,0.025205269815051057,False,False
2025-09-01,5S,BYBITSPOT->BITGET,6,30,1000,0.024975743962681,0.0117632518615632,0.03295575253229532,0.029249030031793584,0.5648339495502591,0.6837983823847916,False,False
2025-09-01,5S,BYBITSPOT->COINBASE,1,5,1000,0.0013457965915185,0.0080509293568944,0.022555364678347095,0.020018433449775688,0.036502168270373,0.06974495437784702,False,False
2025-09-01,5S,BYBITSPOT->COINBASE,3,15,1000,0.025862667473997,0.0078559158540074,0.022009017731326446,0.019533537277384362,0.90859657743882,0.9502489975931979,True,True
2025-09-01,5S,BYBITSPOT->COINBASE,6,30,1000,-0.0083983101666215,0.0076081038589563,0.0213147513091202,0.01891735898155341,0.0010926234584907727,0.0029914473064150413,False,False
2025-09-01,5S,COINBASE->BINANCE,1,5,1000,0.0120563148427007,0.0121019252728885,0.03390457495523217,0.03009113295498198,0.16758994218335244,0.2582912093937276,False,False
2025-09-01,5S,COINBASE->BINANCE,3,15,1000,0.0118266200366214,0.0144993610211968,0.04062119550906831,0.03605229667287304,0.12624981397636598,0.20349881494538707,False,False
2025-09-01,5S,COINBASE->BINANCE,6,30,1000,0.0322375021262034,0.013306801509296,0.037280138408807006,0.03308702742685246,0.6781993371781883,0.7816505804642947,False,False
2025-09-01,5S,COINBASE->BITGET,1,5,1000,-0.0166329416307261,0.0091632077934717,0.025671507504687864,0.022784085820228513,7.99551794912095e-05,0.00027004629420400314,False,False
2025-09-01,5S,COINBASE->BITGET,3,15,1000,-0.0044846847727308,0.0094908482955412,0.026589420292140887,0.023598755691913914,0.0074976765171991255,0.017113766455102083,False,False
2025-09-01,5S,COINBASE->BITGET,6,30,1000,0.0077449056583469,0.0086783201930239,0.024313053570827043,0.021578424991535068,0.14286830976812626,0.22590206332804935,False,False
2025-09-01,5S,COINBASE->BYBITSPOT,1,5,1000,0.003342776700685,0.0099024249949018,0.02774248748918927,0.02462213080805165,0.052359671271487246,0.09555846015841374,False,False
2025-09-01,5S,COINBASE->BYBITSPOT,3,15,1000,0.0237962973552617,0.0095439084387134,0.026738072804923078,0.02373068840400741,0.7031165572380287,0.8019190073741951,False,True
2025-09-01,5S,COINBASE->BYBITSPOT,6,30,1000,-0.002343398086228,0.0086452513124545,0.024220408283844263,0.02149620005133357,0.0128397078517834,0.027687925576847246,False,False
2025-09-01,10S,BINANCE->BITGET,1,10,1000,-0.0025663608522026,0.0120078156626734,0.03364091886237117,0.029857131775048385,0.014864280127997991,0.031543500877093275,False,False
2025-09-01,10S,BINANCE->BITGET,3,30,1000,-0.0042291218306397,0.0120145247579947,0.03365971496465024,0.02987381377190166,0.01038981315709685,0.02292050178064219,False,False
2025-09-01,10S,BINANCE->BITGET,6,60,1000,0.0020135082997201,0.0109420601549962,0.030655113985940247,0.02720715749774362,0.03787070145692709,0.07202993026162283,False,False
2025-09-01,10S,BINANCE->BYBITSPOT,1,10,1000,0.016514670646955,0.0121647122052297,0.03408047789676994,0.03024725108381782,0.2734620372556811,0.38695457474596107,False,False
2025-09-01,10S,BINANCE->BYBITSPOT,3,30,1000,-0.0124896238489548,0.0116539977312607,0.032649667775822046,0.028977372383387965,0.0012160369548665684,0.0032982458981228456,False,False
2025-09-01,10S,BINANCE->BYBITSPOT,6,60,1000,0.0099308796005617,0.0105706256267671,0.029614508502156838,0.026283594880971227,0.15374922674597402,0.24028852980666932,False,False
2025-09-01,10S,BINANCE->COINBASE,1,10,1000,0.0348252624229742,0.015016956704334,0.04207128392390457,0.03733928532690963,0.6402393354598677,0.749910762160135,False,False
2025-09-01,10S,BINANCE->COINBASE,3,30,1000,0.1479294178561511,0.0371601168105284,0.1041072339597276,0.0923976962635285,0.9783550067748996,0.9902546822266038,True,True
2025-09-01,10S,BINANCE->COINBASE,6,60,1000,0.0039897625916688,0.0138550976964913,0.03881623690200107,0.034450352112434954,0.04726211444547802,0.08740806410047919,False,False
2025-09-01,10S,BITGET->BINANCE,1,10,1000,0.0078091872929934,0.0120948146748582,0.03388465400889854,0.03007345263173634,0.09437264835170805,0.15885143737155216,False,False
2025-09-01,10S,BITGET->BINANCE,3,30,1000,-0.0099573198911168,0.012076221160368,0.033832562693550026,0.030027220325387665,0.0026804882560464483,0.006767124280629912,False,False
2025-09-01,10S,BITGET->BINANCE,6,60,1000,0.0096541105303234,0.0122953195272337,0.03444638543947366,0.03057200290658118,0.12004173882524122,0.19498609246308524,False,False
2025-09-01,10S,BITGET->BYBITSPOT,1,10,1000,0.0232164199092672,0.0140401618090663,0.03933470978419438,0.03491050937593795,0.37965314500934677,0.503478125226909,False,False
2025-09-01,10S,BITGET->BYBITSPOT,3,30,1000,0.0270006057612569,0.0130362397686082,0.036522136635509156,0.03241428246041253,0.5442837598939736,0.6650707538373548,False,False
2025-09-01,10S,BITGET->BYBITSPOT,6,60,1000,0.0077318099368186,0.0125159024469446,0.035064367286703924,0.0311204767911034,0.08976475168940523,0.15218792710002144,False,False
2025-09-01,10S,BITGET->COINBASE,1,10,1000,-0.0042717129862887,0.0108389802807007,0.030366326933829034,0.02695085198168185,0.0092845439068002,0.0207270017307898,False,False
2025-09-01,10S,BITGET->COINBASE,3,30,1000,0.016099885077717,0.0105402404776992,0.029529381917678052,0.026208042971680612,0.33269065859255453,0.45327742596934156,False,False
2025-09-01,10S,BITGET->COINBASE,6,60,1000,0.0027013370961696,0.0101430419288513,0.028416596334569853,0.025220418765333538,0.045166872564313995,0.08401993785289935,False,False
2025-09-01,10S,BYBITSPOT->BINANCE,1,10,1000,0.0062294627280989,0.0120990702335506,0.033896576319225984,0.030084033971442485,0.0742159117691191,0.129241813237435,False,False
2025-09-01,10S,BYBITSPOT->BINANCE,3,30,1000,-0.0002356200010758,0.0115459557374573,0.03234697892304699,0.028708728681914878,0.023830920737852156,0.047930370518249464,False,False
2025-09-01,10S,BYBITSPOT->BINANCE,6,60,1000,-0.0011628450215445,0.0118055854383104,0.033074353655140123,0.029354291406131577,0.019772828441964,0.040635969685012395,False,False
2025-09-01,10S,BYBITSPOT->BITGET,1,10,1000,0.0268614067362345,0.0135658184181126,0.03800579635178891,0.03373106645907568,0.5080246173666608,0.6312728633602981,False,False
2025-09-01,10S,BYBITSPOT->BITGET,3,30,1000,0.0328440353661819,0.0176229242368886,0.049372124041991865,0.04381895808394941,0.4616597715016483,0.5866193708446986,False,False
2025-09-01,10S,BYBITSPOT->BITGET,6,60,1000,0.0414960777273147,0.0181420257491773,0.05082643116551997,0.045109690944315446,0.6282894172310381,0.7397051206551084,False,False
2025-09-01,10S,BYBITSPOT->COINBASE,1,10,1000,0.0124122708283611,0.0101378834953118,0.028402144543416972,0.02520759245001789,0.23098141879863054,0.3370571033135694,False,False
2025-09-01,10S,BYBITSPOT->COINBASE,3,30,1000,0.0007492363893992,0.0104052476196824,0.02915118792210736,0.025872386623871497,0.029515770618236892,0.05787700919548936,False,False
2025-09-01,10S,BYBITSPOT->COINBASE,6,60,1000,-0.0029657395246713,0.0110622518717925,0.030991841323056383,0.027506011180000886,0.012938275556762349,0.027877285187368695,False,False
2025-09-01,10S,COINBASE->BINANCE,1,10,1000,-0.0316613017471028,0.014776843174057,0.04139858540681161,0.036742249070204104,2.042722505267893e-05,7.609047385045055e-05,False,False
2025-09-01,10S,COINBASE->BINANCE,3,30,1000,0.0554452961719073,0.0209203152736849,0.05861004602901857,0.05201783800226185,0.7550113218856795,0.8426611436578433,False,True
2025-09-01,10S,COINBASE->BINANCE,6,60,1000,-0.0204097226904792,0.0179966046570197,0.05041902158332939,0.04474810505447557,0.0009872164138225602,0.0027268212060673085,False,False
2025-09-01,10S,COINBASE->BITGET,1,10,1000,-0.0035914178106413,0.0120853952849352,0.03385826478532662,0.030050031555491324,0.011999849640966651,0.026067115570750057,False,False
2025-09-01,10S,COINBASE->BITGET,3,30,1000,0.0129918318016145,0.0118981604024747,0.03333371030631017,0.02958447672724006,0.1926849544658864,0.2901542141307135,False,False
2025-09-01,10S,COINBASE->BITGET,6,60,1000,-0.0035351407005536,0.0128053059262895,0.035875155796507054,0.03184007126704278,0.012674823977153308,0.02737076729315081,False,False
2025-09-01,10S,COINBASE->BYBITSPOT,1,10,1000,0.0113541643018347,0.0123161311738063,0.03450469104087605,0.030623750542590065,0.14961867795461103,0.2348522662202609,False,False
2025-09-01,10S,COINBASE->BYBITSPOT,3,30,1000,-0.0001716700941631,0.0116291366064842,0.032580017216142544,0.028915555821626835,0.02414962242965958,0.048495894544735914,False,False
2025-09-01,10S,COINBASE->BYBITSPOT,6,60,1000,-0.0093840817829999,0.0136439934145905,0.03822481026634743,0.03392544662253956,0.004051529172683652,0.009833660450842552,False,False
2025-09-01,15S,BINANCE->BITGET,1,15,1000,-0.0078239159109535,0.013441602622462,0.03765779521483805,0.03342220700591043,0.005510517107563527,0.012976283047674815,False,False
2025-09-01,15S,BINANCE->BITGET,3,45,1000,0.0054524307553216,0.0146854879702014,0.04114264601809206,0.03651509665243908,0.05606589963409684,0.10140731547329385,False,False
2025-09-01,15S,BINANCE->BITGET,6,90,1000,0.0003673059614891,0.0132793161256324,0.03720313576422091,0.033018685711341055,0.026660998818790305,0.0529182464205285,False,False
2025-09-01,15S,BINANCE->BYBITSPOT,1,15,1000,0.0208865977264913,0.0143469753493891,0.04019427406347965,0.035673393530819074,0.3070797100332946,0.4250327956739694,False,False
2025-09-01,15S,BINANCE->BYBITSPOT,3,45,1000,0.009883905052072,0.0158376747700271,0.04437059552498863,0.039379980164833725,0.0907928652813364,0.15367978859145176,False,False
2025-09-01,15S,BINANCE->BYBITSPOT,6,90,1000,-0.0138488010753696,0.0152246875188912,0.04265325950331459,0.03785580277506236,0.002055009261964666,0.0053173030890531865,False,False
2025-09-01,15S,BINANCE->COINBASE,1,15,1000,0.0295945115159828,0.0148020729938154,0.041469268896902396,0.03680498238276893,0.51570833190094,0.6385162069816549,False,False
2025-09-01,15S,BINANCE->COINBASE,3,45,1000,-0.0135778848818554,0.0148075292183905,0.0414845549750187,0.03681854914800829,0.00200787324538548,0.005206386402947327,False,False
2025-09-01,15S,BINANCE->COINBASE,6,90,1000,-0.0093215545044775,0.0179334354369721,0.05024204763020431,0.04459103637686829,0.006573720680792425,0.015207634454916562,False,False
2025-09-01,15S,BITGET->BINANCE,1,15,1000,-0.0068560075380433,0.0152109908878054,0.042614887224126666,0.03782174644619364,0.00796116161506533,0.018059695150668072,False,False
2025-09-01,15S,BITGET->BINANCE,3,45,1000,0.0207532034298876,0.0141900869313353,0.039754737790566985,0.035283294423420854,0.3094359477293262,0.42765817381698806,False,False
2025-09-01,15S,BITGET->BINANCE,6,90,1000,0.0097552539657727,0.0144429454125678,0.040463142373862455,0.035912020680275845,0.09947826015732608,0.1661678899033192,False,False
2025-09-01,15S,BITGET->BYBITSPOT,1,15,1000,0.0028774862457306,0.0157441563255131,0.04410859563321729,0.03914744890355432,0.03776778204574484,0.07185851043637552,False,False
