edge,lag,lag_s,coef,se,t,p_raw,p_fdr,bh_significant,beta_magnitude,run_length,is_candidate,rules_passed,n_obs
BINANCE->BITGET,1,5,0.1006516995437239,0.011551606780674156,8.713220719399335,0.0,0.0,True,True,3,True,raw_p<0.05|BH_0.10||beta|>=0.01|run_length>=3,17120
BINANCE->BITGET,3,15,0.11779456349124239,0.012594172593098184,9.353100620186495,0.0,0.0,True,True,3,True,raw_p<0.05|BH_0.10||beta|>=0.01|run_length>=3,17118
BINANCE->BITGET,6,30,0.028296716599543952,0.013131394569033988,2.154890438390475,0.03118431536469668,0.03118431536469668,True,True,3,True,raw_p<0.05|BH_0.10||beta|>=0.01|run_length>=3,17115
BINANCE->BYBITSPOT,3,15,-0.01912326487509638,0.010406479354999254,-1.8376305975093872,0.06613485068980385,0.06613485068980385,True,True,3,True,BH_0.10||beta|>=0.01|run_length>=3,16480
BINANCE->COINBASE,1,5,0.05060488263785404,0.011273662029795468,4.488770596821957,7.210161319992636e-06,7.210161319992636e-06,True,True,3,True,raw_p<0.05|BH_0.10||beta|>=0.01|run_length>=3,17160
BYBITSPOT->BITGET,6,30,-0.020630046270594612,0.010169015344803488,-2.028716210083886,0.04250332366076193,0.04250332366076193,True,True,3,True,raw_p<0.05|BH_0.10||beta|>=0.01|run_length>=3,16406
COINBASE->BINANCE,1,5,0.04028092110289207,0.01125016168531036,3.5804748615735855,0.00034391758232121816,0.00034391758232121816,True,True,3,True,raw_p<0.05|BH_0.10||beta|>=0.01|run_length>=3,17160
COINBASE->BITGET,1,5,0.04623448503575706,0.01270961257966631,3.637757228707828,0.00027583327657798584,0.00027583327657798584,True,True,3,True,raw_p<0.05|BH_0.10||beta|>=0.01|run_length>=3,17061
COINBASE->BITGET,3,15,0.030913887643175677,0.011026559983460457,2.8035840452095373,0.005059513420248907,0.005059513420248907,True,True,3,True,raw_p<0.05|BH_0.10||beta|>=0.01|run_length>=3,17059
